Orthogroup	longest_isoform_HydraProteins	longest_isoform_HydractiniaProteins
OG0008214	Hydra|LOC100201270	Hydractinia|LOC130628816
OG0008215	Hydra|LOC100213777	Hydractinia|LOC130640827, Hydractinia|LOC130641204
OG0008216	Hydra|LOC100211798	Hydractinia|LOC130662490
OG0008217	Hydra|LOC100199065	Hydractinia|LOC130641261
OG0008218	Hydra|LOC100213274	Hydractinia|LOC130641257
OG0008219	Hydra|LOC100211326	Hydractinia|LOC130656942
OG0008220	hyfzd5/8	Hydractinia|LOC130641953
OG0008221	Hydra|LOC100208704	Hydractinia|LOC130640964
OG0008222	Hydra|LOC100205713	Hydractinia|LOC130641952
OG0008223	Hydra|LOC101238512	Hydractinia|LOC130649156
OG0008224	Hydra|LOC101239185	Hydractinia|LOC130654284
OG0008225	lrr-1	Hydractinia|LOC130654292
OG0008226	Hydra|LOC124807741	Hydractinia|LOC130654099
OG0008227	Hydra|LOC101240198	Hydractinia|LOC130612714, Hydractinia|LOC130612697
OG0008230	Hydra|LOC100213291	Hydractinia|LOC130613149
OG0008231	Hydra|LOC100202272	Hydractinia|LOC130662775
OG0008232	Hydra|LOC100203139	Hydractinia|LOC130653683
OG0008233	Hydra|LOC100206732	Hydractinia|LOC130653684
OG0008234	Hydra|LOC100215007	Hydractinia|LOC130656056
OG0008235	Hydra|LOC100198317	Hydractinia|LOC130655162
OG0008236	Hydra|LOC100204986	Hydractinia|LOC130653922
OG0008237	Hydra|LOC100201544	Hydractinia|LOC130654462
OG0008238	Hydra|LOC101236441	Hydractinia|LOC130655130
OG0008239	Hydra|LOC101235392	Hydractinia|LOC130654683
OG0008240	Hydra|LOC100206601	Hydractinia|LOC130641115, Hydractinia|LOC130640737
OG0008241	Hydra|LOC100209441	Hydractinia|LOC130613284
OG0008242	Hydra|LOC100202550	Hydractinia|LOC130655074
OG0008243	Hydra|LOC100210284	Hydractinia|LOC130654124
OG0008244	Hydra|LOC100197842	Hydractinia|LOC130655341
OG0008245	Hydra|LOC100211414	Hydractinia|LOC130654448
OG0008246	Hydra|LOC100209716	Hydractinia|LOC130655860
OG0008247	Hydra|LOC101240112	Hydractinia|LOC130654461
OG0008248	Hydra|LOC100200475	Hydractinia|LOC130654941
OG0008249	Hydra|LOC101236336	Hydractinia|LOC130654997
OG0008250	Hydra|LOC100198511	Hydractinia|LOC130662714
OG0008251	Hydra|LOC100205929	Hydractinia|LOC130662367
OG0008252	Hydra|LOC100212788	Hydractinia|LOC130662720
OG0008253	Hydra|LOC100212584	Hydractinia|LOC130642037
OG0008255	Hydra|LOC100204400	Hydractinia|LOC130654113
OG0008256	Hydra|LOC101241672	Hydractinia|LOC130654111
OG0008257	Hydra|LOC100206913	Hydractinia|LOC130655458
OG0008258	Hydra|LOC100210562	Hydractinia|LOC130647351
OG0008259	Hydra|LOC100215889	Hydractinia|LOC130647912
OG0008260	Hydra|LOC101240934	Hydractinia|LOC130622085
OG0008261	Hydra|LOC100213180	Hydractinia|LOC130621826
OG0008262	Hydra|LOC100205882	Hydractinia|LOC130621586
OG0008263	Hydra|LOC101236679	Hydractinia|LOC130621917
OG0008264	Hydra|LOC100203523	Hydractinia|LOC130621517
OG0008265	Hydra|LOC100202574	Hydractinia|LOC130622333
OG0008266	Hydra|LOC100209426	Hydractinia|LOC130621583
OG0008267	Hydra|LOC100209407	Hydractinia|LOC130622762
OG0008268	Hydra|LOC100200361	Hydractinia|LOC130621558
OG0008269	Hydra|LOC101241782	Hydractinia|LOC130622502
OG0008270	Hydra|LOC100201849	Hydractinia|LOC130656976
OG0008271	Hydra|LOC100210913	Hydractinia|LOC130657637
OG0008272	Hydra|LOC101238664	Hydractinia|LOC130657596
OG0008273	Hydra|LOC100210272	Hydractinia|LOC130656217
OG0008274	Hydra|LOC101236368	Hydractinia|LOC130657023
OG0008275	Hydra|LOC100201057	Hydractinia|LOC130657026
OG0008276	Hydra|LOC100215698	Hydractinia|LOC130629906
OG0008277	Hydra|LOC101235255	Hydractinia|LOC130654658
OG0008278	Hydra|LOC100214238	Hydractinia|LOC130653796
OG0008279	Hydra|LOC100197468	Hydractinia|LOC130642100
OG0008280	Hydra|LOC101238359	Hydractinia|LOC130613848
OG0008281	Hydra|LOC100199199	Hydractinia|LOC130641886
OG0008282	Hydra|LOC105844630	Hydractinia|LOC130640758, Hydractinia|LOC130641135
OG0008283	Hydra|LOC100207210	Hydractinia|LOC130648771
OG0008284	Hydra|LOC100212223	Hydractinia|LOC130648390
OG0008285	Hydra|LOC100212363	Hydractinia|LOC130636042
OG0008286	Hydra|LOC100208834	Hydractinia|LOC130636153
OG0008287	Hydra|LOC100209595	Hydractinia|LOC130636049
OG0008288	Hydra|LOC124817817	Hydractinia|LOC130648775
OG0008289	Hydra|LOC100215982	Hydractinia|LOC130636044
OG0008290	Hydra|LOC100213673	Hydractinia|LOC130614015
OG0008291	Hydra|LOC100214433	Hydractinia|LOC130625934
OG0008292	Hydra|LOC100192262	Hydractinia|LOC130613794
OG0008293	Hydra|LOC101235239	Hydractinia|LOC130613914
OG0008294	Hydra|LOC101239932	Hydractinia|LOC130614536
OG0008296	Hydra|LOC100200516	Hydractinia|LOC130614342
OG0008297	Hydra|LOC100210041	Hydractinia|LOC130614649
OG0008298	Hydra|LOC100197558	Hydractinia|LOC130613732
OG0008299	Hydra|LOC100201063	Hydractinia|LOC130636588
OG0008300	Hydra|LOC101238393	Hydractinia|LOC130636444
OG0008301	Hydra|LOC100201169	Hydractinia|LOC130636666
OG0008302	Hydra|LOC101237442	Hydractinia|LOC130654135
OG0008303	Hydra|LOC101235135	Hydractinia|LOC130656659
OG0008304	Hydra|LOC100209242	Hydractinia|LOC130622878
OG0008305	Hydra|LOC100197033	Hydractinia|LOC130655293
OG0008307	Hydra|LOC100210366	Hydractinia|LOC130654715
OG0008308	Hydra|LOC100197225	Hydractinia|LOC130628841
OG0008309	Hydra|LOC100201302	Hydractinia|LOC130628900
OG0008310	Hydra|LOC105844364	Hydractinia|LOC130629188
OG0008311	Hydra|LOC100204358	Hydractinia|LOC130641432
OG0008312	Hydra|LOC100206462	Hydractinia|LOC130641388
OG0008313	Hydra|LOC100205191	Hydractinia|LOC130641393
OG0008314	Hydra|LOC100199360	Hydractinia|LOC130641389
OG0008315	Hydra|LOC101239853	Hydractinia|LOC130625310
OG0008317	Hydra|LOC100199926	Hydractinia|LOC130625325
OG0008318	Hydra|LOC100200779	Hydractinia|LOC130625407
OG0008319	Hydra|LOC100212924	Hydractinia|LOC130625678
OG0008320	Hydra|LOC100205983	Hydractinia|LOC130625591
OG0008321	Hydra|LOC105847882	Hydractinia|LOC130621881
OG0008322	Hydra|LOC100205860	Hydractinia|LOC130621588
OG0008323	Hydra|LOC100209405	Hydractinia|LOC130621587
OG0008324	Hydra|LOC100207479	Hydractinia|LOC130621797
OG0008325	Hydra|LOC100199511	Hydractinia|LOC130636114
OG0008326	Hydra|LOC100200753	Hydractinia|LOC130636082
OG0008327	Hydra|LOC100206807	Hydractinia|LOC130621803
OG0008328	Hydra|LOC100198617	Hydractinia|LOC130635812
OG0008329	Hydra|LOC100204237	Hydractinia|LOC130636038
OG0008330	Hydra|LOC100201284	Hydractinia|LOC130656809
OG0008331	Hydra|LOC100205922	Hydractinia|LOC130613138
OG0008332	Hydra|LOC100211113	Hydractinia|LOC130612662
OG0008333	Hydra|LOC100214352	Hydractinia|LOC130612372
OG0008334	Hydra|LOC100204009	Hydractinia|LOC130613141
OG0008335	Hydra|LOC100197480	Hydractinia|LOC130612627
OG0008336	Hydra|LOC100213808	Hydractinia|LOC130612628
OG0008337	Hydra|LOC105845166	Hydractinia|LOC130612386
OG0008338	Hydra|LOC100211403	Hydractinia|LOC130612355
OG0008339	Hydra|LOC100212671	Hydractinia|LOC130641925
OG0008340	Hydra|LOC100208775	Hydractinia|LOC130641479
OG0008341	Hydra|LOC105845147	Hydractinia|LOC130641482
OG0008342	Hydra|LOC100207745	Hydractinia|LOC130623349
OG0008343	Hydra|LOC100210859	Hydractinia|LOC130623347
OG0008344	Hydra|LOC100213417	Hydractinia|LOC130623427
OG0008345	Hydra|LOC100200468	Hydractinia|LOC130623621
OG0008346	Hydra|LOC105843796	Hydractinia|LOC130623577
OG0008347	Hydra|LOC101239919	Hydractinia|LOC130624285
OG0008348	Hydra|LOC100212991	Hydractinia|LOC130623417
OG0008349	Hydra|LOC100208540	Hydractinia|LOC130623533
OG0008350	Hydra|LOC100212519	Hydractinia|LOC130641773
OG0008351	Hydra|LOC100201501	Hydractinia|LOC130641639
OG0008352	Hydra|LOC100198903	Hydractinia|LOC130649509
OG0008353	Hydra|LOC100197237	Hydractinia|LOC130649290
OG0008354	Hydra|LOC100208171	Hydractinia|LOC130648712
OG0008355	Hydra|LOC100206857	Hydractinia|LOC130649287
OG0008356	Hydra|LOC101235836	Hydractinia|LOC130648949
OG0008357	Hydra|LOC100209968	Hydractinia|LOC130613795
OG0008358	Hydra|LOC100208858	Hydractinia|LOC130614180
OG0008359	Hydra|LOC100204116	Hydractinia|LOC130629628
OG0008360	Hydra|LOC100202780	Hydractinia|LOC130654412
OG0008361	Hydra|LOC100213041	Hydractinia|LOC130649293
OG0008362	Hydra|LOC100207631	Hydractinia|LOC130648838
OG0008363	Hydra|LOC100209027	Hydractinia|LOC130648681
OG0008364	Hydra|LOC100202383	Hydractinia|LOC130614121
OG0008365	Hydra|LOC100201675	Hydractinia|LOC130648808
OG0008366	Hydra|LOC101240865	Hydractinia|LOC130648878
OG0008367	Hydra|LOC101235534	Hydractinia|LOC130649621
OG0008368	Hydra|LOC100200593	Hydractinia|LOC130648843
OG0008369	Hydra|LOC100209945	Hydractinia|LOC130648890
OG0008370	Hydra|LOC100202669	Hydractinia|LOC130649437
OG0008371	Hydra|LOC100197798	Hydractinia|LOC130645854
OG0008372	Hydra|LOC105849093	Hydractinia|LOC130654878
OG0008373	Hydra|LOC100206716	Hydractinia|LOC130662359
OG0008374	Hydra|LOC101236161	Hydractinia|LOC130625805
OG0008375	Hydra|LOC100202527	Hydractinia|LOC130625371
OG0008376	Hydra|LOC100210250	Hydractinia|LOC130625340
OG0008377	Hydra|LOC101239184	Hydractinia|LOC130629275
OG0008378	Hydra|LOC100214288	Hydractinia|LOC130625846
OG0008379	Hydra|LOC100211215	Hydractinia|LOC130625285
OG0008380	Hydra|LOC100206611	Hydractinia|LOC130625013
OG0008381	Hydra|LOC100215655	Hydractinia|LOC130625299
OG0008382	Hydra|LOC100203415	Hydractinia|LOC130613125
OG0008383	Hydra|LOC100202940	Hydractinia|LOC130646945
OG0008384	Hydra|LOC101241766	Hydractinia|LOC130654070
OG0008385	Hydra|LOC100201589	Hydractinia|LOC130654673
OG0008386	Hydra|LOC100209749	Hydractinia|LOC130654258
OG0008387	Hydra|LOC100214005	Hydractinia|LOC130646971
OG0008388	Hydra|LOC100209948	Hydractinia|LOC130654682
OG0008389	Hydra|LOC100212818	Hydractinia|LOC130656157
OG0008390	Hydra|LOC100204104	Hydractinia|LOC130658014
OG0008391	Hydra|LOC100200942	Hydractinia|LOC130656672
OG0008392	Hydra|LOC100208571	Hydractinia|LOC130656370
OG0008393	Hydra|LOC100212418	Hydractinia|LOC130656318
OG0008394	Hydra|LOC124811133	Hydractinia|LOC130657605
OG0008395	Hydra|LOC100212435	Hydractinia|LOC130657600
OG0008396	Hydra|LOC100213404	Hydractinia|LOC130657501
OG0008397	Hydra|LOC105847254	Hydractinia|LOC130656794
OG0008398	Hydra|LOC100214508	Hydractinia|LOC130656378
OG0008399	Hydra|LOC100203585	Hydractinia|LOC130656382
OG0008400	Hydra|LOC100204413	Hydractinia|LOC130656385
OG0008401	Hydra|LOC100200157	Hydractinia|LOC130656952
OG0008402	Hydra|LOC101240548	Hydractinia|LOC130614010
OG0008403	Hydra|LOC100201595	Hydractinia|LOC130654463
OG0008404	Hydra|LOC100212745	Hydractinia|LOC130622071
OG0008405	Hydra|LOC100210703	Hydractinia|LOC130622125
OG0008406	Hydra|LOC100202741	Hydractinia|LOC130622540
OG0008407	Hydra|LOC100206780	Hydractinia|LOC130657613
OG0008408	Hydra|LOC124811334	Hydractinia|LOC130657494
OG0008409	Hydra|LOC100204000	Hydractinia|LOC130662629
OG0008410	Hydra|LOC100203029	Hydractinia|LOC130662563
OG0008411	Hydra|LOC100197226	Hydractinia|LOC130612690
OG0008412	Hydra|LOC100204767	Hydractinia|LOC130612116
OG0008413	Hydra|LOC100208979	Hydractinia|LOC130662744
OG0008414	Hydra|LOC101239170	Hydractinia|LOC130613362
OG0008415	Hydra|LOC100207514	Hydractinia|LOC130662339
OG0008416	Hydra|LOC100211412	Hydractinia|LOC130612378
OG0008417	Hydra|LOC100198199	Hydractinia|LOC130662745
OG0008418	Hydra|LOC100200073	Hydractinia|LOC130662337
OG0008419	Hydra|LOC100200408	Hydractinia|LOC130662630
OG0008420	Hydra|LOC100213132	Hydractinia|LOC130622319
OG0008422	Hydra|LOC100197697	Hydractinia|LOC130621926
OG0008423	Hydra|LOC100201262	Hydractinia|LOC130621118
OG0008424	Hydra|LOC101234406	Hydractinia|LOC130622650
OG0008425	Hydra|LOC100210462	Hydractinia|LOC130622707
OG0008426	Hydra|LOC100206781	Hydractinia|LOC130622710
OG0008427	Hydra|LOC100209087	Hydractinia|LOC130621178
OG0008428	Hydra|LOC100200452	Hydractinia|LOC130621935
OG0008429	Hydra|LOC100208732	Hydractinia|LOC130621305
OG0008430	Hydra|LOC101238186	Hydractinia|LOC130622236
OG0008431	Hydra|LOC100206114	Hydractinia|LOC130621148
OG0008432	Hydra|LOC100201454	Hydractinia|LOC130622237
OG0008433	Hydra|LOC100198431	Hydractinia|LOC130622010
OG0008434	Hydra|LOC100197709	Hydractinia|LOC130622211
OG0008435	Hydra|LOC100198363	Hydractinia|LOC130622243
OG0008436	Hydra|LOC100208847	Hydractinia|LOC130623825
OG0008437	Hydra|LOC100205625	Hydractinia|LOC130647121
OG0008438	Hydra|LOC100197044	Hydractinia|LOC130623355
OG0008439	Hydra|LOC100210367	Hydractinia|LOC130631298
OG0008440	Hydra|LOC100207093	Hydractinia|LOC130630451
OG0008441	Hydra|LOC100201516	Hydractinia|LOC130614123
OG0008442	Hydra|LOC101238545	Hydractinia|LOC130613903
OG0008443	Hydra|LOC100207269	Hydractinia|LOC130614378
OG0008444	Hydra|LOC100202412	Hydractinia|LOC130614385
OG0008445	Hydra|LOC100192289	Hydractinia|LOC130613902
OG0008446	Hydra|LOC100212226	Hydractinia|LOC130614811
OG0008447	Hydra|LOC100206371	Hydractinia|LOC130613648
OG0008448	Hydra|LOC100213702	Hydractinia|LOC130613647
OG0008449	Hydra|LOC100214661	Hydractinia|LOC130662639
OG0008450	Hydra|LOC100210846	Hydractinia|LOC130613004, Hydractinia|LOC130662815
OG0008451	Hydra|LOC100197125	Hydractinia|LOC130612578
OG0008452	Hydra|LOC100214183	Hydractinia|LOC130612572
OG0008453	Hydra|LOC100200043	Hydractinia|LOC130662476, Hydractinia|LOC130662474
OG0008454	Hydra|LOC100215094	Hydractinia|LOC130612110
OG0008455	Hydra|LOC100210587	Hydractinia|LOC130623695
OG0008456	Hydra|LOC100210488	Hydractinia|LOC130654543
OG0008457	Hydra|LOC100199793	Hydractinia|LOC130655104
OG0008458	Hydra|LOC100197285	Hydractinia|LOC130623644
OG0008459	Hydra|LOC100198723	Hydractinia|LOC130623649
OG0008461	Hydra|LOC100209916	Hydractinia|LOC130654319
OG0008462	Hydra|LOC100209760	Hydractinia|LOC130625677
OG0008463	Hydra|LOC101234331	Hydractinia|LOC130625490
OG0008464	Hydra|LOC100197714	Hydractinia|LOC130625789
OG0008465	Hydra|LOC101240556	Hydractinia|LOC130625784
OG0008466	Hydra|LOC100209922	Hydractinia|LOC130625839
OG0008467	Hydra|LOC100210565	Hydractinia|LOC130625786
OG0008468	Hydra|LOC100201438	Hydractinia|LOC130625838
OG0008469	Hydra|LOC100201787	Hydractinia|LOC130625892
OG0008470	Hydra|LOC101241243	Hydractinia|LOC130625017
OG0008471	Hydra|LOC124811664	Hydractinia|LOC130656821
OG0008472	Hydra|LOC100202705	Hydractinia|LOC130656820
OG0008473	Hydra|LOC100214898	Hydractinia|LOC130656151
OG0008474	Hydra|LOC100199126	Hydractinia|LOC130657058
OG0008475	Hydra|LOC100200026	Hydractinia|LOC130656116
OG0008476	Hydra|LOC100212746	Hydractinia|LOC130656394
OG0008477	Hydra|LOC100212042	Hydractinia|LOC130656118
OG0008478	Hydra|LOC100214574	Hydractinia|LOC130656176
OG0008479	Hydra|LOC100199544	Hydractinia|LOC130656564
OG0008480	Hydra|LOC100202783	Hydractinia|LOC130654713
OG0008481	Hydra|LOC105846310	Hydractinia|LOC130654651
OG0008482	Hydra|LOC101241002	Hydractinia|LOC130654712
OG0008483	Hydra|LOC100202714	Hydractinia|LOC130655344
OG0008484	Hydra|LOC101237345	Hydractinia|LOC130649653
OG0008485	Hydra|LOC100213767	Hydractinia|LOC130649588
OG0008487	Hydra|LOC100199409	Hydractinia|LOC130645332
OG0008488	Hydra|LOC100210044	Hydractinia|LOC130645037
OG0008489	Hydra|LOC100212486	Hydractinia|LOC130645053
OG0008490	Hydra|LOC100203001	Hydractinia|LOC130645352
OG0008491	Hydra|LOC100211723	Hydractinia|LOC130630670
OG0008492	Hydra|LOC100197652	Hydractinia|LOC130630676
OG0008493	Hydra|LOC100213799	Hydractinia|LOC130626056
OG0008494	Hydra|LOC100201888	Hydractinia|LOC130630230
OG0008495	Hydra|LOC101238049	Hydractinia|LOC130629476
OG0008496	Hydra|LOC101235318	Hydractinia|LOC130630551
OG0008498	Hydra|LOC105846713	Hydractinia|LOC130645060
OG0008499	Hydra|LOC100207912	Hydractinia|LOC130646699
OG0008500	Hydra|LOC100208466	Hydractinia|LOC130646731
OG0008501	Hydra|LOC100213694	Hydractinia|LOC130635662
OG0008502	Hydra|LOC100209250	Hydractinia|LOC130635665
OG0008503	Hydra|LOC100201893	Hydractinia|LOC130656899
OG0008504	Hydra|LOC100211932	Hydractinia|LOC130657423
OG0008505	Hydra|LOC100206463	Hydractinia|LOC130656913
OG0008506	Hydra|LOC100198376	Hydractinia|LOC130656581
OG0008507	Hydra|LOC105847182	Hydractinia|LOC130625393
OG0008508	Hydra|LOC100202406	Hydractinia|LOC130625000
OG0008509	Hydra|LOC101239023	Hydractinia|LOC130626161
OG0008510	Hydra|LOC100201116	Hydractinia|LOC130626035
OG0008511	Hydra|LOC101238383	Hydractinia|LOC130662616
OG0008512	Hydra|LOC100201868	Hydractinia|LOC130662331
OG0008513	Hydra|LOC100206528	Hydractinia|LOC130625514
OG0008514	Hydra|LOC100211438	Hydractinia|LOC130636443
OG0008515	Hydra|LOC101235065	Hydractinia|LOC130636646
OG0008516	Hydra|LOC100208434	Hydractinia|LOC130636474
OG0008517	Hydra|LOC100197984	Hydractinia|LOC130636475
OG0008518	Hydra|LOC100202729	Hydractinia|LOC130636708
OG0008519	Hydra|LOC105845605	Hydractinia|LOC130625540
OG0008520	Hydra|LOC100212376	Hydractinia|LOC130636076
OG0008521	Hydra|LOC101236238	Hydractinia|LOC130655893
OG0008522	Hydra|LOC100206923	Hydractinia|LOC130654536
OG0008523	Hydra|LOC100203342	Hydractinia|LOC130655750
OG0008524	Hydra|LOC100215444	Hydractinia|LOC130655790
OG0008525	Hydra|LOC100210536	Hydractinia|LOC130654420
OG0008526	Hydra|LOC100206145	Hydractinia|LOC130621713
OG0008527	Hydra|LOC100203958	Hydractinia|LOC130621871
OG0008528	Hydra|LOC100207540	Hydractinia|LOC130621758
OG0008529	Hydra|LOC100215853	Hydractinia|LOC130621738
OG0008530	Hydra|LOC105846724	Hydractinia|LOC130621754
OG0008531	Hydra|LOC100208227	Hydractinia|LOC130622685
OG0008532	Hydra|LOC100198412	Hydractinia|LOC130622443
OG0008533	Hydra|LOC100200293	Hydractinia|LOC130655902
OG0008534	Hydra|LOC100212436	Hydractinia|LOC130654414
OG0008535	Hydra|LOC100205593	Hydractinia|LOC130621606
OG0008536	Hydra|LOC100206823	Hydractinia|LOC130621991
OG0008537	Hydra|LOC100203280	Hydractinia|LOC130621424
OG0008538	Hydra|LOC100215649	Hydractinia|LOC130622682
OG0008539	Hydra|LOC100211375	Hydractinia|LOC130636178
OG0008540	Hydra|LOC100201233	Hydractinia|LOC130636120
OG0008541	Hydra|LOC100210861	Hydractinia|LOC130636083
OG0008542	Hydra|LOC100208823	Hydractinia|LOC130640988
OG0008543	Hydra|LOC101235989	Hydractinia|LOC130622929
OG0008544	Hydra|LOC100201297	Hydractinia|LOC130641857
OG0008545	Hydra|LOC101239128	Hydractinia|LOC130641838
OG0008546	Hydra|LOC100199563	Hydractinia|LOC130622780
OG0008547	Hydra|LOC100200601	Hydractinia|LOC130635827
OG0008548	Hydra|LOC100205313	Hydractinia|LOC130636639
OG0008549	Hydra|LOC100199001	Hydractinia|LOC130636640
OG0008550	Hydra|LOC100199024	Hydractinia|LOC130636058
OG0008551	Hydra|LOC100210106	Hydractinia|LOC130636506
OG0008552	Hydra|LOC100200787	Hydractinia|LOC130641679
OG0008553	Hydra|LOC100205637	Hydractinia|LOC130641206, Hydractinia|LOC130640836
OG0008554	Hydra|LOC100210131	Hydractinia|LOC130641787
OG0008555	Hydra|LOC100200008	Hydractinia|LOC130640992
OG0008556	Hydra|LOC100214781	Hydractinia|LOC130624272
OG0008557	Hydra|LOC101239476	Hydractinia|LOC130624064
OG0008558	Hydra|LOC100198304	Hydractinia|LOC130623795
OG0008559	Hydra|LOC100209283	Hydractinia|LOC130623595
OG0008560	Hydra|LOC100197434	Hydractinia|LOC130622904
OG0008561	Hydra|LOC100200303	Hydractinia|LOC130629309
OG0008562	Hydra|LOC100198813	Hydractinia|LOC130623461
OG0008563	Hydra|LOC105849593	Hydractinia|LOC130624102
OG0008564	Hydra|LOC101236319	Hydractinia|LOC130645013
OG0008565	Hydra|LOC100205523	Hydractinia|LOC130644388
OG0008566	Hydra|LOC105844705	Hydractinia|LOC130629471
OG0008567	Hydra|LOC101240194	Hydractinia|LOC130629781
OG0008568	Hydra|LOC100199860	Hydractinia|LOC130630181
OG0008569	Hydra|LOC100203743	Hydractinia|LOC130622698
OG0008570	Hydra|LOC100208125	Hydractinia|LOC130655174
OG0008571	Hydra|LOC101241560	Hydractinia|LOC130621970
OG0008572	Hydra|LOC100211569	Hydractinia|LOC130613986
OG0008573	Hydra|LOC100211033	Hydractinia|LOC130613718
OG0008574	Hydra|LOC100211167	Hydractinia|LOC130613988
OG0008575	Hydra|LOC101240404	Hydractinia|LOC130613887
OG0008576	Hydra|LOC100210073	Hydractinia|LOC130622180
OG0008577	Hydra|LOC100197920	Hydractinia|LOC130623966
OG0008578	Hydra|LOC101238654	Hydractinia|LOC130621824
OG0008579	Hydra|LOC100208960	Hydractinia|LOC130621751
OG0008580	Hydra|LOC100210673	Hydractinia|LOC130654175
OG0008581	Hydra|LOC100215062	Hydractinia|LOC130656075
OG0008582	Hydra|LOC100206482	Hydractinia|LOC130656076
OG0008583	Hydra|LOC101234786	Hydractinia|LOC130654778
OG0008584	Hydra|LOC100208137	Hydractinia|LOC130653933
OG0008585	Hydra|LOC100214886	Hydractinia|LOC130644788
OG0008586	Hydra|LOC100209444	Hydractinia|LOC130645576
OG0008587	Hydra|LOC101240855	Hydractinia|LOC130645558
OG0008588	Hydra|LOC100213708	Hydractinia|LOC130626102
OG0008590	Hydra|LOC100200033	Hydractinia|LOC130623328
OG0008591	Hydra|LOC100211313	Hydractinia|LOC130645078
OG0008592	Hydra|LOC100207863	Hydractinia|LOC130645377
OG0008593	Hydra|LOC101239914	Hydractinia|LOC130645329
OG0008594	Hydra|LOC100210869	Hydractinia|LOC130645331
OG0008595	Hydra|LOC100199885	Hydractinia|LOC130644837
OG0008596	Hydra|LOC101239667	Hydractinia|LOC130644557
OG0008597	Hydra|LOC100197183	Hydractinia|LOC130644867
OG0008598	Hydra|LOC100201864	Hydractinia|LOC130614792
OG0008599	Hydra|LOC100203550	Hydractinia|LOC130614528
OG0008600	Hydra|LOC105845289, Hydra|LOC100213853	Hydractinia|LOC130648508
OG0008601	Hydra|LOC124817662	Hydractinia|LOC130649488
OG0008602	Hydra|LOC100211225	Hydractinia|LOC130649048
OG0008603	Hydra|LOC100215589	Hydractinia|LOC130649063
OG0008604	Hydra|LOC105844516	Hydractinia|LOC130649511
