Orthogroup	longest_isoform_HydraProteins	longest_isoform_NematostellaProteins
OG0008631	Hydra|LOC100205881	Nematostella|LOC125561056
OG0008632	Hydra|LOC100201509	Nematostella|LOC5520963
OG0008633	Hydra|LOC100214996	Nematostella|LOC5519755
OG0008634	Hydra|LOC100213983	Nematostella|LOC5508475
OG0008635	Hydra|LOC100213297	Nematostella|LOC5506933
OG0008636	Hydra|LOC100204250	Nematostella|LOC5511268
OG0008637	Hydra|LOC100204734	Nematostella|LOC5519446
OG0008638	Hydra|LOC100213532	Nematostella|LOC5516193
OG0008639	Hydra|LOC100202545	Nematostella|LOC5520005
OG0008640	Hydra|LOC101241271	Nematostella|LOC5505912
OG0008642	Hydra|LOC101235654	Nematostella|LOC5521410
OG0008643	Hydra|LOC100205798	Nematostella|LOC5508587
OG0008644	Hydra|LOC100200134	Nematostella|LOC5521363
OG0008645	Hydra|LOC100202227	Nematostella|LOC5517066
OG0008646	Hydra|LOC100199623	Nematostella|LOC5519776
OG0008647	Hydra|LOC100203143	Nematostella|LOC5519813
OG0008648	Hydra|LOC100213830	Nematostella|LOC5510301
OG0008649	Hydra|LOC100215712	Nematostella|LOC5515031
OG0008650	Hydra|LOC100213691	Nematostella|LOC5522154
OG0008651	Hydra|LOC100203735	Nematostella|LOC5517048
OG0008652	Hydra|LOC100199344	Nematostella|LOC5510063
OG0008653	Hydra|LOC100204840	Nematostella|LOC5516955
OG0008654	Hydra|LOC100209974	Nematostella|LOC5522179
OG0008655	Hydra|LOC100197495	Nematostella|LOC5522131
OG0008656	Hydra|LOC100196995	Nematostella|LOC5509364
OG0008657	Hydra|LOC100213993	Nematostella|LOC5512261
OG0008658	Hydra|LOC100215245	Nematostella|LOC5518540
OG0008659	Hydra|LOC100214527	Nematostella|LOC5521340
OG0008660	Hydra|LOC100202925	Nematostella|LOC5514811
OG0008661	Hydra|LOC100200310	Nematostella|LOC5508934
OG0008662	Hydra|LOC100210724	Nematostella|LOC5521349
OG0008663	Hydra|LOC100215424	Nematostella|LOC5515695
OG0008664	Hydra|LOC100204703	Nematostella|LOC5514992
OG0008665	Hydra|LOC100213455	Nematostella|LOC5521771
OG0008666	Hydra|LOC100201593	Nematostella|LOC5514450
OG0008668	Hydra|LOC100212851	Nematostella|LOC5508919
OG0008669	Hydra|LOC100202967	Nematostella|LOC5514368
OG0008670	Hydra|LOC101238725	Nematostella|LOC116618196
OG0008671	Hydra|LOC100200207	Nematostella|LOC116602121
OG0008674	Hydra|LOC100200745	Nematostella|LOC5518638
OG0008675	Hydra|LOC100197636	Nematostella|LOC5507328
OG0008676	Hydra|LOC105847697	Nematostella|LOC5517925
OG0008677	Hydra|LOC100199488	Nematostella|LOC5515376, Nematostella|LOC5512772
OG0008678	Hydra|LOC100211474	Nematostella|LOC5521176
OG0008679	Hydra|LOC100214096	Nematostella|LOC116616184
OG0008681	Hydra|LOC101241756	Nematostella|LOC5521310
OG0008682	Hydra|LOC100210097	Nematostella|LOC5505675
OG0008683	Hydra|LOC100201911	Nematostella|LOC5515594
OG0008684	Hydra|LOC100205890	Nematostella|LOC5517866
OG0008685	Hydra|LOC100205906	Nematostella|LOC5517847
OG0008686	Hydra|LOC100201446	Nematostella|LOC5521667
OG0008687	Hydra|LOC105845708	Nematostella|LOC5518659
OG0008689	Hydra|LOC100206806	Nematostella|LOC5511134
OG0008690	Hydra|LOC100204108	Nematostella|LOC5525248
OG0008691	Hydra|LOC100202030	Nematostella|LOC5515224
OG0008692	Hydra|LOC100201970	Nematostella|LOC5515139
OG0008693	Hydra|LOC100198931	Nematostella|LOC5513864
OG0008694	Hydra|LOC100200683	Nematostella|LOC5515970
OG0008695	Hydra|LOC100213219	Nematostella|LOC5521064
OG0008696	Hydra|LOC100202709	Nematostella|LOC5519322
OG0008697	Hydra|LOC100212221	Nematostella|LOC116619663
OG0008698	Hydra|LOC100192283	Nematostella|LOC5504767
OG0008699	Hydra|LOC100198506	Nematostella|LOC5504757
OG0008700	Hydra|LOC105850929	Nematostella|LOC5503363
OG0008701	Hydra|LOC100214839	Nematostella|LOC5510437
OG0008702	Hydra|LOC100203406	Nematostella|LOC5516383
OG0008703	Hydra|LOC100212261	Nematostella|LOC5509356
OG0008704	Hydra|LOC100197141	Nematostella|LOC5513487
OG0008705	Hydra|LOC100215008	Nematostella|LOC5513968
OG0008706	Hydra|LOC100199386	Nematostella|LOC5505590
OG0008707	Hydra|LOC105844871	Nematostella|LOC5512813
OG0008708	Hydra|LOC100203734	Nematostella|LOC5519793
OG0008709	Hydra|LOC100202711	Nematostella|LOC5503449
OG0008710	Hydra|LOC100201532	Nematostella|LOC5501163
OG0008711	Hydra|LOC100198077	Nematostella|LOC116617229
OG0008712	Hydra|LOC100203445	Nematostella|LOC5504725
OG0008713	Hydra|LOC100201835	Nematostella|LOC5501957
OG0008714	Hydra|LOC100197590	Nematostella|LOC5510276
OG0008715	Hydra|LOC100205951	Nematostella|LOC5508366
OG0008716	Hydra|LOC100202283	Nematostella|LOC5502865
OG0008717	Hydra|LOC100212092	Nematostella|LOC5504778
OG0008718	Hydra|LOC105843820	Nematostella|LOC5521515
OG0008719	Hydra|LOC100201995	Nematostella|LOC5519769
OG0008720	Hydra|LOC100201551	Nematostella|LOC5518822
OG0008721	Hydra|LOC100203856	Nematostella|LOC5502171
OG0008722	Hydra|LOC101237967	Nematostella|LOC5512842
OG0008723	Hydra|LOC100212548	Nematostella|LOC5516595
OG0008724	Hydra|LOC101241475	Nematostella|LOC5521301
OG0008725	Hydra|LOC100200367	Nematostella|LOC5517851
OG0008726	Hydra|LOC100198939	Nematostella|LOC5521283
OG0008727	Hydra|LOC100208421	Nematostella|LOC5510960
OG0008728	Hydra|LOC100210376	Nematostella|LOC5521299
OG0008729	Hydra|LOC100206068	Nematostella|LOC5501882
OG0008730	Hydra|LOC100212015	Nematostella|LOC5515488
OG0008732	Hydra|LOC105843903	Nematostella|LOC5501629
OG0008733	Hydra|LOC100200117	Nematostella|LOC5505230
OG0008734	Hydra|LOC124814394	Nematostella|LOC5512085
OG0008735	Hydra|LOC101237296	Nematostella|LOC5517964
OG0008736	Hydra|LOC100201875	Nematostella|LOC5506291
OG0008737	Hydra|LOC100205204	Nematostella|LOC5518100
OG0008738	Hydra|LOC100214446	Nematostella|LOC5508931
OG0008739	Hydra|LOC100209023	Nematostella|LOC5509114
OG0008740	Hydra|LOC100211519	Nematostella|LOC5501631
OG0008742	Hydra|LOC101236248	Nematostella|LOC5522247
OG0008743	Hydra|LOC100200590	Nematostella|LOC5522251
OG0008744	Hydra|LOC100199310	Nematostella|LOC5509227
OG0008745	Hydra|LOC100214477	Nematostella|LOC5519710
OG0008746	Hydra|LOC100212199	Nematostella|LOC5502954
OG0008747	Hydra|LOC101235327	Nematostella|LOC5505634
OG0008748	Hydra|LOC100200161	Nematostella|LOC5516535
OG0008749	Hydra|LOC100208903	Nematostella|LOC5516528
OG0008750	Hydra|LOC100210541	Nematostella|LOC5516598
OG0008751	Hydra|LOC100209239	Nematostella|LOC5512037
OG0008752	Hydra|LOC100213898	Nematostella|LOC5506737
OG0008753	Hydra|LOC100206065	Nematostella|LOC116617179
OG0008754	Hydra|LOC101240630	Nematostella|LOC5510507
OG0008755	Hydra|LOC100215825	Nematostella|LOC5512010
OG0008756	Hydra|LOC100198381	Nematostella|LOC5521584
OG0008757	Hydra|LOC100202791	Nematostella|LOC5505707
OG0008758	Hydra|LOC100197380	Nematostella|LOC5506017
OG0008759	Hydra|LOC100205782	Nematostella|LOC5507331
OG0008760	Hydra|LOC100212669	Nematostella|LOC5507352
OG0008761	Hydra|LOC100198922	Nematostella|LOC116618413
OG0008762	Hydra|LOC100209197	Nematostella|LOC5502221
OG0008763	Hydra|LOC124808878	Nematostella|LOC5510537
OG0008764	Hydra|LOC105845165	Nematostella|LOC5522172
OG0008765	Hydra|LOC100214452	Nematostella|LOC5513286
OG0008766	Hydra|LOC100209956	Nematostella|LOC5510768
OG0008767	Hydra|LOC100200908	Nematostella|LOC5509902
OG0008768	Hydra|LOC101240199	Nematostella|LOC5521037
OG0008769	Hydra|LOC100199591	Nematostella|LOC116610629
OG0008770	Hydra|LOC101235195	Nematostella|LOC116610141
OG0008771	Hydra|LOC100203594	Nematostella|LOC5509187
OG0008772	Hydra|LOC100201565	Nematostella|LOC5513845
OG0008773	Hydra|LOC100214245	Nematostella|LOC5510759
OG0008774	Hydra|LOC124805768	Nematostella|LOC5504977
OG0008775	Hydra|LOC100197651	Nematostella|LOC5517004
OG0008776	Hydra|LOC100206887	Nematostella|LOC5502959
OG0008777	Hydra|LOC100200713	Nematostella|LOC5519951
OG0008778	Hydra|LOC100205914	Nematostella|LOC5511637
OG0008779	Hydra|LOC100206033	Nematostella|LOC5509459
OG0008780	Hydra|LOC100203869	Nematostella|LOC5511632
OG0008782	Hydra|LOC100205884	Nematostella|LOC116616643
OG0008783	Hydra|LOC100209380	Nematostella|LOC5510735
OG0008784	Hydra|LOC100196981	Nematostella|LOC5502458
OG0008785	Hydra|LOC100198843	Nematostella|LOC5522194
OG0008786	Hydra|LOC100202601	Nematostella|LOC5514957
OG0008787	Hydra|LOC105843148	Nematostella|LOC5520720
OG0008788	Hydra|LOC100207675	Nematostella|LOC5520831
OG0008789	Hydra|LOC100211926	Nematostella|LOC5518804
OG0008790	Hydra|LOC100202735	Nematostella|LOC5521030
OG0008791	Hydra|LOC100212130	Nematostella|LOC116610125
OG0008792	Hydra|LOC100215025	Nematostella|LOC5521428
OG0008793	Hydra|LOC100201955	Nematostella|LOC5510536
OG0008794	Hydra|LOC100204511	Nematostella|LOC5505676
OG0008795	Hydra|LOC100205423	Nematostella|LOC116614068
OG0008796	Hydra|LOC100211782	Nematostella|LOC5503627
OG0008797	Hydra|LOC100197600	Nematostella|LOC5513388
OG0008798	Hydra|LOC100205999	Nematostella|LOC5504661
OG0008800	Hydra|LOC105844100	Nematostella|LOC5512268
OG0008801	Hydra|LOC100212905	Nematostella|LOC5505157
OG0008802	Hydra|LOC105848502	Nematostella|LOC5502319
OG0008803	Hydra|LOC100202591	Nematostella|LOC116613718
OG0008804	Hydra|LOC100206351	Nematostella|LOC5518693
OG0008805	Hydra|LOC100205084	Nematostella|LOC5513379
OG0008806	Hydra|LOC100211542	Nematostella|LOC116602117
OG0008807	Hydra|LOC105849132	Nematostella|LOC5514582
OG0008808	Hydra|LOC100204247	Nematostella|LOC5518065
OG0008809	Hydra|LOC100211256	Nematostella|LOC5512248
OG0008810	Hydra|LOC105850268	Nematostella|LOC5502324
OG0008811	Hydra|LOC101239296	Nematostella|LOC5505279
OG0008812	Hydra|LOC100210976	Nematostella|LOC5517488
OG0008813	Hydra|LOC100200270	Nematostella|LOC5508133
OG0008814	Hydra|LOC100203058	Nematostella|LOC5502684
OG0008815	Hydra|LOC101238239	Nematostella|LOC5520712
OG0008816	Hydra|LOC100212704	Nematostella|LOC5500555
OG0008817	Hydra|LOC100204357	Nematostella|LOC5520681
OG0008818	Hydra|LOC101237510	Nematostella|LOC5501799
OG0008819	Hydra|LOC100210085	Nematostella|LOC5520631
OG0008820	Hydra|LOC100211353	Nematostella|LOC5509908
OG0008821	Hydra|LOC100208154	Nematostella|LOC5506697
OG0008822	Hydra|LOC100203028	Nematostella|LOC5520891
OG0008823	Hydra|LOC100209907	Nematostella|LOC5518889
OG0008824	Hydra|LOC101236630	Nematostella|LOC116616245
OG0008825	Hydra|LOC100208491	Nematostella|LOC5520794
OG0008826	Hydra|LOC100209442	Nematostella|LOC5507004
OG0008827	Hydra|LOC100205664	Nematostella|LOC5512307
OG0008828	Hydra|LOC100207150	Nematostella|LOC5518366
OG0008829	Hydra|LOC100204898	Nematostella|LOC5512088
OG0008830	Hydra|LOC100210099	Nematostella|LOC5509726
OG0008831	Hydra|LOC100197484	Nematostella|LOC5511978
OG0008832	Hydra|LOC100205127	Nematostella|LOC5511248
OG0008833	Hydra|LOC100212793	Nematostella|LOC5508241
OG0008834	Hydra|LOC100199848	Nematostella|LOC5512201
OG0008835	Hydra|LOC100203557	Nematostella|LOC5513926
OG0008836	Hydra|LOC100209788	Nematostella|LOC5519569
OG0008837	Hydra|LOC100202633, Hydra|LOC100209732	Nematostella|LOC5512890
OG0008838	Hydra|LOC100211916	Nematostella|LOC5511040
OG0008839	Hydra|LOC100208465	Nematostella|LOC5511626
OG0008840	Hydra|LOC101237302	Nematostella|LOC5501318
OG0008841	Hydra|LOC100210216	Nematostella|LOC5518176
OG0008842	Hydra|LOC100200545	Nematostella|LOC5506269
OG0008843	Hydra|LOC100202646	Nematostella|LOC5514406
OG0008844	Hydra|LOC100200439	Nematostella|LOC5519092
OG0008846	Hydra|LOC100197929	Nematostella|LOC5519164
OG0008847	Hydra|LOC100206366	Nematostella|LOC5509517
OG0008848	Hydra|LOC100210256	Nematostella|LOC5514685
OG0008849	Hydra|LOC100214521	Nematostella|LOC5508652
OG0008850	Hydra|LOC100215728	Nematostella|LOC5505456
OG0008852	Hydra|LOC105844417	Nematostella|LOC5515519
OG0008853	Hydra|LOC101241087	Nematostella|LOC5507706
OG0008854	Hydra|LOC100199715	Nematostella|LOC5518436
OG0008856	Hydra|LOC101237027	Nematostella|LOC5518446
OG0008857	Hydra|LOC100213966	Nematostella|LOC5501347
OG0008858	Hydra|LOC100199133	Nematostella|LOC5514752
OG0008859	Hydra|LOC105845795	Nematostella|LOC5518590
OG0008860	Hydra|LOC101237863	Nematostella|LOC116618952
OG0008861	Hydra|LOC100203790	Nematostella|LOC5519473
OG0008862	Hydra|LOC105847758	Nematostella|LOC116601598
OG0008863	Hydra|LOC100201039	Nematostella|LOC116615483
OG0008864	Hydra|LOC100211497	Nematostella|LOC5518081
OG0008869	Hydra|LOC101237360	Nematostella|LOC5519902
OG0008873	Hydra|LOC101235090, Hydra|LOC100215754	Nematostella|LOC5503473
OG0008876	Hydra|LOC100201425	Nematostella|LOC5516780
OG0008877	Hydra|LOC101237380	Nematostella|LOC5513352
OG0008880	Hydra|LOC105849368, Hydra|LOC100215468	Nematostella|LOC5520233
OG0008881	Hydra|LOC101237001	Nematostella|LOC5515101, Nematostella|LOC5513098
OG0008885	Hydra|LOC100213507	Nematostella|LOC5512216, Nematostella|LOC125556810
OG0008887	Hydra|LOC100203695	Nematostella|LOC5522031, Nematostella|LOC5521893
OG0008890	Hydra|LOC100205571	Nematostella|LOC5507417
OG0008894	Hydra|LOC100214365	Nematostella|LOC116615576, Nematostella|LOC5511070
OG0008897	Hydra|LOC100213039	Nematostella|LOC5512498
OG0008898	Hydra|LOC100214073	Nematostella|LOC5511401
OG0008900	Hydra|LOC100206121	Nematostella|LOC5514225
OG0008901	Hydra|LOC100210246	Nematostella|LOC5500615
OG0008902	Hydra|LOC100215547	Nematostella|LOC5517782
OG0008904	Hydra|LOC100214051	Nematostella|LOC5513214
OG0008905	Hydra|LOC100200557	Nematostella|LOC5510418, Nematostella|LOC5510325
OG0008906	Hydra|LOC100212947	Nematostella|LOC5510329
OG0008907	Hydra|LOC105848601, Hydra|LOC124808997, Hydra|LOC101240568	Nematostella|LOC5517033, Nematostella|LOC5521493
OG0008910	Hydra|LOC105846016	Nematostella|LOC5518769, Nematostella|LOC5504773
OG0008912	Hydra|LOC105844712, Hydra|LOC100205422	Nematostella|LOC5502486
OG0008913	Hydra|LOC100201805	Nematostella|LOC5503642
OG0008914	Hydra|LOC100214436	Nematostella|LOC5521395
OG0008915	Hydra|LOC100213814, Hydra|LOC124815541	Nematostella|LOC5510412
OG0008916	Hydra|LOC105843324	Nematostella|LOC5501522
OG0008917	Hydra|LOC100199207	Nematostella|LOC5519422
OG0008918	Hydra|LOC100203316	Nematostella|LOC5508062
OG0008919	Hydra|LOC124808402	Nematostella|LOC5519803
OG0008921	Hydra|LOC100214862	Nematostella|LOC5507334
OG0008925	Hydra|LOC124809940, Hydra|LOC100212649	Nematostella|LOC5506215
OG0008927	Hydra|LOC124809362, Hydra|LOC124809993, Hydra|LOC124809994	Nematostella|LOC116616116
OG0008930	Hydra|LOC100207637	Nematostella|LOC5518377
OG0008931	Hydra|LOC100204657	Nematostella|LOC5517846
OG0008932	Hydra|LOC100208943	Nematostella|LOC5514695
OG0008942	Hydra|LOC100200804	Nematostella|LOC5520195
OG0008943	Hydra|LOC101237982	Nematostella|LOC5510779
OG0008948	Hydra|LOC100211347	Nematostella|LOC5510046
OG0008950	Hydra|LOC100207379	Nematostella|LOC116617642
OG0008951	Hydra|LOC100208067	Nematostella|LOC5503586
OG0008953	Hydra|LOC100198440	Nematostella|LOC5507229
OG0008955	Hydra|LOC100199397	Nematostella|LOC5521510
OG0008956	Hydra|LOC105843570	Nematostella|LOC5506013
OG0008957	Hydra|LOC100211983	Nematostella|LOC5519910
OG0008958	Hydra|LOC100210577	Nematostella|LOC5508367
OG0008961	Hydra|LOC105848666	Nematostella|LOC5519400
OG0008962	Hydra|LOC124812737	Nematostella|LOC125560618, Nematostella|LOC125568402, Nematostella|LOC125567907, Nematostella|LOC125560696
OG0008964	Hydra|LOC100212616	Nematostella|LOC5515545
OG0008968	Hydra|LOC100213508	Nematostella|LOC5505866
OG0008969	Hydra|LOC100203452	Nematostella|LOC5512768
OG0008970	Hydra|LOC105843150	Nematostella|LOC5519927, Nematostella|LOC5500760
OG0008972	Hydra|LOC100208910	Nematostella|LOC5517297, Nematostella|LOC5512403
OG0008976	Hydra|LOC101240617	Nematostella|LOC5512958, Nematostella|LOC5504482
OG0008977	Hydra|LOC124818258, Hydra|LOC124814076	Nematostella|LOC116613807, Nematostella|LOC125568398, Nematostella|LOC116617649
OG0008978	Hydra|LOC100209666	Nematostella|LOC5517976
OG0008979	Hydra|LOC100210972	Nematostella|LOC5517444
OG0008980	Hydra|LOC100205675, Hydra|LOC100200436	Nematostella|LOC5511035
OG0008982	Hydra|LOC100204282	Nematostella|LOC5511484
OG0008983	Hydra|LOC100205562	Nematostella|LOC5521678
OG0008984	Hydra|LOC100203459	Nematostella|LOC5505688
OG0008985	Hydra|LOC100198599	Nematostella|LOC116614039
OG0008986	Hydra|LOC101235561	Nematostella|LOC5516781, Nematostella|LOC5516830
OG0008987	Hydra|LOC100209935	Nematostella|LOC5521812
OG0008988	Hydra|LOC105844096	Nematostella|LOC5521240
OG0008989	Hydra|LOC101234387	Nematostella|LOC5501758
OG0008991	Hydra|LOC100205414	Nematostella|LOC5509163
OG0008992	Hydra|LOC100210293	Nematostella|LOC5513419
OG0008994	Hydra|LOC105845730	Nematostella|LOC116611644
OG0008995	Hydra|LOC105850972	Nematostella|LOC116619132
OG0008996	Hydra|LOC100214071	Nematostella|LOC5521699
OG0008998	Hydra|LOC100209109	Nematostella|LOC5508660
OG0008999	Hydra|LOC105843122, Hydra|LOC100214744, Hydra|LOC101238603, Hydra|LOC100214723	Nematostella|LOC125556696
OG0009000	Hydra|LOC100204735	Nematostella|LOC116601441
OG0009001	Hydra|LOC100204118	Nematostella|LOC5504619, Nematostella|LOC116617365
OG0009002	Hydra|LOC100209496	Nematostella|LOC5505985
OG0009004	Hydra|LOC105844917	Nematostella|LOC5502212
OG0009005	Hydra|LOC100213133	Nematostella|LOC5504279
OG0009006	Hydra|LOC100213607	Nematostella|LOC5519596
OG0009007	Hydra|LOC100212147	Nematostella|LOC5509429
OG0009008	Hydra|LOC105847528, Hydra|LOC124817733	Nematostella|LOC116616257
OG0009009	Hydra|LOC100211312	Nematostella|LOC5503807
OG0009012	Hydra|LOC124817282	Nematostella|LOC125573598, Nematostella|LOC125561309
OG0009013	Hydra|LOC124818122	Nematostella|LOC116612038
OG0009014	Hydra|LOC100199969	Nematostella|LOC5518624, Nematostella|LOC5497468
OG0009015	Hydra|LOC100212938	Nematostella|LOC5501385
OG0009016	Hydra|LOC124818613, Hydra|LOC101235144	Nematostella|LOC5500954
OG0009017	Hydra|LOC100207695	Nematostella|LOC116613544
OG0009018	Hydra|LOC101238227	Nematostella|LOC5504058
OG0009019	Hydra|LOC100205235	Nematostella|LOC5511533
OG0009020	Hydra|LOC100213944, Hydra|LOC124806465	Nematostella|LOC5518746
OG0009021	Hydra|LOC101235002, Hydra|LOC124806713	Nematostella|LOC5505848
OG0009022	Hydra|LOC100206515	Nematostella|LOC5510668
OG0009024	Hydra|LOC124807276, Hydra|LOC124807272	Nematostella|LOC5510939, Nematostella|LOC5515270
OG0009025	Hydra|LOC100202307	Nematostella|LOC5512637, Nematostella|LOC5512638
OG0009026	Hydra|LOC100212073	Nematostella|LOC116604443
OG0009027	Hydra|LOC100212196	Nematostella|LOC116609998, Nematostella|LOC116609997
OG0009230	Hydra|LOC100215604	Nematostella|LOC116613833
OG0009231	Hydra|LOC101236352	Nematostella|LOC5505343
OG0009232	Hydra|LOC101241677	Nematostella|LOC116601243
OG0009235	Hydra|LOC124818087	Nematostella|LOC5507728
OG0009236	Hydra|LOC101241059	Nematostella|LOC5511787
OG0009247	Hydra|LOC101238379	Nematostella|LOC5518708
OG0009258	Hydra|LOC100199727	Nematostella|LOC5509426
OG0009267	Hydra|LOC100203689	Nematostella|LOC5513208
OG0009270	Hydra|LOC101234390	Nematostella|LOC5520708
OG0009271	Hydra|LOC105843211	Nematostella|LOC5513004
OG0009280	Hydra|LOC101238318	Nematostella|LOC5501894
OG0009281	Hydra|LOC101237644	Nematostella|LOC116617869
OG0009284	Hydra|LOC100208040	Nematostella|LOC5507931
OG0009290	Hydra|LOC100211618	Nematostella|LOC5508778
OG0009292	Hydra|LOC100209498	Nematostella|LOC5521257
OG0009295	Hydra|LOC101235260	Nematostella|LOC5517765
OG0009300	Hydra|LOC100210915	Nematostella|LOC5506858
OG0009301	Hydra|LOC100207329	Nematostella|LOC5521600
OG0009305	Hydra|LOC101239808	Nematostella|LOC5501379
OG0009309	Hydra|LOC124806239	Nematostella|LOC116601139
OG0009310	Hydra|LOC100208784	Nematostella|LOC5520002
OG0009312	Hydra|LOC100198904	Nematostella|LOC5500621
OG0009313	Hydra|LOC100213046	Nematostella|LOC116614798
OG0009314	Hydra|LOC105850864	Nematostella|LOC116611058
OG0009315	Hydra|LOC100210739	Nematostella|LOC116617555
OG0009318	Hydra|LOC101239291	Nematostella|LOC5514060
OG0009319	Hydra|LOC100211376	Nematostella|LOC5508435
OG0009320	Hydra|LOC101238443	Nematostella|LOC5516912
OG0009326	Hydra|LOC100201459	Nematostella|LOC5513542
OG0009328	Hydra|LOC101240938	Nematostella|LOC5511165
OG0009330	Hydra|LOC100200928	Nematostella|LOC5501376
OG0009332	Hydra|LOC101240069	Nematostella|LOC5514200
OG0009337	Hydra|LOC100203991	Nematostella|LOC5504187
OG0009338	Hydra|LOC100209854	Nematostella|LOC5501958
OG0009341	Hydra|LOC101238020	Nematostella|LOC5513949
OG0009349	Hydra|LOC100200131	Nematostella|LOC5519909
OG0009352	Hydra|LOC101238518	Nematostella|LOC5506521
OG0009354	Hydra|LOC100198810	Nematostella|LOC5514681
OG0009356	Hydra|LOC100202066	Nematostella|LOC5514996
OG0009357	Hydra|LOC100200326	Nematostella|LOC5503227
OG0009358	Hydra|LOC105843846	Nematostella|LOC5512437
OG0009362	Hydra|LOC100213704	Nematostella|LOC5507801
OG0009367	Hydra|LOC100204693	Nematostella|LOC5516155
OG0009368	Hydra|LOC100201342	Nematostella|LOC5508150
OG0009370	Hydra|LOC101238714	Nematostella|LOC5506009, Nematostella|LOC5506008
OG0009372	Hydra|LOC100202969	Nematostella|LOC5516542
OG0009373	Hydra|LOC100205470	Nematostella|LOC5505823
