Orthogroup	longest_isoform_HydraProteins	longest_isoform_ClytiaProteins
OG0007881	Hydra|LOC100204498	Clytia|LOC_037016
OG0007882	Hydra|LOC100210539	Clytia|LOC_037017
OG0007883	Hydra|LOC105844645	Clytia|LOC_037033
OG0007884	Hydra|LOC100214920	Clytia|LOC_037054
OG0007885	Hydra|LOC100213191	Clytia|LOC_037055
OG0007886	Hydra|LOC100215791	Clytia|LOC_037056
OG0007887	Hydra|LOC100215593	Clytia|LOC_037060
OG0007888	Hydra|LOC100213688	Clytia|LOC_037064
OG0007889	Hydra|LOC100202984	Clytia|LOC_037067
OG0007890	Hydra|LOC100199205	Clytia|LOC_037068
OG0007891	Hydra|LOC100200137	Clytia|LOC_037069
OG0007892	Hydra|LOC101239878	Clytia|LOC_037072
OG0007893	Hydra|LOC124812333	Clytia|LOC_037078
OG0007894	Hydra|LOC101237916	Clytia|LOC_037081
OG0007895	Hydra|LOC101236746	Clytia|LOC_037082
OG0007896	Hydra|LOC100197250	Clytia|LOC_037083
OG0007897	Hydra|LOC105846518	Clytia|LOC_037089
OG0007898	Hydra|LOC100209600	Clytia|LOC_037093
OG0007899	Hydra|LOC100210051	Clytia|LOC_037096
OG0007900	Hydra|LOC100213659	Clytia|LOC_037097
OG0007901	Hydra|LOC100213884	Clytia|LOC_037101
OG0007902	Hydra|LOC100204701	Clytia|LOC_037102
OG0007903	Hydra|LOC101240090	Clytia|LOC_037136
OG0007904	Hydra|LOC100202599	Clytia|LOC_037138
OG0007905	Hydra|LOC101239690	Clytia|LOC_037141
OG0007906	Hydra|LOC100212529	Clytia|LOC_037144
OG0007907	Hydra|LOC100214287	Clytia|LOC_037145
OG0007908	Hydra|LOC100200237	Clytia|LOC_037155
OG0007909	Hydra|LOC105843819	Clytia|LOC_037180
OG0007910	Hydra|LOC100205636	Clytia|LOC_037193
OG0007911	Hydra|LOC100208159	Clytia|LOC_037202
OG0007912	Hydra|LOC100211676	Clytia|LOC_037203
OG0007914	Hydra|LOC100198186	Clytia|LOC_037210
OG0007915	Hydra|LOC100209360	Clytia|LOC_037233
OG0007916	Hydra|LOC100210707	Clytia|LOC_037244
OG0007917	Hydra|LOC100201395	Clytia|LOC_037256
OG0007918	Hydra|LOC100205141	Clytia|LOC_037261
OG0007919	Hydra|LOC100208424	Clytia|LOC_037263
OG0007920	Hydra|LOC100215340	Clytia|LOC_037264
OG0007921	Hydra|LOC101237139	Clytia|LOC_037271
OG0007922	Hydra|LOC100206936	Clytia|LOC_037273
OG0007923	Hydra|LOC100211805	Clytia|LOC_037274
OG0007924	Hydra|LOC100208447	Clytia|LOC_037280
OG0007925	Hydra|LOC100208627	Clytia|LOC_037296
OG0007926	Hydra|LOC100207378	Clytia|LOC_037300
OG0007927	Hydra|LOC101234799	Clytia|LOC_037305
OG0007928	Hydra|LOC100197296	Clytia|LOC_037306
OG0007929	Hydra|LOC100197511	Clytia|LOC_037350
OG0007930	Hydra|LOC100204189	Clytia|LOC_037351
OG0007931	Hydra|LOC105847479	Clytia|LOC_037352
OG0007932	Hydra|LOC100210806	Clytia|LOC_037354
OG0007934	Hydra|LOC100200883	Clytia|LOC_037359
OG0007935	Hydra|LOC105850869	Clytia|LOC_037360
OG0007936	Hydra|LOC100210999	Clytia|LOC_037366
OG0007937	Hydra|LOC100212802	Clytia|LOC_037367
OG0007938	Hydra|LOC101235387	Clytia|LOC_037369
OG0007939	Hydra|LOC100207782	Clytia|LOC_037393
OG0007940	Hydra|LOC100208529	Clytia|LOC_037394
OG0007941	Hydra|LOC100201720	Clytia|LOC_037395
OG0007942	Hydra|LOC100206652	Clytia|LOC_037400
OG0007944	Hydra|LOC101238741	Clytia|LOC_037405
OG0007945	Hydra|LOC100199247	Clytia|LOC_037407
OG0007946	Hydra|LOC100213962	Clytia|LOC_037413
OG0007947	Hydra|LOC101234844	Clytia|LOC_037414
OG0007948	Hydra|LOC100209629	Clytia|LOC_037456
OG0007949	Hydra|LOC100207253	Clytia|LOC_037458
OG0007950	Hydra|LOC100212254	Clytia|LOC_037461
OG0007951	Hydra|LOC100203218	Clytia|LOC_037463
OG0007952	Hydra|LOC101241649	Clytia|LOC_037469
OG0007954	Hydra|LOC100198345	Clytia|LOC_037475
OG0007955	Hydra|LOC100197329, Hydra|LOC105847811	Clytia|LOC_037479
OG0007956	Hydra|LOC100205001	Clytia|LOC_037488
OG0007957	Hydra|LOC100201725	Clytia|LOC_037500
OG0007958	Hydra|LOC105850553	Clytia|LOC_037510
OG0007959	Hydra|LOC100215508	Clytia|LOC_037547
OG0007960	Hydra|LOC105846161	Clytia|LOC_037578
OG0007961	Hydra|LOC105845194	Clytia|LOC_037609
OG0007962	Hydra|LOC100212507	Clytia|LOC_037615
OG0007963	Hydra|LOC101238539	Clytia|LOC_037616
OG0007964	Hydra|LOC100199064	Clytia|LOC_037620
OG0007965	Hydra|LOC100212283	Clytia|LOC_037621
OG0007966	Hydra|LOC100211416	Clytia|LOC_037624
OG0007967	Hydra|LOC100204213	Clytia|LOC_037632
OG0007968	Hydra|LOC100207944	Clytia|LOC_037633
OG0007969	Hydra|LOC100202684	Clytia|LOC_037635
OG0007970	Hydra|LOC100200122	Clytia|LOC_037637
OG0007971	Hydra|LOC100215706	Clytia|LOC_037640
OG0007972	Hydra|LOC100208593	Clytia|LOC_037645
OG0007973	Hydra|LOC100213539	Clytia|LOC_037651
OG0007974	Hydra|LOC100202421	Clytia|LOC_037652
OG0007975	Hydra|LOC100215103	Clytia|LOC_037653
OG0007976	Hydra|LOC100207611	Clytia|LOC_037654
OG0007977	Hydra|LOC100198637	Clytia|LOC_037657
OG0007978	Hydra|LOC100197096	Clytia|LOC_037661
OG0007979	Hydra|LOC100198588	Clytia|LOC_037662
OG0007980	Hydra|LOC101241065	Clytia|LOC_037669
OG0007981	Hydra|LOC100208145	Clytia|LOC_037670
OG0007982	Hydra|LOC100199772	Clytia|LOC_037671
OG0007983	Hydra|LOC100199248	Clytia|LOC_037677
OG0007984	Hydra|LOC100203875	Clytia|LOC_037769
OG0007985	Hydra|LOC100201712	Clytia|LOC_037771
OG0007986	Hydra|LOC101241078	Clytia|LOC_037778
OG0007987	Hydra|LOC100205538	Clytia|LOC_037779
OG0007988	Hydra|LOC100214416	Clytia|LOC_037783
OG0007989	Hydra|LOC100209409	Clytia|LOC_037812
OG0007990	Hydra|LOC124817626, Hydra|LOC124810063, Hydra|LOC124815027	Clytia|LOC_037879
OG0007991	Hydra|LOC100198779	Clytia|LOC_037889
OG0007992	Hydra|LOC100213858	Clytia|LOC_037893
OG0007993	Hydra|LOC101241832	Clytia|LOC_037895
OG0007995	Hydra|LOC100211522	Clytia|LOC_037906
OG0007996	Hydra|LOC100200977	Clytia|LOC_037919
OG0007997	Hydra|LOC100209588	Clytia|LOC_037984
OG0007998	Hydra|LOC101241467	Clytia|LOC_037999
OG0007999	Hydra|LOC100206930	Clytia|LOC_038002
OG0008000	Hydra|LOC100203191	Clytia|LOC_038004
OG0008001	Hydra|LOC100211957	Clytia|LOC_038050
OG0008002	Hydra|LOC100197502	Clytia|LOC_038051
OG0008003	Hydra|LOC105848562	Clytia|LOC_038054
OG0008004	Hydra|LOC100213581	Clytia|LOC_038056
OG0008005	Hydra|LOC100209699	Clytia|LOC_038057
OG0008006	Hydra|LOC100201869	Clytia|LOC_038061
OG0008007	Hydra|LOC100199329	Clytia|LOC_038069
OG0008008	Hydra|LOC100210798	Clytia|LOC_038073
OG0008009	Hydra|LOC101237000	Clytia|LOC_038084
OG0008010	Hydra|LOC100207058	Clytia|LOC_038085
OG0008011	Hydra|LOC100203841	Clytia|LOC_038107
OG0008012	Hydra|LOC101241145	Clytia|LOC_038108
OG0008013	Hydra|LOC100204834	Clytia|LOC_038109
OG0008014	Hydra|LOC101236709	Clytia|LOC_038110
OG0008015	Hydra|LOC100208113	Clytia|LOC_038113
OG0008016	Hydra|LOC100206548	Clytia|LOC_038114
OG0008017	Hydra|LOC101240513	Clytia|LOC_038115
OG0008018	Hydra|LOC100199692	Clytia|LOC_038133
OG0008019	Hydra|LOC100205090	Clytia|LOC_038134
OG0008020	Hydra|LOC101234304	Clytia|LOC_038136
OG0008021	Hydra|LOC100208579	Clytia|LOC_038137
OG0008022	Hydra|LOC100202880	Clytia|LOC_038138
OG0008023	Hydra|LOC100210294	Clytia|LOC_038150
OG0008024	Hydra|LOC100203396	Clytia|LOC_038152
OG0008025	Hydra|LOC100198866	Clytia|LOC_038187
OG0008026	Hydra|LOC101238022	Clytia|LOC_038198
OG0008027	Hydra|LOC100214797	Clytia|LOC_038201
OG0008028	Hydra|LOC100206073	Clytia|LOC_038207
OG0008029	Hydra|LOC100207432	Clytia|LOC_038208
OG0008030	Hydra|LOC100204248	Clytia|LOC_038214
OG0008031	Hydra|LOC100211134	Clytia|LOC_038262
OG0008032	Hydra|LOC101237984	Clytia|LOC_038270
OG0008033	Hydra|LOC100204994	Clytia|LOC_038273
OG0008034	Hydra|LOC100213059	Clytia|LOC_038293
OG0008035	Hydra|LOC100208605	Clytia|LOC_038294
OG0008036	Hydra|LOC100200735	Clytia|LOC_038295
OG0008037	Hydra|LOC100210651	Clytia|LOC_038299
OG0008038	Hydra|LOC100197522	Clytia|LOC_038304
OG0008039	Hydra|LOC100213967	Clytia|LOC_038312
OG0008040	Hydra|LOC100202856	Clytia|LOC_038321
OG0008041	Hydra|LOC100212846	Clytia|LOC_038328
OG0008042	Hydra|LOC100197574	Clytia|LOC_038330
OG0008043	Hydra|LOC100209603	Clytia|LOC_038334
OG0008044	Hydra|LOC100208572	Clytia|LOC_038336
OG0008045	Hydra|LOC100205230	Clytia|LOC_038337
OG0008046	Hydra|LOC100204107	Clytia|LOC_038339
OG0008047	Hydra|LOC100206869	Clytia|LOC_038353
OG0008048	Hydra|LOC100206329	Clytia|LOC_038365
OG0008049	Hydra|LOC100200845	Clytia|LOC_038376
OG0008050	Hydra|LOC100206879	Clytia|LOC_038382
OG0008051	Hydra|LOC100214495	Clytia|LOC_038385
OG0008052	Hydra|LOC100198507	Clytia|LOC_038387
OG0008053	Hydra|LOC100209454	Clytia|LOC_038428
OG0008054	Hydra|LOC100213136	Clytia|LOC_038455
OG0008055	Hydra|LOC100197146	Clytia|LOC_038461
OG0008056	Hydra|LOC100201131	Clytia|LOC_038462
OG0008057	Hydra|LOC100210994	Clytia|LOC_038499
OG0008058	Hydra|LOC100201174	Clytia|LOC_038510
OG0008059	Hydra|LOC100198041	Clytia|LOC_038515
OG0008060	Hydra|LOC101240322	Clytia|LOC_038516
OG0008061	Hydra|LOC100208653	Clytia|LOC_038522
OG0008062	Hydra|LOC100213009	Clytia|LOC_038526
OG0008063	Hydra|LOC100212542	Clytia|LOC_038527
OG0008064	Hydra|LOC100204580	Clytia|LOC_038528
OG0008065	Hydra|LOC100211013	Clytia|LOC_038530
OG0008066	Hydra|LOC100206972	Clytia|LOC_038531
OG0008067	Hydra|LOC105844215	Clytia|LOC_038542
OG0008068	Hydra|LOC100214655	Clytia|LOC_038553
OG0008069	Hydra|LOC100206904	Clytia|LOC_038560
OG0008070	Hydra|LOC100202906	Clytia|LOC_038605
OG0008071	Hydra|LOC100214978	Clytia|LOC_038622
OG0008072	Hydra|LOC100214545	Clytia|LOC_038625
OG0008073	Hydra|LOC100205428	Clytia|LOC_038628
OG0008074	Hydra|LOC101237087, Hydra|LOC105846134	Clytia|LOC_038635
OG0008075	Hydra|LOC105847522	Clytia|LOC_038636
OG0008076	Hydra|LOC101237801	Clytia|LOC_038641
OG0008077	Hydra|LOC100209581	Clytia|LOC_038642
OG0008078	Hydra|LOC100197392	Clytia|LOC_038647
OG0008079	Hydra|LOC100215123	Clytia|LOC_038655
OG0008080	Hydra|LOC100200251	Clytia|LOC_038663
OG0008081	Hydra|LOC100200250	Clytia|LOC_038666
OG0008082	Hydra|LOC101238178	Clytia|LOC_038675
OG0008083	Hydra|LOC100201432	Clytia|LOC_038705
OG0008084	Hydra|LOC105848859	Clytia|LOC_038712
OG0008085	Hydra|LOC100202322	Clytia|LOC_038767
OG0008086	Hydra|LOC101239383	Clytia|LOC_038770
OG0008087	Hydra|LOC100214568	Clytia|LOC_038772
OG0008088	Hydra|LOC100203240	Clytia|LOC_038774
OG0008089	Hydra|LOC101241678	Clytia|LOC_038775
OG0008090	Hydra|LOC100209556	Clytia|LOC_038776
OG0008091	Hydra|LOC100202318	Clytia|LOC_038792
OG0008092	Hydra|LOC100207462	Clytia|LOC_044112, Clytia|LOC_038798, Clytia|LOC_038847, Clytia|LOC_044056
OG0008093	Hydra|LOC100208538	Clytia|LOC_038801
OG0008094	Hydra|LOC101234531	Clytia|LOC_038806
OG0008095	Hydra|LOC100212411	Clytia|LOC_038807
OG0008097	Hydra|LOC101237679	Clytia|LOC_038812
OG0008098	Hydra|LOC100204646	Clytia|LOC_038816
OG0008099	Hydra|LOC101240134	Clytia|LOC_038827
OG0008100	Hydra|LOC100207846	Clytia|LOC_038828
OG0008101	Hydra|LOC100206900	Clytia|LOC_038836
OG0008102	Hydra|LOC100205418	Clytia|LOC_038839
OG0008103	Hydra|LOC100210301	Clytia|LOC_038843
OG0008104	Hydra|LOC100202256	Clytia|LOC_038844
OG0008105	Hydra|LOC101241757	Clytia|LOC_038849
OG0008106	Hydra|LOC100214147	Clytia|LOC_038852
OG0008107	Hydra|LOC100204146	Clytia|LOC_038853
OG0008108	Hydra|LOC100210034	Clytia|LOC_038871
OG0008109	Hydra|LOC101234935	Clytia|LOC_038872
OG0008110	Hydra|LOC100198728	Clytia|LOC_038876
OG0008111	Hydra|LOC100215396	Clytia|LOC_038883
OG0008112	Hydra|LOC100207239	Clytia|LOC_038884
OG0008113	Hydra|LOC100208570	Clytia|LOC_038887
OG0008114	Hydra|LOC100214286	Clytia|LOC_038894
OG0008115	Hydra|LOC100207687	Clytia|LOC_038903
OG0008116	Hydra|LOC100198319	Clytia|LOC_038904
OG0008117	Hydra|LOC100205250	Clytia|LOC_038948
OG0008118	Hydra|LOC100200548	Clytia|LOC_038951
OG0008119	Hydra|LOC100197841	Clytia|LOC_038957
OG0008120	Hydra|LOC100214397	Clytia|LOC_038974
OG0008121	Hydra|LOC100199134	Clytia|LOC_038978
OG0008122	Hydra|LOC100212670, Hydra|LOC100202019	Clytia|LOC_042076, Clytia|LOC_038986
OG0008123	Hydra|LOC100207994	Clytia|LOC_038987
OG0008124	Hydra|LOC124809141	Clytia|LOC_038988
OG0008125	Hydra|LOC100210370	Clytia|LOC_038998
OG0008126	Hydra|LOC100206838	Clytia|LOC_038999
OG0008127	Hydra|LOC100203340	Clytia|LOC_039000
OG0008128	Hydra|LOC100209638	Clytia|LOC_039009
OG0008129	Hydra|LOC100199467	Clytia|LOC_039014
OG0008130	Hydra|LOC101238204	Clytia|LOC_039015
OG0008131	Hydra|LOC100200135	Clytia|LOC_039026
OG0008132	Hydra|LOC100208050	Clytia|LOC_039028
OG0008133	Hydra|LOC100212842	Clytia|LOC_039029
OG0008134	Hydra|LOC105846258	Clytia|LOC_039030
OG0008135	Hydra|LOC100197756	Clytia|LOC_039031
OG0008136	Hydra|LOC124809139	Clytia|LOC_039047
OG0008137	Hydra|LOC100206921	Clytia|LOC_039055
OG0008138	Hydra|LOC100206964	Clytia|LOC_039069
OG0008139	Hydra|LOC105845279	Clytia|LOC_039073
OG0008140	Hydra|LOC101236904	Clytia|LOC_039091
OG0008141	Hydra|LOC101235917	Clytia|LOC_039092
OG0008142	Hydra|LOC100215228	Clytia|LOC_039107
OG0008143	Hydra|LOC100201339	Clytia|LOC_039110
OG0008144	Hydra|LOC100197659	Clytia|LOC_039142
OG0008145	Hydra|LOC100200437	Clytia|LOC_039143
OG0008146	Hydra|LOC100197691	Clytia|LOC_039145
OG0008147	Hydra|LOC100207009	Clytia|LOC_039165
OG0008148	Hydra|LOC100214961	Clytia|LOC_039173
OG0008149	Hydra|LOC100192237	Clytia|LOC_039192
OG0008150	Hydra|LOC100206423	Clytia|LOC_039194
OG0008151	Hydra|LOC100202819	Clytia|LOC_039195
OG0008152	Hydra|LOC100198489	Clytia|LOC_039196
OG0008153	Hydra|LOC101236355	Clytia|LOC_039240
OG0008154	Hydra|LOC124817343	Clytia|LOC_039245
OG0008155	Hydra|LOC100213870	Clytia|LOC_039253
OG0008156	Hydra|LOC100208670	Clytia|LOC_039257
OG0008157	Hydra|LOC100212187	Clytia|LOC_039283
OG0008158	Hydra|LOC105845937	Clytia|LOC_039284
OG0008159	Hydra|LOC100207361	Clytia|LOC_039289
OG0008160	Hydra|LOC100206504	Clytia|LOC_039290
OG0008161	Hydra|LOC100202642	Clytia|LOC_039293
OG0008162	Hydra|LOC100203008	Clytia|LOC_039297
OG0008163	Hydra|LOC100200901	Clytia|LOC_039298
OG0008164	Hydra|LOC100199404	Clytia|LOC_039300
OG0008165	Hydra|LOC100201724	Clytia|LOC_039301
OG0008166	Hydra|LOC100199711	Clytia|LOC_039302
OG0008167	Hydra|LOC100214259	Clytia|LOC_039303
OG0008168	Hydra|LOC101241227	Clytia|LOC_039304
OG0008169	Hydra|LOC100202843	Clytia|LOC_039305
OG0008170	Hydra|LOC100214586	Clytia|LOC_039307
OG0008171	Hydra|LOC100214343	Clytia|LOC_039309
OG0008172	Hydra|LOC100208324	Clytia|LOC_039346
OG0008173	Hydra|LOC100205059	Clytia|LOC_039349
OG0008174	Hydra|LOC100205570	Clytia|LOC_039356
OG0008175	Hydra|LOC100200349	Clytia|LOC_039359
OG0008176	Hydra|LOC100206607	Clytia|LOC_039361
OG0008177	Hydra|LOC100207218	Clytia|LOC_039362
OG0008178	Hydra|LOC101241470	Clytia|LOC_039389
OG0008179	Hydra|LOC100213644	Clytia|LOC_039394
OG0008180	Hydra|LOC101241277	Clytia|LOC_039396
OG0008181	Hydra|LOC100201997	Clytia|LOC_039428
OG0008182	Hydra|LOC100206907	Clytia|LOC_039437
OG0008183	Hydra|LOC100213192	Clytia|LOC_039440
OG0008184	Hydra|LOC100197176	Clytia|LOC_039443
OG0008185	Hydra|LOC100197378	Clytia|LOC_039444
OG0008186	Hydra|LOC100205178	Clytia|LOC_039451
OG0008187	Hydra|LOC124811390	Clytia|LOC_039453
OG0008188	Hydra|LOC100211017	Clytia|LOC_039479
OG0008189	Hydra|LOC100199826	Clytia|LOC_039487
OG0008190	Hydra|LOC100200982	Clytia|LOC_039494
OG0008191	Hydra|LOC100199576	Clytia|LOC_039496
OG0008192	Hydra|LOC100211007	Clytia|LOC_039497
OG0008193	Hydra|LOC100201682	Clytia|LOC_039498
OG0008194	Hydra|LOC100214077	Clytia|LOC_039500
OG0008195	Hydra|LOC101234303	Clytia|LOC_039516
OG0008196	Hydra|LOC100198344	Clytia|LOC_039525
OG0008197	Hydra|LOC101236467	Clytia|LOC_039599
OG0008198	Hydra|LOC100201974	Clytia|LOC_039637
OG0008199	Hydra|LOC100199602	Clytia|LOC_039645
OG0008201	Hydra|LOC100200751	Clytia|LOC_039650
OG0008202	Hydra|LOC100204984	Clytia|LOC_039668
OG0008203	Hydra|LOC100208936	Clytia|LOC_039669
OG0008204	Hydra|LOC100200350	Clytia|LOC_039699
OG0008205	Hydra|LOC100200068	Clytia|LOC_039701
OG0008206	Hydra|LOC105846977	Clytia|LOC_039702
OG0008207	Hydra|LOC100215398	Clytia|LOC_039703
OG0008208	Hydra|LOC100207065	Clytia|LOC_039704
OG0008209	Hydra|LOC100213598	Clytia|LOC_039705
OG0008210	Hydra|LOC100197708	Clytia|LOC_039750, Clytia|LOC_039755
OG0008211	Hydra|LOC100200081	Clytia|LOC_039764
OG0008212	Hydra|LOC100207704	Clytia|LOC_039777
OG0008213	Hydra|LOC100212672	Clytia|LOC_039814
OG0008214	Hydra|LOC100201270	Clytia|LOC_039816
OG0008215	Hydra|LOC100213777	Clytia|LOC_039819
OG0008216	Hydra|LOC100211798	Clytia|LOC_039827
OG0008217	Hydra|LOC100199065	Clytia|LOC_039854
OG0008218	Hydra|LOC100213274	Clytia|LOC_039855
OG0008219	Hydra|LOC100211326	Clytia|LOC_039866
OG0008220	hyfzd5/8	Clytia|LOC_039886
OG0008221	Hydra|LOC100208704	Clytia|LOC_039887
OG0008222	Hydra|LOC100205713	Clytia|LOC_039895
OG0008223	Hydra|LOC101238512	Clytia|LOC_039899
OG0008224	Hydra|LOC101239185	Clytia|LOC_039919
OG0008225	lrr-1	Clytia|LOC_039920
OG0008226	Hydra|LOC124807741	Clytia|LOC_039924
OG0008227	Hydra|LOC101240198	Clytia|LOC_039994
OG0008229	Hydra|LOC124806105, Hydra|LOC124807464, Hydra|LOC124811441	Clytia|LOC_040027
OG0008230	Hydra|LOC100213291	Clytia|LOC_040037
OG0008231	Hydra|LOC100202272	Clytia|LOC_040038
OG0008232	Hydra|LOC100203139	Clytia|LOC_040043
OG0008233	Hydra|LOC100206732	Clytia|LOC_040044
OG0008234	Hydra|LOC100215007	Clytia|LOC_040047
OG0008235	Hydra|LOC100198317	Clytia|LOC_040048
OG0008236	Hydra|LOC100204986	Clytia|LOC_040051
OG0008237	Hydra|LOC100201544	Clytia|LOC_040052
OG0008238	Hydra|LOC101236441	Clytia|LOC_040054
OG0008239	Hydra|LOC101235392	Clytia|LOC_040055
OG0008240	Hydra|LOC100206601	Clytia|LOC_040061
OG0008241	Hydra|LOC100209441	Clytia|LOC_040065
OG0008242	Hydra|LOC100202550	Clytia|LOC_040067
OG0008243	Hydra|LOC100210284	Clytia|LOC_040070
OG0008244	Hydra|LOC100197842	Clytia|LOC_040071
OG0008245	Hydra|LOC100211414	Clytia|LOC_040072
OG0008246	Hydra|LOC100209716	Clytia|LOC_040075
OG0008247	Hydra|LOC101240112	Clytia|LOC_040076
OG0008248	Hydra|LOC100200475	Clytia|LOC_040077
OG0008249	Hydra|LOC101236336	Clytia|LOC_040078
OG0008250	Hydra|LOC100198511	Clytia|LOC_040159, Clytia|LOC_040145
OG0008251	Hydra|LOC100205929	Clytia|LOC_040148
OG0008252	Hydra|LOC100212788	Clytia|LOC_040160
OG0008253	Hydra|LOC100212584	Clytia|LOC_040168
OG0008255	Hydra|LOC100204400	Clytia|LOC_040193
OG0008256	Hydra|LOC101241672	Clytia|LOC_040194
OG0008257	Hydra|LOC100206913	Clytia|LOC_040197
OG0008258	Hydra|LOC100210562	Clytia|LOC_040210
OG0008259	Hydra|LOC100215889	Clytia|LOC_040214
OG0008260	Hydra|LOC101240934	Clytia|LOC_040226
OG0008261	Hydra|LOC100213180	Clytia|LOC_040228
OG0008262	Hydra|LOC100205882	Clytia|LOC_040238
OG0008263	Hydra|LOC101236679	Clytia|LOC_040239
OG0008264	Hydra|LOC100203523	Clytia|LOC_040243
OG0008265	Hydra|LOC100202574	Clytia|LOC_040258
OG0008266	Hydra|LOC100209426	Clytia|LOC_040261
OG0008267	Hydra|LOC100209407	Clytia|LOC_040265
OG0008268	Hydra|LOC100200361	Clytia|LOC_040266
OG0008269	Hydra|LOC101241782	Clytia|LOC_040267
OG0008270	Hydra|LOC100201849	Clytia|LOC_040312
OG0008271	Hydra|LOC100210913	Clytia|LOC_040316
OG0008272	Hydra|LOC101238664	Clytia|LOC_040318
OG0008273	Hydra|LOC100210272	Clytia|LOC_040319
OG0008274	Hydra|LOC101236368	Clytia|LOC_040320
OG0008275	Hydra|LOC100201057	Clytia|LOC_040321
OG0008276	Hydra|LOC100215698	Clytia|LOC_040344
OG0008277	Hydra|LOC101235255	Clytia|LOC_040358
OG0008278	Hydra|LOC100214238	Clytia|LOC_040368
OG0008279	Hydra|LOC100197468	Clytia|LOC_040409
OG0008280	Hydra|LOC101238359	Clytia|LOC_040411
OG0008281	Hydra|LOC100199199	Clytia|LOC_040463
OG0008282	Hydra|LOC105844630	Clytia|LOC_040478
OG0008283	Hydra|LOC100207210	Clytia|LOC_040490
OG0008284	Hydra|LOC100212223	Clytia|LOC_040498
OG0008285	Hydra|LOC100212363	Clytia|LOC_040504
OG0008286	Hydra|LOC100208834	Clytia|LOC_040505
OG0008287	Hydra|LOC100209595	Clytia|LOC_040506
OG0008288	Hydra|LOC124817817	Clytia|LOC_040519
OG0008289	Hydra|LOC100215982	Clytia|LOC_040537
OG0008290	Hydra|LOC100213673	Clytia|LOC_040562
OG0008291	Hydra|LOC100214433	Clytia|LOC_040578
OG0008292	Hydra|LOC100192262	Clytia|LOC_040596
OG0008293	Hydra|LOC101235239	Clytia|LOC_040599
OG0008294	Hydra|LOC101239932	Clytia|LOC_040601
OG0008296	Hydra|LOC100200516	Clytia|LOC_040605
OG0008297	Hydra|LOC100210041	Clytia|LOC_040610
OG0008298	Hydra|LOC100197558	Clytia|LOC_040613
OG0008299	Hydra|LOC100201063	Clytia|LOC_040665
OG0008300	Hydra|LOC101238393	Clytia|LOC_040677
OG0008301	Hydra|LOC100201169	Clytia|LOC_040693
OG0008302	Hydra|LOC101237442	Clytia|LOC_040720
OG0008303	Hydra|LOC101235135	Clytia|LOC_040725
OG0008304	Hydra|LOC100209242	Clytia|LOC_040728
OG0008305	Hydra|LOC100197033	Clytia|LOC_040729
OG0008307	Hydra|LOC100210366	Clytia|LOC_040733
OG0008308	Hydra|LOC100197225	Clytia|LOC_040752
OG0008309	Hydra|LOC100201302	Clytia|LOC_040757
OG0008310	Hydra|LOC105844364	Clytia|LOC_040782
OG0008311	Hydra|LOC100204358	Clytia|LOC_040819
OG0008312	Hydra|LOC100206462	Clytia|LOC_040821
OG0008313	Hydra|LOC100205191	Clytia|LOC_040822
OG0008314	Hydra|LOC100199360	Clytia|LOC_040823
OG0008315	Hydra|LOC101239853	Clytia|LOC_040863
OG0008317	Hydra|LOC100199926	Clytia|LOC_040881
OG0008318	Hydra|LOC100200779	Clytia|LOC_040883
OG0008319	Hydra|LOC100212924	Clytia|LOC_040887
OG0008320	Hydra|LOC100205983	Clytia|LOC_040888
OG0008321	Hydra|LOC105847882	Clytia|LOC_040915
OG0008322	Hydra|LOC100205860	Clytia|LOC_040917
OG0008323	Hydra|LOC100209405	Clytia|LOC_040918
OG0008324	Hydra|LOC100207479	Clytia|LOC_040919
OG0008325	Hydra|LOC100199511	Clytia|LOC_040921
OG0008326	Hydra|LOC100200753	Clytia|LOC_040923
OG0008327	Hydra|LOC100206807	Clytia|LOC_040926
OG0008328	Hydra|LOC100198617	Clytia|LOC_040936
OG0008329	Hydra|LOC100204237	Clytia|LOC_040937
OG0008330	Hydra|LOC100201284	Clytia|LOC_040946
OG0008331	Hydra|LOC100205922	Clytia|LOC_040972
OG0008332	Hydra|LOC100211113	Clytia|LOC_040974
OG0008333	Hydra|LOC100214352	Clytia|LOC_040981
OG0008334	Hydra|LOC100204009	Clytia|LOC_040993
OG0008335	Hydra|LOC100197480	Clytia|LOC_041001
OG0008336	Hydra|LOC100213808	Clytia|LOC_041002
OG0008337	Hydra|LOC105845166	Clytia|LOC_041004
OG0008338	Hydra|LOC100211403	Clytia|LOC_041008
OG0008339	Hydra|LOC100212671	Clytia|LOC_041047
OG0008340	Hydra|LOC100208775	Clytia|LOC_041049
OG0008341	Hydra|LOC105845147	Clytia|LOC_041066
OG0008342	Hydra|LOC100207745	Clytia|LOC_041087
OG0008343	Hydra|LOC100210859	Clytia|LOC_041088
OG0008344	Hydra|LOC100213417	Clytia|LOC_041094
OG0008345	Hydra|LOC100200468	Clytia|LOC_041096
OG0008346	Hydra|LOC105843796	Clytia|LOC_041099
OG0008347	Hydra|LOC101239919	Clytia|LOC_041101
OG0008348	Hydra|LOC100212991	Clytia|LOC_041104
OG0008349	Hydra|LOC100208540	Clytia|LOC_041106
OG0008350	Hydra|LOC100212519	Clytia|LOC_041136
OG0008351	Hydra|LOC100201501	Clytia|LOC_041146
OG0008352	Hydra|LOC100198903	Clytia|LOC_041157
