Orthogroup	longest_isoform_HydraProteins	longest_isoform_XeniaProteins
OG0009739	Hydra|LOC100209883	Xenia|LOC124440480
OG0009759	Hydra|LOC100203319	Xenia|LOC124447576
OG0009777	Hydra|LOC100202199	Xenia|LOC124440782
OG0009812	Hydra|LOC124811587	Xenia|LOC124453855, Xenia|LOC124453818
OG0009826	Hydra|LOC100201681	Xenia|LOC124440176
OG0009837	Hydra|LOC100212129	Xenia|LOC124438512
OG0009858	Hydra|LOC101236906	Xenia|LOC124443537
OG0009863	Hydra|LOC101236105	Xenia|LOC124433989
OG0009867	Hydra|LOC124814121	Xenia|LOC124447103, Xenia|LOC124436197
OG0009875	Hydra|LOC101236648	Xenia|LOC124433670
OG0009889	Hydra|LOC100206849	Xenia|LOC124447322
OG0009895	Hydra|LOC100198234	Xenia|LOC124454709
OG0009902	Hydra|LOC100201672	Xenia|LOC124454609
OG0009913	Hydra|LOC100200166	Xenia|LOC124453211
OG0009947	Hydra|LOC100213901	Xenia|LOC124456194
OG0009966	Hydra|LOC100197347	Xenia|LOC124438395
OG0009973	Hydra|LOC100200860	Xenia|LOC124447348
OG0009978	Hydra|LOC100205617	Xenia|LOC124453248
OG0009984	Hydra|LOC100206116	Xenia|LOC124449487
OG0009990	Hydra|LOC100207713	Xenia|LOC124443878
OG0009991	Hydra|LOC101241292	Xenia|LOC124451097
OG0009992	Hydra|LOC101235377	Xenia|LOC124440113
OG0009996	Hydra|LOC101239918	Xenia|LOC124435465
OG0010018	Hydra|LOC100200972	Xenia|LOC124436220
OG0010027	Hydra|LOC100209361	Xenia|LOC124438799
OG0010060	Hydra|LOC100214074	Xenia|LOC124436985
OG0010067	Hydra|LOC100204168	Xenia|LOC124453687
OG0010068	Hydra|LOC100211470	Xenia|LOC124446784
OG0010095	Hydra|LOC124816702	Xenia|LOC124455188
OG0010106	Hydra|LOC101236065	Xenia|LOC124459566
OG0010119	Hydra|LOC100215027	Xenia|LOC124442303
OG0010136	Hydra|LOC100214039	Xenia|LOC124438052
OG0010144	Hydra|LOC100207941	Xenia|LOC124446394
OG0010147	Hydra|LOC101237013	Xenia|LOC124434802
OG0010169	Hydra|LOC100208712	Xenia|LOC124436376
OG0010203	Hydra|LOC124807627	Xenia|LOC124446902
OG0010209	Hydra|LOC100206315	Xenia|LOC124440534
OG0010215	Hydra|LOC101235739	Xenia|LOC124439286
OG0010223	Hydra|LOC100197650	Xenia|LOC124443416
OG0010243	Hydra|LOC100197997	Xenia|LOC124435230
OG0010253	Hydra|LOC101239856	Xenia|LOC124446527
OG0010260	Hydra|LOC124816652	Xenia|LOC124434750
OG0010269	Hydra|LOC100198418	Xenia|LOC124447875
OG0010270	Hydra|LOC100213786	Xenia|LOC124454711
OG0010290	Hydra|LOC124815058, Hydra|LOC124816382	Xenia|LOC124441605
OG0010296	Hydra|LOC100214119	Xenia|LOC124453253
OG0010298	Hydra|LOC100197741	Xenia|LOC124441177
OG0010303	Hydra|LOC100197808	Xenia|LOC124442233
OG0010305	Hydra|LOC100208135	Xenia|LOC124436556
OG0010306	Hydra|LOC101240107	Xenia|LOC124442764
OG0010307	Hydra|LOC100204593	Xenia|LOC124436694
OG0010308	Hydra|LOC100210553	Xenia|LOC124436373
OG0010310	Hydra|LOC100211119	Xenia|LOC124437463
OG0010335	Hydra|LOC105848559	Xenia|LOC124453386
OG0010337	Hydra|LOC100198112	Xenia|LOC124445076
OG0010340	Hydra|LOC105850902	Xenia|LOC124443627
OG0010348	Hydra|LOC100208377	Xenia|LOC124437061
OG0010353	Hydra|LOC100208142	Xenia|LOC124451311
OG0010371	Hydra|LOC124819237	Xenia|LOC124439566
OG0010380	Hydra|LOC100202449	Xenia|LOC124441438
OG0010381	Hydra|LOC100199607	Xenia|LOC124444855
OG0010395	Hydra|LOC100207939	Xenia|LOC124459469
OG0010396	Hydra|LOC100203245	Xenia|LOC124447732
OG0010398	Hydra|LOC100205918	Xenia|LOC124441106
OG0010403	Hydra|LOC100204021	Xenia|LOC124446497
OG0010425	Hydra|LOC100205038	Xenia|LOC124436356
OG0010442	Hydra|LOC100201862	Xenia|LOC124439725
OG0010444	Hydra|LOC100206554	Xenia|LOC124440125
OG0010447	Hydra|LOC100214097	Xenia|LOC124442916
OG0010450	Hydra|LOC100203759	Xenia|LOC124444845
OG0010455	max	Xenia|LOC124453169
OG0010459	Hydra|LOC100203347	Xenia|LOC124435219
OG0010470	Hydra|LOC100197355	Xenia|LOC124446031
OG0010477	Hydra|LOC101241102	Xenia|LOC124433520
OG0010484	Hydra|LOC101235292	Xenia|LOC124445342
OG0010489	Hydra|LOC124810300	Xenia|LOC124456784
OG0010493	Hydra|LOC100207964	Xenia|LOC124436749
OG0010494	Hydra|LOC100208143	Xenia|LOC124438802
OG0010495	Hydra|LOC100215087	Xenia|LOC124437661
OG0010496	Hydra|LOC124814332	Xenia|LOC124453988
OG0010497	Hydra|LOC105845827	Xenia|LOC124459586
OG0010498	Hydra|LOC100207371	Xenia|LOC124437428
OG0010500	Hydra|LOC100202146	Xenia|LOC124436417
OG0010501	Hydra|LOC100212310	Xenia|LOC124436226
OG0010505	Hydra|LOC100210822	Xenia|LOC124443816
OG0010506	Hydra|LOC105850971	Xenia|LOC124437598
OG0010508	Hydra|LOC100202457	Xenia|LOC124441770
OG0010509	Hydra|LOC100204744	Xenia|LOC124437281
OG0010511	Hydra|LOC100210236	Xenia|LOC124438138
OG0010519	Hydra|LOC100202547	Xenia|LOC124437367
OG0010522	Hydra|LOC100198257	Xenia|LOC124445324
OG0010523	Hydra|LOC101240263	Xenia|LOC124436941
OG0010524	Hydra|LOC100197889	Xenia|LOC124436958
OG0010525	Hydra|LOC101241825	Xenia|LOC124448781
OG0010526	Hydra|LOC100214405	Xenia|LOC124436293
OG0010527	Hydra|LOC100211833	Xenia|LOC124436797
OG0010528	Hydra|LOC100207236	Xenia|LOC124436870
OG0010530	Hydra|LOC100209914	Xenia|LOC124436288
OG0010533	Hydra|LOC100214988	Xenia|LOC124436562
OG0010534	Hydra|LOC101241684, Hydra|LOC101240376	Xenia|LOC124454126
OG0010535	Hydra|LOC100204688	Xenia|LOC124441038
OG0010537	Hydra|LOC100199030	Xenia|LOC124437631
OG0010538	Hydra|LOC100201499	Xenia|LOC124436529, Xenia|LOC124436530
OG0010539	Hydra|LOC105843432	Xenia|LOC124438684
OG0010542	Hydra|LOC101241083	Xenia|LOC124437553
OG0010543	Hydra|LOC100202585	Xenia|LOC124437421
OG0010545	Hydra|LOC105845383	Xenia|LOC124444419
OG0010546	Hydra|LOC100206242	Xenia|LOC124439616
OG0010547	Hydra|LOC100211787	Xenia|LOC124450319
OG0010548	Hydra|LOC100198396	Xenia|LOC124438568
OG0010549	Hydra|LOC100206587	Xenia|LOC124442595
OG0010550	nb012	Xenia|LOC124439054
OG0010551	Hydra|LOC100203839	Xenia|LOC124451927
OG0010552	Hydra|LOC100207429	Xenia|LOC124438812
OG0010554	Hydra|LOC100202044	Xenia|LOC124439064
OG0010555	Hydra|LOC100197810	Xenia|LOC124445746
OG0010556	Hydra|LOC100197072	Xenia|LOC124446479
OG0010557	Hydra|LOC101240689	Xenia|LOC124446684
OG0010558	Hydra|LOC100215916	Xenia|LOC124446107
OG0010559	Hydra|LOC100201067	Xenia|LOC124438050
OG0010561	Hydra|LOC100206664	Xenia|LOC124438317
OG0010563	Hydra|LOC100214492	Xenia|LOC124439169
OG0010565	Hydra|LOC100208679	Xenia|LOC124451085
OG0010566	Hydra|LOC100204043	Xenia|LOC124445670
OG0010567	Hydra|LOC100201504	Xenia|LOC124450361
OG0010568	Hydra|LOC100213545	Xenia|LOC124444619
OG0010571	Hydra|LOC100199910	Xenia|LOC124451046
OG0010572	Hydra|LOC101241726	Xenia|LOC124441446
OG0010573	Hydra|LOC100197025	Xenia|LOC124451924
OG0010574	Hydra|LOC100212676	Xenia|LOC124439266
OG0010575	Hydra|LOC100206517	Xenia|LOC124447238
OG0010576	Hydra|LOC100201694	Xenia|LOC124442364
OG0010577	Hydra|LOC100202937	Xenia|LOC124438962
OG0010579	Hydra|LOC100204184	Xenia|LOC124444345
OG0010580	Hydra|LOC100200614	Xenia|LOC124436178, Xenia|LOC124436179
OG0010581	Hydra|LOC100209584	Xenia|LOC124441954
OG0010582	Hydra|LOC100211445	Xenia|LOC124438587
OG0010583	Hydra|LOC100215163	Xenia|LOC124447166
OG0010584	Hydra|LOC100215790	Xenia|LOC124446361
OG0010585	Hydra|LOC100208288	Xenia|LOC124439526
OG0010586	Hydra|LOC100203176	Xenia|LOC124438414
OG0010588	Hydra|LOC100199874	Xenia|LOC124439494
OG0010589	Hydra|LOC100208265	Xenia|LOC124446053
OG0010590	Hydra|LOC100214552	Xenia|LOC124451397
OG0010591	Hydra|LOC100205089	Xenia|LOC124445085
OG0010593	Hydra|LOC100204856	Xenia|LOC124439017
OG0010595	Hydra|LOC100212855	Xenia|LOC124446122
OG0010598	Hydra|LOC100211143	Xenia|LOC124447491
OG0010599	Hydra|LOC101237864	Xenia|LOC124445494
OG0010600	Hydra|LOC100201775	Xenia|LOC124446106
OG0010601	Hydra|LOC100204577	Xenia|LOC124451921
OG0010603	Hydra|LOC105847325	Xenia|LOC124441338
OG0010604	Hydra|LOC100213669	Xenia|LOC124452839
OG0010606	Hydra|LOC101236120	Xenia|LOC124434679
OG0010607	Hydra|LOC100211408	Xenia|LOC124445487
OG0010609	Hydra|LOC100205492	Xenia|LOC124448149
OG0010610	Hydra|LOC101238786	Xenia|LOC124447398
OG0010611	Hydra|LOC101235331	Xenia|LOC124439476
OG0010612	Hydra|LOC124808226	Xenia|LOC124444900
OG0010613	Hydra|LOC100207792	Xenia|LOC124445770
OG0010615	Hydra|LOC100199393	Xenia|LOC124445444
OG0010616	Hydra|LOC100197888	Xenia|LOC124443980
OG0010617	Hydra|LOC100202679	Xenia|LOC124445190
OG0010618	Hydra|LOC101234294	Xenia|LOC124449833
OG0010619	Hydra|LOC105845429	Xenia|LOC124439139
OG0010620	Hydra|LOC105845432	Xenia|LOC124446063
OG0010621	Hydra|LOC100204487	Xenia|LOC124447167
OG0010624	Hydra|LOC100203150	Xenia|LOC124452651
OG0010625	Hydra|LOC100211182	Xenia|LOC124445333
OG0010626	Hydra|LOC100214490	Xenia|LOC124453698
OG0010627	Hydra|LOC100197389	Xenia|LOC124446602
OG0010628	Hydra|LOC100206249	Xenia|LOC124445214
OG0010631	Hydra|LOC100209691	Xenia|LOC124445493
OG0010632	Hydra|LOC100207928	Xenia|LOC124447126
OG0010633	Hydra|LOC100211270	Xenia|LOC124446926
OG0010634	Hydra|LOC101240379	Xenia|LOC124446967
OG0010635	Hydra|LOC100208832	Xenia|LOC124447540
OG0010636	Hydra|LOC100215378	Xenia|LOC124446000
OG0010637	Hydra|LOC100206175	Xenia|LOC124433631
OG0010639	Hydra|LOC101235724	Xenia|LOC124457781
OG0010641	Hydra|LOC100200665	Xenia|LOC124444962
OG0010643	Hydra|LOC101238598	Xenia|LOC124441312
OG0010644	Hydra|LOC100206697	Xenia|LOC124441231
OG0010645	Hydra|LOC100206278	Xenia|LOC124440000
OG0010646	Hydra|LOC100208740	Xenia|LOC124444965
OG0010648	Hydra|LOC100211097	Xenia|LOC124443920
OG0010649	Hydra|LOC100205877	Xenia|LOC124452287
OG0010650	Hydra|LOC100215165	Xenia|LOC124436505
OG0010653	Hydra|LOC105843717	Xenia|LOC124438027
OG0010655	Hydra|LOC100200780	Xenia|LOC124443404
OG0010657	Hydra|LOC100208454	Xenia|LOC124445405
OG0010662	Hydra|LOC100201266	Xenia|LOC124445025
OG0010663	Hydra|LOC100211162	Xenia|LOC124442309
OG0010664	Hydra|LOC105843442	Xenia|LOC124437521
OG0010666	Hydra|LOC105844376	Xenia|LOC124440949
OG0010667	Hydra|LOC101237588	Xenia|LOC124445287
OG0010668	Hydra|LOC101237680	Xenia|LOC124436488
OG0010670	Hydra|LOC100205480	Xenia|LOC124437667
OG0010671	Hydra|LOC100201645	Xenia|LOC124442498
OG0010672	Hydra|LOC100203301	Xenia|LOC124442324
OG0010673	Hydra|LOC101241767	Xenia|LOC124446894
OG0010674	Hydra|LOC100202721	Xenia|LOC124444649
OG0010676	Hydra|LOC101239621	Xenia|LOC124444198
OG0010677	Hydra|LOC100199336	Xenia|LOC124443809
OG0010678	Hydra|LOC100198134	Xenia|LOC124442504
OG0010679	Hydra|LOC101241048	Xenia|LOC124442271
OG0010680	Hydra|LOC101238694	Xenia|LOC124442584
OG0010681	Hydra|LOC101236008	Xenia|LOC124445323
OG0010683	Hydra|LOC101235661	Xenia|LOC124441947
OG0010685	Hydra|LOC100209431	Xenia|LOC124443595
OG0010687	Hydra|LOC100200488	Xenia|LOC124444650
OG0010688	Hydra|LOC100201449	Xenia|LOC124441392
OG0010689	Hydra|LOC100201845	Xenia|LOC124440413
OG0010691	Hydra|LOC100208672	Xenia|LOC124442876
OG0010696	Hydra|LOC100199281	Xenia|LOC124443189
OG0010699	Hydra|LOC100203359	Xenia|LOC124452857
OG0010700	Hydra|LOC100199222	Xenia|LOC124444740
OG0010701	Hydra|LOC101239153	Xenia|LOC124444048
OG0010703	Hydra|LOC100213580	Xenia|LOC124442342
OG0010704	Hydra|LOC101237992	Xenia|LOC124444313
OG0010707	Hydra|LOC100205362	Xenia|LOC124445827
OG0010709	Hydra|LOC100198493	Xenia|LOC124450931
OG0010710	Hydra|LOC105843094	Xenia|LOC124446118
OG0010711	Hydra|LOC100214877	Xenia|LOC124444254
OG0010714	Hydra|LOC100198013	Xenia|LOC124445514
OG0010716	Hydra|LOC100201873	Xenia|LOC124441785
OG0010717	Hydra|LOC100205521	Xenia|LOC124448434
OG0010720	Hydra|LOC100201698	Xenia|LOC124446262
OG0010722	Hydra|LOC100215666	Xenia|LOC124446065
OG0010724	Hydra|LOC100212423	Xenia|LOC124445316
OG0010725	Hydra|LOC100207684	Xenia|LOC124445376
OG0010726	Hydra|LOC101241404	Xenia|LOC124445836
OG0010727	Hydra|LOC100213497	Xenia|LOC124446237
OG0010730	Hydra|LOC105845558	Xenia|LOC124452921
OG0010731	Hydra|LOC100206960	Xenia|LOC124446583
OG0010732	Hydra|LOC100206161	Xenia|LOC124445273
OG0010733	Hydra|LOC100209998	Xenia|LOC124449587
OG0010734	Hydra|LOC105843880	Xenia|LOC124447089
OG0010735	Hydra|LOC100202544	Xenia|LOC124438245
OG0010736	Hydra|LOC100208322	Xenia|LOC124446030
OG0010739	Hydra|LOC101240170	Xenia|LOC124445307
OG0010744	Hydra|LOC100200296	Xenia|LOC124446025
OG0010745	Hydra|LOC105844241	Xenia|LOC124443907
OG0010746	Hydra|LOC100209355	Xenia|LOC124446820
OG0010751	Hydra|LOC101240116	Xenia|LOC124444872
OG0010752	Hydra|LOC105846445	Xenia|LOC124444482
OG0010753	Hydra|LOC124811019	Xenia|LOC124434058
OG0010754	Hydra|LOC100205600	Xenia|LOC124444444
OG0010758	Hydra|LOC124811069	Xenia|LOC124442258
OG0010759	Hydra|LOC100213292	Xenia|LOC124441115
OG0010760	Hydra|LOC101240216	Xenia|LOC124441047
OG0010761	Hydra|LOC105848480	Xenia|LOC124442153
OG0010762	Hydra|LOC100197898	Xenia|LOC124454640
OG0010764	Hydra|LOC100210899	Xenia|LOC124451309
OG0010765	Hydra|LOC101240787	Xenia|LOC124448794
OG0010766	Hydra|LOC100210790	Xenia|LOC124441305
OG0010767	Hydra|LOC100209713	Xenia|LOC124441487
OG0010768	Hydra|LOC101237719	Xenia|LOC124438645
OG0010769	Hydra|LOC100197684	Xenia|LOC124441745
OG0010770	Hydra|LOC124810847	Xenia|LOC124457301, Xenia|LOC124457000
OG0010771	Hydra|LOC105843323	Xenia|LOC124439978
OG0010772	Hydra|LOC100198886	Xenia|LOC124436923
OG0010773	Hydra|LOC100209615	Xenia|LOC124451413
OG0010774	Hydra|LOC101239215	Xenia|LOC124435651
OG0010776	Hydra|LOC100207401	Xenia|LOC124442470
OG0010777	Hydra|LOC105845163	Xenia|LOC124442005
OG0010778	Hydra|LOC100205979	Xenia|LOC124440900
OG0010779	Hydra|LOC124811247	Xenia|LOC124445562
OG0010780	Hydra|LOC100212558	Xenia|LOC124441490
OG0010781	Hydra|LOC100208535	Xenia|LOC124443341
OG0010782	Hydra|LOC100215744	Xenia|LOC124445928
OG0010784	Hydra|LOC100213390	Xenia|LOC124441458
OG0010786	Hydra|LOC101241549	Xenia|LOC124441349
OG0010787	Hydra|LOC105845149	Xenia|LOC124441065
OG0010788	Hydra|LOC100214187	Xenia|LOC124451159
OG0010789	Hydra|LOC101235886	Xenia|LOC124442378
OG0010790	Hydra|LOC100209050	Xenia|LOC124445650
OG0010791	Hydra|LOC105844092	Xenia|LOC124442301
OG0010792	Hydra|LOC101238827	Xenia|LOC124442706
OG0010793	Hydra|LOC100197601	Xenia|LOC124442622
OG0010794	Hydra|LOC124810915	Xenia|LOC124441727
OG0010795	Hydra|LOC100200532	Xenia|LOC124447768
OG0010796	Hydra|LOC101235968	Xenia|LOC124441473
OG0010797	Hydra|LOC100205402	Xenia|LOC124441824
OG0010800	Hydra|LOC100208760	Xenia|LOC124439882
OG0010802	Hydra|LOC100214375	Xenia|LOC124450694
OG0010804	Hydra|LOC105845068	Xenia|LOC124450374
OG0010805	Hydra|LOC100213574	Xenia|LOC124442003
OG0010806	Hydra|LOC100203322	Xenia|LOC124441451
OG0010807	Hydra|LOC100209233	Xenia|LOC124442407
OG0010808	Hydra|LOC100210394	Xenia|LOC124455621
OG0010809	Hydra|LOC100201522	Xenia|LOC124457470
OG0010810	Hydra|LOC100207417	Xenia|LOC124439672
OG0010813	Hydra|LOC100203582	Xenia|LOC124455538
OG0010814	Hydra|LOC101241624	Xenia|LOC124439565
OG0010816	Hydra|LOC100209200	Xenia|LOC124439230
OG0010817	Hydra|LOC100210871	Xenia|LOC124438816
OG0010818	Hydra|LOC100204243	Xenia|LOC124438844
OG0010819	Hydra|LOC100213150	Xenia|LOC124438385
OG0010820	Hydra|LOC100213809	Xenia|LOC124443087
OG0010821	Hydra|LOC101241074	Xenia|LOC124438801
OG0010823	Hydra|LOC100207193	Xenia|LOC124441780
OG0010824	Hydra|LOC124812323	Xenia|LOC124443075
OG0010825	Hydra|LOC100207475	Xenia|LOC124452236
OG0010826	Hydra|LOC124814062, Hydra|LOC124811893, Hydra|LOC124819337	Xenia|LOC124435962
OG0010828	Hydra|LOC100208918	Xenia|LOC124444882
OG0010829	Hydra|LOC100207134	Xenia|LOC124441838
OG0010831	Hydra|LOC100215868	Xenia|LOC124439405
OG0010832	Hydra|LOC100204890	Xenia|LOC124439557
OG0010834	Hydra|LOC100215992	Xenia|LOC124439588
OG0010837	Hydra|LOC101241052	Xenia|LOC124457381
OG0010838	Hydra|LOC100197565	Xenia|LOC124438845
OG0010839	Hydra|LOC100202325	Xenia|LOC124438257
OG0010840	Hydra|LOC100207258	Xenia|LOC124438626
OG0010841	Hydra|LOC101239668	Xenia|LOC124442607
OG0010843	Hydra|LOC100197080	Xenia|LOC124435369
OG0010844	Hydra|LOC100199156	Xenia|LOC124436775
OG0010846	Hydra|LOC101236650	Xenia|LOC124441523
OG0010847	Hydra|LOC101234838	Xenia|LOC124440488
OG0010848	Hydra|LOC100210000	Xenia|LOC124440336
OG0010849	Hydra|LOC100212984	Xenia|LOC124442163
OG0010850	Hydra|LOC100200009	Xenia|LOC124440067
OG0010851	Hydra|LOC105847070	Xenia|LOC124434453
OG0010852	Hydra|LOC101238417	Xenia|LOC124440201
OG0010853	Hydra|LOC100200679	Xenia|LOC124456280
OG0010854	Hydra|LOC101240324	Xenia|LOC124444629
OG0010855	Hydra|LOC101235262	Xenia|LOC124440114
OG0010857	Hydra|LOC124813410	Xenia|LOC124441083
OG0010858	Hydra|LOC124814117	Xenia|LOC124440630
OG0010859	Hydra|LOC100206830	Xenia|LOC124446444
OG0010860	Hydra|LOC100197234	Xenia|LOC124440367
OG0010861	Hydra|LOC100212313	Xenia|LOC124440311
OG0010862	Hydra|LOC100197873	Xenia|LOC124440818
OG0010864	Hydra|LOC100208101	Xenia|LOC124439816
OG0010865	Hydra|LOC100205964	Xenia|LOC124440058
OG0010866	Hydra|LOC100215354	Xenia|LOC124437976
OG0010867	Hydra|LOC100204327	Xenia|LOC124440164
OG0010868	Hydra|LOC100215408	Xenia|LOC124440776
OG0010869	Hydra|LOC100201309	Xenia|LOC124439815
OG0010870	Hydra|LOC100201417	Xenia|LOC124436561
OG0010871	Hydra|LOC124813496	Xenia|LOC124438064
OG0010872	Hydra|LOC100205268	Xenia|LOC124440168
OG0010873	Hydra|LOC124813971	Xenia|LOC124436882
OG0010874	Hydra|LOC100210968	Xenia|LOC124436377
OG0010875	Hydra|LOC100213254	Xenia|LOC124453489
OG0010876	Hydra|LOC101236588	Xenia|LOC124435107
OG0010877	Hydra|LOC100212172	Xenia|LOC124442138
OG0010878	Hydra|LOC100208531	Xenia|LOC124440718
OG0010879	Hydra|LOC100198516	Xenia|LOC124440591
OG0010880	Hydra|LOC100206778	Xenia|LOC124442656
OG0010882	Hydra|LOC100200063	Xenia|LOC124440751
OG0010883	Hydra|LOC100198032	Xenia|LOC124434232
OG0010884	Hydra|LOC100207683	Xenia|LOC124457284
OG0010885	Hydra|LOC100204880	Xenia|LOC124453612
OG0010888	Hydra|LOC100214336	Xenia|LOC124453017
OG0010889	Hydra|LOC101237749	Xenia|LOC124452726
OG0010890	Hydra|LOC100214917	Xenia|LOC124444779
OG0010891	Hydra|LOC100212557	Xenia|LOC124438493
OG0010893	Hydra|LOC124814905	Xenia|LOC124453298
OG0010894	Hydra|LOC100210127	Xenia|LOC124453010
OG0010895	Hydra|LOC105844674	Xenia|LOC124452740
OG0010898	Hydra|LOC100197425	Xenia|LOC124444333
OG0010900	Hydra|LOC100205677	Xenia|LOC124444274
OG0010901	Hydra|LOC100203881	Xenia|LOC124452438
OG0010903	Hydra|LOC100211257	Xenia|LOC124443908
OG0010904	Hydra|LOC100201998	Xenia|LOC124453310
OG0010905	Hydra|LOC100206754	Xenia|LOC124444300
OG0010906	Hydra|LOC100198899	Xenia|LOC124438028
OG0010907	Hydra|LOC124814691	Xenia|LOC124452903
OG0010908	Hydra|LOC124814692	Xenia|LOC124438519
OG0010909	Hydra|LOC100197118	Xenia|LOC124452844
OG0010910	Hydra|LOC100197304	Xenia|LOC124444258
OG0010911	Hydra|LOC100197108	Xenia|LOC124444453
OG0010912	Hydra|LOC101237619	Xenia|LOC124457886
OG0010913	Hydra|LOC100213910	Xenia|LOC124438955
OG0010914	Hydra|LOC100207958	Xenia|LOC124437101
OG0010915	Hydra|LOC100211367	Xenia|LOC124453312
OG0010916	Hydra|LOC100198852	Xenia|LOC124442487
OG0010917	Hydra|LOC100212472	Xenia|LOC124454936
OG0010921	Hydra|LOC100203433	Xenia|LOC124449501
OG0010924	Hydra|LOC101240082	Xenia|LOC124450012
OG0010925	Hydra|LOC105845101	Xenia|LOC124435809, Xenia|LOC124435807, Xenia|LOC124435808
OG0010926	Hydra|LOC100202751	Xenia|LOC124442636
OG0010928	Hydra|LOC105843464, Hydra|LOC124806491, Hydra|LOC124806537	Xenia|LOC124453315
OG0010929	Hydra|LOC100199472	Xenia|LOC124454963
OG0010930	Hydra|LOC100203775	Xenia|LOC124450721
OG0010931	Hydra|LOC100210850	Xenia|LOC124447198
OG0010933	Hydra|LOC101236857	Xenia|LOC124434729
OG0010934	Hydra|LOC100198495	Xenia|LOC124458359
OG0010936	Hydra|LOC100199719	Xenia|LOC124446658
OG0010937	Hydra|LOC100211109	Xenia|LOC124434775
OG0010938	Hydra|LOC100196971	Xenia|LOC124434634
OG0010940	Hydra|LOC100199210	Xenia|LOC124441051
OG0010941	Hydra|LOC100211483	Xenia|LOC124434379
OG0010942	Hydra|LOC101237829	Xenia|LOC124434745
OG0010943	Hydra|LOC100199380	Xenia|LOC124434924
OG0010944	Hydra|LOC101241793	Xenia|LOC124438315
OG0010945	Hydra|LOC100208953	Xenia|LOC124434068
OG0010946	Hydra|LOC105845598	Xenia|LOC124434591
OG0010947	Hydra|LOC100202195	Xenia|LOC124459457
OG0010948	Hydra|LOC105845573	Xenia|LOC124442538
OG0010951	Hydra|LOC100203730	Xenia|LOC124434708
OG0010952	Hydra|LOC100207182	Xenia|LOC124434426
OG0010953	Hydra|LOC100214127	Xenia|LOC124434074
OG0010954	Hydra|LOC100207839	Xenia|LOC124450339
OG0010955	Hydra|LOC100206953	Xenia|LOC124434283
OG0010956	Hydra|LOC100205945	Xenia|LOC124445129
OG0010958	Hydra|LOC100204049	Xenia|LOC124435099
OG0010959	Hydra|LOC101238502	Xenia|LOC124444744
OG0010960	Hydra|LOC100210606	Xenia|LOC124448155
OG0010961	Hydra|LOC101239010	Xenia|LOC124450395
OG0010962	Hydra|LOC100206530	Xenia|LOC124449436
OG0010964	Hydra|LOC100212622	Xenia|LOC124448229
OG0010966	Hydra|LOC100207437	Xenia|LOC124449078
OG0010967	Hydra|LOC100202533	Xenia|LOC124449626
OG0010968	Hydra|LOC100210234	Xenia|LOC124447702
OG0010969	Hydra|LOC100208709	Xenia|LOC124442581
OG0010970	Hydra|LOC100212829	Xenia|LOC124449580
OG0010971	Hydra|LOC100205949	Xenia|LOC124447498
OG0010972	Hydra|LOC100204976	Xenia|LOC124447919
OG0010973	Hydra|LOC100209424	Xenia|LOC124449293
OG0010974	Hydra|LOC100209937	Xenia|LOC124438676
OG0010975	Hydra|LOC100207940	Xenia|LOC124439831
OG0010976	Hydra|LOC101237521	Xenia|LOC124448689
OG0010977	Hydra|LOC100214359	Xenia|LOC124448258
OG0010978	Hydra|LOC105846566	Xenia|LOC124441850, Xenia|LOC124441866
OG0010980	Hydra|LOC101236219	Xenia|LOC124452725
OG0010981	Hydra|LOC100212083	Xenia|LOC124449864
OG0010982	Hydra|LOC100208341	Xenia|LOC124449582
OG0010983	Hydra|LOC100211780	Xenia|LOC124449772
OG0010984	Hydra|LOC100199809	Xenia|LOC124448751
OG0010985	Hydra|LOC100212956	Xenia|LOC124447873
OG0010986	Hydra|LOC101235120	Xenia|LOC124433367
OG0010987	Hydra|LOC105847304	Xenia|LOC124456403
OG0010988	Hydra|LOC105844992	Xenia|LOC124459297
OG0010989	Hydra|LOC100204172	Xenia|LOC124436217
OG0010990	Hydra|LOC100213335	Xenia|LOC124457688
OG0010991	Hydra|LOC100207460	Xenia|LOC124458048
OG0010992	Hydra|LOC100210974	Xenia|LOC124459444
OG0010993	Hydra|LOC101234689	Xenia|LOC124441518
OG0010994	Hydra|LOC100199598	Xenia|LOC124447454
OG0010995	Hydra|LOC105843600	Xenia|LOC124439659
OG0010996	Hydra|LOC101235335	Xenia|LOC124433499
OG0010997	Hydra|LOC100200544	Xenia|LOC124433501
OG0010998	Hydra|LOC124818517	Xenia|LOC124436440
OG0010999	Hydra|LOC100199971	Xenia|LOC124433350
OG0011000	Hydra|LOC100200583	Xenia|LOC124459489
OG0011001	Hydra|LOC100210895	Xenia|LOC124452321
