Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_XeniaProteins
OG0007814	Hydractinia|LOC130647945	Xenia|LOC124433490
OG0007815	Hydractinia|LOC130645058	Xenia|LOC124440894
OG0007816	Hydractinia|LOC130645627	Xenia|LOC124445694
OG0007817	Hydractinia|LOC130657514	Xenia|LOC124442205
OG0007818	Hydractinia|LOC130636341	Xenia|LOC124446297
OG0007819	Hydractinia|LOC130636339	Xenia|LOC124436221
OG0007820	Hydractinia|LOC130636340	Xenia|LOC124446946
OG0007821	Hydractinia|LOC130654214	Xenia|LOC124439070
OG0007822	Hydractinia|LOC130656067	Xenia|LOC124447584
OG0007823	Hydractinia|LOC130656068	Xenia|LOC124446528
OG0007824	Hydractinia|LOC130655596	Xenia|LOC124446435
OG0007825	Hydractinia|LOC130655591	Xenia|LOC124452135
OG0007826	Hydractinia|LOC130654706	Xenia|LOC124446366
OG0007827	Hydractinia|LOC130653726, Hydractinia|LOC130653725	Xenia|LOC124445185
OG0007828	Hydractinia|LOC130654090	Xenia|LOC124446078
OG0007830	Hydractinia|LOC130646327	Xenia|LOC124454732
OG0007832	Hydractinia|LOC130623548	Xenia|LOC124433684
OG0007833	Hydractinia|LOC130623766	Xenia|LOC124433772
OG0007834	Hydractinia|LOC130656712	Xenia|LOC124434978
OG0007835	Hydractinia|LOC130623923	Xenia|LOC124434728
OG0007836	Hydractinia|LOC130623929	Xenia|LOC124444428
OG0007837	Hydractinia|LOC130624241	Xenia|LOC124434636
OG0007839	Hydractinia|LOC130624045	Xenia|LOC124434000, Xenia|LOC124433999
OG0007840	Hydractinia|LOC130623411	Xenia|LOC124435287
OG0007841	Hydractinia|LOC130623412	Xenia|LOC124434290
OG0007842	Hydractinia|LOC130623578	Xenia|LOC124434552
OG0007843	Hydractinia|LOC130623573	Xenia|LOC124435033
OG0007844	Hydractinia|LOC130622980	Xenia|LOC124434589
OG0007845	Hydractinia|LOC130624182	Xenia|LOC124445533
OG0007846	Hydractinia|LOC130629565	Xenia|LOC124434646
OG0007847	Hydractinia|LOC130629567	Xenia|LOC124439972
OG0007849	Hydractinia|LOC130641963	Xenia|LOC124452257
OG0007850	Hydractinia|LOC130640975	Xenia|LOC124435080
OG0007851	Hydractinia|LOC130641064	Xenia|LOC124452936
OG0007852	Hydractinia|LOC130642031	Xenia|LOC124452765
OG0007853	Hydractinia|LOC130641903	Xenia|LOC124440814
OG0007854	Hydractinia|LOC130641326	Xenia|LOC124434700
OG0007855	Hydractinia|LOC130641311	Xenia|LOC124453183
OG0007856	Hydractinia|LOC130641307	Xenia|LOC124445727
OG0007857	Hydractinia|LOC130629582	Xenia|LOC124444308
OG0007858	Hydractinia|LOC130629584	Xenia|LOC124443407
OG0007859	Hydractinia|LOC130630440	Xenia|LOC124445199
OG0007860	Hydractinia|LOC130641961	Xenia|LOC124443819
OG0007861	Hydractinia|LOC130641964	Xenia|LOC124444504
OG0007862	Hydractinia|LOC130640943	Xenia|LOC124453682
OG0007863	Hydractinia|LOC130640940	Xenia|LOC124452756
OG0007865	Hydractinia|LOC130641703	Xenia|LOC124448319
OG0007866	Hydractinia|LOC130641040	Xenia|LOC124444143
OG0007867	Hydractinia|LOC130612844	Xenia|LOC124458329
OG0007869	Hydractinia|LOC130662854	Xenia|LOC124455532
OG0007870	Hydractinia|LOC130654488	Xenia|LOC124445469
OG0007871	Hydractinia|LOC130655131	Xenia|LOC124439979
OG0007872	Hydractinia|LOC130655316	Xenia|LOC124439501
OG0007873	Hydractinia|LOC130654153	Xenia|LOC124445942
OG0007874	Hydractinia|LOC130655825	Xenia|LOC124439482
OG0007875	Hydractinia|LOC130655999	Xenia|LOC124439052
OG0007876	Hydractinia|LOC130655997	Xenia|LOC124438062
OG0007877	Hydractinia|LOC130655278	Xenia|LOC124446678
OG0007878	Hydractinia|LOC130654239	Xenia|LOC124439491
OG0007879	Hydractinia|LOC130654916	Xenia|LOC124446507
OG0007880	Hydractinia|LOC130655280	Xenia|LOC124446252
OG0007882	Hydractinia|LOC130655912	Xenia|LOC124459488
OG0007883	Hydractinia|LOC130653713	Xenia|LOC124438671
OG0007884	Hydractinia|LOC130613181	Xenia|LOC124444959
OG0007885	Hydractinia|LOC130645124	Xenia|LOC124449850
OG0007886	Hydractinia|LOC130662772	Xenia|LOC124438215
OG0007887	Hydractinia|LOC130613070	Xenia|LOC124439325
OG0007888	Hydractinia|LOC130612062	Xenia|LOC124434076
OG0007889	Hydractinia|LOC130662325	Xenia|LOC124439388
OG0007890	Hydractinia|LOC130612357	Xenia|LOC124438877
OG0007891	Hydractinia|LOC130612358	Xenia|LOC124439244
OG0007892	Hydractinia|LOC130662574	Xenia|LOC124438424
OG0007893	Hydractinia|LOC130613182	Xenia|LOC124453333
OG0007894	Hydractinia|LOC130662447	Xenia|LOC124439240
OG0007895	Hydractinia|LOC130613115	Xenia|LOC124439662
OG0007896	Hydractinia|LOC130662401	Xenia|LOC124442480
OG0007898	Hydractinia|LOC130612369	Xenia|LOC124445091
OG0007899	Hydractinia|LOC130662345	Xenia|LOC124439165
OG0007900	Hydractinia|LOC130662641	Xenia|LOC124435720
OG0007901	Hydractinia|LOC130613353	Xenia|LOC124453756
OG0007902	Hydractinia|LOC130612197	Xenia|LOC124439591
OG0007903	Hydractinia|LOC130622906	Xenia|LOC124452775
OG0007904	Hydractinia|LOC130654308	Xenia|LOC124450227
OG0007905	Hydractinia|LOC130653869	Xenia|LOC124438014
OG0007906	Hydractinia|LOC130655367	Xenia|LOC124450277
OG0007907	Hydractinia|LOC130654793	Xenia|LOC124446595
OG0007908	Hydractinia|LOC130653862	Xenia|LOC124439398
OG0007909	Hydractinia|LOC130654796	Xenia|LOC124450377
OG0007910	Hydractinia|LOC130623525	Xenia|LOC124446728
OG0007911	Hydractinia|LOC130623529	Xenia|LOC124442775
OG0007912	Hydractinia|LOC130623530	Xenia|LOC124435726
OG0007914	Hydractinia|LOC130623019	Xenia|LOC124434296
OG0007915	Hydractinia|LOC130641509	Xenia|LOC124443814
OG0007916	Hydractinia|LOC130641649	Xenia|LOC124444774
OG0007917	Hydractinia|LOC130640935	Xenia|LOC124444493
OG0007918	Hydractinia|LOC130613085	Xenia|LOC124438098
OG0007919	Hydractinia|LOC130641262	Xenia|LOC124444935
OG0007920	Hydractinia|LOC130641808	Xenia|LOC124452482
OG0007921	Hydractinia|LOC130640936	Xenia|LOC124452417
OG0007922	Hydractinia|LOC130641742	Xenia|LOC124453564
OG0007923	Hydractinia|LOC130641769	Xenia|LOC124452943
OG0007924	Hydractinia|LOC130644884	Xenia|LOC124441949
OG0007925	Hydractinia|LOC130625779	Xenia|LOC124434672
OG0007926	Hydractinia|LOC130648833	Xenia|LOC124448769
OG0007927	Hydractinia|LOC130648364	Xenia|LOC124447766
OG0007928	Hydractinia|LOC130648365	Xenia|LOC124448273
OG0007929	Hydractinia|LOC130634497	Xenia|LOC124449631
OG0007930	Hydractinia|LOC130634073	Xenia|LOC124459502
OG0007931	Hydractinia|LOC130647323	Xenia|LOC124451093
OG0007932	Hydractinia|LOC130647308	Xenia|LOC124457003
OG0007933	Hydractinia|LOC130642617, Hydractinia|LOC130639637	Xenia|LOC124459420
OG0007934	Hydractinia|LOC130646939	Xenia|LOC124439212
OG0007935	Hydractinia|LOC130647917	Xenia|LOC124451838
OG0007937	Hydractinia|LOC130647916	Xenia|LOC124451827
OG0007938	Hydractinia|LOC130646942	Xenia|LOC124444834
OG0007939	Hydractinia|LOC130629094	Xenia|LOC124443924
OG0007940	Hydractinia|LOC130629095	Xenia|LOC124453731
OG0007941	Hydractinia|LOC130628999	Xenia|LOC124453592
OG0007942	Hydractinia|LOC130629008	Xenia|LOC124446343
OG0007943	Hydractinia|LOC130645715	Xenia|LOC124443328
OG0007944	Hydractinia|LOC130645720	Xenia|LOC124441263
OG0007945	Hydractinia|LOC130628739	Xenia|LOC124452561
OG0007946	Hydractinia|LOC130644782	Xenia|LOC124442496
OG0007947	Hydractinia|LOC130644338	Xenia|LOC124443599
OG0007948	Hydractinia|LOC130644375	Xenia|LOC124444850
OG0007949	Hydractinia|LOC130645623	Xenia|LOC124443925
OG0007950	Hydractinia|LOC130645631	Xenia|LOC124445024
OG0007951	Hydractinia|LOC130644753	Xenia|LOC124444958
OG0007954	Hydractinia|LOC130645297	Xenia|LOC124443883
OG0007956	Hydractinia|LOC130644986	Xenia|LOC124446960
OG0007957	Hydractinia|LOC130644303	Xenia|LOC124443203
OG0007958	Hydractinia|LOC130644377	Xenia|LOC124444638
OG0007959	Hydractinia|LOC130640999	Xenia|LOC124444910
OG0007960	Hydractinia|LOC130641696	Xenia|LOC124444409
OG0007962	Hydractinia|LOC130636392	Xenia|LOC124446754
OG0007963	Hydractinia|LOC130636385	Xenia|LOC124446316
OG0007964	Hydractinia|LOC130635702	Xenia|LOC124446493
OG0007965	Hydractinia|LOC130647819	Xenia|LOC124433482
OG0007966	Hydractinia|LOC130635693	Xenia|LOC124447269
OG0007967	Hydractinia|LOC130635653	Xenia|LOC124445275
OG0007968	Hydractinia|LOC130635654	Xenia|LOC124444934
OG0007970	Hydractinia|LOC130636035	Xenia|LOC124445261
OG0007971	Hydractinia|LOC130635647	Xenia|LOC124446207
OG0007972	Hydractinia|LOC130635817	Xenia|LOC124447509
OG0007973	Hydractinia|LOC130624370	Xenia|LOC124433522
OG0007974	Hydractinia|LOC130624371	Xenia|LOC124455752
OG0007975	Hydractinia|LOC130623785	Xenia|LOC124435075
OG0007976	Hydractinia|LOC130623844	Xenia|LOC124434080
OG0007977	Hydractinia|LOC130623569	Xenia|LOC124434839
OG0007978	Hydractinia|LOC130636395	Xenia|LOC124445268
OG0007979	Hydractinia|LOC130635677	Xenia|LOC124445603
OG0007981	Hydractinia|LOC130635708	Xenia|LOC124447558
OG0007982	Hydractinia|LOC130635709	Xenia|LOC124446949
OG0007983	Hydractinia|LOC130635811	Xenia|LOC124446954
OG0007984	Hydractinia|LOC130624299	Xenia|LOC124435350
OG0007985	Hydractinia|LOC130624919	Xenia|LOC124435419
OG0007986	Hydractinia|LOC130645380	Xenia|LOC124443846
OG0007987	Hydractinia|LOC130645453	Xenia|LOC124442634
OG0007988	Hydractinia|LOC130623729	Xenia|LOC124452410
OG0007989	Hydractinia|LOC130630990	Xenia|LOC124451061
OG0007991	Hydractinia|LOC130628774	Xenia|LOC124452555
OG0007992	Hydractinia|LOC130642056	Xenia|LOC124435660
OG0007993	Hydractinia|LOC130641047	Xenia|LOC124446834
OG0007994	Hydractinia|LOC130641105, Hydractinia|LOC130640727	Xenia|LOC124444105
OG0007995	Hydractinia|LOC130641244	Xenia|LOC124444328
OG0007996	Hydractinia|LOC130641586	Xenia|LOC124444746
OG0007997	Hydractinia|LOC130641477	Xenia|LOC124450913
OG0007998	Hydractinia|LOC130640948	Xenia|LOC124453722
OG0007999	Hydractinia|LOC130641788	Xenia|LOC124436358
OG0008000	Hydractinia|LOC130641785	Xenia|LOC124453270
OG0008001	Hydractinia|LOC130644517	Xenia|LOC124441011
OG0008002	Hydractinia|LOC130644515	Xenia|LOC124442879
OG0008003	Hydractinia|LOC130645000	Xenia|LOC124445143
OG0008004	Hydractinia|LOC130645625	Xenia|LOC124442000
OG0008005	Hydractinia|LOC130644518	Xenia|LOC124442501
OG0008006	Hydractinia|LOC130644998	Xenia|LOC124443785
OG0008007	Hydractinia|LOC130614549	Xenia|LOC124452456
OG0008008	Hydractinia|LOC130614231	Xenia|LOC124436470
OG0008009	Hydractinia|LOC130614545	Xenia|LOC124437645
OG0008010	Hydractinia|LOC130614544	Xenia|LOC124436194
OG0008011	Hydractinia|LOC130614851	Xenia|LOC124436994
OG0008012	Hydractinia|LOC130614854	Xenia|LOC124436215
OG0008013	Hydractinia|LOC130614045	Xenia|LOC124436222
OG0008014	Hydractinia|LOC130614128	Xenia|LOC124452741
OG0008015	Hydractinia|LOC130614875	Xenia|LOC124437321
OG0008016	Hydractinia|LOC130614554	Xenia|LOC124436172
OG0008017	Hydractinia|LOC130614859	Xenia|LOC124436473
OG0008018	Hydractinia|LOC130648787	Xenia|LOC124448911
OG0008019	Hydractinia|LOC130649055	Xenia|LOC124455393
OG0008020	Hydractinia|LOC130648730	Xenia|LOC124449512
OG0008021	Hydractinia|LOC130648731	Xenia|LOC124439219
OG0008022	Hydractinia|LOC130649035	Xenia|LOC124456386
OG0008023	Hydractinia|LOC130649292	Xenia|LOC124448233
OG0008024	Hydractinia|LOC130648841	Xenia|LOC124449285
OG0008025	Hydractinia|LOC130613832	Xenia|LOC124436450
OG0008026	Hydractinia|LOC130614861	Xenia|LOC124436868
OG0008027	Hydractinia|LOC130614340	Xenia|LOC124437850
OG0008028	Hydractinia|LOC130614101	Xenia|LOC124437546
OG0008029	Hydractinia|LOC130614765	Xenia|LOC124436439
OG0008030	Hydractinia|LOC130628750	Xenia|LOC124448068
OG0008031	Hydractinia|LOC130644546	Xenia|LOC124444351
OG0008032	Hydractinia|LOC130645507	Xenia|LOC124443538
OG0008033	Hydractinia|LOC130644657	Xenia|LOC124444218
OG0008034	Hydractinia|LOC130614446	Xenia|LOC124436679
OG0008035	Hydractinia|LOC130614294	Xenia|LOC124437537
OG0008036	Hydractinia|LOC130613855	Xenia|LOC124436935
OG0008037	Hydractinia|LOC130614572	Xenia|LOC124436155
OG0008038	Hydractinia|LOC130621125	Xenia|LOC124440624
OG0008039	Hydractinia|LOC130612290	Xenia|LOC124439134
OG0008040	Hydractinia|LOC130649529	Xenia|LOC124448174
OG0008041	Hydractinia|LOC130645066	Xenia|LOC124445018
OG0008042	Hydractinia|LOC130644536	Xenia|LOC124438668
OG0008043	Hydractinia|LOC130644531	Xenia|LOC124442604
OG0008044	Hydractinia|LOC130644734	Xenia|LOC124444754
OG0008045	Hydractinia|LOC130644738	Xenia|LOC124443597
OG0008046	Hydractinia|LOC130644511	Xenia|LOC124442722
OG0008047	Hydractinia|LOC130645128	Xenia|LOC124443160
OG0008048	Hydractinia|LOC130649615	Xenia|LOC124448774
OG0008049	Hydractinia|LOC130645935	Xenia|LOC124444884
OG0008050	Hydractinia|LOC130645206	Xenia|LOC124448636
OG0008051	Hydractinia|LOC130644737	Xenia|LOC124444852
OG0008052	Hydractinia|LOC130644740	Xenia|LOC124435561
OG0008053	Hydractinia|LOC130644739	Xenia|LOC124451769
OG0008054	Hydractinia|LOC130614707	Xenia|LOC124437066
OG0008055	Hydractinia|LOC130613890	Xenia|LOC124437666
OG0008056	Hydractinia|LOC130613699	Xenia|LOC124436765
OG0008057	Hydractinia|LOC130636733	Xenia|LOC124447496
OG0008058	Hydractinia|LOC130630255	Xenia|LOC124456372
OG0008059	Hydractinia|LOC130630258	Xenia|LOC124445831
OG0008060	Hydractinia|LOC130630176	Xenia|LOC124439281
OG0008061	Hydractinia|LOC130630225	Xenia|LOC124439909
OG0008062	Hydractinia|LOC130630557	Xenia|LOC124444377
OG0008063	Hydractinia|LOC130629723	Xenia|LOC124441459
OG0008064	Hydractinia|LOC130629726	Xenia|LOC124440263
OG0008065	Hydractinia|LOC130629593	Xenia|LOC124439222
OG0008066	Hydractinia|LOC130629579	Xenia|LOC124440363
OG0008067	Hydractinia|LOC130630489	Xenia|LOC124444565
OG0008068	Hydractinia|LOC130630622	Xenia|LOC124434123
OG0008069	Hydractinia|LOC130630472	Xenia|LOC124436487
OG0008071	Hydractinia|LOC130630371	Xenia|LOC124438360
OG0008072	Hydractinia|LOC130630482	Xenia|LOC124437634
OG0008073	Hydractinia|LOC130644526	Xenia|LOC124437078
OG0008075	Hydractinia|LOC130621506	Xenia|LOC124452249
OG0008076	Hydractinia|LOC130621790	Xenia|LOC124440706
OG0008077	Hydractinia|LOC130622580	Xenia|LOC124440719
OG0008078	Hydractinia|LOC130622141	Xenia|LOC124440831
OG0008079	Hydractinia|LOC130621568	Xenia|LOC124435305
OG0008080	Hydractinia|LOC130630487	Xenia|LOC124441394
OG0008081	Hydractinia|LOC130630388	Xenia|LOC124437844
OG0008082	Hydractinia|LOC130622140	Xenia|LOC124440306
OG0008083	Hydractinia|LOC130630480	Xenia|LOC124449346
OG0008084	Hydractinia|LOC130644528	Xenia|LOC124435429
OG0008085	Hydractinia|LOC130645147	Xenia|LOC124458628
OG0008086	Hydractinia|LOC130644987	Xenia|LOC124453985
OG0008088	Hydractinia|LOC130630600	Xenia|LOC124454837
OG0008089	Hydractinia|LOC130635005	Xenia|LOC124457137
OG0008090	Hydractinia|LOC130635021	Xenia|LOC124447270
OG0008093	Hydractinia|LOC130621645	Xenia|LOC124440159
OG0008094	Hydractinia|LOC130622396	Xenia|LOC124439755
OG0008095	Hydractinia|LOC130622397	Xenia|LOC124440846
OG0008097	Hydractinia|LOC130621480	Xenia|LOC124440147
OG0008098	Hydractinia|LOC130622376	Xenia|LOC124440707
OG0008099	Hydractinia|LOC130623772	Xenia|LOC124440659
OG0008100	Hydractinia|LOC130621987	Xenia|LOC124440407
OG0008101	Hydractinia|LOC130622619	Xenia|LOC124442283
OG0008102	Hydractinia|LOC130621474	Xenia|LOC124440012
OG0008103	Hydractinia|LOC130621182	Xenia|LOC124439835
OG0008104	Hydractinia|LOC130621680	Xenia|LOC124441396
OG0008105	Hydractinia|LOC130621524	Xenia|LOC124440558
OG0008106	Hydractinia|LOC130621805	Xenia|LOC124442582
OG0008107	Hydractinia|LOC130622252	Xenia|LOC124439507
OG0008108	Hydractinia|LOC130622231	Xenia|LOC124434507
OG0008109	Hydractinia|LOC130622433	Xenia|LOC124452985
OG0008110	Hydractinia|LOC130621833	Xenia|LOC124440573
OG0008111	Hydractinia|LOC130621923	Xenia|LOC124440907
OG0008112	Hydractinia|LOC130621519	Xenia|LOC124440646
OG0008113	Hydractinia|LOC130621491	Xenia|LOC124440827
OG0008114	Hydractinia|LOC130622169	Xenia|LOC124439918
OG0008115	Hydractinia|LOC130622727	Xenia|LOC124459506
OG0008116	Hydractinia|LOC130622726	Xenia|LOC124440057
OG0008117	Hydractinia|LOC130658015	Xenia|LOC124453173
OG0008118	Hydractinia|LOC130621607	Xenia|LOC124445337
OG0008119	Hydractinia|LOC130624209	Xenia|LOC124433816
OG0008120	Hydractinia|LOC130614629	Xenia|LOC124436925
OG0008121	Hydractinia|LOC130614145	Xenia|LOC124437034
OG0008123	Hydractinia|LOC130614073	Xenia|LOC124436389
OG0008124	Hydractinia|LOC130614897	Xenia|LOC124437208
OG0008125	Hydractinia|LOC130613822	Xenia|LOC124437029
OG0008126	Hydractinia|LOC130613826	Xenia|LOC124447703
OG0008127	Hydractinia|LOC130613816	Xenia|LOC124453340
OG0008128	Hydractinia|LOC130613778	Xenia|LOC124436188
OG0008129	Hydractinia|LOC130614189	Xenia|LOC124437658
OG0008130	Hydractinia|LOC130614892	Xenia|LOC124437664
OG0008131	Hydractinia|LOC130614054	Xenia|LOC124437362
OG0008132	Hydractinia|LOC130613786	Xenia|LOC124436291
OG0008133	Hydractinia|LOC130613665	Xenia|LOC124436283
OG0008134	Hydractinia|LOC130614013	Xenia|LOC124436391
OG0008135	Hydractinia|LOC130613860	Xenia|LOC124448495
OG0008136	Hydractinia|LOC130614896	Xenia|LOC124442366
OG0008137	Hydractinia|LOC130613824	Xenia|LOC124439337
OG0008138	Hydractinia|LOC130636366	Xenia|LOC124446957
OG0008140	Hydractinia|LOC130644521	Xenia|LOC124441079
OG0008141	Hydractinia|LOC130644501	Xenia|LOC124441474
OG0008142	Hydractinia|LOC130645647	Xenia|LOC124442411
OG0008143	Hydractinia|LOC130644641	Xenia|LOC124444693
OG0008144	Hydractinia|LOC130614175	Xenia|LOC124437077
OG0008145	Hydractinia|LOC130613705	Xenia|LOC124436951
OG0008146	Hydractinia|LOC130614479	Xenia|LOC124452248
OG0008147	Hydractinia|LOC130656524	Xenia|LOC124443055
OG0008148	Hydractinia|LOC130657051	Xenia|LOC124452681
OG0008149	Hydractinia|LOC130644355	Xenia|LOC124443882
OG0008150	Hydractinia|LOC130644354	Xenia|LOC124444609
OG0008151	Hydractinia|LOC130644353	Xenia|LOC124443676
OG0008152	Hydractinia|LOC130645548	Xenia|LOC124442403
OG0008153	Hydractinia|LOC130649558	Xenia|LOC124449618
OG0008154	Hydractinia|LOC130648369	Xenia|LOC124433592
OG0008155	Hydractinia|LOC130649155	Xenia|LOC124448356
OG0008156	Hydractinia|LOC130648725	Xenia|LOC124449831
OG0008157	Hydractinia|LOC130626040	Xenia|LOC124434529
OG0008158	Hydractinia|LOC130625460	Xenia|LOC124434429
OG0008159	Hydractinia|LOC130626155	Xenia|LOC124434177
OG0008160	Hydractinia|LOC130625632	Xenia|LOC124434983
OG0008161	Hydractinia|LOC130625373	Xenia|LOC124435408
OG0008162	Hydractinia|LOC130625426	Xenia|LOC124434559
OG0008163	Hydractinia|LOC130626062	Xenia|LOC124434383
OG0008164	Hydractinia|LOC130625326	Xenia|LOC124434489
OG0008165	Hydractinia|LOC130626182	Xenia|LOC124440356
OG0008166	Hydractinia|LOC130625736	Xenia|LOC124434228
OG0008167	Hydractinia|LOC130625402	Xenia|LOC124435670
OG0008168	Hydractinia|LOC130624986	Xenia|LOC124439492
OG0008169	Hydractinia|LOC130625509	Xenia|LOC124434875
OG0008170	Hydractinia|LOC130626086	Xenia|LOC124435387
OG0008171	Hydractinia|LOC130625005	Xenia|LOC124434201
OG0008172	Hydractinia|LOC130649613	Xenia|LOC124447857
OG0008173	Hydractinia|LOC130648794	Xenia|LOC124448370
OG0008174	Hydractinia|LOC130649077	Xenia|LOC124448429
OG0008175	Hydractinia|LOC130649074	Xenia|LOC124449268
OG0008176	Hydractinia|LOC130648720	Xenia|LOC124448579
OG0008177	Hydractinia|LOC130649625	Xenia|LOC124449310
OG0008178	Hydractinia|LOC130654764	Xenia|LOC124441444
OG0008179	Hydractinia|LOC130653964	Xenia|LOC124452479
OG0008180	Hydractinia|LOC130655441	Xenia|LOC124458007
OG0008181	Hydractinia|LOC130658044	Xenia|LOC124446542
OG0008182	Hydractinia|LOC130656591	Xenia|LOC124442806
OG0008183	Hydractinia|LOC130656464	Xenia|LOC124442600
OG0008184	Hydractinia|LOC130656596	Xenia|LOC124443056
OG0008185	Hydractinia|LOC130656415	Xenia|LOC124441756
OG0008186	Hydractinia|LOC130656225	Xenia|LOC124443582
OG0008187	Hydractinia|LOC130656226	Xenia|LOC124452283
OG0008188	Hydractinia|LOC130657169	Xenia|LOC124443095
OG0008189	Hydractinia|LOC130636356	Xenia|LOC124447247
OG0008190	Hydractinia|LOC130636702	Xenia|LOC124446199
OG0008191	Hydractinia|LOC130635650	Xenia|LOC124445269
OG0008192	Hydractinia|LOC130636696	Xenia|LOC124446257
OG0008193	Hydractinia|LOC130654478	Xenia|LOC124447543
OG0008194	Hydractinia|LOC130654476	Xenia|LOC124445315
OG0008195	Hydractinia|LOC130648816	Xenia|LOC124448672
OG0008196	Hydractinia|LOC130648819	Xenia|LOC124447754
OG0008197	Hydractinia|LOC130646361	Xenia|LOC124452158
OG0008198	Hydractinia|LOC130636497	Xenia|LOC124447265
OG0008199	Hydractinia|LOC130636331	Xenia|LOC124447549
OG0008200	Hydractinia|LOC130636360	Xenia|LOC124447168
OG0008201	Hydractinia|LOC130614080	Xenia|LOC124437060
OG0008202	Hydractinia|LOC130636359	Xenia|LOC124446246
OG0008203	Hydractinia|LOC130636358	Xenia|LOC124446513
OG0008204	Hydractinia|LOC130649654	Xenia|LOC124448838
OG0008205	Hydractinia|LOC130648399	Xenia|LOC124448472
OG0008206	Hydractinia|LOC130648400	Xenia|LOC124448453
OG0008207	Hydractinia|LOC130648410	Xenia|LOC124449601
OG0008208	Hydractinia|LOC130648403	Xenia|LOC124449853
OG0008209	Hydractinia|LOC130648814	Xenia|LOC124448368
OG0008211	Hydractinia|LOC130636005	Xenia|LOC124446002
OG0008212	Hydractinia|LOC130635773	Xenia|LOC124446416
OG0008213	Hydractinia|LOC130641987	Xenia|LOC124453161
OG0008214	Hydractinia|LOC130628816	Xenia|LOC124456315
OG0008216	Hydractinia|LOC130662490	Xenia|LOC124439323
OG0008217	Hydractinia|LOC130641261	Xenia|LOC124452519
OG0008218	Hydractinia|LOC130641257	Xenia|LOC124444062
OG0008219	Hydractinia|LOC130656942	Xenia|LOC124441708
OG0008220	Hydractinia|LOC130641953	Xenia|LOC124452822
OG0008221	Hydractinia|LOC130640964	Xenia|LOC124453745
