Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_NematostellaProteins
OG0008652	Hydractinia|LOC130629206	Nematostella|LOC5510063
OG0008653	Hydractinia|LOC130629245	Nematostella|LOC5516955
OG0008654	Hydractinia|LOC130629263	Nematostella|LOC5522179
OG0008655	Hydractinia|LOC130629261	Nematostella|LOC5522131
OG0008656	Hydractinia|LOC130628877	Nematostella|LOC5509364
OG0008657	Hydractinia|LOC130613897	Nematostella|LOC5512261
OG0008658	Hydractinia|LOC130613831	Nematostella|LOC5518540
OG0008659	Hydractinia|LOC130622086	Nematostella|LOC5521340
OG0008660	Hydractinia|LOC130621197	Nematostella|LOC5514811
OG0008661	Hydractinia|LOC130621698	Nematostella|LOC5508934
OG0008662	Hydractinia|LOC130622687	Nematostella|LOC5521349
OG0008663	Hydractinia|LOC130621793	Nematostella|LOC5515695
OG0008664	Hydractinia|LOC130621696	Nematostella|LOC5514992
OG0008665	Hydractinia|LOC130622731	Nematostella|LOC5521771
OG0008666	Hydractinia|LOC130622733	Nematostella|LOC5514450
OG0008668	Hydractinia|LOC130621140	Nematostella|LOC5508919
OG0008669	Hydractinia|LOC130622705	Nematostella|LOC5514368
OG0008670	Hydractinia|LOC130614551	Nematostella|LOC116618196
OG0008671	Hydractinia|LOC130614552	Nematostella|LOC116602121
OG0008674	Hydractinia|LOC130614847	Nematostella|LOC5518638
OG0008675	Hydractinia|LOC130613891	Nematostella|LOC5507328
OG0008676	Hydractinia|LOC130622273	Nematostella|LOC5517925
OG0008678	Hydractinia|LOC130622134	Nematostella|LOC5521176
OG0008679	Hydractinia|LOC130622135	Nematostella|LOC116616184
OG0008681	Hydractinia|LOC130621695	Nematostella|LOC5521310
OG0008682	Hydractinia|LOC130622066	Nematostella|LOC5505675
OG0008683	Hydractinia|LOC130622660	Nematostella|LOC5515594
OG0008684	Hydractinia|LOC130622704	Nematostella|LOC5517866
OG0008685	Hydractinia|LOC130622703	Nematostella|LOC5517847
OG0008686	Hydractinia|LOC130621666	Nematostella|LOC5521667
OG0008687	Hydractinia|LOC130636301	Nematostella|LOC5518659
OG0008689	Hydractinia|LOC130625610	Nematostella|LOC5511134
OG0008690	Hydractinia|LOC130641488	Nematostella|LOC5525248
OG0008691	Hydractinia|LOC130644787	Nematostella|LOC5515224
OG0008692	Hydractinia|LOC130644815	Nematostella|LOC5515139
OG0008693	Hydractinia|LOC130644814	Nematostella|LOC5513864
OG0008694	Hydractinia|LOC130644871	Nematostella|LOC5515970
OG0008695	Hydractinia|LOC130644653	Nematostella|LOC5521064
OG0008696	Hydractinia|LOC130644468	Nematostella|LOC5519322
OG0008697	Hydractinia|LOC130645781	Nematostella|LOC116619663
OG0008698	Hydractinia|LOC130644829	Nematostella|LOC5504767
OG0008699	Hydractinia|LOC130644715	Nematostella|LOC5504757
OG0008700	Hydractinia|LOC130644477	Nematostella|LOC5503363
OG0008701	Hydractinia|LOC130654479	Nematostella|LOC5510437
OG0008702	Hydractinia|LOC130644930	Nematostella|LOC5516383
OG0008703	Hydractinia|LOC130645159	Nematostella|LOC5509356
OG0008704	Hydractinia|LOC130645595	Nematostella|LOC5513487
OG0008705	Hydractinia|LOC130645980	Nematostella|LOC5513968
OG0008706	Hydractinia|LOC130645194	Nematostella|LOC5505590
OG0008707	Hydractinia|LOC130645197	Nematostella|LOC5512813
OG0008708	Hydractinia|LOC130644654	Nematostella|LOC5519793
OG0008709	Hydractinia|LOC130644469	Nematostella|LOC5503449
OG0008710	Hydractinia|LOC130645425	Nematostella|LOC5501163
OG0008711	Hydractinia|LOC130644541	Nematostella|LOC116617229
OG0008712	Hydractinia|LOC130645046	Nematostella|LOC5504725
OG0008713	Hydractinia|LOC130644583	Nematostella|LOC5501957
OG0008714	Hydractinia|LOC130644437	Nematostella|LOC5510276
OG0008715	Hydractinia|LOC130644964	Nematostella|LOC5508366
OG0008716	Hydractinia|LOC130645099	Nematostella|LOC5502865
OG0008717	Hydractinia|LOC130645098	Nematostella|LOC5504778
OG0008718	Hydractinia|LOC130644937	Nematostella|LOC5521515
OG0008719	Hydractinia|LOC130644340	Nematostella|LOC5519769
OG0008720	Hydractinia|LOC130645120	Nematostella|LOC5518822
OG0008721	Hydractinia|LOC130645158	Nematostella|LOC5502171
OG0008722	Hydractinia|LOC130645526	Nematostella|LOC5512842
OG0008723	Hydractinia|LOC130623330	Nematostella|LOC5516595
OG0008724	Hydractinia|LOC130640944	Nematostella|LOC5521301
OG0008725	Hydractinia|LOC130642033	Nematostella|LOC5517851
OG0008726	Hydractinia|LOC130640852	Nematostella|LOC5521283
OG0008728	Hydractinia|LOC130641379	Nematostella|LOC5521299
OG0008729	Hydractinia|LOC130641408	Nematostella|LOC5501882
OG0008730	Hydractinia|LOC130641447	Nematostella|LOC5515488
OG0008731	Hydractinia|LOC130640846	Nematostella|LOC5514836
OG0008732	Hydractinia|LOC130640774, Hydractinia|LOC130641153	Nematostella|LOC5501629
OG0008733	Hydractinia|LOC130641712	Nematostella|LOC5505230
OG0008734	Hydractinia|LOC130642068	Nematostella|LOC5512085
OG0008735	Hydractinia|LOC130641515	Nematostella|LOC5517964
OG0008736	Hydractinia|LOC130614366	Nematostella|LOC5506291
OG0008737	Hydractinia|LOC130622226	Nematostella|LOC5518100
OG0008738	Hydractinia|LOC130622159	Nematostella|LOC5508931
OG0008739	Hydractinia|LOC130622747	Nematostella|LOC5509114
OG0008740	Hydractinia|LOC130612958	Nematostella|LOC5501631
OG0008741	Hydractinia|LOC130662554	Nematostella|LOC5519333
OG0008742	Hydractinia|LOC130623431	Nematostella|LOC5522247
OG0008743	Hydractinia|LOC130624066	Nematostella|LOC5522251
OG0008744	Hydractinia|LOC130622953	Nematostella|LOC5509227
OG0008745	Hydractinia|LOC130623893	Nematostella|LOC5519710
OG0008746	Hydractinia|LOC130632648	Nematostella|LOC5502954
OG0008747	Hydractinia|LOC130630817	Nematostella|LOC5505634
OG0008748	Hydractinia|LOC130623953	Nematostella|LOC5516535
OG0008749	Hydractinia|LOC130623789	Nematostella|LOC5516528
OG0008750	Hydractinia|LOC130624357	Nematostella|LOC5516598
OG0008751	Hydractinia|LOC130612906	Nematostella|LOC5512037
OG0008752	Hydractinia|LOC130662525	Nematostella|LOC5506737
OG0008753	Hydractinia|LOC130612433	Nematostella|LOC116617179
OG0008754	Hydractinia|LOC130612904	Nematostella|LOC5510507
OG0008755	Hydractinia|LOC130662477	Nematostella|LOC5512010
OG0008756	Hydractinia|LOC130612480	Nematostella|LOC5521584
OG0008757	Hydractinia|LOC130662472	Nematostella|LOC5505707
OG0008758	Hydractinia|LOC130612097	Nematostella|LOC5506017
OG0008759	Hydractinia|LOC130662462, Hydractinia|LOC130662463	Nematostella|LOC5507331
OG0008760	Hydractinia|LOC130662352	Nematostella|LOC5507352
OG0008761	Hydractinia|LOC130628728	Nematostella|LOC116618413
OG0008762	Hydractinia|LOC130644277	Nematostella|LOC5502221
OG0008763	Hydractinia|LOC130644593	Nematostella|LOC5510537
OG0008764	Hydractinia|LOC130644717	Nematostella|LOC5522172
OG0008765	Hydractinia|LOC130644708	Nematostella|LOC5513286
OG0008766	Hydractinia|LOC130641051, Hydractinia|LOC130628522	Nematostella|LOC5510768
OG0008767	Hydractinia|LOC130645640	Nematostella|LOC5509902
OG0008768	Hydractinia|LOC130645310	Nematostella|LOC5521037
OG0008769	Hydractinia|LOC130645308	Nematostella|LOC116610629
OG0008770	Hydractinia|LOC130646228	Nematostella|LOC116610141
OG0008771	Hydractinia|LOC130647565	Nematostella|LOC5509187
OG0008772	Hydractinia|LOC130628831	Nematostella|LOC5513845
OG0008773	Hydractinia|LOC130657663	Nematostella|LOC5510759
OG0008774	Hydractinia|LOC130657667	Nematostella|LOC5504977
OG0008775	Hydractinia|LOC130629305	Nematostella|LOC5517004
OG0008776	Hydractinia|LOC130628563	Nematostella|LOC5502959
OG0008777	Hydractinia|LOC130629297	Nematostella|LOC5519951
OG0008778	Hydractinia|LOC130636271	Nematostella|LOC5511637
OG0008779	Hydractinia|LOC130636720	Nematostella|LOC5509459
OG0008780	Hydractinia|LOC130636275	Nematostella|LOC5511632
OG0008782	Hydractinia|LOC130656978	Nematostella|LOC116616643
OG0008783	Hydractinia|LOC130657630	Nematostella|LOC5510735
OG0008784	Hydractinia|LOC130657013	Nematostella|LOC5502458
OG0008785	Hydractinia|LOC130657087	Nematostella|LOC5522194
OG0008786	Hydractinia|LOC130657161	Nematostella|LOC5514957
OG0008787	Hydractinia|LOC130656841	Nematostella|LOC5520720
OG0008788	Hydractinia|LOC130656840	Nematostella|LOC5520831
OG0008789	Hydractinia|LOC130645533	Nematostella|LOC5518804
OG0008790	Hydractinia|LOC130644372	Nematostella|LOC5521030
OG0008791	Hydractinia|LOC130645607	Nematostella|LOC116610125
OG0008792	Hydractinia|LOC130645554	Nematostella|LOC5521428
OG0008793	Hydractinia|LOC130644903	Nematostella|LOC5510536
OG0008794	Hydractinia|LOC130614735	Nematostella|LOC5505676
OG0008795	Hydractinia|LOC130613757	Nematostella|LOC116614068
OG0008796	Hydractinia|LOC130613758	Nematostella|LOC5503627
OG0008797	Hydractinia|LOC130613808	Nematostella|LOC5513388
OG0008798	Hydractinia|LOC130614208	Nematostella|LOC5504661
OG0008799	Hydractinia|LOC130614869	Nematostella|LOC5519456
OG0008800	Hydractinia|LOC130613372	Nematostella|LOC5512268
OG0008801	Hydractinia|LOC130613876	Nematostella|LOC5505157
OG0008802	Hydractinia|LOC130614657	Nematostella|LOC5502319
OG0008803	Hydractinia|LOC130614066	Nematostella|LOC116613718
OG0008804	Hydractinia|LOC130614106	Nematostella|LOC5518693
OG0008805	Hydractinia|LOC130613997	Nematostella|LOC5513379
OG0008806	Hydractinia|LOC130613810	Nematostella|LOC116602117
OG0008807	Hydractinia|LOC130614048, Hydractinia|LOC130614167	Nematostella|LOC5514582
OG0008808	Hydractinia|LOC130614867	Nematostella|LOC5518065
OG0008809	Hydractinia|LOC130614273	Nematostella|LOC5512248
OG0008810	Hydractinia|LOC130614659	Nematostella|LOC5502324
OG0008811	Hydractinia|LOC130647859	Nematostella|LOC5505279
OG0008812	Hydractinia|LOC130647948	Nematostella|LOC5517488
OG0008813	Hydractinia|LOC130647376	Nematostella|LOC5508133
OG0008814	Hydractinia|LOC130654589	Nematostella|LOC5502684
OG0008815	Hydractinia|LOC130657570	Nematostella|LOC5520712
OG0008816	Hydractinia|LOC130648780	Nematostella|LOC5500555
OG0008817	Hydractinia|LOC130649119	Nematostella|LOC5520681
OG0008818	Hydractinia|LOC130656597	Nematostella|LOC5501799
OG0008819	Hydractinia|LOC130649275	Nematostella|LOC5520631
OG0008820	Hydractinia|LOC130613351	Nematostella|LOC5509908
OG0008821	Hydractinia|LOC130612617	Nematostella|LOC5506697
OG0008822	Hydractinia|LOC130658010	Nematostella|LOC5520891
OG0008823	Hydractinia|LOC130658006	Nematostella|LOC5518889
OG0008824	Hydractinia|LOC130658009	Nematostella|LOC116616245
OG0008825	Hydractinia|LOC130658007	Nematostella|LOC5520794
OG0008826	Hydractinia|LOC130656194	Nematostella|LOC5507004
OG0008827	Hydractinia|LOC130630566	Nematostella|LOC5512307
OG0008828	Hydractinia|LOC130629787	Nematostella|LOC5518366
OG0008829	Hydractinia|LOC130657178	Nematostella|LOC5512088
OG0008830	Hydractinia|LOC130656832	Nematostella|LOC5509726
OG0008831	Hydractinia|LOC130656762	Nematostella|LOC5511978
OG0008832	Hydractinia|LOC130657176	Nematostella|LOC5511248
OG0008833	Hydractinia|LOC130656831	Nematostella|LOC5508241
OG0008834	Hydractinia|LOC130656569	Nematostella|LOC5512201
OG0008835	Hydractinia|LOC130623752	Nematostella|LOC5513926
OG0008836	Hydractinia|LOC130624113	Nematostella|LOC5519569
OG0008837	Hydractinia|LOC130623470	Nematostella|LOC5512890
OG0008838	Hydractinia|LOC130624349	Nematostella|LOC5511040
OG0008839	Hydractinia|LOC130623683	Nematostella|LOC5511626
OG0008840	Hydractinia|LOC130622977	Nematostella|LOC5501318
OG0008841	Hydractinia|LOC130636429	Nematostella|LOC5518176
OG0008842	Hydractinia|LOC130624923	Nematostella|LOC5506269
OG0008843	Hydractinia|LOC130625518	Nematostella|LOC5514406
OG0008844	Hydractinia|LOC130625894	Nematostella|LOC5519092
OG0008845	Hydractinia|LOC130647554	Nematostella|LOC5500628
OG0008846	Hydractinia|LOC130647556	Nematostella|LOC5519164
OG0008847	Hydractinia|LOC130647161	Nematostella|LOC5509517
OG0008848	Hydractinia|LOC130647120	Nematostella|LOC5514685
OG0008849	Hydractinia|LOC130646960	Nematostella|LOC5508652
OG0008850	Hydractinia|LOC130646956	Nematostella|LOC5505456
OG0008851	Hydractinia|LOC130647302, Hydractinia|LOC130648300	Nematostella|LOC5508117
OG0008852	Hydractinia|LOC130622351	Nematostella|LOC5515519
OG0008853	Hydractinia|LOC130646987	Nematostella|LOC5507706
OG0008854	Hydractinia|LOC130647731	Nematostella|LOC5518436
OG0008855	Hydractinia|LOC130647643, Hydractinia|LOC130647167	Nematostella|LOC5517199
OG0008856	Hydractinia|LOC130646962	Nematostella|LOC5518446
OG0008857	Hydractinia|LOC130646965	Nematostella|LOC5501347
OG0008858	Hydractinia|LOC130647557	Nematostella|LOC5514752
OG0008859	Hydractinia|LOC130613333	Nematostella|LOC5518590
OG0008860	Hydractinia|LOC130613974	Nematostella|LOC116618952
OG0008861	Hydractinia|LOC130614068	Nematostella|LOC5519473
OG0008862	Hydractinia|LOC130614883	Nematostella|LOC116601598
OG0008863	Hydractinia|LOC130613945	Nematostella|LOC116615483
OG0008864	Hydractinia|LOC130614787	Nematostella|LOC5518081
OG0008869	Hydractinia|LOC130612231, Hydractinia|LOC130612544	Nematostella|LOC5519902
OG0008873	Hydractinia|LOC130614359	Nematostella|LOC5503473
OG0008876	Hydractinia|LOC130655570, Hydractinia|LOC130656072, Hydractinia|LOC130621580	Nematostella|LOC5516780
OG0008877	Hydractinia|LOC130613690	Nematostella|LOC5513352
OG0008880	Hydractinia|LOC130614268	Nematostella|LOC5520233
OG0008881	Hydractinia|LOC130653750	Nematostella|LOC5515101, Nematostella|LOC5513098
OG0008885	Hydractinia|LOC130655818	Nematostella|LOC5512216, Nematostella|LOC125556810
OG0008887	Hydractinia|LOC130654201	Nematostella|LOC5522031, Nematostella|LOC5521893
OG0008890	Hydractinia|LOC130653593	Nematostella|LOC5507417
OG0008894	Hydractinia|LOC130654645	Nematostella|LOC116615576, Nematostella|LOC5511070
OG0008897	Hydractinia|LOC130655948	Nematostella|LOC5512498
OG0008898	Hydractinia|LOC130654604	Nematostella|LOC5511401
OG0008900	Hydractinia|LOC130654767	Nematostella|LOC5514225
OG0008901	Hydractinia|LOC130654877, Hydractinia|LOC130655238	Nematostella|LOC5500615
OG0008902	Hydractinia|LOC130655763	Nematostella|LOC5517782
OG0008904	Hydractinia|LOC130644879, Hydractinia|LOC130649410	Nematostella|LOC5513214
OG0008905	Hydractinia|LOC130644748	Nematostella|LOC5510418, Nematostella|LOC5510325
OG0008906	Hydractinia|LOC130644250, Hydractinia|LOC130646240	Nematostella|LOC5510329
OG0008910	Hydractinia|LOC130645179	Nematostella|LOC5518769, Nematostella|LOC5504773
OG0008913	Hydractinia|LOC130644414	Nematostella|LOC5503642
OG0008914	Hydractinia|LOC130645615	Nematostella|LOC5521395
OG0008915	Hydractinia|LOC130645395	Nematostella|LOC5510412
OG0008916	Hydractinia|LOC130645674, Hydractinia|LOC130645866	Nematostella|LOC5501522
OG0008917	Hydractinia|LOC130644193, Hydractinia|LOC130646190	Nematostella|LOC5519422
OG0008918	Hydractinia|LOC130645095	Nematostella|LOC5508062
OG0008919	Hydractinia|LOC130646210, Hydractinia|LOC130644217	Nematostella|LOC5519803
OG0008921	Hydractinia|LOC130644379, Hydractinia|LOC130644380	Nematostella|LOC5507334
OG0008925	Hydractinia|LOC130636613	Nematostella|LOC5506215
OG0008927	Hydractinia|LOC130614302	Nematostella|LOC116616116
OG0008930	Hydractinia|LOC130635794, Hydractinia|LOC130635782	Nematostella|LOC5518377
OG0008931	Hydractinia|LOC130636846, Hydractinia|LOC130635787	Nematostella|LOC5517846
OG0008932	Hydractinia|LOC130635618, Hydractinia|LOC130635501	Nematostella|LOC5514695
OG0008942	Hydractinia|LOC130656224	Nematostella|LOC5520195
OG0008943	Hydractinia|LOC130648440, Hydractinia|LOC130656443	Nematostella|LOC5510779
OG0008948	Hydractinia|LOC130657902	Nematostella|LOC5510046
OG0008950	Hydractinia|LOC130613116, Hydractinia|LOC130662402	Nematostella|LOC116617642
OG0008951	Hydractinia|LOC130612150, Hydractinia|LOC130612406	Nematostella|LOC5503586
OG0008953	Hydractinia|LOC130662427	Nematostella|LOC5507229
OG0008955	Hydractinia|LOC130612581, Hydractinia|LOC130662415	Nematostella|LOC5521510
OG0008956	Hydractinia|LOC130612200	Nematostella|LOC5506013
OG0008957	Hydractinia|LOC130662632, Hydractinia|LOC130612383	Nematostella|LOC5519910
OG0008958	Hydractinia|LOC130662391, Hydractinia|LOC130662739	Nematostella|LOC5508367
OG0008961	Hydractinia|LOC130662792, Hydractinia|LOC130662837	Nematostella|LOC5519400
OG0008964	Hydractinia|LOC130622465	Nematostella|LOC5515545
OG0008968	Hydractinia|LOC130645583, Hydractinia|LOC130622511	Nematostella|LOC5505866
OG0008969	Hydractinia|LOC130622425, Hydractinia|LOC130621653	Nematostella|LOC5512768
OG0008970	Hydractinia|LOC130621482	Nematostella|LOC5519927, Nematostella|LOC5500760
OG0008972	Hydractinia|LOC130621636	Nematostella|LOC5517297, Nematostella|LOC5512403
OG0008978	Hydractinia|LOC130621763	Nematostella|LOC5517976
OG0008979	Hydractinia|LOC130641192, Hydractinia|LOC130640820	Nematostella|LOC5517444
OG0008980	Hydractinia|LOC130623000	Nematostella|LOC5511035
OG0008982	Hydractinia|LOC130640750, Hydractinia|LOC130641126	Nematostella|LOC5511484
OG0008983	Hydractinia|LOC130640742, Hydractinia|LOC130641121	Nematostella|LOC5521678
OG0008984	Hydractinia|LOC130641200, Hydractinia|LOC130640826	Nematostella|LOC5505688
OG0008985	Hydractinia|LOC130642211, Hydractinia|LOC130640720	Nematostella|LOC116614039
OG0008986	Hydractinia|LOC130641435	Nematostella|LOC5516781, Nematostella|LOC5516830
OG0008987	Hydractinia|LOC130641286	Nematostella|LOC5521812
OG0008988	Hydractinia|LOC130640835, Hydractinia|LOC130641207	Nematostella|LOC5521240
OG0008989	Hydractinia|LOC130614477	Nematostella|LOC5501758
OG0008991	Hydractinia|LOC130637867, Hydractinia|LOC130636216	Nematostella|LOC5509163
OG0008992	Hydractinia|LOC130636262, Hydractinia|LOC130637941	Nematostella|LOC5513419
OG0008994	Hydractinia|LOC130644866, Hydractinia|LOC130641828	Nematostella|LOC116611644
OG0008995	Hydractinia|LOC130641835, Hydractinia|LOC130644873	Nematostella|LOC116619132
OG0008996	Hydractinia|LOC130642438, Hydractinia|LOC130639468	Nematostella|LOC5521699
OG0008998	Hydractinia|LOC130646524	Nematostella|LOC5508660
OG0009000	Hydractinia|LOC130639806, Hydractinia|LOC130642759	Nematostella|LOC116601441
OG0009001	Hydractinia|LOC130641489	Nematostella|LOC5504619, Nematostella|LOC116617365
OG0009002	Hydractinia|LOC130636987, Hydractinia|LOC130635738	Nematostella|LOC5505985
OG0009004	Hydractinia|LOC130624177	Nematostella|LOC5502212
OG0009005	Hydractinia|LOC130645864, Hydractinia|LOC130645679	Nematostella|LOC5504279
OG0009006	Hydractinia|LOC130623843	Nematostella|LOC5519596
OG0009007	Hydractinia|LOC130648874	Nematostella|LOC5509429
OG0009008	Hydractinia|LOC130649350, Hydractinia|LOC130648856	Nematostella|LOC116616257
OG0009009	Hydractinia|LOC130648692	Nematostella|LOC5503807
OG0009012	Hydractinia|LOC130635847	Nematostella|LOC125573598, Nematostella|LOC125561309
OG0009013	Hydractinia|LOC130648533, Hydractinia|LOC130624312, Hydractinia|LOC130624313	Nematostella|LOC116612038
OG0009014	Hydractinia|LOC130647820	Nematostella|LOC5518624, Nematostella|LOC5497468
OG0009015	Hydractinia|LOC130648111, Hydractinia|LOC130647327	Nematostella|LOC5501385
OG0009016	Hydractinia|LOC130647514	Nematostella|LOC5500954
OG0009017	Hydractinia|LOC130647472	Nematostella|LOC116613544
OG0009018	Hydractinia|LOC130647190, Hydractinia|LOC130646928	Nematostella|LOC5504058
OG0009019	Hydractinia|LOC130648005, Hydractinia|LOC130650114	Nematostella|LOC5511533
OG0009020	Hydractinia|LOC130625496	Nematostella|LOC5518746
OG0009022	Hydractinia|LOC130629421, Hydractinia|LOC130629372, Hydractinia|LOC130628921	Nematostella|LOC5510668
OG0009024	Hydractinia|LOC130636582	Nematostella|LOC5510939, Nematostella|LOC5515270
OG0009025	Hydractinia|LOC130629144	Nematostella|LOC5512637, Nematostella|LOC5512638
OG0009026	Hydractinia|LOC130645665, Hydractinia|LOC130645875	Nematostella|LOC116604443
OG0009027	Hydractinia|LOC130645345	Nematostella|LOC116609998, Nematostella|LOC116609997
OG0009034	Hydractinia|LOC130657881, Hydractinia|LOC130645960, Hydractinia|LOC130625158	Nematostella|LOC5512908
OG0009061	Hydractinia|LOC130657406, Hydractinia|LOC130635633, Hydractinia|LOC130636872, Hydractinia|LOC130655093	Nematostella|LOC116619579
