Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_HydraProteins
OG0010577	Hydractinia|LOC130655635	Hydra|LOC100202937
OG0010579	Hydractinia|LOC130647781	Hydra|LOC100204184
OG0010581	Hydractinia|LOC130655708	Hydra|LOC100209584
OG0010582	Hydractinia|LOC130654057	Hydra|LOC100211445
OG0010583	Hydractinia|LOC130655692	Hydra|LOC100215163
OG0010584	Hydractinia|LOC130655689	Hydra|LOC100215790
OG0010585	Hydractinia|LOC130655690	Hydra|LOC100208288
OG0010586	Hydractinia|LOC130655760	Hydra|LOC100203176
OG0010588	Hydractinia|LOC130654998	Hydra|LOC100199874
OG0010589	Hydractinia|LOC130655227	Hydra|LOC100208265
OG0010590	Hydractinia|LOC130623567	Hydra|LOC100214552
OG0010591	Hydractinia|LOC130654157	Hydra|LOC100205089
OG0010592	Hydractinia|LOC130622316, Hydractinia|LOC130622104	Hydra|LOC100198183, Hydra|LOC124807749
OG0010593	Hydractinia|LOC130655535	Hydra|LOC100204856
OG0010595	Hydractinia|LOC130655925	Hydra|LOC100212855
OG0010598	Hydractinia|LOC130654938	Hydra|LOC100211143
OG0010599	Hydractinia|LOC130654550	Hydra|LOC101237864
OG0010600	Hydractinia|LOC130656003	Hydra|LOC100201775
OG0010601	Hydractinia|LOC130644741	Hydra|LOC100204577
OG0010603	Hydractinia|LOC130654196	Hydra|LOC105847325
OG0010604	Hydractinia|LOC130655510	Hydra|LOC100213669
OG0010606	Hydractinia|LOC130654787	Hydra|LOC101236120
OG0010607	Hydractinia|LOC130655740	Hydra|LOC100211408
OG0010609	Hydractinia|LOC130655010	Hydra|LOC100205492
OG0010610	Hydractinia|LOC130655011	Hydra|LOC101238786
OG0010611	Hydractinia|LOC130655795	Hydra|LOC101235331
OG0010612	Hydractinia|LOC130654862	Hydra|LOC124808226
OG0010613	Hydractinia|LOC130655832	Hydra|LOC100207792
OG0010615	Hydractinia|LOC130656037	Hydra|LOC100199393
OG0010616	Hydractinia|LOC130654681	Hydra|LOC100197888
OG0010618	Hydractinia|LOC130655173	Hydra|LOC101234294
OG0010619	Hydractinia|LOC130653602	Hydra|LOC105845429
OG0010620	Hydractinia|LOC130653603	Hydra|LOC105845432
OG0010621	Hydractinia|LOC130653605	Hydra|LOC100204487
OG0010624	Hydractinia|LOC130655892	Hydra|LOC100203150
OG0010625	Hydractinia|LOC130655834	Hydra|LOC100211182
OG0010626	Hydractinia|LOC130654247	Hydra|LOC100214490
OG0010627	Hydractinia|LOC130654876	Hydra|LOC100197389
OG0010628	Hydractinia|LOC130655491	Hydra|LOC100206249
OG0010629	Hydractinia|LOC130648504, Hydractinia|LOC130646018, Hydractinia|LOC130621249	Hydra|LOC105850996
OG0010631	Hydractinia|LOC130654598	Hydra|LOC100209691
OG0010632	Hydractinia|LOC130655100	Hydra|LOC100207928
OG0010633	Hydractinia|LOC130655157	Hydra|LOC100211270
OG0010634	Hydractinia|LOC130655415	Hydra|LOC101240379
OG0010635	Hydractinia|LOC130655094	Hydra|LOC100208832
OG0010636	Hydractinia|LOC130653987	Hydra|LOC100215378
OG0010637	Hydractinia|LOC130654831	Hydra|LOC100206175
OG0010638	Hydractinia|LOC130648478, Hydractinia|LOC130645163, Hydractinia|LOC130628801	Hydra|LOC124808306
OG0010639	Hydractinia|LOC130645404	Hydra|LOC101235724
OG0010641	Hydractinia|LOC130644595	Hydra|LOC100200665
OG0010643	Hydractinia|LOC130645237	Hydra|LOC101238598
OG0010644	Hydractinia|LOC130645357	Hydra|LOC100206697
OG0010645	Hydractinia|LOC130644294	Hydra|LOC100206278
OG0010646	Hydractinia|LOC130644842	Hydra|LOC100208740
OG0010647	Hydractinia|LOC130656061	Hydra|LOC124808506, Hydra|LOC101241533, Hydra|LOC101235107
OG0010648	Hydractinia|LOC130646191	Hydra|LOC100211097
OG0010649	Hydractinia|LOC130649549	Hydra|LOC100205877
OG0010650	Hydractinia|LOC130644850	Hydra|LOC100215165
OG0010653	Hydractinia|LOC130646074	Hydra|LOC105843717
OG0010655	Hydractinia|LOC130628920	Hydra|LOC100200780
OG0010657	Hydractinia|LOC130628818	Hydra|LOC100208454
OG0010658	Hydractinia|LOC130644663, Hydractinia|LOC130644668	Hydra|LOC100206243
OG0010659	Hydractinia|LOC130645230	Hydra|LOC105849133, Hydra|LOC100205766, Hydra|LOC100213565
OG0010660	Hydractinia|LOC130644887	Hydra|LOC101236145, Hydra|LOC100212700, Hydra|LOC124809000
OG0010661	Hydractinia|LOC130653719, Hydractinia|LOC130653720, Hydractinia|LOC130653717	Hydra|LOC100211131
OG0010662	Hydractinia|LOC130644288	Hydra|LOC100201266
OG0010663	Hydractinia|LOC130644362	Hydra|LOC100211162
OG0010664	Hydractinia|LOC130630567	Hydra|LOC105843442
OG0010666	Hydractinia|LOC130645089	Hydra|LOC105844376
OG0010667	Hydractinia|LOC130645232	Hydra|LOC101237588
OG0010668	Hydractinia|LOC130645225	Hydra|LOC101237680
OG0010670	Hydractinia|LOC130645497	Hydra|LOC100205480
OG0010671	Hydractinia|LOC130644942	Hydra|LOC100201645
OG0010672	Hydractinia|LOC130645559	Hydra|LOC100203301
OG0010673	Hydractinia|LOC130655281	Hydra|LOC101241767
OG0010674	Hydractinia|LOC130645364	Hydra|LOC100202721
OG0010676	Hydractinia|LOC130645215	Hydra|LOC101239621
OG0010677	Hydractinia|LOC130645216	Hydra|LOC100199336
OG0010678	Hydractinia|LOC130645384	Hydra|LOC100198134
OG0010679	Hydractinia|LOC130644669	Hydra|LOC101241048
OG0010680	Hydractinia|LOC130644341	Hydra|LOC101238694
OG0010681	Hydractinia|LOC130644335	Hydra|LOC101236008
OG0010683	Hydractinia|LOC130644624	Hydra|LOC101235661
OG0010684	Hydractinia|LOC130646214, Hydractinia|LOC130644222	Hydra|LOC100206074
OG0010685	Hydractinia|LOC130644422	Hydra|LOC100209431
OG0010687	Hydractinia|LOC130645777	Hydra|LOC100200488
OG0010688	Hydractinia|LOC130644272	Hydra|LOC100201449
OG0010689	Hydractinia|LOC130644634	Hydra|LOC100201845
OG0010690	Hydractinia|LOC130646311, Hydractinia|LOC130645670	Hydra|LOC100214968
OG0010691	Hydractinia|LOC130644395	Hydra|LOC100208672
OG0010696	Hydractinia|LOC130645429	Hydra|LOC100199281
OG0010697	Hydractinia|LOC130645068	Hydra|LOC100211301
OG0010699	Hydractinia|LOC130645521	Hydra|LOC100203359
OG0010700	Hydractinia|LOC130645255	Hydra|LOC100199222
OG0010701	Hydractinia|LOC130644977	Hydra|LOC101239153
OG0010702	Hydractinia|LOC130645300	Hydra|LOC100207321, Hydra|LOC100198930, Hydra|LOC100205451
OG0010703	Hydractinia|LOC130645589	Hydra|LOC100213580
OG0010704	Hydractinia|LOC130644317	Hydra|LOC101237992
OG0010706	Hydractinia|LOC130642364, Hydractinia|LOC130630169	Hydra|LOC124810602, Hydra|LOC124807397
OG0010707	Hydractinia|LOC130635852	Hydra|LOC100205362
OG0010709	Hydractinia|LOC130636106	Hydra|LOC100198493
OG0010710	Hydractinia|LOC130636349	Hydra|LOC105843094
OG0010711	Hydractinia|LOC130614564	Hydra|LOC100214877
OG0010714	Hydractinia|LOC130636704	Hydra|LOC100198013
OG0010716	Hydractinia|LOC130636207	Hydra|LOC100201873
OG0010717	Hydractinia|LOC130636208	Hydra|LOC100205521
OG0010720	Hydractinia|LOC130636346	Hydra|LOC100201698
OG0010722	Hydractinia|LOC130636757	Hydra|LOC100215666
OG0010723	Hydractinia|LOC130636563, Hydractinia|LOC130636501	Hydra|LOC100192274, Hydra|LOC100192275
OG0010724	Hydractinia|LOC130636081	Hydra|LOC100212423
OG0010725	Hydractinia|LOC130636181	Hydra|LOC100207684
OG0010726	Hydractinia|LOC130635998	Hydra|LOC101241404
OG0010727	Hydractinia|LOC130635666	Hydra|LOC100213497
OG0010730	Hydractinia|LOC130636263	Hydra|LOC105845558
OG0010731	Hydractinia|LOC130635878	Hydra|LOC100206960
OG0010732	Hydractinia|LOC130636484	Hydra|LOC100206161
OG0010733	Hydractinia|LOC130636606	Hydra|LOC100209998
OG0010734	Hydractinia|LOC130635809	Hydra|LOC105843880
OG0010735	Hydractinia|LOC130636033	Hydra|LOC100202544
OG0010736	Hydractinia|LOC130636039	Hydra|LOC100208322
OG0010738	Hydractinia|LOC130644299, Hydractinia|LOC130644298, Hydractinia|LOC130614244	Hydra|LOC100215125
OG0010739	Hydractinia|LOC130636753	Hydra|LOC101240170
OG0010741	Hydractinia|LOC130621628, Hydractinia|LOC130637153	Hydra|LOC124809489, Hydra|LOC124817073
OG0010744	Hydractinia|LOC130636625	Hydra|LOC100200296
OG0010745	Hydractinia|LOC130636298	Hydra|LOC105844241
OG0010746	Hydractinia|LOC130653939	Hydra|LOC100209355
OG0010750	Hydractinia|LOC130630102, Hydractinia|LOC130648009	Hydra|LOC124810910, Hydra|LOC124819017
OG0010751	Hydractinia|LOC130657365	Hydra|LOC101240116
OG0010752	Hydractinia|LOC130657360	Hydra|LOC105846445
OG0010753	Hydractinia|LOC130640886	Hydra|LOC124811019
OG0010754	Hydractinia|LOC130657036	Hydra|LOC100205600
OG0010758	Hydractinia|LOC130656390	Hydra|LOC124811069
OG0010759	Hydractinia|LOC130657969	Hydra|LOC100213292
OG0010760	Hydractinia|LOC130658037	Hydra|LOC101240216
OG0010761	Hydractinia|LOC130657203	Hydra|LOC105848480
OG0010762	Hydractinia|LOC130657174	Hydra|LOC100197898
OG0010763	Hydractinia|LOC130656469	Hydra|LOC101240971, Hydra|LOC101241203
OG0010764	Hydractinia|LOC130636259	Hydra|LOC100210899
OG0010765	Hydractinia|LOC130657629	Hydra|LOC101240787
OG0010766	Hydractinia|LOC130656641	Hydra|LOC100210790
OG0010767	Hydractinia|LOC130657641	Hydra|LOC100209713
OG0010768	Hydractinia|LOC130655961	Hydra|LOC101237719
OG0010769	Hydractinia|LOC130656453	Hydra|LOC100197684
OG0010770	Hydractinia|LOC130648477	Hydra|LOC124810847
OG0010771	Hydractinia|LOC130656223	Hydra|LOC105843323
OG0010772	Hydractinia|LOC130657308	Hydra|LOC100198886
OG0010773	Hydractinia|LOC130657540	Hydra|LOC100209615
OG0010774	Hydractinia|LOC130656782	Hydra|LOC101239215
OG0010776	Hydractinia|LOC130656489	Hydra|LOC100207401
OG0010777	Hydractinia|LOC130657942	Hydra|LOC105845163
OG0010778	Hydractinia|LOC130656506	Hydra|LOC100205979
OG0010779	Hydractinia|LOC130657831	Hydra|LOC124811247
OG0010780	Hydractinia|LOC130656977	Hydra|LOC100212558
OG0010781	Hydractinia|LOC130657712	Hydra|LOC100208535
OG0010782	Hydractinia|LOC130657711	Hydra|LOC100215744
OG0010783	Hydractinia|LOC130657970, Hydractinia|LOC130656752, Hydractinia|LOC130656982	Hydra|LOC100214627
OG0010784	Hydractinia|LOC130656945	Hydra|LOC100213390
OG0010785	Hydractinia|LOC130648051, Hydractinia|LOC130624335, Hydractinia|LOC130647467	Hydra|LOC101235272
OG0010786	Hydractinia|LOC130656833	Hydra|LOC101241549
OG0010787	Hydractinia|LOC130656684	Hydra|LOC105845149
OG0010788	Hydractinia|LOC130657644	Hydra|LOC100214187
OG0010789	Hydractinia|LOC130657241	Hydra|LOC101235886
OG0010790	Hydractinia|LOC130649514	Hydra|LOC100209050
OG0010791	Hydractinia|LOC130656535	Hydra|LOC105844092
OG0010792	Hydractinia|LOC130656533	Hydra|LOC101238827
OG0010793	Hydractinia|LOC130656872	Hydra|LOC100197601
OG0010794	Hydractinia|LOC130657223	Hydra|LOC124810915
OG0010795	Hydractinia|LOC130658016	Hydra|LOC100200532
OG0010796	Hydractinia|LOC130657470	Hydra|LOC101235968
OG0010797	Hydractinia|LOC130656367	Hydra|LOC100205402
OG0010800	Hydractinia|LOC130656455	Hydra|LOC100208760
OG0010801	Hydractinia|LOC130623863, Hydractinia|LOC130623721, Hydractinia|LOC130647400	Hydra|LOC124811604
OG0010802	Hydractinia|LOC130658028	Hydra|LOC100214375
OG0010804	Hydractinia|LOC130657097	Hydra|LOC105845068
OG0010805	Hydractinia|LOC130656773	Hydra|LOC100213574
OG0010806	Hydractinia|LOC130657484	Hydra|LOC100203322
OG0010807	Hydractinia|LOC130658022	Hydra|LOC100209233
OG0010808	Hydractinia|LOC130612424	Hydra|LOC100210394
OG0010809	Hydractinia|LOC130612479	Hydra|LOC100201522
OG0010810	Hydractinia|LOC130612047	Hydra|LOC100207417
OG0010812	Hydractinia|LOC130612473, Hydractinia|LOC130612463	Hydra|LOC100206228
OG0010813	Hydractinia|LOC130662694	Hydra|LOC100203582
OG0010814	Hydractinia|LOC130613200	Hydra|LOC101241624
OG0010815	Hydractinia|LOC130623919	Hydra|LOC100208525, Hydra|LOC100211125, Hydra|LOC100199018
OG0010816	Hydractinia|LOC130612302	Hydra|LOC100209200
OG0010817	Hydractinia|LOC130612301	Hydra|LOC100210871
OG0010818	Hydractinia|LOC130612148	Hydra|LOC100204243
OG0010819	Hydractinia|LOC130613364	Hydra|LOC100213150
OG0010820	Hydractinia|LOC130613348	Hydra|LOC100213809
OG0010821	Hydractinia|LOC130662746	Hydra|LOC101241074
OG0010822	Hydractinia|LOC130612270, Hydractinia|LOC130662609	Hydra|LOC100213173
OG0010823	Hydractinia|LOC130612222	Hydra|LOC100207193
OG0010824	Hydractinia|LOC130612297	Hydra|LOC124812323
OG0010825	Hydractinia|LOC130612705	Hydra|LOC100207475
OG0010828	Hydractinia|LOC130662466	Hydra|LOC100208918
OG0010829	Hydractinia|LOC130662329	Hydra|LOC100207134
OG0010831	Hydractinia|LOC130612760	Hydra|LOC100215868
OG0010832	Hydractinia|LOC130612755	Hydra|LOC100204890
OG0010833	Hydractinia|LOC130647519, Hydractinia|LOC130625648, Hydractinia|LOC130662527	Hydra|LOC100204045
OG0010834	Hydractinia|LOC130613151	Hydra|LOC100215992
OG0010837	Hydractinia|LOC130613078	Hydra|LOC101241052
OG0010838	Hydractinia|LOC130662379	Hydra|LOC100197565
OG0010839	Hydractinia|LOC130612754	Hydra|LOC100202325
OG0010840	Hydractinia|LOC130612373	Hydra|LOC100207258
OG0010841	Hydractinia|LOC130662788	Hydra|LOC101239668
OG0010842	Hydractinia|LOC130613146, Hydractinia|LOC130613219, Hydractinia|LOC130613079	Hydra|LOC105845808
OG0010843	Hydractinia|LOC130662604	Hydra|LOC100197080
OG0010844	Hydractinia|LOC130612566	Hydra|LOC100199156
OG0010846	Hydractinia|LOC130622623	Hydra|LOC101236650
OG0010847	Hydractinia|LOC130622219	Hydra|LOC101234838
OG0010848	Hydractinia|LOC130622407	Hydra|LOC100210000
OG0010849	Hydractinia|LOC130654413	Hydra|LOC100212984
OG0010850	Hydractinia|LOC130621815	Hydra|LOC100200009
OG0010851	Hydractinia|LOC130622603	Hydra|LOC105847070
OG0010852	Hydractinia|LOC130621438	Hydra|LOC101238417
OG0010853	Hydractinia|LOC130621133	Hydra|LOC100200679
OG0010854	Hydractinia|LOC130621257	Hydra|LOC101240324
OG0010855	Hydractinia|LOC130622637	Hydra|LOC101235262
OG0010857	Hydractinia|LOC130622674	Hydra|LOC124813410
OG0010858	Hydractinia|LOC130622461	Hydra|LOC124814117
OG0010859	Hydractinia|LOC130622039	Hydra|LOC100206830
OG0010860	Hydractinia|LOC130621876	Hydra|LOC100197234
OG0010861	Hydractinia|LOC130622277	Hydra|LOC100212313
OG0010862	Hydractinia|LOC130621734	Hydra|LOC100197873
OG0010864	Hydractinia|LOC130621656	Hydra|LOC100208101
OG0010865	Hydractinia|LOC130621655	Hydra|LOC100205964
OG0010866	Hydractinia|LOC130621804	Hydra|LOC100215354
OG0010867	Hydractinia|LOC130621937	Hydra|LOC100204327
OG0010868	Hydractinia|LOC130622029	Hydra|LOC100215408
OG0010869	Hydractinia|LOC130622744	Hydra|LOC100201309
OG0010870	Hydractinia|LOC130621171	Hydra|LOC100201417
OG0010871	Hydractinia|LOC130622100	Hydra|LOC124813496
OG0010872	Hydractinia|LOC130621904	Hydra|LOC100205268
OG0010873	Hydractinia|LOC130621756	Hydra|LOC124813971
OG0010874	Hydractinia|LOC130646983	Hydra|LOC100210968
OG0010875	Hydractinia|LOC130621112	Hydra|LOC100213254
OG0010876	Hydractinia|LOC130621518	Hydra|LOC101236588
OG0010877	Hydractinia|LOC130622491	Hydra|LOC100212172
OG0010878	Hydractinia|LOC130621769	Hydra|LOC100208531
OG0010879	Hydractinia|LOC130621957	Hydra|LOC100198516
OG0010880	Hydractinia|LOC130621427	Hydra|LOC100206778
OG0010882	Hydractinia|LOC130621676	Hydra|LOC100200063
OG0010883	Hydractinia|LOC130622732	Hydra|LOC100198032
OG0010884	Hydractinia|LOC130622735	Hydra|LOC100207683
OG0010885	Hydractinia|LOC130622689	Hydra|LOC100204880
OG0010887	Hydractinia|LOC130641695	Hydra|LOC105849656, Hydra|LOC105844337, Hydra|LOC105843589
OG0010888	Hydractinia|LOC130641496	Hydra|LOC100214336
OG0010889	Hydractinia|LOC130640849	Hydra|LOC101237749
OG0010890	Hydractinia|LOC130642018	Hydra|LOC100214917
OG0010891	Hydractinia|LOC130640892	Hydra|LOC100212557
OG0010893	Hydractinia|LOC130641928	Hydra|LOC124814905
OG0010894	Hydractinia|LOC130641943	Hydra|LOC100210127
OG0010895	Hydractinia|LOC130641345	Hydra|LOC105844674
OG0010896	Hydractinia|LOC130636513	Hydra|LOC100214145, Hydra|LOC124814351
OG0010898	Hydractinia|LOC130642073	Hydra|LOC100197425
OG0010900	Hydractinia|LOC130641028	Hydra|LOC100205677
OG0010901	Hydractinia|LOC130641378	Hydra|LOC100203881
OG0010903	Hydractinia|LOC130641965	Hydra|LOC100211257
OG0010904	Hydractinia|LOC130641801	Hydra|LOC100201998
OG0010905	Hydractinia|LOC130642089	Hydra|LOC100206754
OG0010906	Hydractinia|LOC130641265	Hydra|LOC100198899
OG0010907	Hydractinia|LOC130641992	Hydra|LOC124814691
OG0010908	Hydractinia|LOC130641370	Hydra|LOC124814692
OG0010909	Hydractinia|LOC130641310	Hydra|LOC100197118
OG0010910	Hydractinia|LOC130641465	Hydra|LOC100197304
OG0010911	Hydractinia|LOC130640930	Hydra|LOC100197108
OG0010912	Hydractinia|LOC130640733	Hydra|LOC101237619
OG0010913	Hydractinia|LOC130642127	Hydra|LOC100213910
OG0010914	Hydractinia|LOC130614640	Hydra|LOC100207958
OG0010915	Hydractinia|LOC130613889	Hydra|LOC100211367
OG0010916	Hydractinia|LOC130614353	Hydra|LOC100198852
OG0010917	Hydractinia|LOC130647108	Hydra|LOC100212472
OG0010919	Hydractinia|LOC130630045	Hydra|LOC124815996, Hydra|LOC124818105, Hydra|LOC124806921
OG0010921	Hydractinia|LOC130640027	Hydra|LOC100203433
OG0010922	Hydractinia|LOC130642230, Hydractinia|LOC130639089	Hydra|LOC100208063
OG0010923	Hydractinia|LOC130642122, Hydractinia|LOC130638862	Hydra|LOC100212286
OG0010924	Hydractinia|LOC130632100	Hydra|LOC101240082
OG0010926	Hydractinia|LOC130633382	Hydra|LOC100202751
OG0010927	Hydractinia|LOC130646266	Hydra|LOC100199570
OG0010929	Hydractinia|LOC130646651	Hydra|LOC100199472
OG0010930	Hydractinia|LOC130633677	Hydra|LOC100203775
OG0010931	Hydractinia|LOC130630574	Hydra|LOC100210850
OG0010933	Hydractinia|LOC130623025	Hydra|LOC101236857
OG0010934	Hydractinia|LOC130623231	Hydra|LOC100198495
OG0010936	Hydractinia|LOC130623658	Hydra|LOC100199719
OG0010937	Hydractinia|LOC130624280	Hydra|LOC100211109
OG0010938	Hydractinia|LOC130623862	Hydra|LOC100196971
OG0010939	Hydractinia|LOC130656416	Hydra|LOC100215927
OG0010940	Hydractinia|LOC130654065	Hydra|LOC100199210
OG0010941	Hydractinia|LOC130623579	Hydra|LOC100211483
OG0010942	Hydractinia|LOC130623875	Hydra|LOC101237829
OG0010943	Hydractinia|LOC130624116	Hydra|LOC100199380
OG0010944	Hydractinia|LOC130622954	Hydra|LOC101241793
OG0010945	Hydractinia|LOC130622911	Hydra|LOC100208953
OG0010946	Hydractinia|LOC130625739	Hydra|LOC105845598
OG0010947	Hydractinia|LOC130623361	Hydra|LOC100202195
OG0010948	Hydractinia|LOC130623360	Hydra|LOC105845573
OG0010949	Hydractinia|LOC130657699	Hydra|LOC105846303, Hydra|LOC105846302, Hydra|LOC105846948
OG0010950	Hydractinia|LOC130623008, Hydractinia|LOC130624100	Hydra|LOC100198469
OG0010951	Hydractinia|LOC130623636	Hydra|LOC100203730
OG0010952	Hydractinia|LOC130623397	Hydra|LOC100207182
OG0010953	Hydractinia|LOC130623129	Hydra|LOC100214127
OG0010954	Hydractinia|LOC130623342	Hydra|LOC100207839
OG0010955	Hydractinia|LOC130622867	Hydra|LOC100206953
OG0010956	Hydractinia|LOC130624181	Hydra|LOC100205945
OG0010958	Hydractinia|LOC130624108	Hydra|LOC100204049
OG0010959	Hydractinia|LOC130624307	Hydra|LOC101238502
OG0010960	Hydractinia|LOC130649543	Hydra|LOC100210606
OG0010961	Hydractinia|LOC130648747	Hydra|LOC101239010
OG0010962	Hydractinia|LOC130649276	Hydra|LOC100206530
OG0010963	Hydractinia|LOC130641174, Hydractinia|LOC130640796	Hydra|LOC124817551, Hydra|LOC105843908
OG0010964	Hydractinia|LOC130649045	Hydra|LOC100212622
OG0010965	Hydractinia|LOC130630039	Hydra|LOC101241037, Hydra|LOC101235405, Hydra|LOC124817160
OG0010966	Hydractinia|LOC130625294	Hydra|LOC100207437
OG0010967	Hydractinia|LOC130649356	Hydra|LOC100202533
OG0010968	Hydractinia|LOC130649459	Hydra|LOC100210234
OG0010969	Hydractinia|LOC130621974	Hydra|LOC100208709
OG0010970	Hydractinia|LOC130649510	Hydra|LOC100212829
OG0010971	Hydractinia|LOC130636461	Hydra|LOC100205949
OG0010972	Hydractinia|LOC130649575	Hydra|LOC100204976
OG0010973	Hydractinia|LOC130648684	Hydra|LOC100209424
OG0010974	Hydractinia|LOC130649636	Hydra|LOC100209937
OG0010975	Hydractinia|LOC130649535	Hydra|LOC100207940
OG0010976	Hydractinia|LOC130649073	Hydra|LOC101237521
OG0010977	Hydractinia|LOC130648706	Hydra|LOC100214359
OG0010979	Hydractinia|LOC130649522	Hydra|LOC105848202, Hydra|LOC105846333, Hydra|LOC105846100
OG0010980	Hydractinia|LOC130649425	Hydra|LOC101236219
OG0010981	Hydractinia|LOC130649406	Hydra|LOC100212083
OG0010982	Hydractinia|LOC130649468	Hydra|LOC100208341
OG0010983	Hydractinia|LOC130649146	Hydra|LOC100211780
OG0010984	Hydractinia|LOC130648734	Hydra|LOC100199809
OG0010985	Hydractinia|LOC130649390	Hydra|LOC100212956
OG0010986	Hydractinia|LOC130647110	Hydra|LOC101235120
OG0010987	Hydractinia|LOC130647967	Hydra|LOC105847304
OG0010988	Hydractinia|LOC130647090	Hydra|LOC105844992
OG0010989	Hydractinia|LOC130647375	Hydra|LOC100204172
OG0010990	Hydractinia|LOC130647847	Hydra|LOC100213335
OG0010991	Hydractinia|LOC130647770	Hydra|LOC100207460
OG0010992	Hydractinia|LOC130647764	Hydra|LOC100210974
OG0010993	Hydractinia|LOC130647721	Hydra|LOC101234689
OG0010994	Hydractinia|LOC130647491	Hydra|LOC100199598
OG0010995	Hydractinia|LOC130647490	Hydra|LOC105843600
OG0010996	Hydractinia|LOC130647975	Hydra|LOC101235335
OG0010997	Hydractinia|LOC130647974	Hydra|LOC100200544
OG0010998	Hydractinia|LOC130647829	Hydra|LOC124818517
OG0010999	Hydractinia|LOC130647909	Hydra|LOC100199971
OG0011000	Hydractinia|LOC130647756	Hydra|LOC100200583
OG0011001	Hydractinia|LOC130642034	Hydra|LOC100210895
OG0011002	Hydractinia|LOC130647493	Hydra|LOC100208771
OG0011003	Hydractinia|LOC130662688	Hydra|LOC100206182
OG0011004	Hydractinia|LOC130612506	Hydra|LOC100197703
OG0011007	Hydractinia|LOC130629108	Hydra|LOC100199419
OG0011008	Hydractinia|LOC130630561	Hydra|LOC100213097
OG0011009	Hydractinia|LOC130640658, Hydractinia|LOC130643535	Hydra|LOC100211930
OG0011010	Hydractinia|LOC130630227	Hydra|LOC100215680
OG0011011	Hydractinia|LOC130629594	Hydra|LOC100213652
