Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_ClytiaProteins
OG0011980	Hydractinia|LOC130653776	Clytia|LOC_014221, Clytia|LOC_014212
OG0011982	Hydractinia|LOC130612120	Clytia|LOC_014263
OG0011983	Hydractinia|LOC130630353	Clytia|LOC_014281
OG0011984	Hydractinia|LOC130648857	Clytia|LOC_014318, Clytia|LOC_043699
OG0011986	Hydractinia|LOC130657921	Clytia|LOC_014346
OG0011987	Hydractinia|LOC130645196	Clytia|LOC_014359
OG0011988	Hydractinia|LOC130644404	Clytia|LOC_014365, Clytia|LOC_014361
OG0011989	Hydractinia|LOC130623836	Clytia|LOC_014433
OG0011990	Hydractinia|LOC130622750	Clytia|LOC_014435
OG0011991	Hydractinia|LOC130621740	Clytia|LOC_014437
OG0011993	Hydractinia|LOC130647606	Clytia|LOC_014485, Clytia|LOC_040983
OG0011994	Hydractinia|LOC130629146	Clytia|LOC_014488, Clytia|LOC_040986
OG0011996	Hydractinia|LOC130641817	Clytia|LOC_014565
OG0011997	Hydractinia|LOC130647473	Clytia|LOC_014606
OG0011998	Hydractinia|LOC130654423	Clytia|LOC_014673
OG0011999	Hydractinia|LOC130621461	Clytia|LOC_014702
OG0012000	Hydractinia|LOC130613236	Clytia|LOC_014788
OG0012002	Hydractinia|LOC130624253	Clytia|LOC_014813
OG0012003	Hydractinia|LOC130624975	Clytia|LOC_014877
OG0012007	Hydractinia|LOC130641756, Hydractinia|LOC130644784	Clytia|LOC_014968
OG0012008	Hydractinia|LOC130648567	Clytia|LOC_014985, Clytia|LOC_014993
OG0012012	Hydractinia|LOC130629784	Clytia|LOC_015193
OG0012013	Hydractinia|LOC130623574	Clytia|LOC_015228
OG0012014	Hydractinia|LOC130654427	Clytia|LOC_015234
OG0012016	Hydractinia|LOC130644533	Clytia|LOC_015293
OG0012017	Hydractinia|LOC130622384, Hydractinia|LOC130621212	Clytia|LOC_015353
OG0012018	Hydractinia|LOC130646966, Hydractinia|LOC130647570	Clytia|LOC_015501
OG0012020	Hydractinia|LOC130648868	Clytia|LOC_015592
OG0012021	Hydractinia|LOC130648723	Clytia|LOC_015602
OG0012023	Hydractinia|LOC130614091	Clytia|LOC_015707
OG0012025	Hydractinia|LOC130621131	Clytia|LOC_015833
OG0012026	Hydractinia|LOC130621132	Clytia|LOC_015839
OG0012027	Hydractinia|LOC130613172	Clytia|LOC_015879
OG0012028	Hydractinia|LOC130622304	Clytia|LOC_015956
OG0012029	Hydractinia|LOC130624258	Clytia|LOC_015958
OG0012032	Hydractinia|LOC130623528	Clytia|LOC_016027
OG0012034	Hydractinia|LOC130645773	Clytia|LOC_016183
OG0012035	Hydractinia|LOC130640831, Hydractinia|LOC130643871	Clytia|LOC_016191
OG0012036	Hydractinia|LOC130612289	Clytia|LOC_016223
OG0012037	Hydractinia|LOC130612288, Hydractinia|LOC130644566	Clytia|LOC_016230
OG0012040	Hydractinia|LOC130641727	Clytia|LOC_016295
OG0012041	Hydractinia|LOC130623767	Clytia|LOC_016370, Clytia|LOC_030844
OG0012042	Hydractinia|LOC130656964	Clytia|LOC_016399
OG0012045	Hydractinia|LOC130647684	Clytia|LOC_016550
OG0012047	Hydractinia|LOC130635679	Clytia|LOC_016801
OG0012048	Hydractinia|LOC130625979, Hydractinia|LOC130635883	Clytia|LOC_016872
OG0012051	Hydractinia|LOC130612668	Clytia|LOC_016973
OG0012053	Hydractinia|LOC130629830	Clytia|LOC_017066
OG0012055	Hydractinia|LOC130624188	Clytia|LOC_017092
OG0012057	Hydractinia|LOC130621953	Clytia|LOC_017254
OG0012058	Hydractinia|LOC130622302	Clytia|LOC_017255
OG0012059	Hydractinia|LOC130658002	Clytia|LOC_017271
OG0012060	Hydractinia|LOC130647923	Clytia|LOC_017349
OG0012062	Hydractinia|LOC130647104	Clytia|LOC_017360
OG0012065	Hydractinia|LOC130612974	Clytia|LOC_017457, Clytia|LOC_017460
OG0012066	Hydractinia|LOC130647377	Clytia|LOC_017482
OG0012067	Hydractinia|LOC130647717	Clytia|LOC_017484
OG0012068	Hydractinia|LOC130655136	Clytia|LOC_017521
OG0012071	Hydractinia|LOC130644705	Clytia|LOC_038323, Clytia|LOC_017675
OG0012072	Hydractinia|LOC130612938	Clytia|LOC_017688
OG0012078	Hydractinia|LOC130662286	Clytia|LOC_017945
OG0012080	Hydractinia|LOC130656561	Clytia|LOC_017965
OG0012082	Hydractinia|LOC130621389	Clytia|LOC_018025
OG0012084	Hydractinia|LOC130635830	Clytia|LOC_018051
OG0012085	Hydractinia|LOC130612248	Clytia|LOC_018071
OG0012086	Hydractinia|LOC130657677	Clytia|LOC_018164
OG0012088	Hydractinia|LOC130654587	Clytia|LOC_018340
OG0012089	Hydractinia|LOC130626185	Clytia|LOC_018369
OG0012090	Hydractinia|LOC130654235	Clytia|LOC_018408
OG0012092	Hydractinia|LOC130624193	Clytia|LOC_018569
OG0012093	Hydractinia|LOC130623329, Hydractinia|LOC130624141	Clytia|LOC_018571
OG0012095	Hydractinia|LOC130653917	Clytia|LOC_018630, Clytia|LOC_018633
OG0012100	Hydractinia|LOC130640666	Clytia|LOC_018937
OG0012101	Hydractinia|LOC130645537	Clytia|LOC_019066, Clytia|LOC_042742
OG0012105	Hydractinia|LOC130613159	Clytia|LOC_019260
OG0012106	Hydractinia|LOC130657287	Clytia|LOC_019330
OG0012107	Hydractinia|LOC130613233	Clytia|LOC_019514
OG0012109	Hydractinia|LOC130662349	Clytia|LOC_019550, Clytia|LOC_024163
OG0012110	Hydractinia|LOC130612240	Clytia|LOC_044105, Clytia|LOC_019632
OG0012112	Hydractinia|LOC130653577	Clytia|LOC_019704
OG0012113	Hydractinia|LOC130657278, Hydractinia|LOC130630175	Clytia|LOC_019724
OG0012114	Hydractinia|LOC130649107	Clytia|LOC_045706, Clytia|LOC_019726
OG0012118	Hydractinia|LOC130622293	Clytia|LOC_019839
OG0012119	Hydractinia|LOC130622741	Clytia|LOC_019844
OG0012124	Hydractinia|LOC130623718	Clytia|LOC_019998
OG0012126	Hydractinia|LOC130623033	Clytia|LOC_020149
OG0012128	Hydractinia|LOC130623638	Clytia|LOC_020320
OG0012135	Hydractinia|LOC130641563, Hydractinia|LOC130648098	Clytia|LOC_020793
OG0012138	Hydractinia|LOC130657425	Clytia|LOC_020902
OG0012140	Hydractinia|LOC130647495	Clytia|LOC_020979
OG0012143	Hydractinia|LOC130628945	Clytia|LOC_021060
OG0012145	Hydractinia|LOC130621985	Clytia|LOC_021272, Clytia|LOC_045713
OG0012149	Hydractinia|LOC130647124	Clytia|LOC_021466
OG0012151	Hydractinia|LOC130621330, Hydractinia|LOC130614240	Clytia|LOC_021927
OG0012152	Hydractinia|LOC130625165	Clytia|LOC_022036, Clytia|LOC_022810
OG0012156	Hydractinia|LOC130641014	Clytia|LOC_022398
OG0012157	Hydractinia|LOC130642430	Clytia|LOC_022399
OG0012161	Hydractinia|LOC130614161	Clytia|LOC_022577
OG0012163	Hydractinia|LOC130630194	Clytia|LOC_022678
OG0012166	Hydractinia|LOC130628581	Clytia|LOC_022840
OG0012171	Hydractinia|LOC130635480, Hydractinia|LOC130633781	Clytia|LOC_023184
OG0012174	Hydractinia|LOC130655417	Clytia|LOC_023267
OG0012175	Hydractinia|LOC130612388, Hydractinia|LOC130613243	Clytia|LOC_023544
OG0012176	Hydractinia|LOC130622220	Clytia|LOC_043401, Clytia|LOC_023637
OG0012178	Hydractinia|LOC130625058	Clytia|LOC_023707, Clytia|LOC_025664
OG0012179	Hydractinia|LOC130614339, Hydractinia|LOC130613883	Clytia|LOC_024035
OG0012183	Hydractinia|LOC130621479	Clytia|LOC_024222
OG0012185	Hydractinia|LOC130623219	Clytia|LOC_024299
OG0012187	Hydractinia|LOC130623853, Hydractinia|LOC130649128	Clytia|LOC_024347
OG0012190	Hydractinia|LOC130614126	Clytia|LOC_024794
OG0012191	Hydractinia|LOC130655480	Clytia|LOC_024846
OG0012192	Hydractinia|LOC130635927	Clytia|LOC_025019
OG0012194	Hydractinia|LOC130624275	Clytia|LOC_025440
OG0012196	Hydractinia|LOC130649321, Hydractinia|LOC130649124	Clytia|LOC_026288
OG0012197	Hydractinia|LOC130655739	Clytia|LOC_026298
OG0012203	Hydractinia|LOC130629552, Hydractinia|LOC130640517	Clytia|LOC_027004
OG0012204	Hydractinia|LOC130657586	Clytia|LOC_027444, Clytia|LOC_039999
OG0012205	Hydractinia|LOC130636344	Clytia|LOC_044549, Clytia|LOC_027462
OG0012206	Hydractinia|LOC130654994	Clytia|LOC_027487
OG0012209	Hydractinia|LOC130612460	Clytia|LOC_042723, Clytia|LOC_027787
OG0012210	Hydractinia|LOC130636870	Clytia|LOC_027887
OG0012211	Hydractinia|LOC130656797	Clytia|LOC_028104
OG0012213	Hydractinia|LOC130629274	Clytia|LOC_030602, Clytia|LOC_028507
OG0012214	Hydractinia|LOC130622646	Clytia|LOC_028537, Clytia|LOC_028536
OG0012215	Hydractinia|LOC130654977	Clytia|LOC_028783
OG0012216	Hydractinia|LOC130612724, Hydractinia|LOC130612526	Clytia|LOC_028891
OG0012217	Hydractinia|LOC130622483	Clytia|LOC_029917, Clytia|LOC_029142
OG0012218	Hydractinia|LOC130628775, Hydractinia|LOC130628790	Clytia|LOC_029167
OG0012220	Hydractinia|LOC130649188	Clytia|LOC_029233
OG0012221	Hydractinia|LOC130614709	Clytia|LOC_029327
OG0012223	Hydractinia|LOC130635832	Clytia|LOC_029368, Clytia|LOC_043047
OG0012224	Hydractinia|LOC130636520	Clytia|LOC_029395
OG0012226	Hydractinia|LOC130636541	Clytia|LOC_029405, Clytia|LOC_029424
OG0012227	Hydractinia|LOC130635846	Clytia|LOC_029412
OG0012228	Hydractinia|LOC130641067, Hydractinia|LOC130640860	Clytia|LOC_029489
OG0012229	Hydractinia|LOC130645325	Clytia|LOC_029536
OG0012231	Hydractinia|LOC130644922	Clytia|LOC_029554
OG0012232	Hydractinia|LOC130642181	Clytia|LOC_029691
OG0012233	Hydractinia|LOC130641873	Clytia|LOC_029702
OG0012234	Hydractinia|LOC130612555	Clytia|LOC_029730
OG0012236	Hydractinia|LOC130640538, Hydractinia|LOC130643471	Clytia|LOC_029833
OG0012237	Hydractinia|LOC130649271	Clytia|LOC_029848
OG0012238	Hydractinia|LOC130649516	Clytia|LOC_044959, Clytia|LOC_029860
OG0012239	Hydractinia|LOC130621501	Clytia|LOC_030053
OG0012240	Hydractinia|LOC130655051	Clytia|LOC_030067
OG0012241	Hydractinia|LOC130654578	Clytia|LOC_030068
OG0012242	Hydractinia|LOC130655370	Clytia|LOC_030069
OG0012243	Hydractinia|LOC130655481	Clytia|LOC_030073
OG0012245	Hydractinia|LOC130655050	Clytia|LOC_030082
OG0012246	Hydractinia|LOC130658025	Clytia|LOC_030151, Clytia|LOC_035468
OG0012247	Hydractinia|LOC130656992	Clytia|LOC_030165
OG0012248	Hydractinia|LOC130613837	Clytia|LOC_030190
OG0012249	Hydractinia|LOC130645252, Hydractinia|LOC130636652	Clytia|LOC_030239
OG0012250	Hydractinia|LOC130641803	Clytia|LOC_030242
OG0012251	Hydractinia|LOC130613093	Clytia|LOC_030283
OG0012254	Hydractinia|LOC130657305	Clytia|LOC_030494
OG0012257	Hydractinia|LOC130655155	Clytia|LOC_030728
OG0012259	Hydractinia|LOC130644607	Clytia|LOC_030762
OG0012260	Hydractinia|LOC130623895	Clytia|LOC_030783
OG0012261	Hydractinia|LOC130649122, Hydractinia|LOC130648065	Clytia|LOC_030815
OG0012262	Hydractinia|LOC130624042	Clytia|LOC_030833
OG0012263	Hydractinia|LOC130623396	Clytia|LOC_030846
OG0012265	Hydractinia|LOC130630545	Clytia|LOC_030985
OG0012266	Hydractinia|LOC130630027	Clytia|LOC_031020
OG0012267	Hydractinia|LOC130646989	Clytia|LOC_031036
OG0012268	Hydractinia|LOC130662382	Clytia|LOC_031043
OG0012269	Hydractinia|LOC130654409	Clytia|LOC_031121
OG0012270	Hydractinia|LOC130655847	Clytia|LOC_031123
OG0012271	Hydractinia|LOC130647406	Clytia|LOC_031197
OG0012272	Hydractinia|LOC130629134	Clytia|LOC_031251
OG0012273	Hydractinia|LOC130629119	Clytia|LOC_031252
OG0012275	Hydractinia|LOC130628998	Clytia|LOC_031272
OG0012276	Hydractinia|LOC130629236	Clytia|LOC_031281
OG0012277	Hydractinia|LOC130655235	Clytia|LOC_031381
OG0012278	Hydractinia|LOC130655217	Clytia|LOC_031382
OG0012279	Hydractinia|LOC130647470	Clytia|LOC_031444
OG0012280	Hydractinia|LOC130648683	Clytia|LOC_031534
OG0012281	Hydractinia|LOC130655342	Clytia|LOC_031621
OG0012283	Hydractinia|LOC130635509, Hydractinia|LOC130635604	Clytia|LOC_031646
OG0012284	Hydractinia|LOC130636016	Clytia|LOC_031652
OG0012285	Hydractinia|LOC130642153, Hydractinia|LOC130642146	Clytia|LOC_031705
OG0012286	Hydractinia|LOC130655215	Clytia|LOC_031747
OG0012287	Hydractinia|LOC130642049	Clytia|LOC_031821
OG0012288	Hydractinia|LOC130623671	Clytia|LOC_031862
OG0012290	Hydractinia|LOC130613801	Clytia|LOC_031892
OG0012292	Hydractinia|LOC130641902	Clytia|LOC_031958
OG0012293	Hydractinia|LOC130629839, Hydractinia|LOC130629672	Clytia|LOC_031970
OG0012294	Hydractinia|LOC130653598	Clytia|LOC_031998
OG0012296	Hydractinia|LOC130649234	Clytia|LOC_032145
OG0012297	Hydractinia|LOC130655244	Clytia|LOC_032225
OG0012298	Hydractinia|LOC130623423	Clytia|LOC_032263
OG0012299	Hydractinia|LOC130624274	Clytia|LOC_032287
OG0012300	Hydractinia|LOC130657011	Clytia|LOC_032342
OG0012301	Hydractinia|LOC130644297	Clytia|LOC_032362
OG0012302	Hydractinia|LOC130621608	Clytia|LOC_032507
OG0012303	Hydractinia|LOC130624084	Clytia|LOC_032552
OG0012304	Hydractinia|LOC130645327	Clytia|LOC_032647
OG0012306	Hydractinia|LOC130644594	Clytia|LOC_032702
OG0012307	Hydractinia|LOC130654190	Clytia|LOC_032803
OG0012308	Hydractinia|LOC130655186	Clytia|LOC_032817
OG0012311	Hydractinia|LOC130641626	Clytia|LOC_032931
OG0012312	Hydractinia|LOC130641690	Clytia|LOC_032963, Clytia|LOC_032960
OG0012313	Hydractinia|LOC130636011	Clytia|LOC_032975
OG0012314	Hydractinia|LOC130636012	Clytia|LOC_032985
OG0012316	Hydractinia|LOC130657082	Clytia|LOC_033028
OG0012317	Hydractinia|LOC130656440	Clytia|LOC_033041, Clytia|LOC_040750
OG0012319	Hydractinia|LOC130644622	Clytia|LOC_033073
OG0012320	Hydractinia|LOC130645498	Clytia|LOC_033104
OG0012321	Hydractinia|LOC130644904	Clytia|LOC_033108
OG0012322	Hydractinia|LOC130642334, Hydractinia|LOC130614435	Clytia|LOC_033172
OG0012325	Hydractinia|LOC130654002	Clytia|LOC_033238
OG0012326	Hydractinia|LOC130657723	Clytia|LOC_033360
OG0012328	Hydractinia|LOC130635718	Clytia|LOC_033370
OG0012329	Hydractinia|LOC130636665	Clytia|LOC_033379
OG0012330	Hydractinia|LOC130657849, Hydractinia|LOC130635890	Clytia|LOC_033400
OG0012332	Hydractinia|LOC130645227	Clytia|LOC_033493
OG0012333	Hydractinia|LOC130645049	Clytia|LOC_033494
OG0012335	Hydractinia|LOC130629143	Clytia|LOC_033550
OG0012336	Hydractinia|LOC130644778	Clytia|LOC_033633
OG0012337	Hydractinia|LOC130645245	Clytia|LOC_033662
OG0012338	Hydractinia|LOC130644616	Clytia|LOC_033706
OG0012339	Hydractinia|LOC130642057	Clytia|LOC_037905, Clytia|LOC_033709
OG0012340	Hydractinia|LOC130654160	Clytia|LOC_033736
OG0012341	Hydractinia|LOC130654912	Clytia|LOC_033745
OG0012342	Hydractinia|LOC130655435	Clytia|LOC_033747
OG0012343	Hydractinia|LOC130654156	Clytia|LOC_033753
OG0012344	Hydractinia|LOC130655826	Clytia|LOC_033754
OG0012346	Hydractinia|LOC130629736	Clytia|LOC_033842
OG0012347	Hydractinia|LOC130662428	Clytia|LOC_033854
OG0012348	Hydractinia|LOC130612185	Clytia|LOC_033897
OG0012349	Hydractinia|LOC130635972	Clytia|LOC_033962
OG0012350	Hydractinia|LOC130635767	Clytia|LOC_033983
OG0012351	Hydractinia|LOC130655208	Clytia|LOC_034111
OG0012352	Hydractinia|LOC130623802	Clytia|LOC_034146
OG0012353	Hydractinia|LOC130657239	Clytia|LOC_034223, Clytia|LOC_034288
OG0012355	Hydractinia|LOC130662798, Hydractinia|LOC130662836	Clytia|LOC_034299
OG0012356	Hydractinia|LOC130613706	Clytia|LOC_034308
OG0012358	Hydractinia|LOC130656086	Clytia|LOC_034425
OG0012359	Hydractinia|LOC130656055	Clytia|LOC_034496
OG0012361	Hydractinia|LOC130655889	Clytia|LOC_034520
OG0012362	Hydractinia|LOC130641871	Clytia|LOC_034642
OG0012363	Hydractinia|LOC130647172	Clytia|LOC_034651
OG0012364	Hydractinia|LOC130647660	Clytia|LOC_034673
OG0012365	Hydractinia|LOC130614234	Clytia|LOC_034745
OG0012366	Hydractinia|LOC130613697	Clytia|LOC_034768
OG0012367	Hydractinia|LOC130654255	Clytia|LOC_034912
OG0012368	Hydractinia|LOC130653989	Clytia|LOC_034934
OG0012370	Hydractinia|LOC130655843	Clytia|LOC_035118
OG0012371	Hydractinia|LOC130656496	Clytia|LOC_035213
OG0012372	Hydractinia|LOC130656962	Clytia|LOC_035251, Clytia|LOC_035220
OG0012373	Hydractinia|LOC130657480	Clytia|LOC_035222
OG0012374	Hydractinia|LOC130622979	Clytia|LOC_035230
OG0012375	Hydractinia|LOC130628601, Hydractinia|LOC130628599	Clytia|LOC_035567
OG0012376	Hydractinia|LOC130613725	Clytia|LOC_035577
OG0012378	Hydractinia|LOC130613871	Clytia|LOC_035601
OG0012379	Hydractinia|LOC130635144	Clytia|LOC_035604, Clytia|LOC_035603
OG0012380	Hydractinia|LOC130641066	Clytia|LOC_035756
OG0012381	Hydractinia|LOC130656431	Clytia|LOC_035798
OG0012382	Hydractinia|LOC130646952	Clytia|LOC_035834
OG0012384	Hydractinia|LOC130630866	Clytia|LOC_035868
OG0012386	Hydractinia|LOC130629737	Clytia|LOC_035971
OG0012387	Hydractinia|LOC130623697	Clytia|LOC_036027
OG0012388	Hydractinia|LOC130623464	Clytia|LOC_036047
OG0012390	Hydractinia|LOC130614671	Clytia|LOC_036134
OG0012391	Hydractinia|LOC130612772	Clytia|LOC_036146
OG0012392	Hydractinia|LOC130613869	Clytia|LOC_036159
OG0012393	Hydractinia|LOC130662696	Clytia|LOC_036187
OG0012394	Hydractinia|LOC130612689, Hydractinia|LOC130612610	Clytia|LOC_036191
OG0012395	Hydractinia|LOC130641006	Clytia|LOC_036209, Clytia|LOC_036228
OG0012396	Hydractinia|LOC130649375	Clytia|LOC_036276
OG0012397	Hydractinia|LOC130628730	Clytia|LOC_036302
OG0012398	Hydractinia|LOC130640922	Clytia|LOC_036353
OG0012399	Hydractinia|LOC130641030	Clytia|LOC_036372
OG0012400	Hydractinia|LOC130647196	Clytia|LOC_036413
OG0012402	Hydractinia|LOC130656926	Clytia|LOC_036498
OG0012403	Hydractinia|LOC130655593	Clytia|LOC_036520
OG0012405	Hydractinia|LOC130629185	Clytia|LOC_036575
OG0012406	Hydractinia|LOC130628753	Clytia|LOC_036578
OG0012408	Hydractinia|LOC130623356	Clytia|LOC_036602
OG0012409	Hydractinia|LOC130641655	Clytia|LOC_036639
OG0012410	Hydractinia|LOC130623820	Clytia|LOC_036714
OG0012412	Hydractinia|LOC130641331	Clytia|LOC_036850
OG0012413	Hydractinia|LOC130640939	Clytia|LOC_036882
OG0012414	Hydractinia|LOC130642305	Clytia|LOC_036886
OG0012415	Hydractinia|LOC130641328	Clytia|LOC_036889
OG0012417	Hydractinia|LOC130654158	Clytia|LOC_036995
OG0012418	Hydractinia|LOC130662771	Clytia|LOC_037057
OG0012419	Hydractinia|LOC130662664	Clytia|LOC_037077
OG0012420	Hydractinia|LOC130612584, Hydractinia|LOC130612090	Clytia|LOC_037085
OG0012421	Hydractinia|LOC130662596	Clytia|LOC_037100
OG0012423	Hydractinia|LOC130613013, Hydractinia|LOC130612626	Clytia|LOC_037140
OG0012425	Hydractinia|LOC130641994	Clytia|LOC_037267
OG0012426	Hydractinia|LOC130645524	Clytia|LOC_037268
OG0012427	Hydractinia|LOC130644308	Clytia|LOC_037270
OG0012428	Hydractinia|LOC130642317	Clytia|LOC_037287
OG0012429	Hydractinia|LOC130641772	Clytia|LOC_037289, Clytia|LOC_037290
OG0012430	Hydractinia|LOC130630173	Clytia|LOC_037411
OG0012432	Hydractinia|LOC130641430	Clytia|LOC_037553
OG0012433	Hydractinia|LOC130640885	Clytia|LOC_037561
OG0012434	Hydractinia|LOC130635911	Clytia|LOC_037719
OG0012436	Hydractinia|LOC130642206, Hydractinia|LOC130642236	Clytia|LOC_037896
OG0012437	Hydractinia|LOC130641455, Hydractinia|LOC130641449	Clytia|LOC_037898
OG0012438	Hydractinia|LOC130641203, Hydractinia|LOC130640833	Clytia|LOC_037988
OG0012439	Hydractinia|LOC130641694	Clytia|LOC_037997
OG0012441	Hydractinia|LOC130628589	Clytia|LOC_038216, Clytia|LOC_038191
OG0012442	Hydractinia|LOC130614815	Clytia|LOC_038200
OG0012443	Hydractinia|LOC130613767	Clytia|LOC_038209
OG0012444	Hydractinia|LOC130645465	Clytia|LOC_038246
OG0012445	Hydractinia|LOC130644450	Clytia|LOC_038277
OG0012446	Hydractinia|LOC130645731	Clytia|LOC_038368
OG0012447	Hydractinia|LOC130647790	Clytia|LOC_038602
OG0012448	Hydractinia|LOC130621282	Clytia|LOC_038646
OG0012449	Hydractinia|LOC130626115	Clytia|LOC_038683
OG0012451	Hydractinia|LOC130622398	Clytia|LOC_038805
OG0012454	Hydractinia|LOC130622458, Hydractinia|LOC130625412	Clytia|LOC_038869
OG0012456	Hydractinia|LOC130621489	Clytia|LOC_038881, Clytia|LOC_038880
OG0012457	Hydractinia|LOC130621488	Clytia|LOC_038893
OG0012458	Hydractinia|LOC130622621	Clytia|LOC_038899
OG0012459	Hydractinia|LOC130614113	Clytia|LOC_038992
OG0012460	Hydractinia|LOC130614796	Clytia|LOC_038995
OG0012461	Hydractinia|LOC130613788	Clytia|LOC_039008
OG0012462	Hydractinia|LOC130656306	Clytia|LOC_039170
OG0012463	Hydractinia|LOC130645919	Clytia|LOC_039204
OG0012464	Hydractinia|LOC130647076, Hydractinia|LOC130647077	Clytia|LOC_039233
OG0012465	Hydractinia|LOC130648366	Clytia|LOC_039243
OG0012466	Hydractinia|LOC130649341	Clytia|LOC_039254
OG0012467	Hydractinia|LOC130625424	Clytia|LOC_039286
OG0012469	Hydractinia|LOC130625737	Clytia|LOC_039296
OG0012470	Hydractinia|LOC130629057	Clytia|LOC_039337
OG0012472	Hydractinia|LOC130649612	Clytia|LOC_039360
OG0012473	Hydractinia|LOC130612236	Clytia|LOC_039481, Clytia|LOC_041249
OG0012475	Hydractinia|LOC130648929	Clytia|LOC_039521, Clytia|LOC_039520
OG0012476	Hydractinia|LOC130645902	Clytia|LOC_039594
OG0012477	Hydractinia|LOC130635822, Hydractinia|LOC130646089	Clytia|LOC_039643
OG0012478	Hydractinia|LOC130635591, Hydractinia|LOC130635524	Clytia|LOC_039644
OG0012479	Hydractinia|LOC130635678	Clytia|LOC_039653
OG0012481	Hydractinia|LOC130641349	Clytia|LOC_039817
OG0012483	Hydractinia|LOC130645034	Clytia|LOC_039938
OG0012485	Hydractinia|LOC130612872, Hydractinia|LOC130636933	Clytia|LOC_040053
OG0012486	Hydractinia|LOC130642099	Clytia|LOC_040062
OG0012487	Hydractinia|LOC130641719	Clytia|LOC_040156
OG0012488	Hydractinia|LOC130657982, Hydractinia|LOC130657981	Clytia|LOC_040185
OG0012489	Hydractinia|LOC130622251	Clytia|LOC_040227
OG0012491	Hydractinia|LOC130621509	Clytia|LOC_040242
OG0012492	Hydractinia|LOC130622168	Clytia|LOC_040244
OG0012493	Hydractinia|LOC130657431	Clytia|LOC_040253
OG0012494	Hydractinia|LOC130622133	Clytia|LOC_040260
OG0012496	Hydractinia|LOC130654665	Clytia|LOC_040360
OG0012497	Hydractinia|LOC130622928, Hydractinia|LOC130624337	Clytia|LOC_040453
OG0012498	Hydractinia|LOC130649528	Clytia|LOC_040480
OG0012500	Hydractinia|LOC130613733	Clytia|LOC_040614
OG0012503	Hydractinia|LOC130635849	Clytia|LOC_040688
OG0012504	Hydractinia|LOC130656902	Clytia|LOC_040704
OG0012505	Hydractinia|LOC130653616	Clytia|LOC_040721
OG0012507	Hydractinia|LOC130628808	Clytia|LOC_040762
OG0012508	Hydractinia|LOC130625307	Clytia|LOC_040878
OG0012510	Hydractinia|LOC130622322	Clytia|LOC_040916
OG0012511	Hydractinia|LOC130636115	Clytia|LOC_040922
OG0012512	Hydractinia|LOC130641437	Clytia|LOC_041045
OG0012513	Hydractinia|LOC130641962	Clytia|LOC_041060
OG0012514	Hydractinia|LOC130623363	Clytia|LOC_041086
OG0012515	Hydractinia|LOC130623522	Clytia|LOC_041090
