Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_NematostellaProteins
OG0009907	Clytia|LOC016331	Nematostella|LOC5513661
OG0009911	Clytia|LOC016394	Nematostella|LOC5511997
OG0009918	Clytia|LOC016494, Clytia|LOC022208	Nematostella|LOC116620239, Nematostella|LOC116616199
OG0009919	Clytia|LOC016583	Nematostella|LOC5503067
OG0009920	Clytia|LOC016595	Nematostella|LOC5508756
OG0009921	Clytia|LOC016602	Nematostella|LOC5507571
OG0009924	Clytia|LOC016854	Nematostella|LOC116607037
OG0009928	Clytia|LOC016955	Nematostella|LOC5515480
OG0009934	Clytia|LOC017339	Nematostella|LOC5515122
OG0009936	Clytia|LOC017441	Nematostella|LOC5521132
OG0009938	Clytia|LOC017681	Nematostella|LOC116617163
OG0009939	Clytia|LOC017733	Nematostella|LOC116618947
OG0009940	Clytia|LOC017740	Nematostella|LOC5502681
OG0009942	Clytia|LOC017831	Nematostella|LOC5511578
OG0009944	Clytia|LOC017907	Nematostella|LOC5505449
OG0009945	Clytia|LOC017937	Nematostella|LOC5515265
OG0009948	Clytia|LOC039936, Clytia|LOC018035	Nematostella|LOC5516273
OG0009952	Clytia|LOC018326	Nematostella|LOC5525261
OG0009953	Clytia|LOC018327	Nematostella|LOC5521639
OG0009955	Clytia|LOC018570	Nematostella|LOC5516085
OG0009957	Clytia|LOC018856	Nematostella|LOC5519749
OG0009958	Clytia|LOC018963	Nematostella|LOC5519598
OG0009960	Clytia|LOC019039	Nematostella|LOC5506349
OG0009967	Clytia|LOC019316	Nematostella|LOC5516435
OG0009968	Clytia|LOC019359	Nematostella|LOC5521592
OG0009971	Clytia|LOC019621	Nematostella|LOC116613163
OG0009979	Clytia|LOC019843	Nematostella|LOC5516777
OG0009985	Clytia|LOC020147	Nematostella|LOC5519747
OG0009989	Clytia|LOC020250, Clytia|LOC032210, Clytia|LOC041502	Nematostella|LOC5505744
OG0009990	Clytia|LOC020260	Nematostella|LOC5519483
OG0009994	Clytia|LOC020601	Nematostella|LOC5518187
OG0009997	Clytia|LOC020729	Nematostella|LOC5513144
OG0010003	Clytia|LOC021063	Nematostella|LOC5518729
OG0010006	Clytia|LOC021169	Nematostella|LOC116604165
OG0010009	Clytia|LOC021311	Nematostella|LOC116613705
OG0010012	Clytia|LOC021705	Nematostella|LOC5516768
OG0010014	Clytia|LOC021751	Nematostella|LOC5520586
OG0010015	Clytia|LOC021773	Nematostella|LOC5503371
OG0010018	Clytia|LOC021896	Nematostella|LOC5511903
OG0010020	Clytia|LOC022230	Nematostella|LOC5503252
OG0010024	Clytia|LOC023151	Nematostella|LOC5520568
OG0010025	Clytia|LOC023447	Nematostella|LOC5504338
OG0010026	Clytia|LOC023475, Clytia|LOC044542, Clytia|LOC023476	Nematostella|LOC5502716
OG0010027	Clytia|LOC023491	Nematostella|LOC5507440
OG0010035	Clytia|LOC024911, Clytia|LOC031589	Nematostella|LOC125563018
OG0010040	Clytia|LOC031102, Clytia|LOC025321	Nematostella|LOC5500105, Nematostella|LOC125567924
OG0010044	Clytia|LOC026180	Nematostella|LOC5515696
OG0010045	Clytia|LOC026329	Nematostella|LOC5509285
OG0010046	Clytia|LOC026464	Nematostella|LOC5509079
OG0010048	Clytia|LOC026678	Nematostella|LOC116605534
OG0010051	Clytia|LOC027551	Nematostella|LOC116620369
OG0010053	Clytia|LOC028003	Nematostella|LOC5504930
OG0010058	Clytia|LOC028708	Nematostella|LOC5516413
OG0010060	Clytia|LOC028893	Nematostella|LOC5510857
OG0010063	Clytia|LOC029278	Nematostella|LOC116616866
OG0010064	Clytia|LOC029291	Nematostella|LOC116618423
OG0010065	Clytia|LOC029304	Nematostella|LOC116601605
OG0010066	Clytia|LOC029323	Nematostella|LOC5504751
OG0010067	Clytia|LOC029324	Nematostella|LOC5513413
OG0010068	Clytia|LOC029397	Nematostella|LOC5515429
OG0010069	Clytia|LOC029413	Nematostella|LOC116614326
OG0010071	Clytia|LOC029499	Nematostella|LOC5513558
OG0010073	Clytia|LOC029547	Nematostella|LOC5520886
OG0010075	Clytia|LOC029644	Nematostella|LOC5504046
OG0010076	Clytia|LOC029697	Nematostella|LOC5509066
OG0010077	Clytia|LOC029700	Nematostella|LOC5517164
OG0010078	Clytia|LOC029731	Nematostella|LOC5504261
OG0010080	Clytia|LOC029846	Nematostella|LOC5520590
OG0010081	Clytia|LOC029865	Nematostella|LOC5520275
OG0010082	Clytia|LOC029929	Nematostella|LOC5504404
OG0010083	Clytia|LOC029933	Nematostella|LOC5521304
OG0010084	Clytia|LOC029989	Nematostella|LOC5509719
OG0010085	Clytia|LOC029991	Nematostella|LOC5512511
OG0010086	Clytia|LOC030006	Nematostella|LOC5503024
OG0010088	Clytia|LOC030064	Nematostella|LOC5519725
OG0010089	Clytia|LOC030087	Nematostella|LOC5506061
OG0010090	Clytia|LOC030114	Nematostella|LOC5502150
OG0010092	Clytia|LOC030337	Nematostella|LOC5518748
OG0010093	Clytia|LOC030353	Nematostella|LOC5501664
OG0010095	Clytia|LOC030395	Nematostella|LOC116601121
OG0010096	Clytia|LOC030472	Nematostella|LOC5511960
OG0010097	Clytia|LOC030491	Nematostella|LOC116617300
OG0010098	Clytia|LOC030724	Nematostella|LOC5501959
OG0010100	Clytia|LOC030744	Nematostella|LOC5502917
OG0010101	Clytia|LOC030746	Nematostella|LOC5507270
OG0010102	Clytia|LOC030766	Nematostella|LOC5520919
OG0010103	Clytia|LOC030781	Nematostella|LOC5512833
OG0010104	Clytia|LOC030859	Nematostella|LOC5511026
OG0010105	Clytia|LOC030905	Nematostella|LOC5514080
OG0010106	Clytia|LOC030918	Nematostella|LOC116611609
OG0010107	Clytia|LOC030983	Nematostella|LOC116612385
OG0010110	Clytia|LOC031072	Nematostella|LOC116621493
OG0010111	Clytia|LOC031119	Nematostella|LOC5511177
OG0010112	Clytia|LOC031126	Nematostella|LOC5513549
OG0010114	Clytia|LOC031227	Nematostella|LOC5509298
OG0010116	Clytia|LOC031267	Nematostella|LOC5510087
OG0010117	Clytia|LOC031351	Nematostella|LOC5518096
OG0010118	Clytia|LOC031375	Nematostella|LOC5506191
OG0010119	Clytia|LOC031440	Nematostella|LOC5505781
OG0010121	Clytia|LOC031451	Nematostella|LOC5511452
OG0010122	Clytia|LOC031457	Nematostella|LOC5505272
OG0010123	Clytia|LOC031517	Nematostella|LOC5511704
OG0010124	Clytia|LOC031557	Nematostella|LOC5516184
OG0010126	Clytia|LOC031624	Nematostella|LOC5510818
OG0010127	Clytia|LOC031654, Clytia|LOC031717	Nematostella|LOC5511166
OG0010130	Clytia|LOC031692	Nematostella|LOC5519275
OG0010131	Clytia|LOC031738	Nematostella|LOC116611746
OG0010132	Clytia|LOC031774	Nematostella|LOC5514801
OG0010133	Clytia|LOC031851	Nematostella|LOC5521508
OG0010134	Clytia|LOC031864	Nematostella|LOC5513137
OG0010135	Clytia|LOC031881	Nematostella|LOC5517200
OG0010136	Clytia|LOC031909	Nematostella|LOC5522205
OG0010137	Clytia|LOC032038	Nematostella|LOC5515752
OG0010139	Clytia|LOC032096	Nematostella|LOC5499548
OG0010140	Clytia|LOC032170	Nematostella|LOC5512676
OG0010143	Clytia|LOC032447	Nematostella|LOC5507818
OG0010145	Clytia|LOC032553	Nematostella|LOC5516112
OG0010146	Clytia|LOC032568	Nematostella|LOC5506312
OG0010148	Clytia|LOC032668	Nematostella|LOC5514616
OG0010149	Clytia|LOC032685	Nematostella|LOC5508622
OG0010150	Clytia|LOC032811	Nematostella|LOC5513580
OG0010151	Clytia|LOC032820	Nematostella|LOC5506066
OG0010153	Clytia|LOC033034	Nematostella|LOC5521233
OG0010154	Clytia|LOC033044	Nematostella|LOC5509739
OG0010155	Clytia|LOC033060	Nematostella|LOC5513910
OG0010158	Clytia|LOC033081	Nematostella|LOC5517456
OG0010159	Clytia|LOC033113	Nematostella|LOC5514451
OG0010160	Clytia|LOC033174	Nematostella|LOC116618362
OG0010161	Clytia|LOC033225	Nematostella|LOC5521968
OG0010163	Clytia|LOC033251	Nematostella|LOC5519189
OG0010164	Clytia|LOC033267	Nematostella|LOC5511393
OG0010165	Clytia|LOC033380	Nematostella|LOC5511513
OG0010167	Clytia|LOC033393	Nematostella|LOC116602219
OG0010168	Clytia|LOC033434	Nematostella|LOC5505837
OG0010170	Clytia|LOC033548	Nematostella|LOC5512119
OG0010172	Clytia|LOC033642	Nematostella|LOC5512862
OG0010175	Clytia|LOC033798	Nematostella|LOC5509818
OG0010178	Clytia|LOC033844	Nematostella|LOC5518241
OG0010180	Clytia|LOC033980	Nematostella|LOC5502304
OG0010181	Clytia|LOC034044	Nematostella|LOC5505838
OG0010183	Clytia|LOC034139	Nematostella|LOC5511319
OG0010184	Clytia|LOC034147	Nematostella|LOC5516876
OG0010185	Clytia|LOC034177	Nematostella|LOC5513046
OG0010186	Clytia|LOC034180	Nematostella|LOC5514974
OG0010188	Clytia|LOC034185	Nematostella|LOC5514682
OG0010189	Clytia|LOC034195	Nematostella|LOC116621122
OG0010190	Clytia|LOC034200, Clytia|LOC034266	Nematostella|LOC5520965
OG0010192	Clytia|LOC034222	Nematostella|LOC5506741
OG0010193	Clytia|LOC034225	Nematostella|LOC5513280
OG0010194	Clytia|LOC034236	Nematostella|LOC5516254
OG0010196	Clytia|LOC034296	Nematostella|LOC5502506
OG0010197	Clytia|LOC034300	Nematostella|LOC5515260
OG0010198	Clytia|LOC034303	Nematostella|LOC5506001
OG0010199	Clytia|LOC034306	Nematostella|LOC5510556
OG0010200	Clytia|LOC034341	Nematostella|LOC116614511
OG0010201	Clytia|LOC034371	Nematostella|LOC116617174
OG0010202	Clytia|LOC034414	Nematostella|LOC116616170
OG0010204	Clytia|LOC034502	Nematostella|LOC5513645
OG0010205	Clytia|LOC034516	Nematostella|LOC5506042, Nematostella|LOC5507452
OG0010206	Clytia|LOC034524	Nematostella|LOC5513651
OG0010207	Clytia|LOC034536	Nematostella|LOC5507447
OG0010208	Clytia|LOC034633	Nematostella|LOC5513243
OG0010210	Clytia|LOC034655	Nematostella|LOC116617532
OG0010211	Clytia|LOC034805	Nematostella|LOC116601175
OG0010214	Clytia|LOC034866	Nematostella|LOC116603599
OG0010215	Clytia|LOC034868	Nematostella|LOC116618850
OG0010216	Clytia|LOC034899	Nematostella|LOC5522002
OG0010218	Clytia|LOC035115	Nematostella|LOC116603018
OG0010220	Clytia|LOC035212	Nematostella|LOC5504996
OG0010221	Clytia|LOC035238	Nematostella|LOC5500286
OG0010222	Clytia|LOC035247	Nematostella|LOC116609777
OG0010224	Clytia|LOC035255	Nematostella|LOC5511890
OG0010225	Clytia|LOC035286	Nematostella|LOC5506627
OG0010226	Clytia|LOC035352	Nematostella|LOC5513125
OG0010227	Clytia|LOC035461	Nematostella|LOC5513109
OG0010229	Clytia|LOC035486	Nematostella|LOC5502928
OG0010231	Clytia|LOC035641	Nematostella|LOC5507060
OG0010232	Clytia|LOC035807	Nematostella|LOC5508748
OG0010233	Clytia|LOC035822	Nematostella|LOC5512014
OG0010234	Clytia|LOC035885	Nematostella|LOC5519441
OG0010236	Clytia|LOC035962	Nematostella|LOC116608506
OG0010237	Clytia|LOC043111, Clytia|LOC035979	Nematostella|LOC116602974, Nematostella|LOC116619443
OG0010239	Clytia|LOC036045	Nematostella|LOC5519653
OG0010240	Clytia|LOC036054	Nematostella|LOC5509216
OG0010241	Clytia|LOC036070	Nematostella|LOC5516551
OG0010243	Clytia|LOC036075	Nematostella|LOC116604833
OG0010244	Clytia|LOC036077	Nematostella|LOC5502937
OG0010246	Clytia|LOC036217, Clytia|LOC036210	Nematostella|LOC116604476
OG0010248	Clytia|LOC036375	Nematostella|LOC5514364
OG0010249	Clytia|LOC036404	Nematostella|LOC116614019, Nematostella|LOC5519391, Nematostella|LOC5519388
OG0010250	Clytia|LOC036418	Nematostella|LOC5514747
OG0010251	Clytia|LOC036521	Nematostella|LOC5518601
OG0010254	Clytia|LOC036597	Nematostella|LOC5506953
OG0010255	Clytia|LOC036601	Nematostella|LOC5513680
OG0010259	Clytia|LOC036648	Nematostella|LOC5505716
OG0010260	Clytia|LOC036687	Nematostella|LOC5519693
OG0010261	Clytia|LOC036698	Nematostella|LOC5511079
OG0010262	Clytia|LOC036702	Nematostella|LOC5511587
OG0010263	Clytia|LOC036710	Nematostella|LOC5507563
OG0010264	Clytia|LOC036722	Nematostella|LOC116616232
OG0010265	Clytia|LOC036764	Nematostella|LOC125561917
OG0010266	Clytia|LOC036853	Nematostella|LOC5509335
OG0010267	Clytia|LOC036856	Nematostella|LOC116619300
OG0010268	Clytia|LOC036859	Nematostella|LOC5520286
OG0010271	Clytia|LOC037079	Nematostella|LOC116614613
OG0010272	Clytia|LOC037094	Nematostella|LOC5501581
OG0010273	Clytia|LOC037238	Nematostella|LOC116620845
OG0010275	Clytia|LOC037282	Nematostella|LOC5513395
OG0010276	Clytia|LOC037495	Nematostella|LOC5520981
OG0010278	Clytia|LOC037544	Nematostella|LOC5509387
OG0010279	Clytia|LOC037565	Nematostella|LOC5509371
OG0010280	Clytia|LOC037567	Nematostella|LOC5510623
OG0010283	Clytia|LOC037649	Nematostella|LOC5518651
OG0010284	Clytia|LOC037674	Nematostella|LOC5511656
OG0010286	Clytia|LOC037772	Nematostella|LOC5502025
OG0010287	Clytia|LOC037823	Nematostella|LOC5518242
OG0010288	Clytia|LOC037832	Nematostella|LOC116601545
OG0010291	Clytia|LOC038071	Nematostella|LOC5507376
OG0010292	Clytia|LOC038088	Nematostella|LOC5515367
OG0010294	Clytia|LOC038106	Nematostella|LOC5522370
OG0010295	Clytia|LOC038153	Nematostella|LOC5511771
OG0010297	Clytia|LOC038222	Nematostella|LOC116603543
OG0010298	Clytia|LOC038231	Nematostella|LOC5518997
OG0010299	Clytia|LOC038331	Nematostella|LOC5518064
OG0010301	Clytia|LOC038354	Nematostella|LOC5510310
OG0010303	Clytia|LOC038375	Nematostella|LOC5508657
OG0010307	Clytia|LOC038450	Nematostella|LOC5512246
OG0010309	Clytia|LOC038512	Nematostella|LOC5516325
OG0010310	Clytia|LOC038537	Nematostella|LOC5505841
OG0010312	Clytia|LOC038680	Nematostella|LOC5518246
OG0010313	Clytia|LOC038771	Nematostella|LOC5514146
OG0010314	Clytia|LOC038814	Nematostella|LOC5508760
OG0010315	Clytia|LOC038821	Nematostella|LOC5521202
OG0010316	Clytia|LOC038823	Nematostella|LOC5517966
OG0010317	Clytia|LOC038831	Nematostella|LOC5521179
OG0010318	Clytia|LOC038859	Nematostella|LOC5509121
OG0010320	Clytia|LOC038902	Nematostella|LOC5514059
OG0010321	Clytia|LOC039019, Clytia|LOC039020	Nematostella|LOC5502771
OG0010323	Clytia|LOC039065	Nematostella|LOC5503860
OG0010324	Clytia|LOC039108	Nematostella|LOC5501944
OG0010326	Clytia|LOC039179	Nematostella|LOC116602290
OG0010328	Clytia|LOC039341	Nematostella|LOC5506908
OG0010329	Clytia|LOC039350	Nematostella|LOC5510607
OG0010330	Clytia|LOC039364	Nematostella|LOC5509537
OG0010331	Clytia|LOC039386	Nematostella|LOC5516453
OG0010332	Clytia|LOC039393	Nematostella|LOC5509559
OG0010334	Clytia|LOC039441	Nematostella|LOC5510042
OG0010336	Clytia|LOC039480	Nematostella|LOC5504443
OG0010339	Clytia|LOC039893	Nematostella|LOC5507745, Nematostella|LOC125562948
OG0010340	Clytia|LOC039906	Nematostella|LOC5521543
OG0010341	Clytia|LOC039943	Nematostella|LOC5508373
OG0010342	Clytia|LOC040021	Nematostella|LOC5516524
OG0010343	Clytia|LOC040110	Nematostella|LOC5511944
OG0010344	Clytia|LOC040149	Nematostella|LOC116619779
OG0010345	Clytia|LOC040169	Nematostella|LOC116615636
OG0010347	Clytia|LOC040595	Nematostella|LOC5516593
OG0010349	Clytia|LOC040753	Nematostella|LOC5520055
OG0010350	Clytia|LOC040820	Nematostella|LOC5516030
OG0010351	Clytia|LOC040890	Nematostella|LOC5504702
OG0010353	Clytia|LOC041005	Nematostella|LOC5515730
OG0010354	Clytia|LOC041007	Nematostella|LOC5514202
OG0010355	Clytia|LOC041024	Nematostella|LOC5517172
OG0010356	Clytia|LOC041054	Nematostella|LOC5520025
OG0010357	Clytia|LOC041102	Nematostella|LOC116618548
OG0010358	Clytia|LOC041166	Nematostella|LOC116603965
OG0010360	Clytia|LOC041323	Nematostella|LOC5502322
OG0010361	Clytia|LOC041358	Nematostella|LOC5509345
OG0010362	Clytia|LOC041368	Nematostella|LOC5496852
OG0010363	Clytia|LOC041371	Nematostella|LOC5504475
OG0010364	Clytia|LOC041384	Nematostella|LOC5509887
OG0010366	Clytia|LOC041412	Nematostella|LOC5507666
OG0010367	Clytia|LOC041418	Nematostella|LOC5520462
OG0010369	Clytia|LOC041433	Nematostella|LOC5513114
OG0010371	Clytia|LOC041494	Nematostella|LOC5509876
OG0010372	Clytia|LOC041562	Nematostella|LOC5517265
OG0010374	Clytia|LOC041631	Nematostella|LOC5508995
OG0010375	Clytia|LOC041642	Nematostella|LOC5521371
OG0010378	Clytia|LOC041708	Nematostella|LOC5517960
OG0010379	Clytia|LOC041725	Nematostella|LOC5512987
OG0010382	Clytia|LOC041927	Nematostella|LOC5502730
OG0010383	Clytia|LOC041955	Nematostella|LOC5517594
OG0010385	Clytia|LOC042073	Nematostella|LOC5521535
OG0010387	Clytia|LOC042173	Nematostella|LOC5511069
OG0010388	Clytia|LOC042196	Nematostella|LOC5514444
OG0010389	Clytia|LOC042241	Nematostella|LOC5515148
OG0010390	Clytia|LOC042356, Clytia|LOC042344	Nematostella|LOC5511108
OG0010393	Clytia|LOC042456	Nematostella|LOC5511998
OG0010395	Clytia|LOC042527	Nematostella|LOC5504592
OG0010397	Clytia|LOC042586	Nematostella|LOC116619867
OG0010401	Clytia|LOC042625	Nematostella|LOC5511398
OG0010402	Clytia|LOC042631	Nematostella|LOC5508200
OG0010404	Clytia|LOC042879	Nematostella|LOC5512467
OG0010405	Clytia|LOC042891	Nematostella|LOC5509101
OG0010407	Clytia|LOC042913	Nematostella|LOC5506085
OG0010408	Clytia|LOC042924	Nematostella|LOC5516820
OG0010409	Clytia|LOC042958	Nematostella|LOC5522307
OG0010410	Clytia|LOC042993	Nematostella|LOC5515566
OG0010411	Clytia|LOC043105	Nematostella|LOC5510652
OG0010413	Clytia|LOC043210	Nematostella|LOC5510997
OG0010414	Clytia|LOC043215	Nematostella|LOC5502925
OG0010415	Clytia|LOC043216	Nematostella|LOC5502386
OG0010416	Clytia|LOC043236, Clytia|LOC043217	Nematostella|LOC5521916
OG0010417	Clytia|LOC043260	Nematostella|LOC5510288
OG0010418	Clytia|LOC043269	Nematostella|LOC5510280
OG0010419	Clytia|LOC043287	Nematostella|LOC5517135
OG0010421	Clytia|LOC043351	Nematostella|LOC116613931
OG0010422	Clytia|LOC043385	Nematostella|LOC5513404
OG0010424	Clytia|LOC043453	Nematostella|LOC5510293
OG0010425	Clytia|LOC043530	Nematostella|LOC5518534
OG0010429	Clytia|LOC043595	Nematostella|LOC5513406
OG0010430	Clytia|LOC043735	Nematostella|LOC5504005
OG0010431	Clytia|LOC043767	Nematostella|LOC5519974
OG0010432	Clytia|LOC043839	Nematostella|LOC5510799
OG0010436	Clytia|LOC043909	Nematostella|LOC5501961
OG0010438	Clytia|LOC043969	Nematostella|LOC5511097
OG0010439	Clytia|LOC043971	Nematostella|LOC5511259
OG0010440	Clytia|LOC044059	Nematostella|LOC5521865
OG0010443	Clytia|LOC044125	Nematostella|LOC5515518
OG0010444	Clytia|LOC044131	Nematostella|LOC5514850
OG0010445	Clytia|LOC044142	Nematostella|LOC5514363
OG0010446	Clytia|LOC044224	Nematostella|LOC5507926
OG0010447	Clytia|LOC044305	Nematostella|LOC5516721
OG0010448	Clytia|LOC044307	Nematostella|LOC5504775
OG0010449	Clytia|LOC044313	Nematostella|LOC5521054
OG0010450	Clytia|LOC044343	Nematostella|LOC5515044
OG0010452	Clytia|LOC044351	Nematostella|LOC5519881
OG0010456	Clytia|LOC044563	Nematostella|LOC5517933
OG0010457	Clytia|LOC044655	Nematostella|LOC5519637
OG0010458	Clytia|LOC044658	Nematostella|LOC5510482
OG0010459	Clytia|LOC044690	Nematostella|LOC5509314
OG0010460	Clytia|LOC044731	Nematostella|LOC116606144
OG0010462	Clytia|LOC044756	Nematostella|LOC5516650
OG0010463	Clytia|LOC044796	Nematostella|LOC5514067
OG0010464	Clytia|LOC044830	Nematostella|LOC5521072
OG0010465	Clytia|LOC044935	Nematostella|LOC5521454
OG0010467	Clytia|LOC045087	Nematostella|LOC5506783
OG0010469	Clytia|LOC045125	Nematostella|LOC5513579
OG0010471	Clytia|LOC045127	Nematostella|LOC5516400
OG0010472	Clytia|LOC045142	Nematostella|LOC5511555
OG0010473	Clytia|LOC045183	Nematostella|LOC5521065
OG0010476	Clytia|LOC045261	Nematostella|LOC5502320
OG0010478	Clytia|LOC045447	Nematostella|LOC5505630
OG0010479	Clytia|LOC045557	Nematostella|LOC5520351, Nematostella|LOC116602980
OG0010481	Clytia|LOC045618	Nematostella|LOC5516539
OG0010483	Clytia|LOC045757	Nematostella|LOC5517489
OG0011386	Clytia|LOC000354	Nematostella|LOC5515957
OG0011398	Clytia|LOC000505	Nematostella|LOC116608141
OG0011416	Clytia|LOC000741	Nematostella|LOC5521536
OG0011428	Clytia|LOC001000	Nematostella|LOC5519235
OG0011435	Clytia|LOC001198	Nematostella|LOC5502205
OG0011437	Clytia|LOC001206	Nematostella|LOC5511625
OG0011443	Clytia|LOC001452	Nematostella|LOC116620833
OG0011446	Clytia|LOC001462	Nematostella|LOC5508794
OG0011454	Clytia|LOC024334, Clytia|LOC001697	Nematostella|LOC125573179
OG0011466	Clytia|LOC001926	Nematostella|LOC5505240
OG0011470	Clytia|LOC002026	Nematostella|LOC5515849
OG0011479	Clytia|LOC002255	Nematostella|LOC125560648
OG0011481	Clytia|LOC002301	Nematostella|LOC125561826
OG0011483	Clytia|LOC002348	Nematostella|LOC5516505
OG0011486	Clytia|LOC002439	Nematostella|LOC5520188
OG0011487	Clytia|LOC002444, Clytia|LOC002470	Nematostella|LOC5502176
OG0011492	Clytia|LOC002534	Nematostella|LOC116602286
OG0011496	Clytia|LOC002579	Nematostella|LOC5517852
OG0011499	Clytia|LOC002632	Nematostella|LOC5519845
OG0011505	Clytia|LOC002743	Nematostella|LOC5509909
OG0011508	Clytia|LOC002833	Nematostella|LOC5520200
OG0011521	Clytia|LOC003126	Nematostella|LOC5500934
OG0011522	Clytia|LOC003164	Nematostella|LOC5517239
OG0011536	Clytia|LOC003476	Nematostella|LOC5501176
OG0011537	Clytia|LOC003515	Nematostella|LOC5517629
OG0011540	Clytia|LOC003590	Nematostella|LOC116602118
OG0011566	Clytia|LOC004201	Nematostella|LOC5505764
OG0011574	Clytia|LOC004309	Nematostella|LOC5509732
OG0011577	Clytia|LOC004443	Nematostella|LOC5507310
OG0011592	Clytia|LOC004664	Nematostella|LOC116601889
OG0011595	Clytia|LOC004710	Nematostella|LOC5515090
OG0011608	Clytia|LOC004839	Nematostella|LOC116615426
OG0011611	Clytia|LOC004889	Nematostella|LOC5508781
OG0011618	Clytia|LOC005047	Nematostella|LOC5511373
OG0011633	Clytia|LOC005558	Nematostella|LOC5518374
OG0011638	Clytia|LOC005713	Nematostella|LOC116621201
OG0011643	Clytia|LOC005777	Nematostella|LOC5517314
OG0011659	Clytia|LOC006215	Nematostella|LOC5509943
OG0011670	Clytia|LOC006368	Nematostella|LOC5520913
OG0011675	Clytia|LOC006489	Nematostella|LOC5519498
OG0011677	Clytia|LOC006541	Nematostella|LOC125561075
OG0011678	Clytia|LOC006547	Nematostella|LOC116619178
