Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_XeniaProteins
OG0008381	Clytia|LOC041464	Xenia|LOC124443482
OG0008383	Clytia|LOC041558	Xenia|LOC124438307
OG0008384	Clytia|LOC041559	Xenia|LOC124438958
OG0008385	Clytia|LOC041563	Xenia|LOC124447120
OG0008386	Clytia|LOC041568	Xenia|LOC124454023
OG0008387	Clytia|LOC041569	Xenia|LOC124458280
OG0008388	Clytia|LOC041575	Xenia|LOC124446727
OG0008389	Clytia|LOC041606	Xenia|LOC124451096
OG0008390	Clytia|LOC041608	Xenia|LOC124454975
OG0008391	Clytia|LOC041610	Xenia|LOC124443340
OG0008392	Clytia|LOC041615	Xenia|LOC124442425
OG0008393	Clytia|LOC041616	Xenia|LOC124441035
OG0008394	Clytia|LOC041623	Xenia|LOC124438698
OG0008395	Clytia|LOC041628	Xenia|LOC124450767
OG0008396	Clytia|LOC041629	Xenia|LOC124441060
OG0008397	Clytia|LOC041632	Xenia|LOC124456082
OG0008398	Clytia|LOC041634	Xenia|LOC124442741
OG0008399	Clytia|LOC041635	Xenia|LOC124441329
OG0008400	Clytia|LOC041636	Xenia|LOC124441105
OG0008401	Clytia|LOC041641	Xenia|LOC124442640
OG0008402	Clytia|LOC041679	Xenia|LOC124436213
OG0008403	Clytia|LOC041682	Xenia|LOC124446017
OG0008404	Clytia|LOC041704	Xenia|LOC124439869
OG0008405	Clytia|LOC041707	Xenia|LOC124440828
OG0008406	Clytia|LOC041719	Xenia|LOC124440036
OG0008407	Clytia|LOC041727	Xenia|LOC124437665
OG0008408	Clytia|LOC041733	Xenia|LOC124441831
OG0008409	Clytia|LOC041745	Xenia|LOC124438388
OG0008410	Clytia|LOC041747	Xenia|LOC124439676
OG0008411	Clytia|LOC041748	Xenia|LOC124439289
OG0008412	Clytia|LOC041751	Xenia|LOC124438229
OG0008413	Clytia|LOC041752	Xenia|LOC124444019
OG0008414	Clytia|LOC041754	Xenia|LOC124438116
OG0008415	Clytia|LOC041758	Xenia|LOC124438135
OG0008416	Clytia|LOC041762	Xenia|LOC124439556
OG0008417	Clytia|LOC041765	Xenia|LOC124444183
OG0008418	Clytia|LOC041766	Xenia|LOC124438794
OG0008419	Clytia|LOC041780	Xenia|LOC124433432
OG0008420	Clytia|LOC041816	Xenia|LOC124439927
OG0008421	Clytia|LOC041818	Xenia|LOC124442907, Xenia|LOC124436420
OG0008422	Clytia|LOC041822	Xenia|LOC124441480
OG0008423	Clytia|LOC041824	Xenia|LOC124450805
OG0008424	Clytia|LOC041829	Xenia|LOC124440500
OG0008425	Clytia|LOC041833	Xenia|LOC124444636
OG0008426	Clytia|LOC041834	Xenia|LOC124440503
OG0008427	Clytia|LOC041836	Xenia|LOC124440553
OG0008428	Clytia|LOC041837	Xenia|LOC124435283
OG0008429	Clytia|LOC041839	Xenia|LOC124440821
OG0008430	Clytia|LOC041840	Xenia|LOC124440769
OG0008431	Clytia|LOC041841	Xenia|LOC124442028
OG0008432	Clytia|LOC041852	Xenia|LOC124439884
OG0008433	Clytia|LOC041854	Xenia|LOC124440253
OG0008434	Clytia|LOC041861	Xenia|LOC124440695
OG0008435	Clytia|LOC041884	Xenia|LOC124448114
OG0008436	Clytia|LOC041911	Xenia|LOC124444265
OG0008437	Clytia|LOC041920	Xenia|LOC124449714
OG0008438	Clytia|LOC041924	Xenia|LOC124434289
OG0008439	Clytia|LOC041947	Xenia|LOC124433419
OG0008440	Clytia|LOC041950	Xenia|LOC124447248
OG0008441	Clytia|LOC041975	Xenia|LOC124436544, Xenia|LOC124436527
OG0008442	Clytia|LOC041980	Xenia|LOC124436227
OG0008443	Clytia|LOC041990	Xenia|LOC124444434
OG0008444	Clytia|LOC041991	Xenia|LOC124436774
OG0008445	Clytia|LOC041993	Xenia|LOC124444927
OG0008446	Clytia|LOC041996	Xenia|LOC124435894
OG0008447	Clytia|LOC042013	Xenia|LOC124437017
OG0008448	Clytia|LOC042014	Xenia|LOC124453283
OG0008449	Clytia|LOC042077	Xenia|LOC124441236
OG0008451	Clytia|LOC042087	Xenia|LOC124445043
OG0008452	Clytia|LOC042088	Xenia|LOC124439650
OG0008453	Clytia|LOC042090	Xenia|LOC124438367
OG0008454	Clytia|LOC042095	Xenia|LOC124439605
OG0008455	Clytia|LOC042123	Xenia|LOC124435719
OG0008456	Clytia|LOC042124	Xenia|LOC124445886
OG0008457	Clytia|LOC042129	Xenia|LOC124445692
OG0008458	Clytia|LOC042135	Xenia|LOC124433770
OG0008459	Clytia|LOC042136	Xenia|LOC124447542
OG0008461	Clytia|LOC042152	Xenia|LOC124446644
OG0008462	Clytia|LOC042187	Xenia|LOC124435452
OG0008463	Clytia|LOC042190	Xenia|LOC124434310
OG0008464	Clytia|LOC042195	Xenia|LOC124433755
OG0008465	Clytia|LOC042197	Xenia|LOC124433924
OG0008466	Clytia|LOC042198	Xenia|LOC124435722
OG0008467	Clytia|LOC042199	Xenia|LOC124434957
OG0008468	Clytia|LOC042200	Xenia|LOC124440574
OG0008469	Clytia|LOC042201	Xenia|LOC124434877
OG0008470	Clytia|LOC042206	Xenia|LOC124434325
OG0008471	Clytia|LOC042238	Xenia|LOC124451842
OG0008472	Clytia|LOC042239	Xenia|LOC124453690
OG0008473	Clytia|LOC042240	Xenia|LOC124442766
OG0008474	Clytia|LOC042245	Xenia|LOC124450993
OG0008475	Clytia|LOC042247	Xenia|LOC124442200
OG0008476	Clytia|LOC042254	Xenia|LOC124451120
OG0008477	Clytia|LOC042260	Xenia|LOC124442908
OG0008478	Clytia|LOC042264	Xenia|LOC124442850
OG0008479	Clytia|LOC042295	Xenia|LOC124434767
OG0008480	Clytia|LOC042329	Xenia|LOC124450739
OG0008481	Clytia|LOC042331	Xenia|LOC124443644
OG0008482	Clytia|LOC042332	Xenia|LOC124438565
OG0008483	Clytia|LOC042333	Xenia|LOC124446634
OG0008484	Clytia|LOC042355	Xenia|LOC124448412
OG0008485	Clytia|LOC042358	Xenia|LOC124448041
OG0008487	Clytia|LOC042399	Xenia|LOC124459525
OG0008488	Clytia|LOC042403	Xenia|LOC124457013
OG0008489	Clytia|LOC042419	Xenia|LOC124440402
OG0008490	Clytia|LOC042438	Xenia|LOC124442249
OG0008491	Clytia|LOC042454	Xenia|LOC124451524
OG0008492	Clytia|LOC042455	Xenia|LOC124434609
OG0008493	Clytia|LOC042472	Xenia|LOC124434062
OG0008495	Clytia|LOC042481	Xenia|LOC124434141
OG0008496	Clytia|LOC042482	Xenia|LOC124439264
OG0008497	Clytia|LOC042526, Clytia|LOC043341	Xenia|LOC124452516
OG0008498	Clytia|LOC042537	Xenia|LOC124438722
OG0008499	Clytia|LOC042546	Xenia|LOC124450252
OG0008500	Clytia|LOC042547	Xenia|LOC124454539
OG0008501	Clytia|LOC042580	Xenia|LOC124459647
OG0008502	Clytia|LOC042584	Xenia|LOC124446910
OG0008503	Clytia|LOC042600	Xenia|LOC124445313
OG0008504	Clytia|LOC042609	Xenia|LOC124441317
OG0008505	Clytia|LOC042615	Xenia|LOC124446789
OG0008506	Clytia|LOC042620	Xenia|LOC124442535
OG0008507	Clytia|LOC042661	Xenia|LOC124434730
OG0008508	Clytia|LOC042667	Xenia|LOC124434012
OG0008509	Clytia|LOC042670	Xenia|LOC124434054
OG0008510	Clytia|LOC042676	Xenia|LOC124435395
OG0008511	Clytia|LOC042720	Xenia|LOC124439153
OG0008512	Clytia|LOC042721	Xenia|LOC124439235
OG0008513	Clytia|LOC042798	Xenia|LOC124434662
OG0008514	Clytia|LOC042802	Xenia|LOC124446647
OG0008515	Clytia|LOC042803	Xenia|LOC124446725
OG0008516	Clytia|LOC042804	Xenia|LOC124446718
OG0008517	Clytia|LOC042805	Xenia|LOC124445604
OG0008518	Clytia|LOC042810	Xenia|LOC124446609
OG0008519	Clytia|LOC042811	Xenia|LOC124435721
OG0008520	Clytia|LOC042847	Xenia|LOC124446351
OG0008521	Clytia|LOC042877	Xenia|LOC124438551
OG0008522	Clytia|LOC042880	Xenia|LOC124450391
OG0008523	Clytia|LOC042881	Xenia|LOC124438618
OG0008524	Clytia|LOC042884	Xenia|LOC124445189
OG0008525	Clytia|LOC042888	Xenia|LOC124447183
OG0008526	Clytia|LOC042892	Xenia|LOC124443858
OG0008527	Clytia|LOC042898	Xenia|LOC124438111
OG0008528	Clytia|LOC042899	Xenia|LOC124445221
OG0008529	Clytia|LOC042900	Xenia|LOC124433819
OG0008530	Clytia|LOC042901	Xenia|LOC124440018
OG0008531	Clytia|LOC042906	Xenia|LOC124439893
OG0008532	Clytia|LOC042908	Xenia|LOC124440579
OG0008533	Clytia|LOC042912	Xenia|LOC124438566
OG0008534	Clytia|LOC042916	Xenia|LOC124447178
OG0008535	Clytia|LOC042921	Xenia|LOC124456270
OG0008536	Clytia|LOC042926	Xenia|LOC124439990
OG0008537	Clytia|LOC042927	Xenia|LOC124434060
OG0008538	Clytia|LOC042932	Xenia|LOC124439795
OG0008539	Clytia|LOC042974	Xenia|LOC124445788
OG0008540	Clytia|LOC042977	Xenia|LOC124447201
OG0008541	Clytia|LOC042983	Xenia|LOC124447250
OG0008542	Clytia|LOC042991	Xenia|LOC124453197
OG0008543	Clytia|LOC042992	Xenia|LOC124434919
OG0008544	Clytia|LOC042996	Xenia|LOC124444086
OG0008545	Clytia|LOC042998	Xenia|LOC124452889
OG0008546	Clytia|LOC043045	Xenia|LOC124440299
OG0008547	Clytia|LOC043052	Xenia|LOC124446805
OG0008548	Clytia|LOC043053	Xenia|LOC124447513
OG0008549	Clytia|LOC043054	Xenia|LOC124447163
OG0008550	Clytia|LOC043058	Xenia|LOC124446540
OG0008551	Clytia|LOC043061	Xenia|LOC124447427
OG0008552	Clytia|LOC043125	Xenia|LOC124458538
OG0008554	Clytia|LOC043153	Xenia|LOC124453289
OG0008555	Clytia|LOC043158	Xenia|LOC124444270
OG0008557	Clytia|LOC043218	Xenia|LOC124434537
OG0008558	Clytia|LOC043220	Xenia|LOC124434916
OG0008559	Clytia|LOC043223	Xenia|LOC124434444
OG0008560	Clytia|LOC043225	Xenia|LOC124434911
OG0008561	Clytia|LOC043226	Xenia|LOC124453680
OG0008562	Clytia|LOC043230	Xenia|LOC124447125
OG0008564	Clytia|LOC043261	Xenia|LOC124444626
OG0008565	Clytia|LOC043278	Xenia|LOC124445020
OG0008566	Clytia|LOC043288	Xenia|LOC124440031
OG0008567	Clytia|LOC043289	Xenia|LOC124439910
OG0008568	Clytia|LOC043290	Xenia|LOC124435458
OG0008569	Clytia|LOC043320	Xenia|LOC124440166
OG0008570	Clytia|LOC043343	Xenia|LOC124447411
OG0008571	Clytia|LOC043364	Xenia|LOC124435461
OG0008572	Clytia|LOC043382	Xenia|LOC124437528
OG0008573	Clytia|LOC043383	Xenia|LOC124436506
OG0008574	Clytia|LOC043387	Xenia|LOC124437391
OG0008575	Clytia|LOC043388	Xenia|LOC124436323
OG0008576	Clytia|LOC043395	Xenia|LOC124440207
OG0008577	Clytia|LOC043402	Xenia|LOC124434282
OG0008578	Clytia|LOC043407	Xenia|LOC124440813
OG0008579	Clytia|LOC043413	Xenia|LOC124451387
OG0008580	Clytia|LOC043437	Xenia|LOC124444000
OG0008581	Clytia|LOC043438	Xenia|LOC124438656
OG0008582	Clytia|LOC043443	Xenia|LOC124438556
OG0008583	Clytia|LOC043444	Xenia|LOC124450336
OG0008584	Clytia|LOC043452	Xenia|LOC124437037
OG0008585	Clytia|LOC043456	Xenia|LOC124443191
OG0008586	Clytia|LOC043458	Xenia|LOC124441262
OG0008587	Clytia|LOC043459	Xenia|LOC124444202
OG0008588	Clytia|LOC043461	Xenia|LOC124435411
OG0008589	Clytia|LOC043472, Clytia|LOC043480, Clytia|LOC043479	Xenia|LOC124445175
OG0008590	Clytia|LOC043476	Xenia|LOC124434516
OG0008591	Clytia|LOC043514	Xenia|LOC124436212
OG0008592	Clytia|LOC043534	Xenia|LOC124444056
OG0008593	Clytia|LOC043535	Xenia|LOC124442502
OG0008594	Clytia|LOC043536	Xenia|LOC124444324
OG0008595	Clytia|LOC043541	Xenia|LOC124441665
OG0008596	Clytia|LOC043548	Xenia|LOC124443505
OG0008597	Clytia|LOC043550	Xenia|LOC124441380
OG0008598	Clytia|LOC043601	Xenia|LOC124437857
OG0008599	Clytia|LOC043606	Xenia|LOC124437139
OG0008601	Clytia|LOC043635	Xenia|LOC124449366
OG0008602	Clytia|LOC043637	Xenia|LOC124448937
OG0008603	Clytia|LOC043638	Xenia|LOC124448936
OG0008604	Clytia|LOC043650	Xenia|LOC124453178
OG0008605	Clytia|LOC043651	Xenia|LOC124447992
OG0008606	Clytia|LOC043652	Xenia|LOC124447718
OG0008607	Clytia|LOC043653	Xenia|LOC124448333
OG0008608	Clytia|LOC043654	Xenia|LOC124449600
OG0008609	Clytia|LOC043655	Xenia|LOC124448150
OG0008610	Clytia|LOC043656	Xenia|LOC124447838
OG0008611	Clytia|LOC043682	Xenia|LOC124434885
OG0008612	Clytia|LOC043694	Xenia|LOC124434219
OG0008613	Clytia|LOC043705	Xenia|LOC124435450
OG0008614	Clytia|LOC043722	Xenia|LOC124450943
OG0008615	Clytia|LOC043725	Xenia|LOC124438703
OG0008616	Clytia|LOC043727	Xenia|LOC124438326
OG0008617	Clytia|LOC043728	Xenia|LOC124438586
OG0008618	Clytia|LOC043730	Xenia|LOC124439285
OG0008619	Clytia|LOC043733	Xenia|LOC124444610
OG0008620	Clytia|LOC043736	Xenia|LOC124439478
OG0008621	Clytia|LOC043742	Xenia|LOC124439580
OG0008622	Clytia|LOC043769	Xenia|LOC124437040
OG0008623	Clytia|LOC043771	Xenia|LOC124436177
OG0008624	Clytia|LOC043774	Xenia|LOC124437274
OG0008625	Clytia|LOC043775	Xenia|LOC124436519
OG0008626	Clytia|LOC043778	Xenia|LOC124437830
OG0008627	Clytia|LOC043780	Xenia|LOC124437547
OG0008628	Clytia|LOC043782	Xenia|LOC124437396
OG0008629	Clytia|LOC043784	Xenia|LOC124439609
OG0008630	Clytia|LOC043785	Xenia|LOC124444290, Xenia|LOC124444292
OG0008631	Clytia|LOC043786	Xenia|LOC124452874
OG0008632	Clytia|LOC043816	Xenia|LOC124457486
OG0008633	Clytia|LOC043830	Xenia|LOC124451926
OG0008634	Clytia|LOC043834	Xenia|LOC124440747
OG0008635	Clytia|LOC043843	Xenia|LOC124435057
OG0008636	Clytia|LOC043844	Xenia|LOC124452432
OG0008637	Clytia|LOC043845	Xenia|LOC124436503
OG0008638	Clytia|LOC043853	Xenia|LOC124448050
OG0008639	Clytia|LOC043868	Xenia|LOC124452869
OG0008640	Clytia|LOC043869	Xenia|LOC124438721
OG0008641	Clytia|LOC043872	Xenia|LOC124441180
OG0008642	Clytia|LOC043881	Xenia|LOC124444055
OG0008643	Clytia|LOC043883	Xenia|LOC124444726
OG0008644	Clytia|LOC043886	Xenia|LOC124444630
OG0008645	Clytia|LOC043891	Xenia|LOC124453740
OG0008646	Clytia|LOC043908	Xenia|LOC124443746
OG0008647	Clytia|LOC043915	Xenia|LOC124443973
OG0008648	Clytia|LOC043916	Xenia|LOC124453824
OG0008649	Clytia|LOC043918	Xenia|LOC124444279
OG0008650	Clytia|LOC043943	Xenia|LOC124446129
OG0008651	Clytia|LOC043945	Xenia|LOC124453691
OG0008652	Clytia|LOC043970	Xenia|LOC124453335
OG0008653	Clytia|LOC043972	Xenia|LOC124452609
OG0008654	Clytia|LOC043973	Xenia|LOC124452919
OG0008655	Clytia|LOC043974	Xenia|LOC124453695
OG0008656	Clytia|LOC043982	Xenia|LOC124453048
OG0008657	Clytia|LOC044038	Xenia|LOC124435814
OG0008659	Clytia|LOC044049	Xenia|LOC124440298
OG0008660	Clytia|LOC044064	Xenia|LOC124440327
OG0008661	Clytia|LOC044065	Xenia|LOC124440697
OG0008662	Clytia|LOC044069	Xenia|LOC124440589
OG0008663	Clytia|LOC044075	Xenia|LOC124440158
OG0008664	Clytia|LOC044076	Xenia|LOC124443783
OG0008665	Clytia|LOC044077	Xenia|LOC124440371
OG0008666	Clytia|LOC044078	Xenia|LOC124438378
OG0008668	Clytia|LOC044081	Xenia|LOC124436821
OG0008669	Clytia|LOC044083	Xenia|LOC124445240
OG0008670	Clytia|LOC044084	Xenia|LOC124436961
OG0008671	Clytia|LOC044085	Xenia|LOC124437415
OG0008672	Clytia|LOC044087	Xenia|LOC124437064
OG0008674	Clytia|LOC044095	Xenia|LOC124451767
OG0008675	Clytia|LOC044099	Xenia|LOC124437849
OG0008676	Clytia|LOC044111	Xenia|LOC124440406
OG0008677	Clytia|LOC044114	Xenia|LOC124447580
OG0008678	Clytia|LOC044116	Xenia|LOC124439856
OG0008679	Clytia|LOC044117	Xenia|LOC124439072
OG0008680	Clytia|LOC044127	Xenia|LOC124445274, Xenia|LOC124445280, Xenia|LOC124445258
OG0008681	Clytia|LOC044133	Xenia|LOC124441484
OG0008682	Clytia|LOC044144	Xenia|LOC124440307
OG0008683	Clytia|LOC044146	Xenia|LOC124439677
OG0008684	Clytia|LOC044149	Xenia|LOC124440405
OG0008685	Clytia|LOC044150	Xenia|LOC124445148
OG0008686	Clytia|LOC044176	Xenia|LOC124440611
OG0008687	Clytia|LOC044223	Xenia|LOC124450365
OG0008688	Clytia|LOC044225	Xenia|LOC124446876
OG0008689	Clytia|LOC044240	Xenia|LOC124435684
OG0008690	Clytia|LOC044260	Xenia|LOC124453645
OG0008691	Clytia|LOC044267	Xenia|LOC124438399
OG0008692	Clytia|LOC044270	Xenia|LOC124443895
OG0008693	Clytia|LOC044271	Xenia|LOC124441372
OG0008694	Clytia|LOC044273	Xenia|LOC124442624
OG0008695	Clytia|LOC044277	Xenia|LOC124443678
OG0008696	Clytia|LOC044280	Xenia|LOC124452840
OG0008697	Clytia|LOC044282	Xenia|LOC124444535
OG0008698	Clytia|LOC044286	Xenia|LOC124441926
OG0008699	Clytia|LOC044288	Xenia|LOC124441969
OG0008700	Clytia|LOC044291	Xenia|LOC124444964
OG0008701	Clytia|LOC044302	Xenia|LOC124441004
OG0008702	Clytia|LOC044306	Xenia|LOC124446001
OG0008703	Clytia|LOC044315	Xenia|LOC124443805
OG0008704	Clytia|LOC044318	Xenia|LOC124439283
OG0008705	Clytia|LOC044322	Xenia|LOC124434937
OG0008706	Clytia|LOC044326	Xenia|LOC124444902
OG0008707	Clytia|LOC044329	Xenia|LOC124441854
OG0008708	Clytia|LOC044332	Xenia|LOC124443983
OG0008709	Clytia|LOC044335	Xenia|LOC124442970
OG0008710	Clytia|LOC044342	Xenia|LOC124443042
OG0008711	Clytia|LOC044353	Xenia|LOC124444718
OG0008712	Clytia|LOC044355	Xenia|LOC124443036
OG0008713	Clytia|LOC044357	Xenia|LOC124444087
OG0008714	Clytia|LOC044360	Xenia|LOC124442482
OG0008715	Clytia|LOC044362	Xenia|LOC124444520
OG0008716	Clytia|LOC044365	Xenia|LOC124442967
OG0008717	Clytia|LOC044366	Xenia|LOC124442683
OG0008718	Clytia|LOC044368	Xenia|LOC124444483
OG0008719	Clytia|LOC044371	Xenia|LOC124444203
OG0008720	Clytia|LOC044373	Xenia|LOC124442362
OG0008721	Clytia|LOC044377	Xenia|LOC124443866
OG0008722	Clytia|LOC044385	Xenia|LOC124443162
OG0008723	Clytia|LOC044390	Xenia|LOC124434847
OG0008724	Clytia|LOC044513	Xenia|LOC124452755
OG0008725	Clytia|LOC044515	Xenia|LOC124453103
OG0008726	Clytia|LOC044521	Xenia|LOC124452566
OG0008727	Clytia|LOC044522	Xenia|LOC124456555, Xenia|LOC124445154
OG0008728	Clytia|LOC044523	Xenia|LOC124452754
OG0008729	Clytia|LOC044546	Xenia|LOC124453085
OG0008730	Clytia|LOC044548	Xenia|LOC124453163
OG0008731	Clytia|LOC044551	Xenia|LOC124452535, Xenia|LOC124453275
OG0008733	Clytia|LOC044557	Xenia|LOC124453179
OG0008734	Clytia|LOC044558	Xenia|LOC124443581
OG0008735	Clytia|LOC044559	Xenia|LOC124452571
OG0008736	Clytia|LOC044601	Xenia|LOC124437272
OG0008737	Clytia|LOC044603	Xenia|LOC124436902
OG0008738	Clytia|LOC044606	Xenia|LOC124441805
OG0008739	Clytia|LOC044609	Xenia|LOC124440593
OG0008740	Clytia|LOC044654	Xenia|LOC124438982
OG0008741	Clytia|LOC044656, Clytia|LOC044666	Xenia|LOC124438978
OG0008742	Clytia|LOC044689	Xenia|LOC124433826
OG0008743	Clytia|LOC044692	Xenia|LOC124435351
OG0008744	Clytia|LOC044696	Xenia|LOC124434590
OG0008745	Clytia|LOC044697	Xenia|LOC124435352
OG0008746	Clytia|LOC044728	Xenia|LOC124452407
OG0008747	Clytia|LOC044729	Xenia|LOC124454445
OG0008748	Clytia|LOC044754	Xenia|LOC124435038
OG0008749	Clytia|LOC044762	Xenia|LOC124435040
OG0008750	Clytia|LOC044765	Xenia|LOC124434339
OG0008751	Clytia|LOC044789	Xenia|LOC124458091
OG0008752	Clytia|LOC044793	Xenia|LOC124454579
OG0008753	Clytia|LOC044809	Xenia|LOC124438398
OG0008754	Clytia|LOC044817	Xenia|LOC124438397
OG0008755	Clytia|LOC044822	Xenia|LOC124459514
OG0008756	Clytia|LOC044825	Xenia|LOC124455514
OG0008757	Clytia|LOC044836	Xenia|LOC124438423
OG0008758	Clytia|LOC044837	Xenia|LOC124439558
OG0008760	Clytia|LOC044840	Xenia|LOC124457730
OG0008761	Clytia|LOC044897	Xenia|LOC124438650
OG0008762	Clytia|LOC044931	Xenia|LOC124450317
OG0008763	Clytia|LOC044936	Xenia|LOC124444722
OG0008764	Clytia|LOC044937	Xenia|LOC124448305
OG0008765	Clytia|LOC044938	Xenia|LOC124445004
OG0008767	Clytia|LOC044951	Xenia|LOC124441384
OG0008768	Clytia|LOC044952	Xenia|LOC124443786
OG0008769	Clytia|LOC044953	Xenia|LOC124436407
OG0008771	Clytia|LOC044990	Xenia|LOC124450394
OG0008772	Clytia|LOC044994	Xenia|LOC124453771
OG0008773	Clytia|LOC045009	Xenia|LOC124441234
OG0008774	Clytia|LOC045013	Xenia|LOC124438392
OG0008775	Clytia|LOC045021	Xenia|LOC124453334
OG0008776	Clytia|LOC045036	Xenia|LOC124452491
OG0008777	Clytia|LOC045039	Xenia|LOC124452560
OG0008778	Clytia|LOC045075	Xenia|LOC124447031
OG0008779	Clytia|LOC045076	Xenia|LOC124445265
OG0008780	Clytia|LOC045080	Xenia|LOC124447034
OG0008782	Clytia|LOC045121	Xenia|LOC124441269
OG0008783	Clytia|LOC045129	Xenia|LOC124442673
OG0008784	Clytia|LOC045134	Xenia|LOC124457596
OG0008785	Clytia|LOC045139	Xenia|LOC124443934
OG0008786	Clytia|LOC045141	Xenia|LOC124447880
OG0008787	Clytia|LOC045145	Xenia|LOC124442755
OG0008788	Clytia|LOC045146	Xenia|LOC124442843
OG0008789	Clytia|LOC045175	Xenia|LOC124442171
OG0008790	Clytia|LOC045176	Xenia|LOC124444627
OG0008791	Clytia|LOC045184	Xenia|LOC124458149
OG0008792	Clytia|LOC045186	Xenia|LOC124443615
OG0008793	Clytia|LOC045189	Xenia|LOC124443655
OG0008794	Clytia|LOC045214	Xenia|LOC124452899
OG0008795	Clytia|LOC045220	Xenia|LOC124436224
OG0008796	Clytia|LOC045221	Xenia|LOC124436185
OG0008797	Clytia|LOC045235	Xenia|LOC124437656
OG0008798	Clytia|LOC045243	Xenia|LOC124446308
OG0008799	Clytia|LOC045245, Clytia|LOC045348	Xenia|LOC124437522
OG0008800	Clytia|LOC045246	Xenia|LOC124435801
OG0008801	Clytia|LOC045248	Xenia|LOC124437056
OG0008802	Clytia|LOC045262	Xenia|LOC124436483
OG0008803	Clytia|LOC045266	Xenia|LOC124437016
OG0008804	Clytia|LOC045274	Xenia|LOC124452650
OG0008805	Clytia|LOC045280	Xenia|LOC124437600
OG0008806	Clytia|LOC045281	Xenia|LOC124436808
OG0008808	Clytia|LOC045292	Xenia|LOC124436626
OG0008809	Clytia|LOC045293	Xenia|LOC124435813
OG0008810	Clytia|LOC045302	Xenia|LOC124436485
OG0008811	Clytia|LOC045407	Xenia|LOC124445326
OG0008812	Clytia|LOC045413	Xenia|LOC124433598
OG0008813	Clytia|LOC045415	Xenia|LOC124447760
OG0008814	Clytia|LOC045431	Xenia|LOC124438620
OG0008815	Clytia|LOC045455	Xenia|LOC124442583
OG0008816	Clytia|LOC045473	Xenia|LOC124448935
OG0008817	Clytia|LOC045474	Xenia|LOC124449365
OG0008818	Clytia|LOC045478	Xenia|LOC124440578
OG0008819	Clytia|LOC045483	Xenia|LOC124449590
OG0008820	Clytia|LOC045485	Xenia|LOC124441379
OG0008821	Clytia|LOC045489	Xenia|LOC124457469
OG0008822	Clytia|LOC045512	Xenia|LOC124442774
OG0008823	Clytia|LOC045513	Xenia|LOC124441723
OG0008824	Clytia|LOC045514	Xenia|LOC124453229
OG0008825	Clytia|LOC045516	Xenia|LOC124440932
OG0008826	Clytia|LOC045517	Xenia|LOC124442177
OG0008827	Clytia|LOC045542	Xenia|LOC124434713
OG0008828	Clytia|LOC045558	Xenia|LOC124452694
OG0008829	Clytia|LOC045581	Xenia|LOC124437191
OG0008830	Clytia|LOC045584	Xenia|LOC124445551
OG0008831	Clytia|LOC045586	Xenia|LOC124442206
OG0008832	Clytia|LOC045593	Xenia|LOC124450741
OG0008833	Clytia|LOC045595	Xenia|LOC124442281
OG0008834	Clytia|LOC045610	Xenia|LOC124445968
OG0008835	Clytia|LOC045612	Xenia|LOC124434785
OG0008836	Clytia|LOC045615	Xenia|LOC124434563
OG0008838	Clytia|LOC045619	Xenia|LOC124434913
OG0008839	Clytia|LOC045621	Xenia|LOC124446139
OG0008840	Clytia|LOC045622	Xenia|LOC124434695
OG0008841	Clytia|LOC045635	Xenia|LOC124445732
OG0008842	Clytia|LOC045639	Xenia|LOC124434736
OG0008843	Clytia|LOC045652	Xenia|LOC124435406
OG0008844	Clytia|LOC045653	Xenia|LOC124435347
OG0008845	Clytia|LOC045731, Clytia|LOC045759	Xenia|LOC124456950
OG0008846	Clytia|LOC045732	Xenia|LOC124459621
OG0008847	Clytia|LOC045734	Xenia|LOC124446026
OG0008848	Clytia|LOC045735	Xenia|LOC124433502
OG0008849	Clytia|LOC045739	Xenia|LOC124455298
OG0008850	Clytia|LOC045740	Xenia|LOC124448805
OG0008851	Clytia|LOC045749	Xenia|LOC124459634
OG0008852	Clytia|LOC045750	Xenia|LOC124441443
OG0008853	Clytia|LOC045752	Xenia|LOC124433359
OG0008854	Clytia|LOC045753	Xenia|LOC124434432
OG0008856	Clytia|LOC045764	Xenia|LOC124452706
OG0008857	Clytia|LOC045773	Xenia|LOC124448905
OG0008858	Clytia|LOC045793	Xenia|LOC124433589
OG0008859	Clytia|LOC045816	Xenia|LOC124436916
OG0008860	Clytia|LOC045837	Xenia|LOC124453113
OG0008861	Clytia|LOC045843	Xenia|LOC124437401
OG0008862	Clytia|LOC045844	Xenia|LOC124436667
OG0008863	Clytia|LOC045848	Xenia|LOC124436998
OG0009226	Clytia|LOC000028	Xenia|LOC124458745
OG0009228	Clytia|LOC000040	Xenia|LOC124457671
OG0009229	Clytia|LOC000050	Xenia|LOC124433430
OG0009231	Clytia|LOC000072	Xenia|LOC124439639
OG0009233	Clytia|LOC000127	Xenia|LOC124459583
OG0009234	Clytia|LOC000133	Xenia|LOC124450737
OG0009240	Clytia|LOC000274	Xenia|LOC124453672
OG0009241	Clytia|LOC000310	Xenia|LOC124435677
OG0009246	Clytia|LOC000338	Xenia|LOC124440112
