Orthogroup	longest_isoform_XeniaProteins	longest_isoform_HydractiniaProteins
OG0008348	Xenia|LOC124435302	Hydractinia|LOC130623417
OG0008349	Xenia|LOC124434950	Hydractinia|LOC130623533
OG0008350	Xenia|LOC124443782	Hydractinia|LOC130641773
OG0008351	Xenia|LOC124443820	Hydractinia|LOC130641639
OG0008352	Xenia|LOC124447911	Hydractinia|LOC130649509
OG0008353	Xenia|LOC124448676	Hydractinia|LOC130649290
OG0008354	Xenia|LOC124449562	Hydractinia|LOC130648712
OG0008355	Xenia|LOC124449480	Hydractinia|LOC130649287
OG0008356	Xenia|LOC124448795	Hydractinia|LOC130648949
OG0008357	Xenia|LOC124437808	Hydractinia|LOC130613795
OG0008358	Xenia|LOC124437403	Hydractinia|LOC130614180
OG0008359	Xenia|LOC124435548	Hydractinia|LOC130629628
OG0008360	Xenia|LOC124445449	Hydractinia|LOC130654412
OG0008361	Xenia|LOC124447794	Hydractinia|LOC130649293
OG0008362	Xenia|LOC124448338	Hydractinia|LOC130648838
OG0008363	Xenia|LOC124450912	Hydractinia|LOC130648681
OG0008364	Xenia|LOC124436628	Hydractinia|LOC130614121
OG0008365	Xenia|LOC124449426	Hydractinia|LOC130648808
OG0008366	Xenia|LOC124449432	Hydractinia|LOC130648878
OG0008367	Xenia|LOC124449556	Hydractinia|LOC130649621
OG0008368	Xenia|LOC124447772	Hydractinia|LOC130648843
OG0008369	Xenia|LOC124458865	Hydractinia|LOC130648890
OG0008370	Xenia|LOC124453631	Hydractinia|LOC130649437
OG0008371	Xenia|LOC124440368	Hydractinia|LOC130645854
OG0008373	Xenia|LOC124438243	Hydractinia|LOC130662359
OG0008374	Xenia|LOC124434358	Hydractinia|LOC130625805
OG0008375	Xenia|LOC124435194	Hydractinia|LOC130625371
OG0008376	Xenia|LOC124435685	Hydractinia|LOC130625340
OG0008377	Xenia|LOC124453627	Hydractinia|LOC130629275
OG0008378	Xenia|LOC124453717	Hydractinia|LOC130625846
OG0008379	Xenia|LOC124433777	Hydractinia|LOC130625285
OG0008380	Xenia|LOC124434882	Hydractinia|LOC130625013
OG0008381	Xenia|LOC124443482	Hydractinia|LOC130625299
OG0008383	Xenia|LOC124438307	Hydractinia|LOC130646945
OG0008384	Xenia|LOC124438958	Hydractinia|LOC130654070
OG0008385	Xenia|LOC124447120	Hydractinia|LOC130654673
OG0008386	Xenia|LOC124454023	Hydractinia|LOC130654258
OG0008387	Xenia|LOC124458280	Hydractinia|LOC130646971
OG0008388	Xenia|LOC124446727	Hydractinia|LOC130654682
OG0008389	Xenia|LOC124451096	Hydractinia|LOC130656157
OG0008390	Xenia|LOC124454975	Hydractinia|LOC130658014
OG0008391	Xenia|LOC124443340	Hydractinia|LOC130656672
OG0008392	Xenia|LOC124442425	Hydractinia|LOC130656370
OG0008393	Xenia|LOC124441035	Hydractinia|LOC130656318
OG0008394	Xenia|LOC124438698	Hydractinia|LOC130657605
OG0008395	Xenia|LOC124450767	Hydractinia|LOC130657600
OG0008396	Xenia|LOC124441060	Hydractinia|LOC130657501
OG0008397	Xenia|LOC124456082	Hydractinia|LOC130656794
OG0008398	Xenia|LOC124442741	Hydractinia|LOC130656378
OG0008399	Xenia|LOC124441329	Hydractinia|LOC130656382
OG0008400	Xenia|LOC124441105	Hydractinia|LOC130656385
OG0008401	Xenia|LOC124442640	Hydractinia|LOC130656952
OG0008402	Xenia|LOC124436213	Hydractinia|LOC130614010
OG0008403	Xenia|LOC124446017	Hydractinia|LOC130654463
OG0008404	Xenia|LOC124439869	Hydractinia|LOC130622071
OG0008405	Xenia|LOC124440828	Hydractinia|LOC130622125
OG0008406	Xenia|LOC124440036	Hydractinia|LOC130622540
OG0008407	Xenia|LOC124437665	Hydractinia|LOC130657613
OG0008408	Xenia|LOC124441831	Hydractinia|LOC130657494
OG0008409	Xenia|LOC124438388	Hydractinia|LOC130662629
OG0008410	Xenia|LOC124439676	Hydractinia|LOC130662563
OG0008411	Xenia|LOC124439289	Hydractinia|LOC130612690
OG0008412	Xenia|LOC124438229	Hydractinia|LOC130612116
OG0008413	Xenia|LOC124444019	Hydractinia|LOC130662744
OG0008414	Xenia|LOC124438116	Hydractinia|LOC130613362
OG0008415	Xenia|LOC124438135	Hydractinia|LOC130662339
OG0008416	Xenia|LOC124439556	Hydractinia|LOC130612378
OG0008417	Xenia|LOC124444183	Hydractinia|LOC130662745
OG0008418	Xenia|LOC124438794	Hydractinia|LOC130662337
OG0008419	Xenia|LOC124433432	Hydractinia|LOC130662630
OG0008420	Xenia|LOC124439927	Hydractinia|LOC130622319
OG0008422	Xenia|LOC124441480	Hydractinia|LOC130621926
OG0008423	Xenia|LOC124450805	Hydractinia|LOC130621118
OG0008424	Xenia|LOC124440500	Hydractinia|LOC130622650
OG0008425	Xenia|LOC124444636	Hydractinia|LOC130622707
OG0008426	Xenia|LOC124440503	Hydractinia|LOC130622710
OG0008427	Xenia|LOC124440553	Hydractinia|LOC130621178
OG0008428	Xenia|LOC124435283	Hydractinia|LOC130621935
OG0008429	Xenia|LOC124440821	Hydractinia|LOC130621305
OG0008430	Xenia|LOC124440769	Hydractinia|LOC130622236
OG0008431	Xenia|LOC124442028	Hydractinia|LOC130621148
OG0008432	Xenia|LOC124439884	Hydractinia|LOC130622237
OG0008433	Xenia|LOC124440253	Hydractinia|LOC130622010
OG0008434	Xenia|LOC124440695	Hydractinia|LOC130622211
OG0008435	Xenia|LOC124448114	Hydractinia|LOC130622243
OG0008436	Xenia|LOC124444265	Hydractinia|LOC130623825
OG0008437	Xenia|LOC124449714	Hydractinia|LOC130647121
OG0008438	Xenia|LOC124434289	Hydractinia|LOC130623355
OG0008439	Xenia|LOC124433419	Hydractinia|LOC130631298
OG0008440	Xenia|LOC124447248	Hydractinia|LOC130630451
OG0008441	Xenia|LOC124436544, Xenia|LOC124436527	Hydractinia|LOC130614123
OG0008442	Xenia|LOC124436227	Hydractinia|LOC130613903
OG0008443	Xenia|LOC124444434	Hydractinia|LOC130614378
OG0008444	Xenia|LOC124436774	Hydractinia|LOC130614385
OG0008445	Xenia|LOC124444927	Hydractinia|LOC130613902
OG0008446	Xenia|LOC124435894	Hydractinia|LOC130614811
OG0008447	Xenia|LOC124437017	Hydractinia|LOC130613648
OG0008448	Xenia|LOC124453283	Hydractinia|LOC130613647
OG0008449	Xenia|LOC124441236	Hydractinia|LOC130662639
OG0008451	Xenia|LOC124445043	Hydractinia|LOC130612578
OG0008452	Xenia|LOC124439650	Hydractinia|LOC130612572
OG0008453	Xenia|LOC124438367	Hydractinia|LOC130662476, Hydractinia|LOC130662474
OG0008454	Xenia|LOC124439605	Hydractinia|LOC130612110
OG0008455	Xenia|LOC124435719	Hydractinia|LOC130623695
OG0008456	Xenia|LOC124445886	Hydractinia|LOC130654543
OG0008457	Xenia|LOC124445692	Hydractinia|LOC130655104
OG0008458	Xenia|LOC124433770	Hydractinia|LOC130623644
OG0008459	Xenia|LOC124447542	Hydractinia|LOC130623649
OG0008461	Xenia|LOC124446644	Hydractinia|LOC130654319
OG0008462	Xenia|LOC124435452	Hydractinia|LOC130625677
OG0008463	Xenia|LOC124434310	Hydractinia|LOC130625490
OG0008464	Xenia|LOC124433755	Hydractinia|LOC130625789
OG0008465	Xenia|LOC124433924	Hydractinia|LOC130625784
OG0008466	Xenia|LOC124435722	Hydractinia|LOC130625839
OG0008467	Xenia|LOC124434957	Hydractinia|LOC130625786
OG0008468	Xenia|LOC124440574	Hydractinia|LOC130625838
OG0008469	Xenia|LOC124434877	Hydractinia|LOC130625892
OG0008470	Xenia|LOC124434325	Hydractinia|LOC130625017
OG0008471	Xenia|LOC124451842	Hydractinia|LOC130656821
OG0008472	Xenia|LOC124453690	Hydractinia|LOC130656820
OG0008473	Xenia|LOC124442766	Hydractinia|LOC130656151
OG0008474	Xenia|LOC124450993	Hydractinia|LOC130657058
OG0008475	Xenia|LOC124442200	Hydractinia|LOC130656116
OG0008476	Xenia|LOC124451120	Hydractinia|LOC130656394
OG0008477	Xenia|LOC124442908	Hydractinia|LOC130656118
OG0008478	Xenia|LOC124442850	Hydractinia|LOC130656176
OG0008479	Xenia|LOC124434767	Hydractinia|LOC130656564
OG0008480	Xenia|LOC124450739	Hydractinia|LOC130654713
OG0008481	Xenia|LOC124443644	Hydractinia|LOC130654651
OG0008482	Xenia|LOC124438565	Hydractinia|LOC130654712
OG0008483	Xenia|LOC124446634	Hydractinia|LOC130655344
OG0008484	Xenia|LOC124448412	Hydractinia|LOC130649653
OG0008485	Xenia|LOC124448041	Hydractinia|LOC130649588
OG0008487	Xenia|LOC124459525	Hydractinia|LOC130645332
OG0008488	Xenia|LOC124457013	Hydractinia|LOC130645037
OG0008489	Xenia|LOC124440402	Hydractinia|LOC130645053
OG0008490	Xenia|LOC124442249	Hydractinia|LOC130645352
OG0008491	Xenia|LOC124451524	Hydractinia|LOC130630670
OG0008492	Xenia|LOC124434609	Hydractinia|LOC130630676
OG0008493	Xenia|LOC124434062	Hydractinia|LOC130626056
OG0008495	Xenia|LOC124434141	Hydractinia|LOC130629476
OG0008496	Xenia|LOC124439264	Hydractinia|LOC130630551
OG0008497	Xenia|LOC124452516	Hydractinia|LOC130645861
OG0008498	Xenia|LOC124438722	Hydractinia|LOC130645060
OG0008499	Xenia|LOC124450252	Hydractinia|LOC130646699
OG0008500	Xenia|LOC124454539	Hydractinia|LOC130646731
OG0008501	Xenia|LOC124459647	Hydractinia|LOC130635662
OG0008502	Xenia|LOC124446910	Hydractinia|LOC130635665
OG0008503	Xenia|LOC124445313	Hydractinia|LOC130656899
OG0008504	Xenia|LOC124441317	Hydractinia|LOC130657423
OG0008505	Xenia|LOC124446789	Hydractinia|LOC130656913
OG0008506	Xenia|LOC124442535	Hydractinia|LOC130656581
OG0008507	Xenia|LOC124434730	Hydractinia|LOC130625393
OG0008508	Xenia|LOC124434012	Hydractinia|LOC130625000
OG0008509	Xenia|LOC124434054	Hydractinia|LOC130626161
OG0008510	Xenia|LOC124435395	Hydractinia|LOC130626035
OG0008511	Xenia|LOC124439153	Hydractinia|LOC130662616
OG0008512	Xenia|LOC124439235	Hydractinia|LOC130662331
OG0008513	Xenia|LOC124434662	Hydractinia|LOC130625514
OG0008514	Xenia|LOC124446647	Hydractinia|LOC130636443
OG0008515	Xenia|LOC124446725	Hydractinia|LOC130636646
OG0008516	Xenia|LOC124446718	Hydractinia|LOC130636474
OG0008517	Xenia|LOC124445604	Hydractinia|LOC130636475
OG0008518	Xenia|LOC124446609	Hydractinia|LOC130636708
OG0008519	Xenia|LOC124435721	Hydractinia|LOC130625540
OG0008520	Xenia|LOC124446351	Hydractinia|LOC130636076
OG0008521	Xenia|LOC124438551	Hydractinia|LOC130655893
OG0008522	Xenia|LOC124450391	Hydractinia|LOC130654536
OG0008523	Xenia|LOC124438618	Hydractinia|LOC130655750
OG0008524	Xenia|LOC124445189	Hydractinia|LOC130655790
OG0008525	Xenia|LOC124447183	Hydractinia|LOC130654420
OG0008526	Xenia|LOC124443858	Hydractinia|LOC130621713
OG0008527	Xenia|LOC124438111	Hydractinia|LOC130621871
OG0008528	Xenia|LOC124445221	Hydractinia|LOC130621758
OG0008529	Xenia|LOC124433819	Hydractinia|LOC130621738
OG0008530	Xenia|LOC124440018	Hydractinia|LOC130621754
OG0008531	Xenia|LOC124439893	Hydractinia|LOC130622685
OG0008532	Xenia|LOC124440579	Hydractinia|LOC130622443
OG0008533	Xenia|LOC124438566	Hydractinia|LOC130655902
OG0008534	Xenia|LOC124447178	Hydractinia|LOC130654414
OG0008535	Xenia|LOC124456270	Hydractinia|LOC130621606
OG0008536	Xenia|LOC124439990	Hydractinia|LOC130621991
OG0008537	Xenia|LOC124434060	Hydractinia|LOC130621424
OG0008538	Xenia|LOC124439795	Hydractinia|LOC130622682
OG0008539	Xenia|LOC124445788	Hydractinia|LOC130636178
OG0008540	Xenia|LOC124447201	Hydractinia|LOC130636120
OG0008541	Xenia|LOC124447250	Hydractinia|LOC130636083
OG0008542	Xenia|LOC124453197	Hydractinia|LOC130640988
OG0008543	Xenia|LOC124434919	Hydractinia|LOC130622929
OG0008544	Xenia|LOC124444086	Hydractinia|LOC130641857
OG0008545	Xenia|LOC124452889	Hydractinia|LOC130641838
OG0008546	Xenia|LOC124440299	Hydractinia|LOC130622780
OG0008547	Xenia|LOC124446805	Hydractinia|LOC130635827
OG0008548	Xenia|LOC124447513	Hydractinia|LOC130636639
OG0008549	Xenia|LOC124447163	Hydractinia|LOC130636640
OG0008550	Xenia|LOC124446540	Hydractinia|LOC130636058
OG0008551	Xenia|LOC124447427	Hydractinia|LOC130636506
OG0008552	Xenia|LOC124458538	Hydractinia|LOC130641679
OG0008554	Xenia|LOC124453289	Hydractinia|LOC130641787
OG0008555	Xenia|LOC124444270	Hydractinia|LOC130640992
OG0008557	Xenia|LOC124434537	Hydractinia|LOC130624064
OG0008558	Xenia|LOC124434916	Hydractinia|LOC130623795
OG0008559	Xenia|LOC124434444	Hydractinia|LOC130623595
OG0008560	Xenia|LOC124434911	Hydractinia|LOC130622904
OG0008561	Xenia|LOC124453680	Hydractinia|LOC130629309
OG0008562	Xenia|LOC124447125	Hydractinia|LOC130623461
OG0008564	Xenia|LOC124444626	Hydractinia|LOC130645013
OG0008565	Xenia|LOC124445020	Hydractinia|LOC130644388
OG0008566	Xenia|LOC124440031	Hydractinia|LOC130629471
OG0008567	Xenia|LOC124439910	Hydractinia|LOC130629781
OG0008568	Xenia|LOC124435458	Hydractinia|LOC130630181
OG0008569	Xenia|LOC124440166	Hydractinia|LOC130622698
OG0008570	Xenia|LOC124447411	Hydractinia|LOC130655174
OG0008571	Xenia|LOC124435461	Hydractinia|LOC130621970
OG0008572	Xenia|LOC124437528	Hydractinia|LOC130613986
OG0008573	Xenia|LOC124436506	Hydractinia|LOC130613718
OG0008574	Xenia|LOC124437391	Hydractinia|LOC130613988
OG0008575	Xenia|LOC124436323	Hydractinia|LOC130613887
OG0008576	Xenia|LOC124440207	Hydractinia|LOC130622180
OG0008577	Xenia|LOC124434282	Hydractinia|LOC130623966
OG0008578	Xenia|LOC124440813	Hydractinia|LOC130621824
OG0008579	Xenia|LOC124451387	Hydractinia|LOC130621751
OG0008580	Xenia|LOC124444000	Hydractinia|LOC130654175
OG0008581	Xenia|LOC124438656	Hydractinia|LOC130656075
OG0008582	Xenia|LOC124438556	Hydractinia|LOC130656076
OG0008583	Xenia|LOC124450336	Hydractinia|LOC130654778
OG0008584	Xenia|LOC124437037	Hydractinia|LOC130653933
OG0008585	Xenia|LOC124443191	Hydractinia|LOC130644788
OG0008586	Xenia|LOC124441262	Hydractinia|LOC130645576
OG0008587	Xenia|LOC124444202	Hydractinia|LOC130645558
OG0008588	Xenia|LOC124435411	Hydractinia|LOC130626102
OG0008590	Xenia|LOC124434516	Hydractinia|LOC130623328
OG0008591	Xenia|LOC124436212	Hydractinia|LOC130645078
OG0008592	Xenia|LOC124444056	Hydractinia|LOC130645377
OG0008593	Xenia|LOC124442502	Hydractinia|LOC130645329
OG0008594	Xenia|LOC124444324	Hydractinia|LOC130645331
OG0008595	Xenia|LOC124441665	Hydractinia|LOC130644837
OG0008596	Xenia|LOC124443505	Hydractinia|LOC130644557
OG0008597	Xenia|LOC124441380	Hydractinia|LOC130644867
OG0008598	Xenia|LOC124437857	Hydractinia|LOC130614792
OG0008599	Xenia|LOC124437139	Hydractinia|LOC130614528
OG0008601	Xenia|LOC124449366	Hydractinia|LOC130649488
OG0008602	Xenia|LOC124448937	Hydractinia|LOC130649048
OG0008603	Xenia|LOC124448936	Hydractinia|LOC130649063
OG0008604	Xenia|LOC124453178	Hydractinia|LOC130649511
OG0008605	Xenia|LOC124447992	Hydractinia|LOC130648372
OG0008606	Xenia|LOC124447718	Hydractinia|LOC130648879
OG0008607	Xenia|LOC124448333	Hydractinia|LOC130649647
OG0008608	Xenia|LOC124449600	Hydractinia|LOC130649635
OG0008609	Xenia|LOC124448150	Hydractinia|LOC130649482
OG0008610	Xenia|LOC124447838	Hydractinia|LOC130649087
OG0008611	Xenia|LOC124434885	Hydractinia|LOC130649512
OG0008612	Xenia|LOC124434219	Hydractinia|LOC130625383
OG0008613	Xenia|LOC124435450	Hydractinia|LOC130625303
OG0008614	Xenia|LOC124450943	Hydractinia|LOC130654777
OG0008615	Xenia|LOC124438703	Hydractinia|LOC130655371
OG0008616	Xenia|LOC124438326	Hydractinia|LOC130654886
OG0008617	Xenia|LOC124438586	Hydractinia|LOC130654786
OG0008618	Xenia|LOC124439285	Hydractinia|LOC130655686
OG0008619	Xenia|LOC124444610	Hydractinia|LOC130655112
OG0008620	Xenia|LOC124439478	Hydractinia|LOC130654775
OG0008621	Xenia|LOC124439580	Hydractinia|LOC130655668
OG0008622	Xenia|LOC124437040	Hydractinia|LOC130614682
OG0008623	Xenia|LOC124436177	Hydractinia|LOC130614685
OG0008624	Xenia|LOC124437274	Hydractinia|LOC130614063
OG0008625	Xenia|LOC124436519	Hydractinia|LOC130614133
OG0008626	Xenia|LOC124437830	Hydractinia|LOC130614844
OG0008627	Xenia|LOC124437547	Hydractinia|LOC130649435
OG0008628	Xenia|LOC124437396	Hydractinia|LOC130613979
OG0008629	Xenia|LOC124439609	Hydractinia|LOC130614686
OG0008630	Xenia|LOC124444290, Xenia|LOC124444292	Hydractinia|LOC130614894
OG0008631	Xenia|LOC124452874	Hydractinia|LOC130613967
OG0008632	Xenia|LOC124457486	Hydractinia|LOC130662278
OG0008633	Xenia|LOC124451926	Hydractinia|LOC130655438
OG0008634	Xenia|LOC124440747	Hydractinia|LOC130623490
OG0008635	Xenia|LOC124435057	Hydractinia|LOC130655715
OG0008636	Xenia|LOC124452432	Hydractinia|LOC130655020
OG0008637	Xenia|LOC124436503	Hydractinia|LOC130654978
OG0008638	Xenia|LOC124448050	Hydractinia|LOC130662443
OG0008639	Xenia|LOC124452869	Hydractinia|LOC130629233
OG0008640	Xenia|LOC124438721	Hydractinia|LOC130630596
OG0008642	Xenia|LOC124444055	Hydractinia|LOC130645770
OG0008643	Xenia|LOC124444726	Hydractinia|LOC130644502
OG0008644	Xenia|LOC124444630	Hydractinia|LOC130644324
OG0008645	Xenia|LOC124453740	Hydractinia|LOC130628932
OG0008646	Xenia|LOC124443746	Hydractinia|LOC130645769
OG0008647	Xenia|LOC124443973	Hydractinia|LOC130644325
OG0008648	Xenia|LOC124453824	Hydractinia|LOC130655022
OG0008649	Xenia|LOC124444279	Hydractinia|LOC130644316
OG0008650	Xenia|LOC124446129	Hydractinia|LOC130628555
OG0008651	Xenia|LOC124453691	Hydractinia|LOC130628607
OG0008652	Xenia|LOC124453335	Hydractinia|LOC130629206
OG0008653	Xenia|LOC124452609	Hydractinia|LOC130629245
OG0008654	Xenia|LOC124452919	Hydractinia|LOC130629263
OG0008655	Xenia|LOC124453695	Hydractinia|LOC130629261
OG0008656	Xenia|LOC124453048	Hydractinia|LOC130628877
OG0008657	Xenia|LOC124435814	Hydractinia|LOC130613897
OG0008659	Xenia|LOC124440298	Hydractinia|LOC130622086
OG0008660	Xenia|LOC124440327	Hydractinia|LOC130621197
OG0008661	Xenia|LOC124440697	Hydractinia|LOC130621698
OG0008662	Xenia|LOC124440589	Hydractinia|LOC130622687
OG0008663	Xenia|LOC124440158	Hydractinia|LOC130621793
OG0008664	Xenia|LOC124443783	Hydractinia|LOC130621696
OG0008665	Xenia|LOC124440371	Hydractinia|LOC130622731
OG0008666	Xenia|LOC124438378	Hydractinia|LOC130622733
OG0008668	Xenia|LOC124436821	Hydractinia|LOC130621140
OG0008669	Xenia|LOC124445240	Hydractinia|LOC130622705
OG0008670	Xenia|LOC124436961	Hydractinia|LOC130614551
OG0008671	Xenia|LOC124437415	Hydractinia|LOC130614552
OG0008672	Xenia|LOC124437064	Hydractinia|LOC130614890, Hydractinia|LOC130614891
OG0008674	Xenia|LOC124451767	Hydractinia|LOC130614847
OG0008675	Xenia|LOC124437849	Hydractinia|LOC130613891
OG0008676	Xenia|LOC124440406	Hydractinia|LOC130622273
OG0008678	Xenia|LOC124439856	Hydractinia|LOC130622134
OG0008679	Xenia|LOC124439072	Hydractinia|LOC130622135
OG0008681	Xenia|LOC124441484	Hydractinia|LOC130621695
OG0008682	Xenia|LOC124440307	Hydractinia|LOC130622066
OG0008683	Xenia|LOC124439677	Hydractinia|LOC130622660
OG0008684	Xenia|LOC124440405	Hydractinia|LOC130622704
OG0008685	Xenia|LOC124445148	Hydractinia|LOC130622703
OG0008686	Xenia|LOC124440611	Hydractinia|LOC130621666
OG0008687	Xenia|LOC124450365	Hydractinia|LOC130636301
OG0008688	Xenia|LOC124446876	Hydractinia|LOC130640711, Hydractinia|LOC130642222
OG0008689	Xenia|LOC124435684	Hydractinia|LOC130625610
OG0008690	Xenia|LOC124453645	Hydractinia|LOC130641488
OG0008691	Xenia|LOC124438399	Hydractinia|LOC130644787
OG0008692	Xenia|LOC124443895	Hydractinia|LOC130644815
OG0008693	Xenia|LOC124441372	Hydractinia|LOC130644814
OG0008694	Xenia|LOC124442624	Hydractinia|LOC130644871
OG0008695	Xenia|LOC124443678	Hydractinia|LOC130644653
OG0008696	Xenia|LOC124452840	Hydractinia|LOC130644468
OG0008697	Xenia|LOC124444535	Hydractinia|LOC130645781
OG0008698	Xenia|LOC124441926	Hydractinia|LOC130644829
OG0008699	Xenia|LOC124441969	Hydractinia|LOC130644715
OG0008700	Xenia|LOC124444964	Hydractinia|LOC130644477
OG0008701	Xenia|LOC124441004	Hydractinia|LOC130654479
OG0008702	Xenia|LOC124446001	Hydractinia|LOC130644930
OG0008703	Xenia|LOC124443805	Hydractinia|LOC130645159
OG0008704	Xenia|LOC124439283	Hydractinia|LOC130645595
OG0008705	Xenia|LOC124434937	Hydractinia|LOC130645980
OG0008706	Xenia|LOC124444902	Hydractinia|LOC130645194
OG0008707	Xenia|LOC124441854	Hydractinia|LOC130645197
OG0008708	Xenia|LOC124443983	Hydractinia|LOC130644654
OG0008709	Xenia|LOC124442970	Hydractinia|LOC130644469
OG0008710	Xenia|LOC124443042	Hydractinia|LOC130645425
OG0008711	Xenia|LOC124444718	Hydractinia|LOC130644541
OG0008712	Xenia|LOC124443036	Hydractinia|LOC130645046
OG0008713	Xenia|LOC124444087	Hydractinia|LOC130644583
OG0008714	Xenia|LOC124442482	Hydractinia|LOC130644437
OG0008715	Xenia|LOC124444520	Hydractinia|LOC130644964
OG0008716	Xenia|LOC124442967	Hydractinia|LOC130645099
OG0008717	Xenia|LOC124442683	Hydractinia|LOC130645098
OG0008718	Xenia|LOC124444483	Hydractinia|LOC130644937
OG0008719	Xenia|LOC124444203	Hydractinia|LOC130644340
OG0008720	Xenia|LOC124442362	Hydractinia|LOC130645120
OG0008721	Xenia|LOC124443866	Hydractinia|LOC130645158
OG0008722	Xenia|LOC124443162	Hydractinia|LOC130645526
OG0008723	Xenia|LOC124434847	Hydractinia|LOC130623330
OG0008724	Xenia|LOC124452755	Hydractinia|LOC130640944
OG0008725	Xenia|LOC124453103	Hydractinia|LOC130642033
OG0008726	Xenia|LOC124452566	Hydractinia|LOC130640852
OG0008728	Xenia|LOC124452754	Hydractinia|LOC130641379
OG0008729	Xenia|LOC124453085	Hydractinia|LOC130641408
OG0008730	Xenia|LOC124453163	Hydractinia|LOC130641447
OG0008731	Xenia|LOC124452535, Xenia|LOC124453275	Hydractinia|LOC130640846
OG0008733	Xenia|LOC124453179	Hydractinia|LOC130641712
OG0008734	Xenia|LOC124443581	Hydractinia|LOC130642068
OG0008735	Xenia|LOC124452571	Hydractinia|LOC130641515
OG0008736	Xenia|LOC124437272	Hydractinia|LOC130614366
OG0008737	Xenia|LOC124436902	Hydractinia|LOC130622226
OG0008738	Xenia|LOC124441805	Hydractinia|LOC130622159
OG0008739	Xenia|LOC124440593	Hydractinia|LOC130622747
OG0008740	Xenia|LOC124438982	Hydractinia|LOC130612958
OG0008741	Xenia|LOC124438978	Hydractinia|LOC130662554
OG0008742	Xenia|LOC124433826	Hydractinia|LOC130623431
OG0008743	Xenia|LOC124435351	Hydractinia|LOC130624066
OG0008744	Xenia|LOC124434590	Hydractinia|LOC130622953
OG0008745	Xenia|LOC124435352	Hydractinia|LOC130623893
OG0008746	Xenia|LOC124452407	Hydractinia|LOC130632648
OG0008747	Xenia|LOC124454445	Hydractinia|LOC130630817
