Orthogroup	longest_isoform_XeniaProteins	longest_isoform_HydraProteins
OG0007826	Xenia|LOC124446366	Hydra|LOC101239600
OG0007828	Xenia|LOC124446078	Hydra|LOC100215019
OG0007830	Xenia|LOC124454732	Hydra|LOC100211035
OG0007832	Xenia|LOC124433684	Hydra|LOC100215529
OG0007833	Xenia|LOC124433772	Hydra|LOC100202247
OG0007834	Xenia|LOC124434978	Hydra|LOC100204778
OG0007835	Xenia|LOC124434728	Hydra|LOC101240983
OG0007836	Xenia|LOC124444428	Hydra|LOC100212805
OG0007837	Xenia|LOC124434636	Hydra|LOC100200323
OG0007840	Xenia|LOC124435287	Hydra|LOC100212478
OG0007841	Xenia|LOC124434290	Hydra|LOC100204901
OG0007842	Xenia|LOC124434552	Hydra|LOC100210162
OG0007843	Xenia|LOC124435033	Hydra|LOC101241799
OG0007844	Xenia|LOC124434589	Hydra|LOC100198848
OG0007845	Xenia|LOC124445533	Hydra|LOC100209488
OG0007846	Xenia|LOC124434646	Hydra|LOC100210805
OG0007847	Xenia|LOC124439972	Hydra|LOC100202466
OG0007849	Xenia|LOC124452257	Hydra|LOC101234741
OG0007850	Xenia|LOC124435080	Hydra|LOC100210573
OG0007851	Xenia|LOC124452936	Hydra|LOC100209333
OG0007852	Xenia|LOC124452765	Hydra|LOC100205145
OG0007853	Xenia|LOC124440814	Hydra|LOC100215787
OG0007854	Xenia|LOC124434700	Hydra|LOC100200709
OG0007855	Xenia|LOC124453183	Hydra|LOC100199529
OG0007856	Xenia|LOC124445727	Hydra|LOC100211437
OG0007857	Xenia|LOC124444308	Hydra|LOC100207318
OG0007858	Xenia|LOC124443407	Hydra|LOC101238957
OG0007859	Xenia|LOC124445199	Hydra|LOC100203932
OG0007860	Xenia|LOC124443819	Hydra|LOC100210921
OG0007861	Xenia|LOC124444504	Hydra|LOC100209548
OG0007862	Xenia|LOC124453682	Hydra|LOC101236407
OG0007863	Xenia|LOC124452756	Hydra|LOC100214689
OG0007865	Xenia|LOC124448319	Hydra|LOC100201195
OG0007866	Xenia|LOC124444143	Hydra|LOC100204460
OG0007867	Xenia|LOC124458329	Hydra|LOC100206761
OG0007869	Xenia|LOC124455532	Hydra|LOC100210303
OG0007870	Xenia|LOC124445469	Hydra|LOC100215428
OG0007871	Xenia|LOC124439979	Hydra|LOC100208584
OG0007872	Xenia|LOC124439501	Hydra|LOC100197622
OG0007873	Xenia|LOC124445942	Hydra|LOC100207572
OG0007874	Xenia|LOC124439482	Hydra|LOC100214909
OG0007875	Xenia|LOC124439052	Hydra|LOC100200376
OG0007876	Xenia|LOC124438062	Hydra|LOC100197210
OG0007877	Xenia|LOC124446678	Hydra|LOC100204958
OG0007878	Xenia|LOC124439491	Hydra|LOC100200658
OG0007879	Xenia|LOC124446507	Hydra|LOC100214660
OG0007880	Xenia|LOC124446252	Hydra|LOC100211227
OG0007882	Xenia|LOC124459488	Hydra|LOC100210539
OG0007883	Xenia|LOC124438671	Hydra|LOC105844645
OG0007884	Xenia|LOC124444959	Hydra|LOC100214920
OG0007885	Xenia|LOC124449850	Hydra|LOC100213191
OG0007886	Xenia|LOC124438215	Hydra|LOC100215791
OG0007887	Xenia|LOC124439325	Hydra|LOC100215593
OG0007888	Xenia|LOC124434076	Hydra|LOC100213688
OG0007889	Xenia|LOC124439388	Hydra|LOC100202984
OG0007890	Xenia|LOC124438877	Hydra|LOC100199205
OG0007891	Xenia|LOC124439244	Hydra|LOC100200137
OG0007892	Xenia|LOC124438424	Hydra|LOC101239878
OG0007893	Xenia|LOC124453333	Hydra|LOC124812333
OG0007894	Xenia|LOC124439240	Hydra|LOC101237916
OG0007895	Xenia|LOC124439662	Hydra|LOC101236746
OG0007896	Xenia|LOC124442480	Hydra|LOC100197250
OG0007898	Xenia|LOC124445091	Hydra|LOC100209600
OG0007899	Xenia|LOC124439165	Hydra|LOC100210051
OG0007900	Xenia|LOC124435720	Hydra|LOC100213659
OG0007901	Xenia|LOC124453756	Hydra|LOC100213884
OG0007902	Xenia|LOC124439591	Hydra|LOC100204701
OG0007903	Xenia|LOC124452775	Hydra|LOC101240090
OG0007904	Xenia|LOC124450227	Hydra|LOC100202599
OG0007905	Xenia|LOC124438014	Hydra|LOC101239690
OG0007906	Xenia|LOC124450277	Hydra|LOC100212529
OG0007907	Xenia|LOC124446595	Hydra|LOC100214287
OG0007908	Xenia|LOC124439398	Hydra|LOC100200237
OG0007909	Xenia|LOC124450377	Hydra|LOC105843819
OG0007910	Xenia|LOC124446728	Hydra|LOC100205636
OG0007911	Xenia|LOC124442775	Hydra|LOC100208159
OG0007912	Xenia|LOC124435726	Hydra|LOC100211676
OG0007914	Xenia|LOC124434296	Hydra|LOC100198186
OG0007915	Xenia|LOC124443814	Hydra|LOC100209360
OG0007916	Xenia|LOC124444774	Hydra|LOC100210707
OG0007917	Xenia|LOC124444493	Hydra|LOC100201395
OG0007918	Xenia|LOC124438098	Hydra|LOC100205141
OG0007919	Xenia|LOC124444935	Hydra|LOC100208424
OG0007920	Xenia|LOC124452482	Hydra|LOC100215340
OG0007921	Xenia|LOC124452417	Hydra|LOC101237139
OG0007922	Xenia|LOC124453564	Hydra|LOC100206936
OG0007923	Xenia|LOC124452943	Hydra|LOC100211805
OG0007924	Xenia|LOC124441949	Hydra|LOC100208447
OG0007925	Xenia|LOC124434672	Hydra|LOC100208627
OG0007926	Xenia|LOC124448769	Hydra|LOC100207378
OG0007927	Xenia|LOC124447766	Hydra|LOC101234799
OG0007928	Xenia|LOC124448273	Hydra|LOC100197296
OG0007929	Xenia|LOC124449631	Hydra|LOC100197511
OG0007930	Xenia|LOC124459502	Hydra|LOC100204189
OG0007931	Xenia|LOC124451093	Hydra|LOC105847479
OG0007932	Xenia|LOC124457003	Hydra|LOC100210806
OG0007934	Xenia|LOC124439212	Hydra|LOC100200883
OG0007935	Xenia|LOC124451838	Hydra|LOC105850869
OG0007937	Xenia|LOC124451827	Hydra|LOC100212802
OG0007938	Xenia|LOC124444834	Hydra|LOC101235387
OG0007939	Xenia|LOC124443924	Hydra|LOC100207782
OG0007940	Xenia|LOC124453731	Hydra|LOC100208529
OG0007941	Xenia|LOC124453592	Hydra|LOC100201720
OG0007942	Xenia|LOC124446343	Hydra|LOC100206652
OG0007944	Xenia|LOC124441263	Hydra|LOC101238741
OG0007945	Xenia|LOC124452561	Hydra|LOC100199247
OG0007946	Xenia|LOC124442496	Hydra|LOC100213962
OG0007947	Xenia|LOC124443599	Hydra|LOC101234844
OG0007948	Xenia|LOC124444850	Hydra|LOC100209629
OG0007949	Xenia|LOC124443925	Hydra|LOC100207253
OG0007950	Xenia|LOC124445024	Hydra|LOC100212254
OG0007951	Xenia|LOC124444958	Hydra|LOC100203218
OG0007954	Xenia|LOC124443883	Hydra|LOC100198345
OG0007956	Xenia|LOC124446960	Hydra|LOC100205001
OG0007957	Xenia|LOC124443203	Hydra|LOC100201725
OG0007958	Xenia|LOC124444638	Hydra|LOC105850553
OG0007959	Xenia|LOC124444910	Hydra|LOC100215508
OG0007960	Xenia|LOC124444409	Hydra|LOC105846161
OG0007962	Xenia|LOC124446754	Hydra|LOC100212507
OG0007963	Xenia|LOC124446316	Hydra|LOC101238539
OG0007964	Xenia|LOC124446493	Hydra|LOC100199064
OG0007965	Xenia|LOC124433482	Hydra|LOC100212283
OG0007966	Xenia|LOC124447269	Hydra|LOC100211416
OG0007967	Xenia|LOC124445275	Hydra|LOC100204213
OG0007968	Xenia|LOC124444934	Hydra|LOC100207944
OG0007970	Xenia|LOC124445261	Hydra|LOC100200122
OG0007971	Xenia|LOC124446207	Hydra|LOC100215706
OG0007972	Xenia|LOC124447509	Hydra|LOC100208593
OG0007973	Xenia|LOC124433522	Hydra|LOC100213539
OG0007974	Xenia|LOC124455752	Hydra|LOC100202421
OG0007975	Xenia|LOC124435075	Hydra|LOC100215103
OG0007976	Xenia|LOC124434080	Hydra|LOC100207611
OG0007977	Xenia|LOC124434839	Hydra|LOC100198637
OG0007978	Xenia|LOC124445268	Hydra|LOC100197096
OG0007979	Xenia|LOC124445603	Hydra|LOC100198588
OG0007981	Xenia|LOC124447558	Hydra|LOC100208145
OG0007982	Xenia|LOC124446949	Hydra|LOC100199772
OG0007983	Xenia|LOC124446954	Hydra|LOC100199248
OG0007984	Xenia|LOC124435350	Hydra|LOC100203875
OG0007985	Xenia|LOC124435419	Hydra|LOC100201712
OG0007986	Xenia|LOC124443846	Hydra|LOC101241078
OG0007987	Xenia|LOC124442634	Hydra|LOC100205538
OG0007988	Xenia|LOC124452410	Hydra|LOC100214416
OG0007989	Xenia|LOC124451061	Hydra|LOC100209409
OG0007991	Xenia|LOC124452555	Hydra|LOC100198779
OG0007992	Xenia|LOC124435660	Hydra|LOC100213858
OG0007993	Xenia|LOC124446834	Hydra|LOC101241832
OG0007995	Xenia|LOC124444328	Hydra|LOC100211522
OG0007996	Xenia|LOC124444746	Hydra|LOC100200977
OG0007997	Xenia|LOC124450913	Hydra|LOC100209588
OG0007998	Xenia|LOC124453722	Hydra|LOC101241467
OG0007999	Xenia|LOC124436358	Hydra|LOC100206930
OG0008000	Xenia|LOC124453270	Hydra|LOC100203191
OG0008001	Xenia|LOC124441011	Hydra|LOC100211957
OG0008002	Xenia|LOC124442879	Hydra|LOC100197502
OG0008003	Xenia|LOC124445143	Hydra|LOC105848562
OG0008004	Xenia|LOC124442000	Hydra|LOC100213581
OG0008005	Xenia|LOC124442501	Hydra|LOC100209699
OG0008006	Xenia|LOC124443785	Hydra|LOC100201869
OG0008007	Xenia|LOC124452456	Hydra|LOC100199329
OG0008008	Xenia|LOC124436470	Hydra|LOC100210798
OG0008009	Xenia|LOC124437645	Hydra|LOC101237000
OG0008010	Xenia|LOC124436194	Hydra|LOC100207058
OG0008011	Xenia|LOC124436994	Hydra|LOC100203841
OG0008012	Xenia|LOC124436215	Hydra|LOC101241145
OG0008013	Xenia|LOC124436222	Hydra|LOC100204834
OG0008014	Xenia|LOC124452741	Hydra|LOC101236709
OG0008015	Xenia|LOC124437321	Hydra|LOC100208113
OG0008016	Xenia|LOC124436172	Hydra|LOC100206548
OG0008017	Xenia|LOC124436473	Hydra|LOC101240513
OG0008018	Xenia|LOC124448911	Hydra|LOC100199692
OG0008019	Xenia|LOC124455393	Hydra|LOC100205090
OG0008020	Xenia|LOC124449512	Hydra|LOC101234304
OG0008021	Xenia|LOC124439219	Hydra|LOC100208579
OG0008022	Xenia|LOC124456386	Hydra|LOC100202880
OG0008023	Xenia|LOC124448233	Hydra|LOC100210294
OG0008024	Xenia|LOC124449285	Hydra|LOC100203396
OG0008025	Xenia|LOC124436450	Hydra|LOC100198866
OG0008026	Xenia|LOC124436868	Hydra|LOC101238022
OG0008027	Xenia|LOC124437850	Hydra|LOC100214797
OG0008028	Xenia|LOC124437546	Hydra|LOC100206073
OG0008029	Xenia|LOC124436439	Hydra|LOC100207432
OG0008030	Xenia|LOC124448068	Hydra|LOC100204248
OG0008031	Xenia|LOC124444351	Hydra|LOC100211134
OG0008032	Xenia|LOC124443538	Hydra|LOC101237984
OG0008033	Xenia|LOC124444218	Hydra|LOC100204994
OG0008034	Xenia|LOC124436679	Hydra|LOC100213059
OG0008035	Xenia|LOC124437537	Hydra|LOC100208605
OG0008036	Xenia|LOC124436935	Hydra|LOC100200735
OG0008037	Xenia|LOC124436155	Hydra|LOC100210651
OG0008038	Xenia|LOC124440624	Hydra|LOC100197522
OG0008039	Xenia|LOC124439134	Hydra|LOC100213967
OG0008040	Xenia|LOC124448174	Hydra|LOC100202856
OG0008041	Xenia|LOC124445018	Hydra|LOC100212846
OG0008042	Xenia|LOC124438668	Hydra|LOC100197574
OG0008043	Xenia|LOC124442604	Hydra|LOC100209603
OG0008044	Xenia|LOC124444754	Hydra|LOC100208572
OG0008045	Xenia|LOC124443597	Hydra|LOC100205230
OG0008046	Xenia|LOC124442722	Hydra|LOC100204107
OG0008047	Xenia|LOC124443160	Hydra|LOC100206869
OG0008048	Xenia|LOC124448774	Hydra|LOC100206329
OG0008049	Xenia|LOC124444884	Hydra|LOC100200845
OG0008050	Xenia|LOC124448636	Hydra|LOC100206879
OG0008051	Xenia|LOC124444852	Hydra|LOC100214495
OG0008052	Xenia|LOC124435561	Hydra|LOC100198507
OG0008053	Xenia|LOC124451769	Hydra|LOC100209454
OG0008054	Xenia|LOC124437066	Hydra|LOC100213136
OG0008055	Xenia|LOC124437666	Hydra|LOC100197146
OG0008056	Xenia|LOC124436765	Hydra|LOC100201131
OG0008057	Xenia|LOC124447496	Hydra|LOC100210994
OG0008058	Xenia|LOC124456372	Hydra|LOC100201174
OG0008059	Xenia|LOC124445831	Hydra|LOC100198041
OG0008060	Xenia|LOC124439281	Hydra|LOC101240322
OG0008061	Xenia|LOC124439909	Hydra|LOC100208653
OG0008062	Xenia|LOC124444377	Hydra|LOC100213009
OG0008063	Xenia|LOC124441459	Hydra|LOC100212542
OG0008064	Xenia|LOC124440263	Hydra|LOC100204580
OG0008065	Xenia|LOC124439222	Hydra|LOC100211013
OG0008066	Xenia|LOC124440363	Hydra|LOC100206972
OG0008067	Xenia|LOC124444565	Hydra|LOC105844215
OG0008068	Xenia|LOC124434123	Hydra|LOC100214655
OG0008069	Xenia|LOC124436487	Hydra|LOC100206904
OG0008071	Xenia|LOC124438360	Hydra|LOC100214978
OG0008072	Xenia|LOC124437634	Hydra|LOC100214545
OG0008073	Xenia|LOC124437078	Hydra|LOC100205428
OG0008075	Xenia|LOC124452249	Hydra|LOC105847522
OG0008076	Xenia|LOC124440706	Hydra|LOC101237801
OG0008077	Xenia|LOC124440719	Hydra|LOC100209581
OG0008078	Xenia|LOC124440831	Hydra|LOC100197392
OG0008079	Xenia|LOC124435305	Hydra|LOC100215123
OG0008080	Xenia|LOC124441394	Hydra|LOC100200251
OG0008081	Xenia|LOC124437844	Hydra|LOC100200250
OG0008082	Xenia|LOC124440306	Hydra|LOC101238178
OG0008083	Xenia|LOC124449346	Hydra|LOC100201432
OG0008084	Xenia|LOC124435429	Hydra|LOC105848859
OG0008085	Xenia|LOC124458628	Hydra|LOC100202322
OG0008086	Xenia|LOC124453985	Hydra|LOC101239383
OG0008088	Xenia|LOC124454837	Hydra|LOC100203240
OG0008089	Xenia|LOC124457137	Hydra|LOC101241678
OG0008090	Xenia|LOC124447270	Hydra|LOC100209556
OG0008093	Xenia|LOC124440159	Hydra|LOC100208538
OG0008094	Xenia|LOC124439755	Hydra|LOC101234531
OG0008095	Xenia|LOC124440846	Hydra|LOC100212411
OG0008097	Xenia|LOC124440147	Hydra|LOC101237679
OG0008098	Xenia|LOC124440707	Hydra|LOC100204646
OG0008099	Xenia|LOC124440659	Hydra|LOC101240134
OG0008100	Xenia|LOC124440407	Hydra|LOC100207846
OG0008101	Xenia|LOC124442283	Hydra|LOC100206900
OG0008102	Xenia|LOC124440012	Hydra|LOC100205418
OG0008103	Xenia|LOC124439835	Hydra|LOC100210301
OG0008104	Xenia|LOC124441396	Hydra|LOC100202256
OG0008105	Xenia|LOC124440558	Hydra|LOC101241757
OG0008106	Xenia|LOC124442582	Hydra|LOC100214147
OG0008107	Xenia|LOC124439507	Hydra|LOC100204146
OG0008108	Xenia|LOC124434507	Hydra|LOC100210034
OG0008109	Xenia|LOC124452985	Hydra|LOC101234935
OG0008110	Xenia|LOC124440573	Hydra|LOC100198728
OG0008111	Xenia|LOC124440907	Hydra|LOC100215396
OG0008112	Xenia|LOC124440646	Hydra|LOC100207239
OG0008113	Xenia|LOC124440827	Hydra|LOC100208570
OG0008114	Xenia|LOC124439918	Hydra|LOC100214286
OG0008115	Xenia|LOC124459506	Hydra|LOC100207687
OG0008116	Xenia|LOC124440057	Hydra|LOC100198319
OG0008117	Xenia|LOC124453173	Hydra|LOC100205250
OG0008118	Xenia|LOC124445337	Hydra|LOC100200548
OG0008119	Xenia|LOC124433816	Hydra|LOC100197841
OG0008120	Xenia|LOC124436925	Hydra|LOC100214397
OG0008121	Xenia|LOC124437034	Hydra|LOC100199134
OG0008123	Xenia|LOC124436389	Hydra|LOC100207994
OG0008124	Xenia|LOC124437208	Hydra|LOC124809141
OG0008125	Xenia|LOC124437029	Hydra|LOC100210370
OG0008126	Xenia|LOC124447703	Hydra|LOC100206838
OG0008127	Xenia|LOC124453340	Hydra|LOC100203340
OG0008128	Xenia|LOC124436188	Hydra|LOC100209638
OG0008129	Xenia|LOC124437658	Hydra|LOC100199467
OG0008130	Xenia|LOC124437664	Hydra|LOC101238204
OG0008131	Xenia|LOC124437362	Hydra|LOC100200135
OG0008132	Xenia|LOC124436291	Hydra|LOC100208050
OG0008133	Xenia|LOC124436283	Hydra|LOC100212842
OG0008134	Xenia|LOC124436391	Hydra|LOC105846258
OG0008135	Xenia|LOC124448495	Hydra|LOC100197756
OG0008136	Xenia|LOC124442366	Hydra|LOC124809139
OG0008137	Xenia|LOC124439337	Hydra|LOC100206921
OG0008138	Xenia|LOC124446957	Hydra|LOC100206964
OG0008140	Xenia|LOC124441079	Hydra|LOC101236904
OG0008141	Xenia|LOC124441474	Hydra|LOC101235917
OG0008142	Xenia|LOC124442411	Hydra|LOC100215228
OG0008143	Xenia|LOC124444693	Hydra|LOC100201339
OG0008144	Xenia|LOC124437077	Hydra|LOC100197659
OG0008145	Xenia|LOC124436951	Hydra|LOC100200437
OG0008146	Xenia|LOC124452248	Hydra|LOC100197691
OG0008147	Xenia|LOC124443055	Hydra|LOC100207009
OG0008148	Xenia|LOC124452681	Hydra|LOC100214961
OG0008149	Xenia|LOC124443882	Hydra|LOC100192237
OG0008150	Xenia|LOC124444609	Hydra|LOC100206423
OG0008151	Xenia|LOC124443676	Hydra|LOC100202819
OG0008152	Xenia|LOC124442403	Hydra|LOC100198489
OG0008153	Xenia|LOC124449618	Hydra|LOC101236355
OG0008154	Xenia|LOC124433592	Hydra|LOC124817343
OG0008155	Xenia|LOC124448356	Hydra|LOC100213870
OG0008156	Xenia|LOC124449831	Hydra|LOC100208670
OG0008157	Xenia|LOC124434529	Hydra|LOC100212187
OG0008158	Xenia|LOC124434429	Hydra|LOC105845937
OG0008159	Xenia|LOC124434177	Hydra|LOC100207361
OG0008160	Xenia|LOC124434983	Hydra|LOC100206504
OG0008161	Xenia|LOC124435408	Hydra|LOC100202642
OG0008162	Xenia|LOC124434559	Hydra|LOC100203008
OG0008163	Xenia|LOC124434383	Hydra|LOC100200901
OG0008164	Xenia|LOC124434489	Hydra|LOC100199404
OG0008165	Xenia|LOC124440356	Hydra|LOC100201724
OG0008166	Xenia|LOC124434228	Hydra|LOC100199711
OG0008167	Xenia|LOC124435670	Hydra|LOC100214259
OG0008168	Xenia|LOC124439492	Hydra|LOC101241227
OG0008169	Xenia|LOC124434875	Hydra|LOC100202843
OG0008170	Xenia|LOC124435387	Hydra|LOC100214586
OG0008171	Xenia|LOC124434201	Hydra|LOC100214343
OG0008172	Xenia|LOC124447857	Hydra|LOC100208324
OG0008173	Xenia|LOC124448370	Hydra|LOC100205059
OG0008174	Xenia|LOC124448429	Hydra|LOC100205570
OG0008175	Xenia|LOC124449268	Hydra|LOC100200349
OG0008176	Xenia|LOC124448579	Hydra|LOC100206607
OG0008177	Xenia|LOC124449310	Hydra|LOC100207218
OG0008178	Xenia|LOC124441444	Hydra|LOC101241470
OG0008179	Xenia|LOC124452479	Hydra|LOC100213644
OG0008180	Xenia|LOC124458007	Hydra|LOC101241277
OG0008181	Xenia|LOC124446542	Hydra|LOC100201997
OG0008182	Xenia|LOC124442806	Hydra|LOC100206907
OG0008183	Xenia|LOC124442600	Hydra|LOC100213192
OG0008184	Xenia|LOC124443056	Hydra|LOC100197176
OG0008185	Xenia|LOC124441756	Hydra|LOC100197378
OG0008186	Xenia|LOC124443582	Hydra|LOC100205178
OG0008187	Xenia|LOC124452283	Hydra|LOC124811390
OG0008188	Xenia|LOC124443095	Hydra|LOC100211017
OG0008189	Xenia|LOC124447247	Hydra|LOC100199826
OG0008190	Xenia|LOC124446199	Hydra|LOC100200982
OG0008191	Xenia|LOC124445269	Hydra|LOC100199576
OG0008192	Xenia|LOC124446257	Hydra|LOC100211007
OG0008193	Xenia|LOC124447543	Hydra|LOC100201682
OG0008194	Xenia|LOC124445315	Hydra|LOC100214077
OG0008195	Xenia|LOC124448672	Hydra|LOC101234303
OG0008196	Xenia|LOC124447754	Hydra|LOC100198344
OG0008197	Xenia|LOC124452158	Hydra|LOC101236467
OG0008198	Xenia|LOC124447265	Hydra|LOC100201974
OG0008199	Xenia|LOC124447549	Hydra|LOC100199602
OG0008201	Xenia|LOC124437060	Hydra|LOC100200751
OG0008202	Xenia|LOC124446246	Hydra|LOC100204984
OG0008203	Xenia|LOC124446513	Hydra|LOC100208936
OG0008204	Xenia|LOC124448838	Hydra|LOC100200350
OG0008205	Xenia|LOC124448472	Hydra|LOC100200068
OG0008206	Xenia|LOC124448453	Hydra|LOC105846977
OG0008207	Xenia|LOC124449601	Hydra|LOC100215398
OG0008208	Xenia|LOC124449853	Hydra|LOC100207065
OG0008209	Xenia|LOC124448368	Hydra|LOC100213598
OG0008211	Xenia|LOC124446002	Hydra|LOC100200081
OG0008212	Xenia|LOC124446416	Hydra|LOC100207704
OG0008213	Xenia|LOC124453161	Hydra|LOC100212672
OG0008214	Xenia|LOC124456315	Hydra|LOC100201270
OG0008216	Xenia|LOC124439323	Hydra|LOC100211798
OG0008217	Xenia|LOC124452519	Hydra|LOC100199065
OG0008218	Xenia|LOC124444062	Hydra|LOC100213274
OG0008219	Xenia|LOC124441708	Hydra|LOC100211326
OG0008220	Xenia|LOC124452822	hyfzd5/8
OG0008221	Xenia|LOC124453745	Hydra|LOC100208704
OG0008222	Xenia|LOC124442597	Hydra|LOC100205713
OG0008223	Xenia|LOC124440770	Hydra|LOC101238512
OG0008224	Xenia|LOC124439358	Hydra|LOC101239185
OG0008225	Xenia|LOC124445361	lrr-1
OG0008226	Xenia|LOC124446408	Hydra|LOC124807741
OG0008229	Xenia|LOC124434153	Hydra|LOC124806105, Hydra|LOC124807464, Hydra|LOC124811441
OG0008230	Xenia|LOC124457981	Hydra|LOC100213291
OG0008231	Xenia|LOC124438265	Hydra|LOC100202272
OG0008232	Xenia|LOC124445675	Hydra|LOC100203139
OG0008233	Xenia|LOC124445672	Hydra|LOC100206732
OG0008234	Xenia|LOC124445648	Hydra|LOC100215007
OG0008235	Xenia|LOC124445887	Hydra|LOC100198317
OG0008236	Xenia|LOC124439570	Hydra|LOC100204986
OG0008237	Xenia|LOC124439400	Hydra|LOC100201544
OG0008238	Xenia|LOC124446871	Hydra|LOC101236441
OG0008239	Xenia|LOC124446459	Hydra|LOC101235392
OG0008241	Xenia|LOC124439110	Hydra|LOC100209441
OG0008242	Xenia|LOC124445693	Hydra|LOC100202550
OG0008243	Xenia|LOC124445354	Hydra|LOC100210284
OG0008244	Xenia|LOC124446832	Hydra|LOC100197842
OG0008245	Xenia|LOC124445896	Hydra|LOC100211414
OG0008246	Xenia|LOC124438338	Hydra|LOC100209716
OG0008247	Xenia|LOC124439396	Hydra|LOC101240112
OG0008248	Xenia|LOC124445904	Hydra|LOC100200475
OG0008249	Xenia|LOC124452753	Hydra|LOC101236336
OG0008251	Xenia|LOC124439329	Hydra|LOC100205929
OG0008252	Xenia|LOC124443725	Hydra|LOC100212788
OG0008253	Xenia|LOC124452933	Hydra|LOC100212584
OG0008255	Xenia|LOC124434406	Hydra|LOC100204400
OG0008256	Xenia|LOC124437019	Hydra|LOC101241672
OG0008257	Xenia|LOC124446454	Hydra|LOC100206913
OG0008258	Xenia|LOC124442909	Hydra|LOC100210562
OG0008259	Xenia|LOC124447799	Hydra|LOC100215889
OG0008260	Xenia|LOC124444680	Hydra|LOC101240934
OG0008261	Xenia|LOC124440211	Hydra|LOC100213180
OG0008262	Xenia|LOC124440208	Hydra|LOC100205882
OG0008263	Xenia|LOC124439821	Hydra|LOC101236679
OG0008264	Xenia|LOC124444704	Hydra|LOC100203523
OG0008265	Xenia|LOC124459495	Hydra|LOC100202574
OG0008266	Xenia|LOC124440324	Hydra|LOC100209426
OG0008267	Xenia|LOC124438012	Hydra|LOC100209407
OG0008268	Xenia|LOC124433667	Hydra|LOC100200361
OG0008270	Xenia|LOC124441212	Hydra|LOC100201849
OG0008271	Xenia|LOC124443025	Hydra|LOC100210913
OG0008272	Xenia|LOC124441436	Hydra|LOC101238664
OG0008273	Xenia|LOC124441876	Hydra|LOC100210272
OG0008274	Xenia|LOC124441478	Hydra|LOC101236368
OG0008275	Xenia|LOC124450381	Hydra|LOC100201057
OG0008276	Xenia|LOC124437710	Hydra|LOC100215698
OG0008277	Xenia|LOC124447251	Hydra|LOC101235255
OG0008278	Xenia|LOC124448153	Hydra|LOC100214238
OG0008279	Xenia|LOC124444073	Hydra|LOC100197468
OG0008280	Xenia|LOC124434256	Hydra|LOC101238359
OG0008281	Xenia|LOC124453099	Hydra|LOC100199199
OG0008283	Xenia|LOC124457835	Hydra|LOC100207210
OG0008284	Xenia|LOC124447727	Hydra|LOC100212223
OG0008285	Xenia|LOC124446318	Hydra|LOC100212363
OG0008286	Xenia|LOC124447174	Hydra|LOC100208834
OG0008287	Xenia|LOC124447272	Hydra|LOC100209595
OG0008288	Xenia|LOC124458500	Hydra|LOC124817817
OG0008289	Xenia|LOC124453600	Hydra|LOC100215982
OG0008290	Xenia|LOC124437425	Hydra|LOC100213673
OG0008291	Xenia|LOC124433898	Hydra|LOC100214433
OG0008292	Xenia|LOC124436650	Hydra|LOC100192262
OG0008293	Xenia|LOC124441341	Hydra|LOC101235239
OG0008294	Xenia|LOC124436292	Hydra|LOC101239932
OG0008296	Xenia|LOC124437057	Hydra|LOC100200516
OG0008297	Xenia|LOC124450275	Hydra|LOC100210041
OG0008298	Xenia|LOC124436833	Hydra|LOC100197558
OG0008299	Xenia|LOC124446405	Hydra|LOC100201063
OG0008300	Xenia|LOC124445735	Hydra|LOC101238393
OG0008301	Xenia|LOC124435386	Hydra|LOC100201169
OG0008302	Xenia|LOC124447108	Hydra|LOC101237442
OG0008303	Xenia|LOC124441751	Hydra|LOC101235135
OG0008304	Xenia|LOC124445998	Hydra|LOC100209242
OG0008305	Xenia|LOC124438289	Hydra|LOC100197033
OG0008307	Xenia|LOC124446436	Hydra|LOC100210366
OG0008308	Xenia|LOC124453266	Hydra|LOC100197225
OG0008309	Xenia|LOC124453262	Hydra|LOC100201302
OG0008310	Xenia|LOC124445030	Hydra|LOC105844364
OG0008311	Xenia|LOC124444917	Hydra|LOC100204358
OG0008312	Xenia|LOC124443868	Hydra|LOC100206462
OG0008313	Xenia|LOC124453261	Hydra|LOC100205191
OG0008314	Xenia|LOC124444296	Hydra|LOC100199360
OG0008315	Xenia|LOC124435682	Hydra|LOC101239853
OG0008317	Xenia|LOC124434613	Hydra|LOC100199926
OG0008318	Xenia|LOC124434326	Hydra|LOC100200779
OG0008319	Xenia|LOC124434225	Hydra|LOC100212924
OG0008320	Xenia|LOC124434168	Hydra|LOC100205983
OG0008321	Xenia|LOC124440596	Hydra|LOC105847882
OG0008322	Xenia|LOC124439718	Hydra|LOC100205860
