Orthogroup	longest_isoform_XeniaProteins	longest_isoform_NematostellaProteins
OG0010533	Xenia|LOC124436562	Nematostella|LOC5510845
OG0010535	Xenia|LOC124441038	Nematostella|LOC5520776
OG0010537	Xenia|LOC124437631	Nematostella|LOC5513374
OG0010539	Xenia|LOC124438684	Nematostella|LOC5513928
OG0010542	Xenia|LOC124437553	Nematostella|LOC5518063
OG0010543	Xenia|LOC124437421	Nematostella|LOC5518043
OG0010545	Xenia|LOC124444419	Nematostella|LOC5505294
OG0010546	Xenia|LOC124439616	Nematostella|LOC5506380
OG0010547	Xenia|LOC124450319	Nematostella|LOC5516078
OG0010548	Xenia|LOC124438568	Nematostella|LOC5510025
OG0010549	Xenia|LOC124442595	Nematostella|LOC5510314
OG0010550	Xenia|LOC124439054	Nematostella|LOC5511392
OG0010551	Xenia|LOC124451927	Nematostella|LOC5519665
OG0010552	Xenia|LOC124438812	Nematostella|LOC5510007
OG0010554	Xenia|LOC124439064	Nematostella|LOC5512946
OG0010555	Xenia|LOC124445746	Nematostella|LOC5509417
OG0010556	Xenia|LOC124446479	Nematostella|LOC5509416
OG0010557	Xenia|LOC124446684	Nematostella|LOC5522345
OG0010558	Xenia|LOC124446107	Nematostella|LOC5521959
OG0010559	Xenia|LOC124438050	Nematostella|LOC5512451
OG0010561	Xenia|LOC124438317	Nematostella|LOC5515342
OG0010563	Xenia|LOC124439169	Nematostella|LOC5506006
OG0010565	Xenia|LOC124451085	Nematostella|LOC5502384
OG0010566	Xenia|LOC124445670	Nematostella|LOC5509443
OG0010567	Xenia|LOC124450361	Nematostella|LOC5507749
OG0010568	Xenia|LOC124444619	Nematostella|LOC5522378
OG0010571	Xenia|LOC124451046	Nematostella|LOC5522239
OG0010572	Xenia|LOC124441446	Nematostella|LOC5511981
OG0010573	Xenia|LOC124451924	Nematostella|LOC5513932
OG0010574	Xenia|LOC124439266	Nematostella|LOC5519359
OG0010575	Xenia|LOC124447238	Nematostella|LOC5521935
OG0010576	Xenia|LOC124442364	Nematostella|LOC5503266
OG0010577	Xenia|LOC124438962	Nematostella|LOC5512923
OG0010579	Xenia|LOC124444345	Nematostella|LOC5513607
OG0010580	Xenia|LOC124436178, Xenia|LOC124436179	Nematostella|LOC5517932
OG0010581	Xenia|LOC124441954	Nematostella|LOC5520748
OG0010582	Xenia|LOC124438587	Nematostella|LOC5501622
OG0010583	Xenia|LOC124447166	Nematostella|LOC5504526
OG0010584	Xenia|LOC124446361	Nematostella|LOC5513522
OG0010585	Xenia|LOC124439526	Nematostella|LOC5515321
OG0010586	Xenia|LOC124438414	Nematostella|LOC5510821
OG0010588	Xenia|LOC124439494	Nematostella|LOC5506376
OG0010589	Xenia|LOC124446053	Nematostella|LOC5521983
OG0010590	Xenia|LOC124451397	Nematostella|LOC5519846
OG0010591	Xenia|LOC124445085	Nematostella|LOC5512130
OG0010593	Xenia|LOC124439017	Nematostella|LOC5512416
OG0010595	Xenia|LOC124446122	Nematostella|LOC116614310
OG0010598	Xenia|LOC124447491	Nematostella|LOC5521918
OG0010599	Xenia|LOC124445494	Nematostella|LOC5519212
OG0010600	Xenia|LOC124446106	Nematostella|LOC5521960
OG0010601	Xenia|LOC124451921	Nematostella|LOC5513493
OG0010603	Xenia|LOC124441338	Nematostella|LOC5506170
OG0010604	Xenia|LOC124452839	Nematostella|LOC5514522
OG0010606	Xenia|LOC124434679	Nematostella|LOC116615584
OG0010607	Xenia|LOC124445487	Nematostella|LOC5519172
OG0010609	Xenia|LOC124448149	Nematostella|LOC5520254
OG0010610	Xenia|LOC124447398	Nematostella|LOC5510622
OG0010611	Xenia|LOC124439476	Nematostella|LOC5504479
OG0010612	Xenia|LOC124444900	Nematostella|LOC5515033
OG0010613	Xenia|LOC124445770	Nematostella|LOC5506837
OG0010615	Xenia|LOC124445444	Nematostella|LOC5504549
OG0010616	Xenia|LOC124443980	Nematostella|LOC5522241
OG0010617	Xenia|LOC124445190	Nematostella|LOC116601449, Nematostella|LOC5510415
OG0010618	Xenia|LOC124449833	Nematostella|LOC5520535
OG0010619	Xenia|LOC124439139	Nematostella|LOC5516270
OG0010620	Xenia|LOC124446063	Nematostella|LOC5506068
OG0010621	Xenia|LOC124447167	Nematostella|LOC5516494
OG0010624	Xenia|LOC124452651	Nematostella|LOC5513235
OG0010625	Xenia|LOC124445333	Nematostella|LOC5508687
OG0010626	Xenia|LOC124453698	Nematostella|LOC5516569
OG0010627	Xenia|LOC124446602	Nematostella|LOC5500616
OG0010628	Xenia|LOC124445214	Nematostella|LOC5522106
OG0010631	Xenia|LOC124445493	Nematostella|LOC5519279
OG0010632	Xenia|LOC124447126	Nematostella|LOC5519223
OG0010633	Xenia|LOC124446926	Nematostella|LOC5512505
OG0010634	Xenia|LOC124446967	Nematostella|LOC5506763
OG0010635	Xenia|LOC124447540	Nematostella|LOC5507436
OG0010636	Xenia|LOC124446000	Nematostella|LOC5517783
OG0010637	Xenia|LOC124433631	Nematostella|LOC5511582
OG0010639	Xenia|LOC124457781	Nematostella|LOC5517619
OG0010641	Xenia|LOC124444962	Nematostella|LOC5521443
OG0010643	Xenia|LOC124441312	Nematostella|LOC5510289
OG0010644	Xenia|LOC124441231	Nematostella|LOC5518845
OG0010645	Xenia|LOC124440000	Nematostella|LOC5516772
OG0010646	Xenia|LOC124444965	Nematostella|LOC5508598
OG0010648	Xenia|LOC124443920	Nematostella|LOC5514674
OG0010649	Xenia|LOC124452287	Nematostella|LOC116612030
OG0010650	Xenia|LOC124436505	Nematostella|LOC5518600
OG0010653	Xenia|LOC124438027	Nematostella|LOC5502805
OG0010655	Xenia|LOC124443404	Nematostella|LOC5508213
OG0010657	Xenia|LOC124445405	Nematostella|LOC5517395
OG0010662	Xenia|LOC124445025	Nematostella|LOC5515023
OG0010663	Xenia|LOC124442309	Nematostella|LOC5515577
OG0010664	Xenia|LOC124437521	Nematostella|LOC5519109
OG0010666	Xenia|LOC124440949	Nematostella|LOC5516677
OG0010667	Xenia|LOC124445287	Nematostella|LOC5504612
OG0010668	Xenia|LOC124436488	Nematostella|LOC5518510
OG0010670	Xenia|LOC124437667	Nematostella|LOC5500685
OG0010671	Xenia|LOC124442498	Nematostella|LOC5518815
OG0010672	Xenia|LOC124442324	Nematostella|LOC5507841
OG0010673	Xenia|LOC124446894	Nematostella|LOC5521905
OG0010674	Xenia|LOC124444649	Nematostella|LOC5520977
OG0010676	Xenia|LOC124444198	Nematostella|LOC5506682
OG0010677	Xenia|LOC124443809	Nematostella|LOC5515135
OG0010678	Xenia|LOC124442504	Nematostella|LOC5510411
OG0010679	Xenia|LOC124442271	Nematostella|LOC5504742
OG0010680	Xenia|LOC124442584	Nematostella|LOC5504459
OG0010681	Xenia|LOC124445323	Nematostella|LOC5521892
OG0010683	Xenia|LOC124441947	Nematostella|LOC5519657
OG0010685	Xenia|LOC124443595	Nematostella|LOC5503359
OG0010687	Xenia|LOC124444650	Nematostella|LOC5520969
OG0010688	Xenia|LOC124441392	Nematostella|LOC5518788
OG0010689	Xenia|LOC124440413	Nematostella|LOC5505096
OG0010691	Xenia|LOC124442876	Nematostella|LOC5513870
OG0010696	Xenia|LOC124443189	Nematostella|LOC5509911
OG0010699	Xenia|LOC124452857	Nematostella|LOC5511290
OG0010700	Xenia|LOC124444740	Nematostella|LOC5502640
OG0010701	Xenia|LOC124444048	Nematostella|LOC116617828
OG0010703	Xenia|LOC124442342	Nematostella|LOC5498590
OG0010704	Xenia|LOC124444313	Nematostella|LOC116618554
OG0010707	Xenia|LOC124445827	Nematostella|LOC5506797
OG0010709	Xenia|LOC124450931	Nematostella|LOC5508737
OG0010710	Xenia|LOC124446118	Nematostella|LOC5504837
OG0010711	Xenia|LOC124444254	Nematostella|LOC5518637
OG0010714	Xenia|LOC124445514	Nematostella|LOC5506643
OG0010716	Xenia|LOC124441785	Nematostella|LOC5506175
OG0010717	Xenia|LOC124448434	Nematostella|LOC5520228
OG0010720	Xenia|LOC124446262	Nematostella|LOC5515372
OG0010722	Xenia|LOC124446065	Nematostella|LOC5509942
OG0010724	Xenia|LOC124445316	Nematostella|LOC5511671
OG0010725	Xenia|LOC124445376	Nematostella|LOC5503210
OG0010726	Xenia|LOC124445836	Nematostella|LOC5512379
OG0010727	Xenia|LOC124446237	Nematostella|LOC5504850
OG0010730	Xenia|LOC124452921	Nematostella|LOC5522310
OG0010731	Xenia|LOC124446583	Nematostella|LOC5501525
OG0010732	Xenia|LOC124445273	Nematostella|LOC5511662
OG0010733	Xenia|LOC124449587	Nematostella|LOC5518499
OG0010734	Xenia|LOC124447089	Nematostella|LOC5512355
OG0010735	Xenia|LOC124438245	Nematostella|LOC5507960
OG0010736	Xenia|LOC124446030	Nematostella|LOC5518181
OG0010739	Xenia|LOC124445307	Nematostella|LOC5510964
OG0010744	Xenia|LOC124446025	Nematostella|LOC5510208
OG0010745	Xenia|LOC124443907	Nematostella|LOC5504347
OG0010746	Xenia|LOC124446820	Nematostella|LOC116619857
OG0010751	Xenia|LOC124444872	Nematostella|LOC116616940
OG0010752	Xenia|LOC124444482	Nematostella|LOC5520444
OG0010753	Xenia|LOC124434058	Nematostella|LOC5514977
OG0010754	Xenia|LOC124444444	Nematostella|LOC5522261
OG0010758	Xenia|LOC124442258	Nematostella|LOC116615408
OG0010759	Xenia|LOC124441115	Nematostella|LOC5504178
OG0010760	Xenia|LOC124441047	Nematostella|LOC5509677
OG0010761	Xenia|LOC124442153	Nematostella|LOC5507506
OG0010762	Xenia|LOC124454640	Nematostella|LOC5508579
OG0010764	Xenia|LOC124451309	Nematostella|LOC5509055
OG0010765	Xenia|LOC124448794	Nematostella|LOC5520092
OG0010766	Xenia|LOC124441305	Nematostella|LOC5502514
OG0010767	Xenia|LOC124441487	Nematostella|LOC5504170
OG0010768	Xenia|LOC124438645	Nematostella|LOC5511374
OG0010769	Xenia|LOC124441745	Nematostella|LOC5502438
OG0010771	Xenia|LOC124439978	Nematostella|LOC5514320
OG0010772	Xenia|LOC124436923	Nematostella|LOC5521524
OG0010773	Xenia|LOC124451413	Nematostella|LOC5513253
OG0010774	Xenia|LOC124435651	Nematostella|LOC116614802
OG0010776	Xenia|LOC124442470	Nematostella|LOC5520686
OG0010777	Xenia|LOC124442005	Nematostella|LOC5511916
OG0010778	Xenia|LOC124440900	Nematostella|LOC5504190
OG0010779	Xenia|LOC124445562	Nematostella|LOC5519217
OG0010780	Xenia|LOC124441490	Nematostella|LOC5504182
OG0010781	Xenia|LOC124443341	Nematostella|LOC5511882
OG0010782	Xenia|LOC124445928	Nematostella|LOC5521954
OG0010784	Xenia|LOC124441458	Nematostella|LOC5505057
OG0010786	Xenia|LOC124441349	Nematostella|LOC5507007
OG0010787	Xenia|LOC124441065	Nematostella|LOC5508019
OG0010788	Xenia|LOC124451159	Nematostella|LOC5512758
OG0010789	Xenia|LOC124442378	Nematostella|LOC5502495
OG0010790	Xenia|LOC124445650	Nematostella|LOC5510972
OG0010791	Xenia|LOC124442301	Nematostella|LOC5520790
OG0010792	Xenia|LOC124442706	Nematostella|LOC5520762
OG0010793	Xenia|LOC124442622	Nematostella|LOC5501591
OG0010794	Xenia|LOC124441727	Nematostella|LOC5510763
OG0010795	Xenia|LOC124447768	Nematostella|LOC5503885
OG0010796	Xenia|LOC124441473	Nematostella|LOC116617291
OG0010797	Xenia|LOC124441824	Nematostella|LOC5520795
OG0010800	Xenia|LOC124439882	Nematostella|LOC5521318
OG0010802	Xenia|LOC124450694	Nematostella|LOC5502380
OG0010804	Xenia|LOC124450374	Nematostella|LOC5518647
OG0010805	Xenia|LOC124442003	Nematostella|LOC5513026
OG0010806	Xenia|LOC124441451	Nematostella|LOC5504799
OG0010807	Xenia|LOC124442407	Nematostella|LOC5516059
OG0010808	Xenia|LOC124455621	Nematostella|LOC5514588
OG0010809	Xenia|LOC124457470	Nematostella|LOC5507343
OG0010810	Xenia|LOC124439672	Nematostella|LOC5515244
OG0010813	Xenia|LOC124455538	Nematostella|LOC5521569
OG0010814	Xenia|LOC124439565	Nematostella|LOC116619805
OG0010816	Xenia|LOC124439230	Nematostella|LOC5508802
OG0010817	Xenia|LOC124438816	Nematostella|LOC5509376
OG0010818	Xenia|LOC124438844	Nematostella|LOC5514113
OG0010819	Xenia|LOC124438385	Nematostella|LOC5508397
OG0010820	Xenia|LOC124443087	Nematostella|LOC5513885
OG0010821	Xenia|LOC124438801	Nematostella|LOC5507418
OG0010823	Xenia|LOC124441780	Nematostella|LOC5520395
OG0010824	Xenia|LOC124443075	Nematostella|LOC5502193
OG0010825	Xenia|LOC124452236	Nematostella|LOC5512089
OG0010828	Xenia|LOC124444882	Nematostella|LOC5515017
OG0010829	Xenia|LOC124441838	Nematostella|LOC5520338
OG0010831	Xenia|LOC124439405	Nematostella|LOC5516240
OG0010832	Xenia|LOC124439557	Nematostella|LOC5516215
OG0010834	Xenia|LOC124439588	Nematostella|LOC5507240
OG0010837	Xenia|LOC124457381	Nematostella|LOC5511466
OG0010838	Xenia|LOC124438845	Nematostella|LOC5508393
OG0010839	Xenia|LOC124438257	Nematostella|LOC5515254
OG0010840	Xenia|LOC124438626	Nematostella|LOC5519399
OG0010841	Xenia|LOC124442607	Nematostella|LOC5515096
OG0010843	Xenia|LOC124435369	Nematostella|LOC5511081
OG0010844	Xenia|LOC124436775	Nematostella|LOC116614392
OG0010846	Xenia|LOC124441523	Nematostella|LOC5514011
OG0010847	Xenia|LOC124440488	Nematostella|LOC5515820
OG0010848	Xenia|LOC124440336	Nematostella|LOC5518335
OG0010849	Xenia|LOC124442163	Nematostella|LOC5504191
OG0010850	Xenia|LOC124440067	Nematostella|LOC5508907
OG0010851	Xenia|LOC124434453	Nematostella|LOC5516294
OG0010852	Xenia|LOC124440201	Nematostella|LOC5521704
OG0010853	Xenia|LOC124456280	Nematostella|LOC5514771
OG0010854	Xenia|LOC124444629	Nematostella|LOC5520970
OG0010855	Xenia|LOC124440114	Nematostella|LOC5508908
OG0010857	Xenia|LOC124441083	Nematostella|LOC5518948
OG0010858	Xenia|LOC124440630	Nematostella|LOC5515734
OG0010859	Xenia|LOC124446444	Nematostella|LOC5500864
OG0010860	Xenia|LOC124440367	Nematostella|LOC5521148
OG0010861	Xenia|LOC124440311	Nematostella|LOC116604276
OG0010862	Xenia|LOC124440818	Nematostella|LOC5521339
OG0010864	Xenia|LOC124439816	Nematostella|LOC5521169
OG0010865	Xenia|LOC124440058	Nematostella|LOC5521225
OG0010866	Xenia|LOC124437976	Nematostella|LOC5514821
OG0010867	Xenia|LOC124440164	Nematostella|LOC5521863
OG0010868	Xenia|LOC124440776	Nematostella|LOC5514285
OG0010869	Xenia|LOC124439815	Nematostella|LOC5521285
OG0010870	Xenia|LOC124436561	Nematostella|LOC5521608
OG0010871	Xenia|LOC124438064	Nematostella|LOC5515758
OG0010872	Xenia|LOC124440168	Nematostella|LOC5521197
OG0010873	Xenia|LOC124436882	Nematostella|LOC5504206
OG0010874	Xenia|LOC124436377	Nematostella|LOC5517963
OG0010875	Xenia|LOC124453489	Nematostella|LOC116603569
OG0010876	Xenia|LOC124435107	Nematostella|LOC5509688
OG0010877	Xenia|LOC124442138	Nematostella|LOC5510973
OG0010878	Xenia|LOC124440718	Nematostella|LOC5521769
OG0010879	Xenia|LOC124440591	Nematostella|LOC116614550
OG0010880	Xenia|LOC124442656	Nematostella|LOC5521137
OG0010882	Xenia|LOC124440751	Nematostella|LOC116616106
OG0010883	Xenia|LOC124434232	Nematostella|LOC5506582
OG0010884	Xenia|LOC124457284	Nematostella|LOC5502590
OG0010885	Xenia|LOC124453612	Nematostella|LOC5521184
OG0010888	Xenia|LOC124453017	Nematostella|LOC5514789
OG0010889	Xenia|LOC124452726	Nematostella|LOC116617391
OG0010890	Xenia|LOC124444779	Nematostella|LOC5512572
OG0010891	Xenia|LOC124438493	Nematostella|LOC116620087
OG0010893	Xenia|LOC124453298	Nematostella|LOC5521346
OG0010894	Xenia|LOC124453010	Nematostella|LOC5509086
OG0010895	Xenia|LOC124452740	Nematostella|LOC5507734
OG0010898	Xenia|LOC124444333	Nematostella|LOC5504629
OG0010900	Xenia|LOC124444274	Nematostella|LOC5504350
OG0010901	Xenia|LOC124452438	Nematostella|LOC5504756
OG0010903	Xenia|LOC124443908	Nematostella|LOC5510064
OG0010904	Xenia|LOC124453310	Nematostella|LOC5508787
OG0010905	Xenia|LOC124444300	Nematostella|LOC5511281
OG0010906	Xenia|LOC124438028	Nematostella|LOC5506002
OG0010907	Xenia|LOC124452903	Nematostella|LOC5501845
OG0010908	Xenia|LOC124438519	Nematostella|LOC5509289
OG0010909	Xenia|LOC124452844	Nematostella|LOC5521817
OG0010910	Xenia|LOC124444258	Nematostella|LOC5514218
OG0010911	Xenia|LOC124444453	Nematostella|LOC5520000
OG0010912	Xenia|LOC124457886	Nematostella|LOC5501386
OG0010913	Xenia|LOC124438955	Nematostella|LOC5515648
OG0010914	Xenia|LOC124437101	Nematostella|LOC5505874
OG0010915	Xenia|LOC124453312	Nematostella|LOC5515312
OG0010916	Xenia|LOC124442487	Nematostella|LOC5507467
OG0010917	Xenia|LOC124454936	Nematostella|LOC5502037
OG0010921	Xenia|LOC124449501	Nematostella|LOC5503602
OG0010924	Xenia|LOC124450012	Nematostella|LOC5510396
OG0010926	Xenia|LOC124442636	Nematostella|LOC5516692
OG0010929	Xenia|LOC124454963	Nematostella|LOC5505642
OG0010930	Xenia|LOC124450721	Nematostella|LOC116601434
OG0010931	Xenia|LOC124447198	Nematostella|LOC5507067
OG0010933	Xenia|LOC124434729	Nematostella|LOC116620708
OG0010934	Xenia|LOC124458359	Nematostella|LOC5520276
OG0010936	Xenia|LOC124446658	Nematostella|LOC5499076
OG0010937	Xenia|LOC124434775	Nematostella|LOC5509203
OG0010938	Xenia|LOC124434634	Nematostella|LOC5507561
OG0010940	Xenia|LOC124441051	Nematostella|LOC5508219
OG0010941	Xenia|LOC124434379	Nematostella|LOC5516077
OG0010942	Xenia|LOC124434745	Nematostella|LOC5516532
OG0010943	Xenia|LOC124434924	Nematostella|LOC116617681
OG0010944	Xenia|LOC124438315	Nematostella|LOC5515894
OG0010945	Xenia|LOC124434068	Nematostella|LOC5503940
OG0010946	Xenia|LOC124434591	Nematostella|LOC5511055
OG0010947	Xenia|LOC124459457	Nematostella|LOC116620119
OG0010948	Xenia|LOC124442538	Nematostella|LOC5513969
OG0010951	Xenia|LOC124434708	Nematostella|LOC5519588
OG0010952	Xenia|LOC124434426	Nematostella|LOC5519640
OG0010953	Xenia|LOC124434074	Nematostella|LOC5513124
OG0010954	Xenia|LOC124450339	Nematostella|LOC5520014
OG0010955	Xenia|LOC124434283	Nematostella|LOC5519717
OG0010956	Xenia|LOC124445129	Nematostella|LOC5520284
OG0010958	Xenia|LOC124435099	Nematostella|LOC116609850
OG0010959	Xenia|LOC124444744	Nematostella|LOC5514208
OG0010960	Xenia|LOC124448155	Nematostella|LOC5509650
OG0010961	Xenia|LOC124450395	Nematostella|LOC5503801
OG0010962	Xenia|LOC124449436	Nematostella|LOC5510150
OG0010964	Xenia|LOC124448229	Nematostella|LOC5510136
OG0010966	Xenia|LOC124449078	Nematostella|LOC116603977
OG0010967	Xenia|LOC124449626	Nematostella|LOC5520625
OG0010968	Xenia|LOC124447702	Nematostella|LOC5516943
OG0010969	Xenia|LOC124442581	Nematostella|LOC5520209
OG0010970	Xenia|LOC124449580	Nematostella|LOC5506096
OG0010971	Xenia|LOC124447498	Nematostella|LOC5500975
OG0010972	Xenia|LOC124447919	Nematostella|LOC5508457
OG0010973	Xenia|LOC124449293	Nematostella|LOC5503877
OG0010974	Xenia|LOC124438676	Nematostella|LOC5510146
OG0010975	Xenia|LOC124439831	Nematostella|LOC5514677
OG0010976	Xenia|LOC124448689	Nematostella|LOC5520507
OG0010977	Xenia|LOC124448258	Nematostella|LOC5520502
OG0010978	Xenia|LOC124441850, Xenia|LOC124441866	Nematostella|LOC116615717
OG0010980	Xenia|LOC124452725	Nematostella|LOC5504269
OG0010981	Xenia|LOC124449864	Nematostella|LOC5520636
OG0010982	Xenia|LOC124449582	Nematostella|LOC5520585
OG0010983	Xenia|LOC124449772	Nematostella|LOC5520630
OG0010984	Xenia|LOC124448751	Nematostella|LOC5520251
OG0010985	Xenia|LOC124447873	Nematostella|LOC5516867
OG0010986	Xenia|LOC124433367	Nematostella|LOC116615626
OG0010987	Xenia|LOC124456403	Nematostella|LOC116619400
OG0010988	Xenia|LOC124459297	Nematostella|LOC5503767
OG0010989	Xenia|LOC124436217	Nematostella|LOC5503624
OG0010990	Xenia|LOC124457688	Nematostella|LOC5505758
OG0010991	Xenia|LOC124458048	Nematostella|LOC5504376
OG0010992	Xenia|LOC124459444	Nematostella|LOC5504642
OG0010993	Xenia|LOC124441518	Nematostella|LOC5503068
OG0010994	Xenia|LOC124447454	Nematostella|LOC5505772
OG0010995	Xenia|LOC124439659	Nematostella|LOC5515359
OG0010996	Xenia|LOC124433499	Nematostella|LOC5505935
OG0010997	Xenia|LOC124433501	Nematostella|LOC5505949
OG0010998	Xenia|LOC124436440	Nematostella|LOC5508174
OG0010999	Xenia|LOC124433350	Nematostella|LOC116617952
OG0011000	Xenia|LOC124459489	Nematostella|LOC5505009
OG0011001	Xenia|LOC124452321	Nematostella|LOC5519397
OG0011002	Xenia|LOC124433353	Nematostella|LOC5518403
OG0011003	Xenia|LOC124433937	Nematostella|LOC5519641
OG0011004	Xenia|LOC124444939	Nematostella|LOC5520104
OG0011007	Xenia|LOC124452803	Nematostella|LOC5518367
OG0011008	Xenia|LOC124440273	Nematostella|LOC5515888
OG0011010	Xenia|LOC124439150	Nematostella|LOC5520278
OG0011011	Xenia|LOC124444694	Nematostella|LOC5514452
OG0011012	Xenia|LOC124435336	Nematostella|LOC5521016
OG0011013	Xenia|LOC124434231	Nematostella|LOC5515848
OG0011014	Xenia|LOC124433751	Nematostella|LOC5517381
OG0011015	Xenia|LOC124434777	Nematostella|LOC5515841
OG0011016	Xenia|LOC124435342	Nematostella|LOC5521090
OG0011017	Xenia|LOC124444042	Nematostella|LOC5508729
OG0011019	Xenia|LOC124438039	Nematostella|LOC5514118
OG0011020	Xenia|LOC124434376	Nematostella|LOC5517407
OG0011022	Xenia|LOC124452870	Nematostella|LOC5517023
OG0011023	Xenia|LOC124448390	Nematostella|LOC5516938
OG0011024	Xenia|LOC124439239	Nematostella|LOC5512324
OG0011025	Xenia|LOC124446428	Nematostella|LOC5510615
OG0011027	Xenia|LOC124433621	Nematostella|LOC5519099
OG0011028	Xenia|LOC124437889	Nematostella|LOC5517191
OG0011030	Xenia|LOC124438123	Nematostella|LOC5507592
OG0011032	Xenia|LOC124456021	Nematostella|LOC5509826
OG0011034	Xenia|LOC124450312	Nematostella|LOC5504886
OG0011035	Xenia|LOC124437157	Nematostella|LOC5504195
OG0011036	Xenia|LOC124453635	Nematostella|LOC5521264
OG0011037	Xenia|LOC124433656	Nematostella|LOC5520293
OG0011038	Xenia|LOC124434655	Nematostella|LOC116621149
OG0011039	Xenia|LOC124441470	Nematostella|LOC5518224
OG0011040	Xenia|LOC124439231	Nematostella|LOC5514134
OG0011041	Xenia|LOC124453623	Nematostella|LOC5520019
OG0011042	Xenia|LOC124444262	Nematostella|LOC5517008
