Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_HydractiniaProteins
OG0010956	Nematostella|LOC5520284	Hydractinia|LOC130624181
OG0010958	Nematostella|LOC116609850	Hydractinia|LOC130624108
OG0010959	Nematostella|LOC5514208	Hydractinia|LOC130624307
OG0010960	Nematostella|LOC5509650	Hydractinia|LOC130649543
OG0010961	Nematostella|LOC5503801	Hydractinia|LOC130648747
OG0010962	Nematostella|LOC5510150	Hydractinia|LOC130649276
OG0010964	Nematostella|LOC5510136	Hydractinia|LOC130649045
OG0010966	Nematostella|LOC116603977	Hydractinia|LOC130625294
OG0010967	Nematostella|LOC5520625	Hydractinia|LOC130649356
OG0010968	Nematostella|LOC5516943	Hydractinia|LOC130649459
OG0010969	Nematostella|LOC5520209	Hydractinia|LOC130621974
OG0010970	Nematostella|LOC5506096	Hydractinia|LOC130649510
OG0010971	Nematostella|LOC5500975	Hydractinia|LOC130636461
OG0010972	Nematostella|LOC5508457	Hydractinia|LOC130649575
OG0010973	Nematostella|LOC5503877	Hydractinia|LOC130648684
OG0010974	Nematostella|LOC5510146	Hydractinia|LOC130649636
OG0010975	Nematostella|LOC5514677	Hydractinia|LOC130649535
OG0010976	Nematostella|LOC5520507	Hydractinia|LOC130649073
OG0010977	Nematostella|LOC5520502	Hydractinia|LOC130648706
OG0010980	Nematostella|LOC5504269	Hydractinia|LOC130649425
OG0010981	Nematostella|LOC5520636	Hydractinia|LOC130649406
OG0010982	Nematostella|LOC5520585	Hydractinia|LOC130649468
OG0010983	Nematostella|LOC5520630	Hydractinia|LOC130649146
OG0010984	Nematostella|LOC5520251	Hydractinia|LOC130648734
OG0010985	Nematostella|LOC5516867	Hydractinia|LOC130649390
OG0010986	Nematostella|LOC116615626	Hydractinia|LOC130647110
OG0010987	Nematostella|LOC116619400	Hydractinia|LOC130647967
OG0010988	Nematostella|LOC5503767	Hydractinia|LOC130647090
OG0010989	Nematostella|LOC5503624	Hydractinia|LOC130647375
OG0010990	Nematostella|LOC5505758	Hydractinia|LOC130647847
OG0010991	Nematostella|LOC5504376	Hydractinia|LOC130647770
OG0010992	Nematostella|LOC5504642	Hydractinia|LOC130647764
OG0010993	Nematostella|LOC5503068	Hydractinia|LOC130647721
OG0010994	Nematostella|LOC5505772	Hydractinia|LOC130647491
OG0010995	Nematostella|LOC5515359	Hydractinia|LOC130647490
OG0010996	Nematostella|LOC5505935	Hydractinia|LOC130647975
OG0010997	Nematostella|LOC5505949	Hydractinia|LOC130647974
OG0010998	Nematostella|LOC5508174	Hydractinia|LOC130647829
OG0010999	Nematostella|LOC116617952	Hydractinia|LOC130647909
OG0011000	Nematostella|LOC5505009	Hydractinia|LOC130647756
OG0011001	Nematostella|LOC5519397	Hydractinia|LOC130642034
OG0011002	Nematostella|LOC5518403	Hydractinia|LOC130647493
OG0011003	Nematostella|LOC5519641	Hydractinia|LOC130662688
OG0011004	Nematostella|LOC5520104	Hydractinia|LOC130612506
OG0011007	Nematostella|LOC5518367	Hydractinia|LOC130629108
OG0011008	Nematostella|LOC5515888	Hydractinia|LOC130630561
OG0011009	Nematostella|LOC5501792	Hydractinia|LOC130640658, Hydractinia|LOC130643535
OG0011010	Nematostella|LOC5520278	Hydractinia|LOC130630227
OG0011011	Nematostella|LOC5514452	Hydractinia|LOC130629594
OG0011012	Nematostella|LOC5521016	Hydractinia|LOC130625477
OG0011013	Nematostella|LOC5515848	Hydractinia|LOC130625599
OG0011014	Nematostella|LOC5517381	Hydractinia|LOC130625312
OG0011015	Nematostella|LOC5515841	Hydractinia|LOC130625814
OG0011016	Nematostella|LOC5521090	Hydractinia|LOC130625286
OG0011017	Nematostella|LOC5508729	Hydractinia|LOC130625747
OG0011019	Nematostella|LOC5514118	Hydractinia|LOC130626030
OG0011020	Nematostella|LOC5517407	Hydractinia|LOC130625658
OG0011022	Nematostella|LOC5517023	Hydractinia|LOC130625696
OG0011023	Nematostella|LOC5516938	Hydractinia|LOC130649460
OG0011024	Nematostella|LOC5512324	Hydractinia|LOC130630377
OG0011025	Nematostella|LOC5510615	Hydractinia|LOC130629468
OG0011027	Nematostella|LOC5519099	Hydractinia|LOC130630275
OG0011028	Nematostella|LOC5517191	Hydractinia|LOC130630117
OG0011030	Nematostella|LOC5507592	Hydractinia|LOC130630397
OG0011032	Nematostella|LOC5509826	Hydractinia|LOC130629719
OG0011034	Nematostella|LOC5504886	Hydractinia|LOC130629557
OG0011035	Nematostella|LOC5504195	Hydractinia|LOC130629463
OG0011036	Nematostella|LOC5521264	Hydractinia|LOC130630568
OG0011037	Nematostella|LOC5520293	Hydractinia|LOC130629589
OG0011038	Nematostella|LOC116621149	Hydractinia|LOC130630216
OG0011039	Nematostella|LOC5518224	Hydractinia|LOC130630598
OG0011040	Nematostella|LOC5514134	Hydractinia|LOC130662381
OG0011041	Nematostella|LOC5520019	Hydractinia|LOC130628542
OG0011042	Nematostella|LOC5517008	Hydractinia|LOC130629270
OG0011043	Nematostella|LOC5518579	Hydractinia|LOC130655950
OG0011044	Nematostella|LOC5515384	Hydractinia|LOC130622112
OG0011045	Nematostella|LOC5516036	Hydractinia|LOC130645343
OG0011046	Nematostella|LOC5522170	Hydractinia|LOC130645338
OG0011047	Nematostella|LOC5521971	Hydractinia|LOC130645569
OG0011048	Nematostella|LOC5513884	Hydractinia|LOC130644783
OG0011049	Nematostella|LOC5511624	Hydractinia|LOC130645520
OG0011050	Nematostella|LOC5514592	Hydractinia|LOC130646276
OG0011051	Nematostella|LOC5520146	Hydractinia|LOC130632403
OG0011052	Nematostella|LOC5510849	Hydractinia|LOC130645649
OG0011064	Nematostella|LOC5503599	Hydractinia|LOC130650073, Hydractinia|LOC130647958
OG0011073	Nematostella|LOC5503196, Nematostella|LOC5505940	Hydractinia|LOC130629757
OG0011077	Nematostella|LOC116606358	Hydractinia|LOC130630189, Hydractinia|LOC130613591, Hydractinia|LOC130630461
OG0011078	Nematostella|LOC116608352, Nematostella|LOC116611527	Hydractinia|LOC130627237
OG0011094	Nematostella|LOC5518966, Nematostella|LOC125568434	Hydractinia|LOC130635454
OG0011097	Nematostella|LOC5514361	Hydractinia|LOC130641112, Hydractinia|LOC130640735
OG0011101	Nematostella|LOC5509001	Hydractinia|LOC130641645
OG0011103	Nematostella|LOC5513674, Nematostella|LOC116618931	Hydractinia|LOC130646320, Hydractinia|LOC130646340
OG0011105	Nematostella|LOC5501463, Nematostella|LOC5521748	Hydractinia|LOC130644411
OG0011109	Nematostella|LOC5508583	Hydractinia|LOC130645383
OG0011110	Nematostella|LOC5520674, Nematostella|LOC5520673	Hydractinia|LOC130645519, Hydractinia|LOC130645518
OG0011111	Nematostella|LOC5519839	Hydractinia|LOC130645641, Hydractinia|LOC130645642
OG0011120	Nematostella|LOC5509011, Nematostella|LOC116616911, Nematostella|LOC116609837	Hydractinia|LOC130649125
OG0011124	Nematostella|LOC5504145, Nematostella|LOC5513278	Hydractinia|LOC130649229
OG0011125	Nematostella|LOC5512165, Nematostella|LOC5500957, Nematostella|LOC5515357	Hydractinia|LOC130655523
OG0011126	Nematostella|LOC5512766, Nematostella|LOC5506831	Hydractinia|LOC130655582
OG0011128	Nematostella|LOC5501636, Nematostella|LOC5501215	Hydractinia|LOC130654084
OG0011129	Nematostella|LOC5500678	Hydractinia|LOC130655625, Hydractinia|LOC130653851
OG0011135	Nematostella|LOC5506612, Nematostella|LOC116620861	Hydractinia|LOC130612172
OG0011138	Nematostella|LOC5516865, Nematostella|LOC5521425	Hydractinia|LOC130612179
OG0011144	Nematostella|LOC5518910, Nematostella|LOC5522097, Nematostella|LOC5503171	Hydractinia|LOC130613615
OG0011148	Nematostella|LOC5516114	Hydractinia|LOC130623023
OG0011151	Nematostella|LOC5501110	Hydractinia|LOC130625431
OG0011152	Nematostella|LOC5505284, Nematostella|LOC5505288	Hydractinia|LOC130626002, Hydractinia|LOC130626080
OG0011153	Nematostella|LOC125561877, Nematostella|LOC116604217, Nematostella|LOC125559024	Hydractinia|LOC130625987
OG0011154	Nematostella|LOC5505353, Nematostella|LOC5504710	Hydractinia|LOC130625197, Hydractinia|LOC130625198
OG0011155	Nematostella|LOC5506273	Hydractinia|LOC130626207
OG0011386	Nematostella|LOC5515957	Hydractinia|LOC130621939
OG0011398	Nematostella|LOC116608141	Hydractinia|LOC130654897
OG0011435	Nematostella|LOC5502205	Hydractinia|LOC130635953
OG0011437	Nematostella|LOC5511625	Hydractinia|LOC130635622
OG0011443	Nematostella|LOC116620833	Hydractinia|LOC130621160
OG0011446	Nematostella|LOC5508794	Hydractinia|LOC130622724
OG0011466	Nematostella|LOC5505240	Hydractinia|LOC130641875
OG0011470	Nematostella|LOC5515849	Hydractinia|LOC130623249
OG0011481	Nematostella|LOC125561826	Hydractinia|LOC130622992
OG0011483	Nematostella|LOC5516505	Hydractinia|LOC130655749
OG0011486	Nematostella|LOC5520188	Hydractinia|LOC130648818
OG0011492	Nematostella|LOC116602286	Hydractinia|LOC130656807
OG0011505	Nematostella|LOC5509909	Hydractinia|LOC130613299
OG0011521	Nematostella|LOC5500934	Hydractinia|LOC130654238
OG0011522	Nematostella|LOC5517239	Hydractinia|LOC130635877
OG0011536	Nematostella|LOC5501176	Hydractinia|LOC130612712
OG0011537	Nematostella|LOC5517629	Hydractinia|LOC130647353
OG0011540	Nematostella|LOC116602118	Hydractinia|LOC130624965
OG0011566	Nematostella|LOC5505764	Hydractinia|LOC130613881
OG0011574	Nematostella|LOC5509732	Hydractinia|LOC130657567
OG0011577	Nematostella|LOC5507310	Hydractinia|LOC130654514
OG0011592	Nematostella|LOC116601889	Hydractinia|LOC130645523
OG0011595	Nematostella|LOC5515090	Hydractinia|LOC130645746
OG0011608	Nematostella|LOC116615426	Hydractinia|LOC130613285
OG0011618	Nematostella|LOC5511373	Hydractinia|LOC130654275
OG0011633	Nematostella|LOC5518374	Hydractinia|LOC130647858
OG0011643	Nematostella|LOC5517314	Hydractinia|LOC130636681
OG0011659	Nematostella|LOC5509943	Hydractinia|LOC130636664
OG0011670	Nematostella|LOC5520913	Hydractinia|LOC130662579
OG0011677	Nematostella|LOC125561075	Hydractinia|LOC130653956
OG0011678	Nematostella|LOC116619178	Hydractinia|LOC130621741
OG0011687	Nematostella|LOC5512629	Hydractinia|LOC130622179
OG0011690	Nematostella|LOC5503915	Hydractinia|LOC130625474
OG0011698	Nematostella|LOC5513304	Hydractinia|LOC130613976
OG0011704	Nematostella|LOC5511008	Hydractinia|LOC130612418
OG0011706	Nematostella|LOC5518384	Hydractinia|LOC130662781
OG0011711	Nematostella|LOC5509052	Hydractinia|LOC130621646
OG0011724	Nematostella|LOC116616357	Hydractinia|LOC130653873
OG0011745	Nematostella|LOC5515477	Hydractinia|LOC130636572
OG0011747	Nematostella|LOC5515835	Hydractinia|LOC130621853
OG0011748	Nematostella|LOC5518024	Hydractinia|LOC130621611
OG0011793	Nematostella|LOC5509141	Hydractinia|LOC130621968
OG0011809	Nematostella|LOC5511987	Hydractinia|LOC130656348
OG0011818	Nematostella|LOC5516831	Hydractinia|LOC130641534
OG0011825	Nematostella|LOC5506572	Hydractinia|LOC130623816
OG0011853	Nematostella|LOC5508094	Hydractinia|LOC130657192
OG0011856	Nematostella|LOC5508856	Hydractinia|LOC130656886
OG0011869	Nematostella|LOC5503780	Hydractinia|LOC130644571
OG0011884	Nematostella|LOC5506112	Hydractinia|LOC130649366
OG0011910	Nematostella|LOC116603761	Hydractinia|LOC130621992
OG0011914	Nematostella|LOC5499055	Hydractinia|LOC130630186
OG0011915	Nematostella|LOC5517173	Hydractinia|LOC130655767
OG0011970	Nematostella|LOC5521216	Hydractinia|LOC130641297
OG0011975	Nematostella|LOC5517344	Hydractinia|LOC130626167
OG0012020	Nematostella|LOC5508434	Hydractinia|LOC130648868
OG0012051	Nematostella|LOC116610300	Hydractinia|LOC130612668
OG0012053	Nematostella|LOC5515866	Hydractinia|LOC130629830
OG0012062	Nematostella|LOC116613513	Hydractinia|LOC130647104
OG0012067	Nematostella|LOC5518471	Hydractinia|LOC130647717
OG0012078	Nematostella|LOC5507469	Hydractinia|LOC130662286
OG0012092	Nematostella|LOC5522387	Hydractinia|LOC130624193
OG0012124	Nematostella|LOC5502189	Hydractinia|LOC130623718
OG0012156	Nematostella|LOC116611810	Hydractinia|LOC130641014
OG0012166	Nematostella|LOC5521412	Hydractinia|LOC130628581
OG0012211	Nematostella|LOC5517669	Hydractinia|LOC130656797
OG0012229	Nematostella|LOC5504717	Hydractinia|LOC130645325
OG0012233	Nematostella|LOC116615718	Hydractinia|LOC130641873
OG0012239	Nematostella|LOC5509996	Hydractinia|LOC130621501
OG0012250	Nematostella|LOC5515899	Hydractinia|LOC130641803
OG0012257	Nematostella|LOC116604390	Hydractinia|LOC130655155
OG0012260	Nematostella|LOC5516648	Hydractinia|LOC130623895
OG0012265	Nematostella|LOC5517187	Hydractinia|LOC130630545
OG0012267	Nematostella|LOC116614456	Hydractinia|LOC130646989
OG0012268	Nematostella|LOC5506315	Hydractinia|LOC130662382
OG0012273	Nematostella|LOC5512574	Hydractinia|LOC130629119
OG0012280	Nematostella|LOC5508427	Hydractinia|LOC130648683
OG0012288	Nematostella|LOC5521082	Hydractinia|LOC130623671
OG0012296	Nematostella|LOC5520249	Hydractinia|LOC130649234
OG0012297	Nematostella|LOC5520727	Hydractinia|LOC130655244
OG0012300	Nematostella|LOC5520793	Hydractinia|LOC130657011
OG0012303	Nematostella|LOC116602197	Hydractinia|LOC130624084
OG0012308	Nematostella|LOC5513557	Hydractinia|LOC130655186
OG0012314	Nematostella|LOC5509961	Hydractinia|LOC130636012
OG0012320	Nematostella|LOC5504675	Hydractinia|LOC130645498
OG0012325	Nematostella|LOC5498911	Hydractinia|LOC130654002
OG0012341	Nematostella|LOC5519261	Hydractinia|LOC130654912
OG0012361	Nematostella|LOC5516222	Hydractinia|LOC130655889
OG0012362	Nematostella|LOC5517959	Hydractinia|LOC130641871
OG0012365	Nematostella|LOC5521102	Hydractinia|LOC130614234
OG0012390	Nematostella|LOC5504212	Hydractinia|LOC130614671
OG0012414	Nematostella|LOC5517849	Hydractinia|LOC130642305
OG0012415	Nematostella|LOC116610684	Hydractinia|LOC130641328
OG0012417	Nematostella|LOC5512499	Hydractinia|LOC130654158
OG0012433	Nematostella|LOC5509083	Hydractinia|LOC130640885
OG0012445	Nematostella|LOC5507836	Hydractinia|LOC130644450
OG0012459	Nematostella|LOC116621175	Hydractinia|LOC130614113
OG0012460	Nematostella|LOC5518085	Hydractinia|LOC130614796
OG0012463	Nematostella|LOC116604149	Hydractinia|LOC130645919
OG0012469	Nematostella|LOC5507675	Hydractinia|LOC130625737
OG0012472	Nematostella|LOC116601163	Hydractinia|LOC130649612
OG0012496	Nematostella|LOC5504020	Hydractinia|LOC130654665
OG0012542	Nematostella|LOC5520103	Hydractinia|LOC130654650
OG0012543	Nematostella|LOC5514157	Hydractinia|LOC130645318
OG0012551	Nematostella|LOC116610730	Hydractinia|LOC130636715
OG0012555	Nematostella|LOC116615709	Hydractinia|LOC130622126
OG0012567	Nematostella|LOC5516976	Hydractinia|LOC130654379
OG0012581	Nematostella|LOC116618696	Hydractinia|LOC130655440
OG0012582	Nematostella|LOC5516565	Hydractinia|LOC130655019
OG0012583	Nematostella|LOC5512594	Hydractinia|LOC130645774
OG0012605	Nematostella|LOC5517027	Hydractinia|LOC130645165
OG0012606	Nematostella|LOC5508704	Hydractinia|LOC130645797
OG0012609	Nematostella|LOC5516183	Hydractinia|LOC130624358
OG0012617	Nematostella|LOC5518978	Hydractinia|LOC130657159
OG0012628	Nematostella|LOC5519431	Hydractinia|LOC130614726
OG0012637	Nematostella|LOC116611844	Hydractinia|LOC130614718
OG0012658	Nematostella|LOC5512187	Hydractinia|LOC130655497
OG0012659	Nematostella|LOC5516188	Hydractinia|LOC130654236
OG0012664	Nematostella|LOC5519520	Hydractinia|LOC130655881
OG0012670	Nematostella|LOC5512145	Hydractinia|LOC130655601
OG0012671	Nematostella|LOC5506745	Hydractinia|LOC130654336
OG0012672	Nematostella|LOC5521574	Hydractinia|LOC130655103
OG0012676	Nematostella|LOC116613942	Hydractinia|LOC130654585
OG0012677	Nematostella|LOC116618905	Hydractinia|LOC130654395
OG0012678	Nematostella|LOC116618568	Hydractinia|LOC130654050
OG0012679	Nematostella|LOC116618188	Hydractinia|LOC130654804
OG0012686	Nematostella|LOC5506077	Hydractinia|LOC130655899
OG0012687	Nematostella|LOC5522094	Hydractinia|LOC130654677
OG0012693	Nematostella|LOC5520939	Hydractinia|LOC130645480
OG0012694	Nematostella|LOC5519336	Hydractinia|LOC130622225
OG0012707	Nematostella|LOC5507368	Hydractinia|LOC130644283
OG0012710	Nematostella|LOC5520856	Hydractinia|LOC130656196
OG0012711	Nematostella|LOC116614112	Hydractinia|LOC130644293
OG0012712	Nematostella|LOC5506047	Hydractinia|LOC130645753
OG0012714	Nematostella|LOC5508641	Hydractinia|LOC130645291
OG0012716	Nematostella|LOC5499765	Hydractinia|LOC130644883
OG0012721	Nematostella|LOC5509017	Hydractinia|LOC130645639
OG0012732	Nematostella|LOC5506891	Hydractinia|LOC130636239
OG0012733	Nematostella|LOC5521885	Hydractinia|LOC130635956
OG0012741	Nematostella|LOC5516475	Hydractinia|LOC130654164
OG0012746	Nematostella|LOC5515430	Hydractinia|LOC130635719
OG0012756	Nematostella|LOC5520774	Hydractinia|LOC130656925
OG0012757	Nematostella|LOC5507686	Hydractinia|LOC130625850
OG0012758	Nematostella|LOC5516544	Hydractinia|LOC130656197
OG0012764	Nematostella|LOC5513028	Hydractinia|LOC130657175
OG0012765	Nematostella|LOC5503069	Hydractinia|LOC130656475
OG0012770	Nematostella|LOC5511946	Hydractinia|LOC130656457
OG0012772	Nematostella|LOC5519218	Hydractinia|LOC130656276
OG0012773	Nematostella|LOC5506177	Hydractinia|LOC130656554
OG0012781	Nematostella|LOC5519324	Hydractinia|LOC130612556
OG0012782	Nematostella|LOC5521436	Hydractinia|LOC130612620
OG0012787	Nematostella|LOC5512836	Hydractinia|LOC130644264
OG0012788	Nematostella|LOC5515256	Hydractinia|LOC130612345
OG0012789	Nematostella|LOC5519401	Hydractinia|LOC130612158
OG0012801	Nematostella|LOC5514819	Hydractinia|LOC130621662
OG0012802	Nematostella|LOC5518744	Hydractinia|LOC130622312
OG0012806	Nematostella|LOC5518114	Hydractinia|LOC130623379
OG0012807	Nematostella|LOC5514341	Hydractinia|LOC130622092
OG0012808	Nematostella|LOC5504367	Hydractinia|LOC130622193
OG0012810	Nematostella|LOC5506828	Hydractinia|LOC130621176
OG0012815	Nematostella|LOC5502066	Hydractinia|LOC130622728
OG0012821	Nematostella|LOC116618120	Hydractinia|LOC130641029
OG0012829	Nematostella|LOC5509007	Hydractinia|LOC130641993
OG0012835	Nematostella|LOC116614542	Hydractinia|LOC130622227
OG0012839	Nematostella|LOC116601481	Hydractinia|LOC130630912
OG0012841	Nematostella|LOC5508968	Hydractinia|LOC130642011
OG0012843	Nematostella|LOC5515219	Hydractinia|LOC130614032
OG0012848	Nematostella|LOC5518204	Hydractinia|LOC130631006
OG0012853	Nematostella|LOC5513713	Hydractinia|LOC130623872
OG0012859	Nematostella|LOC5509305	Hydractinia|LOC130623626
OG0012865	Nematostella|LOC5519589	Hydractinia|LOC130623982
OG0012866	Nematostella|LOC5511712	Hydractinia|LOC130649448
OG0012871	Nematostella|LOC5500830	Hydractinia|LOC130648995
OG0012875	Nematostella|LOC5503764	Hydractinia|LOC130648046
OG0012879	Nematostella|LOC5508873	Hydractinia|LOC130647641
OG0012887	Nematostella|LOC5509918	Hydractinia|LOC130614683
OG0012889	Nematostella|LOC5497503	Hydractinia|LOC130625394
OG0012890	Nematostella|LOC5518259	Hydractinia|LOC130626180
OG0012894	Nematostella|LOC5507689	Hydractinia|LOC130655957
OG0012897	Nematostella|LOC5509814	Hydractinia|LOC130630681
OG0012899	Nematostella|LOC5520007	Hydractinia|LOC130629081
OG0012900	Nematostella|LOC5511263	Hydractinia|LOC130628934
OG0012901	Nematostella|LOC5511942	Hydractinia|LOC130628887
OG0012912	Nematostella|LOC5505992	Hydractinia|LOC130634680
OG0012913	Nematostella|LOC5502594	Hydractinia|LOC130645167
OG0012919	Nematostella|LOC116616151	Hydractinia|LOC130637117
OG0012921	Nematostella|LOC5522262	Hydractinia|LOC130638947, Hydractinia|LOC130642171
OG0012922	Nematostella|LOC5505644	Hydractinia|LOC130641032, Hydractinia|LOC130656857
OG0012942	Nematostella|LOC5506921	Hydractinia|LOC130629717
OG0012943	Nematostella|LOC116604387	Hydractinia|LOC130629791
OG0012949	Nematostella|LOC116603318	Hydractinia|LOC130630436
OG0012954	Nematostella|LOC116603672, Nematostella|LOC116603673	Hydractinia|LOC130630657
OG0012959	Nematostella|LOC5509167	Hydractinia|LOC130635651
OG0012964	Nematostella|LOC5505636	Hydractinia|LOC130635790, Hydractinia|LOC130635801
OG0012971	Nematostella|LOC5512657	Hydractinia|LOC130636121
OG0012975	Nematostella|LOC5513692	Hydractinia|LOC130636238
OG0012978	Nematostella|LOC5512035	Hydractinia|LOC130636365
OG0012980	Nematostella|LOC5515459	Hydractinia|LOC130636487
OG0012981	Nematostella|LOC5508324	Hydractinia|LOC130636594
