Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_ClytiaProteins
OG0008577	Nematostella|LOC5511349	Clytia|LOC043402
OG0008578	Nematostella|LOC116618669	Clytia|LOC043407
OG0008579	Nematostella|LOC5502223	Clytia|LOC043413
OG0008580	Nematostella|LOC5522244	Clytia|LOC043437
OG0008581	Nematostella|LOC5515656	Clytia|LOC043438
OG0008582	Nematostella|LOC5511394	Clytia|LOC043443
OG0008583	Nematostella|LOC5517028	Clytia|LOC043444
OG0008584	Nematostella|LOC5510648	Clytia|LOC043452
OG0008585	Nematostella|LOC116617145	Clytia|LOC043456
OG0008586	Nematostella|LOC5518825	Clytia|LOC043458
OG0008587	Nematostella|LOC5502014	Clytia|LOC043459
OG0008588	Nematostella|LOC5518255	Clytia|LOC043461
OG0008589	Nematostella|LOC5505619	Clytia|LOC043472, Clytia|LOC043480, Clytia|LOC043479
OG0008590	Nematostella|LOC5519563	Clytia|LOC043476
OG0008591	Nematostella|LOC5511111	Clytia|LOC043514
OG0008592	Nematostella|LOC5505410	Clytia|LOC043534
OG0008593	Nematostella|LOC5518846	Clytia|LOC043535
OG0008594	Nematostella|LOC5521049	Clytia|LOC043536
OG0008595	Nematostella|LOC5510319	Clytia|LOC043541
OG0008596	Nematostella|LOC5515138	Clytia|LOC043548
OG0008597	Nematostella|LOC5501699	Clytia|LOC043550
OG0008598	Nematostella|LOC5513799	Clytia|LOC043601
OG0008599	Nematostella|LOC5518027	Clytia|LOC043606
OG0008601	Nematostella|LOC5506415	Clytia|LOC043635
OG0008602	Nematostella|LOC5510122	Clytia|LOC043637
OG0008603	Nematostella|LOC5508450	Clytia|LOC043638
OG0008604	Nematostella|LOC5511718	Clytia|LOC043650
OG0008605	Nematostella|LOC5509540	Clytia|LOC043651
OG0008606	Nematostella|LOC5509659	Clytia|LOC043652
OG0008607	Nematostella|LOC5509577	Clytia|LOC043653
OG0008608	Nematostella|LOC116603954	Clytia|LOC043654
OG0008609	Nematostella|LOC5520253	Clytia|LOC043655
OG0008610	Nematostella|LOC5511757	Clytia|LOC043656
OG0008611	Nematostella|LOC5522173	Clytia|LOC043682
OG0008612	Nematostella|LOC5519138	Clytia|LOC043694
OG0008613	Nematostella|LOC5518293	Clytia|LOC043705
OG0008614	Nematostella|LOC5519602	Clytia|LOC043722
OG0008615	Nematostella|LOC5512444	Clytia|LOC043725
OG0008616	Nematostella|LOC5515693	Clytia|LOC043727
OG0008617	Nematostella|LOC5501628	Clytia|LOC043728
OG0008618	Nematostella|LOC116618849	Clytia|LOC043730
OG0008619	Nematostella|LOC5512894	Clytia|LOC043733
OG0008620	Nematostella|LOC5509861	Clytia|LOC043736
OG0008621	Nematostella|LOC5511395	Clytia|LOC043742
OG0008622	Nematostella|LOC5519542	Clytia|LOC043769
OG0008623	Nematostella|LOC5502327	Clytia|LOC043771
OG0008624	Nematostella|LOC5512265	Clytia|LOC043774
OG0008625	Nematostella|LOC5511904	Clytia|LOC043775
OG0008626	Nematostella|LOC5518014	Clytia|LOC043778
OG0008627	Nematostella|LOC5513809	Clytia|LOC043780
OG0008628	Nematostella|LOC5518044	Clytia|LOC043782
OG0008629	Nematostella|LOC5510470	Clytia|LOC043784
OG0008631	Nematostella|LOC125561056	Clytia|LOC043786
OG0008632	Nematostella|LOC5520963	Clytia|LOC043816
OG0008633	Nematostella|LOC5519755	Clytia|LOC043830
OG0008634	Nematostella|LOC5508475	Clytia|LOC043834
OG0008635	Nematostella|LOC5506933	Clytia|LOC043843
OG0008636	Nematostella|LOC5511268	Clytia|LOC043844
OG0008637	Nematostella|LOC5519446	Clytia|LOC043845
OG0008638	Nematostella|LOC5516193	Clytia|LOC043853
OG0008639	Nematostella|LOC5520005	Clytia|LOC043868
OG0008640	Nematostella|LOC5505912	Clytia|LOC043869
OG0008641	Nematostella|LOC5507492, Nematostella|LOC5512689, Nematostella|LOC116612401	Clytia|LOC043872
OG0008642	Nematostella|LOC5521410	Clytia|LOC043881
OG0008643	Nematostella|LOC5508587	Clytia|LOC043883
OG0008644	Nematostella|LOC5521363	Clytia|LOC043886
OG0008645	Nematostella|LOC5517066	Clytia|LOC043891
OG0008646	Nematostella|LOC5519776	Clytia|LOC043908
OG0008647	Nematostella|LOC5519813	Clytia|LOC043915
OG0008648	Nematostella|LOC5510301	Clytia|LOC043916
OG0008649	Nematostella|LOC5515031	Clytia|LOC043918
OG0008650	Nematostella|LOC5522154	Clytia|LOC043943
OG0008651	Nematostella|LOC5517048	Clytia|LOC043945
OG0008652	Nematostella|LOC5510063	Clytia|LOC043970
OG0008653	Nematostella|LOC5516955	Clytia|LOC043972
OG0008654	Nematostella|LOC5522179	Clytia|LOC043973
OG0008655	Nematostella|LOC5522131	Clytia|LOC043974
OG0008656	Nematostella|LOC5509364	Clytia|LOC043982
OG0008657	Nematostella|LOC5512261	Clytia|LOC044038
OG0008658	Nematostella|LOC5518540	Clytia|LOC044045, Clytia|LOC044094
OG0008659	Nematostella|LOC5521340	Clytia|LOC044049
OG0008660	Nematostella|LOC5514811	Clytia|LOC044064
OG0008661	Nematostella|LOC5508934	Clytia|LOC044065
OG0008662	Nematostella|LOC5521349	Clytia|LOC044069
OG0008663	Nematostella|LOC5515695	Clytia|LOC044075
OG0008664	Nematostella|LOC5514992	Clytia|LOC044076
OG0008665	Nematostella|LOC5521771	Clytia|LOC044077
OG0008666	Nematostella|LOC5514450	Clytia|LOC044078
OG0008668	Nematostella|LOC5508919	Clytia|LOC044081
OG0008669	Nematostella|LOC5514368	Clytia|LOC044083
OG0008670	Nematostella|LOC116618196	Clytia|LOC044084
OG0008671	Nematostella|LOC116602121	Clytia|LOC044085
OG0008674	Nematostella|LOC5518638	Clytia|LOC044095
OG0008675	Nematostella|LOC5507328	Clytia|LOC044099
OG0008676	Nematostella|LOC5517925	Clytia|LOC044111
OG0008677	Nematostella|LOC5515376, Nematostella|LOC5512772	Clytia|LOC044114
OG0008678	Nematostella|LOC5521176	Clytia|LOC044116
OG0008679	Nematostella|LOC116616184	Clytia|LOC044117
OG0008681	Nematostella|LOC5521310	Clytia|LOC044133
OG0008682	Nematostella|LOC5505675	Clytia|LOC044144
OG0008683	Nematostella|LOC5515594	Clytia|LOC044146
OG0008684	Nematostella|LOC5517866	Clytia|LOC044149
OG0008685	Nematostella|LOC5517847	Clytia|LOC044150
OG0008686	Nematostella|LOC5521667	Clytia|LOC044176
OG0008687	Nematostella|LOC5518659	Clytia|LOC044223
OG0008689	Nematostella|LOC5511134	Clytia|LOC044240
OG0008690	Nematostella|LOC5525248	Clytia|LOC044260
OG0008691	Nematostella|LOC5515224	Clytia|LOC044267
OG0008692	Nematostella|LOC5515139	Clytia|LOC044270
OG0008693	Nematostella|LOC5513864	Clytia|LOC044271
OG0008694	Nematostella|LOC5515970	Clytia|LOC044273
OG0008695	Nematostella|LOC5521064	Clytia|LOC044277
OG0008696	Nematostella|LOC5519322	Clytia|LOC044280
OG0008697	Nematostella|LOC116619663	Clytia|LOC044282
OG0008698	Nematostella|LOC5504767	Clytia|LOC044286
OG0008699	Nematostella|LOC5504757	Clytia|LOC044288
OG0008700	Nematostella|LOC5503363	Clytia|LOC044291
OG0008701	Nematostella|LOC5510437	Clytia|LOC044302
OG0008702	Nematostella|LOC5516383	Clytia|LOC044306
OG0008703	Nematostella|LOC5509356	Clytia|LOC044315
OG0008704	Nematostella|LOC5513487	Clytia|LOC044318
OG0008705	Nematostella|LOC5513968	Clytia|LOC044322
OG0008706	Nematostella|LOC5505590	Clytia|LOC044326
OG0008707	Nematostella|LOC5512813	Clytia|LOC044329
OG0008708	Nematostella|LOC5519793	Clytia|LOC044332
OG0008709	Nematostella|LOC5503449	Clytia|LOC044335
OG0008710	Nematostella|LOC5501163	Clytia|LOC044342
OG0008711	Nematostella|LOC116617229	Clytia|LOC044353
OG0008712	Nematostella|LOC5504725	Clytia|LOC044355
OG0008713	Nematostella|LOC5501957	Clytia|LOC044357
OG0008714	Nematostella|LOC5510276	Clytia|LOC044360
OG0008715	Nematostella|LOC5508366	Clytia|LOC044362
OG0008716	Nematostella|LOC5502865	Clytia|LOC044365
OG0008717	Nematostella|LOC5504778	Clytia|LOC044366
OG0008718	Nematostella|LOC5521515	Clytia|LOC044368
OG0008719	Nematostella|LOC5519769	Clytia|LOC044371
OG0008720	Nematostella|LOC5518822	Clytia|LOC044373
OG0008721	Nematostella|LOC5502171	Clytia|LOC044377
OG0008722	Nematostella|LOC5512842	Clytia|LOC044385
OG0008723	Nematostella|LOC5516595	Clytia|LOC044390
OG0008724	Nematostella|LOC5521301	Clytia|LOC044513
OG0008725	Nematostella|LOC5517851	Clytia|LOC044515
OG0008726	Nematostella|LOC5521283	Clytia|LOC044521
OG0008727	Nematostella|LOC5510960	Clytia|LOC044522
OG0008728	Nematostella|LOC5521299	Clytia|LOC044523
OG0008729	Nematostella|LOC5501882	Clytia|LOC044546
OG0008730	Nematostella|LOC5515488	Clytia|LOC044548
OG0008731	Nematostella|LOC5514836	Clytia|LOC044551
OG0008732	Nematostella|LOC5501629	Clytia|LOC044556
OG0008733	Nematostella|LOC5505230	Clytia|LOC044557
OG0008734	Nematostella|LOC5512085	Clytia|LOC044558
OG0008735	Nematostella|LOC5517964	Clytia|LOC044559
OG0008736	Nematostella|LOC5506291	Clytia|LOC044601
OG0008737	Nematostella|LOC5518100	Clytia|LOC044603
OG0008738	Nematostella|LOC5508931	Clytia|LOC044606
OG0008739	Nematostella|LOC5509114	Clytia|LOC044609
OG0008740	Nematostella|LOC5501631	Clytia|LOC044654
OG0008741	Nematostella|LOC5519333	Clytia|LOC044656, Clytia|LOC044666
OG0008742	Nematostella|LOC5522247	Clytia|LOC044689
OG0008743	Nematostella|LOC5522251	Clytia|LOC044692
OG0008744	Nematostella|LOC5509227	Clytia|LOC044696
OG0008745	Nematostella|LOC5519710	Clytia|LOC044697
OG0008746	Nematostella|LOC5502954	Clytia|LOC044728
OG0008747	Nematostella|LOC5505634	Clytia|LOC044729
OG0008748	Nematostella|LOC5516535	Clytia|LOC044754
OG0008749	Nematostella|LOC5516528	Clytia|LOC044762
OG0008750	Nematostella|LOC5516598	Clytia|LOC044765
OG0008751	Nematostella|LOC5512037	Clytia|LOC044789
OG0008752	Nematostella|LOC5506737	Clytia|LOC044793
OG0008753	Nematostella|LOC116617179	Clytia|LOC044809
OG0008754	Nematostella|LOC5510507	Clytia|LOC044817
OG0008755	Nematostella|LOC5512010	Clytia|LOC044822
OG0008756	Nematostella|LOC5521584	Clytia|LOC044825
OG0008757	Nematostella|LOC5505707	Clytia|LOC044836
OG0008758	Nematostella|LOC5506017	Clytia|LOC044837
OG0008759	Nematostella|LOC5507331	Clytia|LOC044838
OG0008760	Nematostella|LOC5507352	Clytia|LOC044840
OG0008761	Nematostella|LOC116618413	Clytia|LOC044897
OG0008762	Nematostella|LOC5502221	Clytia|LOC044931
OG0008763	Nematostella|LOC5510537	Clytia|LOC044936
OG0008764	Nematostella|LOC5522172	Clytia|LOC044937
OG0008765	Nematostella|LOC5513286	Clytia|LOC044938
OG0008766	Nematostella|LOC5510768	Clytia|LOC044948
OG0008767	Nematostella|LOC5509902	Clytia|LOC044951
OG0008768	Nematostella|LOC5521037	Clytia|LOC044952
OG0008769	Nematostella|LOC116610629	Clytia|LOC044953
OG0008770	Nematostella|LOC116610141	Clytia|LOC044981, Clytia|LOC044988
OG0008771	Nematostella|LOC5509187	Clytia|LOC044990
OG0008772	Nematostella|LOC5513845	Clytia|LOC044994
OG0008773	Nematostella|LOC5510759	Clytia|LOC045009
OG0008774	Nematostella|LOC5504977	Clytia|LOC045013
OG0008775	Nematostella|LOC5517004	Clytia|LOC045021
OG0008776	Nematostella|LOC5502959	Clytia|LOC045036
OG0008777	Nematostella|LOC5519951	Clytia|LOC045039
OG0008778	Nematostella|LOC5511637	Clytia|LOC045075
OG0008779	Nematostella|LOC5509459	Clytia|LOC045076
OG0008780	Nematostella|LOC5511632	Clytia|LOC045080
OG0008782	Nematostella|LOC116616643	Clytia|LOC045121
OG0008783	Nematostella|LOC5510735	Clytia|LOC045129
OG0008784	Nematostella|LOC5502458	Clytia|LOC045134
OG0008785	Nematostella|LOC5522194	Clytia|LOC045139
OG0008786	Nematostella|LOC5514957	Clytia|LOC045141
OG0008787	Nematostella|LOC5520720	Clytia|LOC045145
OG0008788	Nematostella|LOC5520831	Clytia|LOC045146
OG0008789	Nematostella|LOC5518804	Clytia|LOC045175
OG0008790	Nematostella|LOC5521030	Clytia|LOC045176
OG0008791	Nematostella|LOC116610125	Clytia|LOC045184
OG0008792	Nematostella|LOC5521428	Clytia|LOC045186
OG0008793	Nematostella|LOC5510536	Clytia|LOC045189
OG0008794	Nematostella|LOC5505676	Clytia|LOC045214
OG0008795	Nematostella|LOC116614068	Clytia|LOC045220
OG0008796	Nematostella|LOC5503627	Clytia|LOC045221
OG0008797	Nematostella|LOC5513388	Clytia|LOC045235
OG0008798	Nematostella|LOC5504661	Clytia|LOC045243
OG0008799	Nematostella|LOC5519456	Clytia|LOC045245, Clytia|LOC045348
OG0008800	Nematostella|LOC5512268	Clytia|LOC045246
OG0008801	Nematostella|LOC5505157	Clytia|LOC045248
OG0008802	Nematostella|LOC5502319	Clytia|LOC045262
OG0008803	Nematostella|LOC116613718	Clytia|LOC045266
OG0008804	Nematostella|LOC5518693	Clytia|LOC045274
OG0008805	Nematostella|LOC5513379	Clytia|LOC045280
OG0008806	Nematostella|LOC116602117	Clytia|LOC045281
OG0008807	Nematostella|LOC5514582	Clytia|LOC045290
OG0008808	Nematostella|LOC5518065	Clytia|LOC045292
OG0008809	Nematostella|LOC5512248	Clytia|LOC045293
OG0008810	Nematostella|LOC5502324	Clytia|LOC045302
OG0008811	Nematostella|LOC5505279	Clytia|LOC045407
OG0008812	Nematostella|LOC5517488	Clytia|LOC045413
OG0008813	Nematostella|LOC5508133	Clytia|LOC045415
OG0008814	Nematostella|LOC5502684	Clytia|LOC045431
OG0008815	Nematostella|LOC5520712	Clytia|LOC045455
OG0008816	Nematostella|LOC5500555	Clytia|LOC045473
OG0008817	Nematostella|LOC5520681	Clytia|LOC045474
OG0008818	Nematostella|LOC5501799	Clytia|LOC045478
OG0008819	Nematostella|LOC5520631	Clytia|LOC045483
OG0008820	Nematostella|LOC5509908	Clytia|LOC045485
OG0008821	Nematostella|LOC5506697	Clytia|LOC045489
OG0008822	Nematostella|LOC5520891	Clytia|LOC045512
OG0008823	Nematostella|LOC5518889	Clytia|LOC045513
OG0008824	Nematostella|LOC116616245	Clytia|LOC045514
OG0008825	Nematostella|LOC5520794	Clytia|LOC045516
OG0008826	Nematostella|LOC5507004	Clytia|LOC045517
OG0008827	Nematostella|LOC5512307	Clytia|LOC045542
OG0008828	Nematostella|LOC5518366	Clytia|LOC045558
OG0008829	Nematostella|LOC5512088	Clytia|LOC045581
OG0008830	Nematostella|LOC5509726	Clytia|LOC045584
OG0008831	Nematostella|LOC5511978	Clytia|LOC045586
OG0008832	Nematostella|LOC5511248	Clytia|LOC045593
OG0008833	Nematostella|LOC5508241	Clytia|LOC045595
OG0008834	Nematostella|LOC5512201	Clytia|LOC045610
OG0008835	Nematostella|LOC5513926	Clytia|LOC045612
OG0008836	Nematostella|LOC5519569	Clytia|LOC045615
OG0008837	Nematostella|LOC5512890	Clytia|LOC045617
OG0008838	Nematostella|LOC5511040	Clytia|LOC045619
OG0008839	Nematostella|LOC5511626	Clytia|LOC045621
OG0008840	Nematostella|LOC5501318	Clytia|LOC045622
OG0008841	Nematostella|LOC5518176	Clytia|LOC045635
OG0008842	Nematostella|LOC5506269	Clytia|LOC045639
OG0008843	Nematostella|LOC5514406	Clytia|LOC045652
OG0008844	Nematostella|LOC5519092	Clytia|LOC045653
OG0008845	Nematostella|LOC5500628	Clytia|LOC045731, Clytia|LOC045759
OG0008846	Nematostella|LOC5519164	Clytia|LOC045732
OG0008847	Nematostella|LOC5509517	Clytia|LOC045734
OG0008848	Nematostella|LOC5514685	Clytia|LOC045735
OG0008849	Nematostella|LOC5508652	Clytia|LOC045739
OG0008850	Nematostella|LOC5505456	Clytia|LOC045740
OG0008851	Nematostella|LOC5508117	Clytia|LOC045749
OG0008852	Nematostella|LOC5515519	Clytia|LOC045750
OG0008853	Nematostella|LOC5507706	Clytia|LOC045752
OG0008854	Nematostella|LOC5518436	Clytia|LOC045753
OG0008855	Nematostella|LOC5517199	Clytia|LOC045761, Clytia|LOC045766
OG0008856	Nematostella|LOC5518446	Clytia|LOC045764
OG0008857	Nematostella|LOC5501347	Clytia|LOC045773
OG0008858	Nematostella|LOC5514752	Clytia|LOC045793
OG0008859	Nematostella|LOC5518590	Clytia|LOC045816
OG0008860	Nematostella|LOC116618952	Clytia|LOC045837
OG0008861	Nematostella|LOC5519473	Clytia|LOC045843
OG0008862	Nematostella|LOC116601598	Clytia|LOC045844
OG0008863	Nematostella|LOC116615483	Clytia|LOC045848
OG0009226	Nematostella|LOC5511778	Clytia|LOC000028
OG0009228	Nematostella|LOC5517573	Clytia|LOC000040
OG0009230	Nematostella|LOC116613833	Clytia|LOC000052
OG0009231	Nematostella|LOC5505343	Clytia|LOC000072
OG0009232	Nematostella|LOC116601243	Clytia|LOC000111
OG0009233	Nematostella|LOC5504417	Clytia|LOC000127
OG0009234	Nematostella|LOC5520481	Clytia|LOC000133
OG0009235	Nematostella|LOC5507728	Clytia|LOC000134
OG0009236	Nematostella|LOC5511787	Clytia|LOC000144
OG0009238	Nematostella|LOC125567965	Clytia|LOC025185, Clytia|LOC000212, Clytia|LOC007020
OG0009240	Nematostella|LOC5516759	Clytia|LOC000274
OG0009241	Nematostella|LOC5521793	Clytia|LOC000310
OG0009246	Nematostella|LOC5514786	Clytia|LOC000338
OG0009247	Nematostella|LOC5518708	Clytia|LOC000404
OG0009248	Nematostella|LOC125561919, Nematostella|LOC125556772, Nematostella|LOC5504014	Clytia|LOC000468
OG0009249	Nematostella|LOC116619983	Clytia|LOC000489
OG0009250	Nematostella|LOC5504955	Clytia|LOC005899, Clytia|LOC000516
OG0009251	Nematostella|LOC116618309	Clytia|LOC000518
OG0009255	Nematostella|LOC5509339, Nematostella|LOC5512891	Clytia|LOC000624
OG0009256	Nematostella|LOC116614805	Clytia|LOC000625
OG0009258	Nematostella|LOC5509426	Clytia|LOC000629
OG0009263	Nematostella|LOC125556665	Clytia|LOC000776
OG0009267	Nematostella|LOC5513208	Clytia|LOC000846
OG0009270	Nematostella|LOC5520708	Clytia|LOC000872
OG0009271	Nematostella|LOC5513004	Clytia|LOC000878
OG0009278	Nematostella|LOC5519499	Clytia|LOC001097
OG0009280	Nematostella|LOC5501894	Clytia|LOC001142
OG0009281	Nematostella|LOC116617869	Clytia|LOC001207
OG0009283	Nematostella|LOC116619849	Clytia|LOC001217
OG0009284	Nematostella|LOC5507931	Clytia|LOC001319
OG0009285	Nematostella|LOC5498419	Clytia|LOC020892, Clytia|LOC001321, Clytia|LOC031419
OG0009290	Nematostella|LOC5508778	Clytia|LOC001427
OG0009292	Nematostella|LOC5521257	Clytia|LOC001464
OG0009295	Nematostella|LOC5517765	Clytia|LOC001563
OG0009297	Nematostella|LOC116602136	Clytia|LOC001627
OG0009300	Nematostella|LOC5506858	Clytia|LOC001725
OG0009301	Nematostella|LOC5521600	Clytia|LOC001736
OG0009303	Nematostella|LOC5508041	Clytia|LOC001769
OG0009305	Nematostella|LOC5501379	Clytia|LOC001827
OG0009307	Nematostella|LOC5521806	Clytia|LOC001841
OG0009309	Nematostella|LOC116601139	Clytia|LOC001894, Clytia|LOC010076
OG0009310	Nematostella|LOC5520002	Clytia|LOC001923
OG0009312	Nematostella|LOC5500621	Clytia|LOC001946
OG0009313	Nematostella|LOC116614798	Clytia|LOC001979
OG0009314	Nematostella|LOC116611058	Clytia|LOC002004
OG0009315	Nematostella|LOC116617555	Clytia|LOC002018
OG0009318	Nematostella|LOC5514060	Clytia|LOC002098
OG0009319	Nematostella|LOC5508435	Clytia|LOC002184
OG0009320	Nematostella|LOC5516912	Clytia|LOC002191
OG0009323	Nematostella|LOC5509519	Clytia|LOC002296
OG0009326	Nematostella|LOC5513542	Clytia|LOC002346
OG0009328	Nematostella|LOC5511165	Clytia|LOC002375
OG0009329	Nematostella|LOC5514557	Clytia|LOC002379
OG0009330	Nematostella|LOC5501376	Clytia|LOC002387
OG0009332	Nematostella|LOC5514200	Clytia|LOC002458
OG0009337	Nematostella|LOC5504187	Clytia|LOC002563
OG0009338	Nematostella|LOC5501958	Clytia|LOC002604
OG0009341	Nematostella|LOC5513949	Clytia|LOC002636
OG0009343	Nematostella|LOC5510441	Clytia|LOC002672
OG0009344	Nematostella|LOC5515657	Clytia|LOC002681
OG0009345	Nematostella|LOC5501987	Clytia|LOC002703, Clytia|LOC002684
OG0009346	Nematostella|LOC5521528	Clytia|LOC002686
OG0009348	Nematostella|LOC5510475	Clytia|LOC002691
OG0009349	Nematostella|LOC5519909	Clytia|LOC002700
OG0009350	Nematostella|LOC5521570	Clytia|LOC002706
OG0009351	Nematostella|LOC5516304, Nematostella|LOC5508146	Clytia|LOC002708
OG0009352	Nematostella|LOC5506521	Clytia|LOC002712
OG0009354	Nematostella|LOC5514681	Clytia|LOC002746
OG0009355	Nematostella|LOC116620692	Clytia|LOC002774
OG0009356	Nematostella|LOC5514996	Clytia|LOC002778
OG0009357	Nematostella|LOC5503227	Clytia|LOC002790
OG0009358	Nematostella|LOC5512437	Clytia|LOC002821
OG0009361	Nematostella|LOC5507953	Clytia|LOC002866
OG0009362	Nematostella|LOC5507801	Clytia|LOC002922
OG0009364	Nematostella|LOC116614018	Clytia|LOC002948
OG0009365	Nematostella|LOC5525170	Clytia|LOC003090
OG0009367	Nematostella|LOC5516155	Clytia|LOC003175
OG0009368	Nematostella|LOC5508150	Clytia|LOC003184
OG0009370	Nematostella|LOC5506009, Nematostella|LOC5506008	Clytia|LOC003187
OG0009372	Nematostella|LOC5516542	Clytia|LOC003205
OG0009373	Nematostella|LOC5505823	Clytia|LOC003247
OG0009376	Nematostella|LOC116603573	Clytia|LOC003260
OG0009377	Nematostella|LOC5518682	Clytia|LOC003274
OG0009383	Nematostella|LOC5513211	Clytia|LOC003448
OG0009385	Nematostella|LOC5509994	Clytia|LOC003450
OG0009391	Nematostella|LOC5520234, Nematostella|LOC5509862	Clytia|LOC003575, Clytia|LOC027777
OG0009396	Nematostella|LOC5521870	Clytia|LOC003794
OG0009397	Nematostella|LOC5502198	Clytia|LOC003847
OG0009400	Nematostella|LOC5507809	Clytia|LOC003924
OG0009401	Nematostella|LOC116621507	Clytia|LOC003938
OG0009402	Nematostella|LOC5506220	Clytia|LOC003959
OG0009403	Nematostella|LOC5515390	Clytia|LOC003961
OG0009405	Nematostella|LOC5509471	Clytia|LOC003981
OG0009409	Nematostella|LOC5500961	Clytia|LOC004014
OG0009412	Nematostella|LOC5518417	Clytia|LOC004134
OG0009413	Nematostella|LOC5507645	Clytia|LOC004139
OG0009414	Nematostella|LOC5500553	Clytia|LOC004143
OG0009418	Nematostella|LOC5505055	Clytia|LOC004228
OG0009419	Nematostella|LOC5517013	Clytia|LOC004268
OG0009422	Nematostella|LOC5519302	Clytia|LOC004301
OG0009423	Nematostella|LOC5509715	Clytia|LOC004312
OG0009426	Nematostella|LOC116603064	Clytia|LOC004431
OG0009427	Nematostella|LOC5516564	Clytia|LOC004437
OG0009428	Nematostella|LOC116604582	Clytia|LOC004440
OG0009429	Nematostella|LOC5520358	Clytia|LOC004454
OG0009430	Nematostella|LOC5509279	Clytia|LOC004462
OG0009431	Nematostella|LOC5516636	Clytia|LOC004465
OG0009433	Nematostella|LOC5512346	Clytia|LOC004505
