Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_XeniaProteins
OG0010617	Nematostella|LOC116601449, Nematostella|LOC5510415	Xenia|LOC124445190
OG0010618	Nematostella|LOC5520535	Xenia|LOC124449833
OG0010619	Nematostella|LOC5516270	Xenia|LOC124439139
OG0010620	Nematostella|LOC5506068	Xenia|LOC124446063
OG0010621	Nematostella|LOC5516494	Xenia|LOC124447167
OG0010624	Nematostella|LOC5513235	Xenia|LOC124452651
OG0010625	Nematostella|LOC5508687	Xenia|LOC124445333
OG0010626	Nematostella|LOC5516569	Xenia|LOC124453698
OG0010627	Nematostella|LOC5500616	Xenia|LOC124446602
OG0010628	Nematostella|LOC5522106	Xenia|LOC124445214
OG0010631	Nematostella|LOC5519279	Xenia|LOC124445493
OG0010632	Nematostella|LOC5519223	Xenia|LOC124447126
OG0010633	Nematostella|LOC5512505	Xenia|LOC124446926
OG0010634	Nematostella|LOC5506763	Xenia|LOC124446967
OG0010635	Nematostella|LOC5507436	Xenia|LOC124447540
OG0010636	Nematostella|LOC5517783	Xenia|LOC124446000
OG0010637	Nematostella|LOC5511582	Xenia|LOC124433631
OG0010639	Nematostella|LOC5517619	Xenia|LOC124457781
OG0010641	Nematostella|LOC5521443	Xenia|LOC124444962
OG0010643	Nematostella|LOC5510289	Xenia|LOC124441312
OG0010644	Nematostella|LOC5518845	Xenia|LOC124441231
OG0010645	Nematostella|LOC5516772	Xenia|LOC124440000
OG0010646	Nematostella|LOC5508598	Xenia|LOC124444965
OG0010648	Nematostella|LOC5514674	Xenia|LOC124443920
OG0010649	Nematostella|LOC116612030	Xenia|LOC124452287
OG0010650	Nematostella|LOC5518600	Xenia|LOC124436505
OG0010653	Nematostella|LOC5502805	Xenia|LOC124438027
OG0010655	Nematostella|LOC5508213	Xenia|LOC124443404
OG0010657	Nematostella|LOC5517395	Xenia|LOC124445405
OG0010662	Nematostella|LOC5515023	Xenia|LOC124445025
OG0010663	Nematostella|LOC5515577	Xenia|LOC124442309
OG0010664	Nematostella|LOC5519109	Xenia|LOC124437521
OG0010666	Nematostella|LOC5516677	Xenia|LOC124440949
OG0010667	Nematostella|LOC5504612	Xenia|LOC124445287
OG0010668	Nematostella|LOC5518510	Xenia|LOC124436488
OG0010670	Nematostella|LOC5500685	Xenia|LOC124437667
OG0010671	Nematostella|LOC5518815	Xenia|LOC124442498
OG0010672	Nematostella|LOC5507841	Xenia|LOC124442324
OG0010673	Nematostella|LOC5521905	Xenia|LOC124446894
OG0010674	Nematostella|LOC5520977	Xenia|LOC124444649
OG0010676	Nematostella|LOC5506682	Xenia|LOC124444198
OG0010677	Nematostella|LOC5515135	Xenia|LOC124443809
OG0010678	Nematostella|LOC5510411	Xenia|LOC124442504
OG0010679	Nematostella|LOC5504742	Xenia|LOC124442271
OG0010680	Nematostella|LOC5504459	Xenia|LOC124442584
OG0010681	Nematostella|LOC5521892	Xenia|LOC124445323
OG0010683	Nematostella|LOC5519657	Xenia|LOC124441947
OG0010685	Nematostella|LOC5503359	Xenia|LOC124443595
OG0010687	Nematostella|LOC5520969	Xenia|LOC124444650
OG0010688	Nematostella|LOC5518788	Xenia|LOC124441392
OG0010689	Nematostella|LOC5505096	Xenia|LOC124440413
OG0010691	Nematostella|LOC5513870	Xenia|LOC124442876
OG0010696	Nematostella|LOC5509911	Xenia|LOC124443189
OG0010699	Nematostella|LOC5511290	Xenia|LOC124452857
OG0010700	Nematostella|LOC5502640	Xenia|LOC124444740
OG0010701	Nematostella|LOC116617828	Xenia|LOC124444048
OG0010703	Nematostella|LOC5498590	Xenia|LOC124442342
OG0010704	Nematostella|LOC116618554	Xenia|LOC124444313
OG0010707	Nematostella|LOC5506797	Xenia|LOC124445827
OG0010709	Nematostella|LOC5508737	Xenia|LOC124450931
OG0010710	Nematostella|LOC5504837	Xenia|LOC124446118
OG0010711	Nematostella|LOC5518637	Xenia|LOC124444254
OG0010714	Nematostella|LOC5506643	Xenia|LOC124445514
OG0010716	Nematostella|LOC5506175	Xenia|LOC124441785
OG0010717	Nematostella|LOC5520228	Xenia|LOC124448434
OG0010720	Nematostella|LOC5515372	Xenia|LOC124446262
OG0010722	Nematostella|LOC5509942	Xenia|LOC124446065
OG0010724	Nematostella|LOC5511671	Xenia|LOC124445316
OG0010725	Nematostella|LOC5503210	Xenia|LOC124445376
OG0010726	Nematostella|LOC5512379	Xenia|LOC124445836
OG0010727	Nematostella|LOC5504850	Xenia|LOC124446237
OG0010730	Nematostella|LOC5522310	Xenia|LOC124452921
OG0010731	Nematostella|LOC5501525	Xenia|LOC124446583
OG0010732	Nematostella|LOC5511662	Xenia|LOC124445273
OG0010733	Nematostella|LOC5518499	Xenia|LOC124449587
OG0010734	Nematostella|LOC5512355	Xenia|LOC124447089
OG0010735	Nematostella|LOC5507960	Xenia|LOC124438245
OG0010736	Nematostella|LOC5518181	Xenia|LOC124446030
OG0010739	Nematostella|LOC5510964	Xenia|LOC124445307
OG0010744	Nematostella|LOC5510208	Xenia|LOC124446025
OG0010745	Nematostella|LOC5504347	Xenia|LOC124443907
OG0010746	Nematostella|LOC116619857	Xenia|LOC124446820
OG0010751	Nematostella|LOC116616940	Xenia|LOC124444872
OG0010752	Nematostella|LOC5520444	Xenia|LOC124444482
OG0010753	Nematostella|LOC5514977	Xenia|LOC124434058
OG0010754	Nematostella|LOC5522261	Xenia|LOC124444444
OG0010758	Nematostella|LOC116615408	Xenia|LOC124442258
OG0010759	Nematostella|LOC5504178	Xenia|LOC124441115
OG0010760	Nematostella|LOC5509677	Xenia|LOC124441047
OG0010761	Nematostella|LOC5507506	Xenia|LOC124442153
OG0010762	Nematostella|LOC5508579	Xenia|LOC124454640
OG0010764	Nematostella|LOC5509055	Xenia|LOC124451309
OG0010765	Nematostella|LOC5520092	Xenia|LOC124448794
OG0010766	Nematostella|LOC5502514	Xenia|LOC124441305
OG0010767	Nematostella|LOC5504170	Xenia|LOC124441487
OG0010768	Nematostella|LOC5511374	Xenia|LOC124438645
OG0010769	Nematostella|LOC5502438	Xenia|LOC124441745
OG0010771	Nematostella|LOC5514320	Xenia|LOC124439978
OG0010772	Nematostella|LOC5521524	Xenia|LOC124436923
OG0010773	Nematostella|LOC5513253	Xenia|LOC124451413
OG0010774	Nematostella|LOC116614802	Xenia|LOC124435651
OG0010776	Nematostella|LOC5520686	Xenia|LOC124442470
OG0010777	Nematostella|LOC5511916	Xenia|LOC124442005
OG0010778	Nematostella|LOC5504190	Xenia|LOC124440900
OG0010779	Nematostella|LOC5519217	Xenia|LOC124445562
OG0010780	Nematostella|LOC5504182	Xenia|LOC124441490
OG0010781	Nematostella|LOC5511882	Xenia|LOC124443341
OG0010782	Nematostella|LOC5521954	Xenia|LOC124445928
OG0010784	Nematostella|LOC5505057	Xenia|LOC124441458
OG0010786	Nematostella|LOC5507007	Xenia|LOC124441349
OG0010787	Nematostella|LOC5508019	Xenia|LOC124441065
OG0010788	Nematostella|LOC5512758	Xenia|LOC124451159
OG0010789	Nematostella|LOC5502495	Xenia|LOC124442378
OG0010790	Nematostella|LOC5510972	Xenia|LOC124445650
OG0010791	Nematostella|LOC5520790	Xenia|LOC124442301
OG0010792	Nematostella|LOC5520762	Xenia|LOC124442706
OG0010793	Nematostella|LOC5501591	Xenia|LOC124442622
OG0010794	Nematostella|LOC5510763	Xenia|LOC124441727
OG0010795	Nematostella|LOC5503885	Xenia|LOC124447768
OG0010796	Nematostella|LOC116617291	Xenia|LOC124441473
OG0010797	Nematostella|LOC5520795	Xenia|LOC124441824
OG0010800	Nematostella|LOC5521318	Xenia|LOC124439882
OG0010802	Nematostella|LOC5502380	Xenia|LOC124450694
OG0010804	Nematostella|LOC5518647	Xenia|LOC124450374
OG0010805	Nematostella|LOC5513026	Xenia|LOC124442003
OG0010806	Nematostella|LOC5504799	Xenia|LOC124441451
OG0010807	Nematostella|LOC5516059	Xenia|LOC124442407
OG0010808	Nematostella|LOC5514588	Xenia|LOC124455621
OG0010809	Nematostella|LOC5507343	Xenia|LOC124457470
OG0010810	Nematostella|LOC5515244	Xenia|LOC124439672
OG0010813	Nematostella|LOC5521569	Xenia|LOC124455538
OG0010814	Nematostella|LOC116619805	Xenia|LOC124439565
OG0010816	Nematostella|LOC5508802	Xenia|LOC124439230
OG0010817	Nematostella|LOC5509376	Xenia|LOC124438816
OG0010818	Nematostella|LOC5514113	Xenia|LOC124438844
OG0010819	Nematostella|LOC5508397	Xenia|LOC124438385
OG0010820	Nematostella|LOC5513885	Xenia|LOC124443087
OG0010821	Nematostella|LOC5507418	Xenia|LOC124438801
OG0010823	Nematostella|LOC5520395	Xenia|LOC124441780
OG0010824	Nematostella|LOC5502193	Xenia|LOC124443075
OG0010825	Nematostella|LOC5512089	Xenia|LOC124452236
OG0010828	Nematostella|LOC5515017	Xenia|LOC124444882
OG0010829	Nematostella|LOC5520338	Xenia|LOC124441838
OG0010831	Nematostella|LOC5516240	Xenia|LOC124439405
OG0010832	Nematostella|LOC5516215	Xenia|LOC124439557
OG0010834	Nematostella|LOC5507240	Xenia|LOC124439588
OG0010837	Nematostella|LOC5511466	Xenia|LOC124457381
OG0010838	Nematostella|LOC5508393	Xenia|LOC124438845
OG0010839	Nematostella|LOC5515254	Xenia|LOC124438257
OG0010840	Nematostella|LOC5519399	Xenia|LOC124438626
OG0010841	Nematostella|LOC5515096	Xenia|LOC124442607
OG0010843	Nematostella|LOC5511081	Xenia|LOC124435369
OG0010844	Nematostella|LOC116614392	Xenia|LOC124436775
OG0010846	Nematostella|LOC5514011	Xenia|LOC124441523
OG0010847	Nematostella|LOC5515820	Xenia|LOC124440488
OG0010848	Nematostella|LOC5518335	Xenia|LOC124440336
OG0010849	Nematostella|LOC5504191	Xenia|LOC124442163
OG0010850	Nematostella|LOC5508907	Xenia|LOC124440067
OG0010851	Nematostella|LOC5516294	Xenia|LOC124434453
OG0010852	Nematostella|LOC5521704	Xenia|LOC124440201
OG0010853	Nematostella|LOC5514771	Xenia|LOC124456280
OG0010854	Nematostella|LOC5520970	Xenia|LOC124444629
OG0010855	Nematostella|LOC5508908	Xenia|LOC124440114
OG0010857	Nematostella|LOC5518948	Xenia|LOC124441083
OG0010858	Nematostella|LOC5515734	Xenia|LOC124440630
OG0010859	Nematostella|LOC5500864	Xenia|LOC124446444
OG0010860	Nematostella|LOC5521148	Xenia|LOC124440367
OG0010861	Nematostella|LOC116604276	Xenia|LOC124440311
OG0010862	Nematostella|LOC5521339	Xenia|LOC124440818
OG0010864	Nematostella|LOC5521169	Xenia|LOC124439816
OG0010865	Nematostella|LOC5521225	Xenia|LOC124440058
OG0010866	Nematostella|LOC5514821	Xenia|LOC124437976
OG0010867	Nematostella|LOC5521863	Xenia|LOC124440164
OG0010868	Nematostella|LOC5514285	Xenia|LOC124440776
OG0010869	Nematostella|LOC5521285	Xenia|LOC124439815
OG0010870	Nematostella|LOC5521608	Xenia|LOC124436561
OG0010871	Nematostella|LOC5515758	Xenia|LOC124438064
OG0010872	Nematostella|LOC5521197	Xenia|LOC124440168
OG0010873	Nematostella|LOC5504206	Xenia|LOC124436882
OG0010874	Nematostella|LOC5517963	Xenia|LOC124436377
OG0010875	Nematostella|LOC116603569	Xenia|LOC124453489
OG0010876	Nematostella|LOC5509688	Xenia|LOC124435107
OG0010877	Nematostella|LOC5510973	Xenia|LOC124442138
OG0010878	Nematostella|LOC5521769	Xenia|LOC124440718
OG0010879	Nematostella|LOC116614550	Xenia|LOC124440591
OG0010880	Nematostella|LOC5521137	Xenia|LOC124442656
OG0010882	Nematostella|LOC116616106	Xenia|LOC124440751
OG0010883	Nematostella|LOC5506582	Xenia|LOC124434232
OG0010884	Nematostella|LOC5502590	Xenia|LOC124457284
OG0010885	Nematostella|LOC5521184	Xenia|LOC124453612
OG0010888	Nematostella|LOC5514789	Xenia|LOC124453017
OG0010889	Nematostella|LOC116617391	Xenia|LOC124452726
OG0010890	Nematostella|LOC5512572	Xenia|LOC124444779
OG0010891	Nematostella|LOC116620087	Xenia|LOC124438493
OG0010893	Nematostella|LOC5521346	Xenia|LOC124453298
OG0010894	Nematostella|LOC5509086	Xenia|LOC124453010
OG0010895	Nematostella|LOC5507734	Xenia|LOC124452740
OG0010898	Nematostella|LOC5504629	Xenia|LOC124444333
OG0010900	Nematostella|LOC5504350	Xenia|LOC124444274
OG0010901	Nematostella|LOC5504756	Xenia|LOC124452438
OG0010903	Nematostella|LOC5510064	Xenia|LOC124443908
OG0010904	Nematostella|LOC5508787	Xenia|LOC124453310
OG0010905	Nematostella|LOC5511281	Xenia|LOC124444300
OG0010906	Nematostella|LOC5506002	Xenia|LOC124438028
OG0010907	Nematostella|LOC5501845	Xenia|LOC124452903
OG0010908	Nematostella|LOC5509289	Xenia|LOC124438519
OG0010909	Nematostella|LOC5521817	Xenia|LOC124452844
OG0010910	Nematostella|LOC5514218	Xenia|LOC124444258
OG0010911	Nematostella|LOC5520000	Xenia|LOC124444453
OG0010912	Nematostella|LOC5501386	Xenia|LOC124457886
OG0010913	Nematostella|LOC5515648	Xenia|LOC124438955
OG0010914	Nematostella|LOC5505874	Xenia|LOC124437101
OG0010915	Nematostella|LOC5515312	Xenia|LOC124453312
OG0010916	Nematostella|LOC5507467	Xenia|LOC124442487
OG0010917	Nematostella|LOC5502037	Xenia|LOC124454936
OG0010921	Nematostella|LOC5503602	Xenia|LOC124449501
OG0010924	Nematostella|LOC5510396	Xenia|LOC124450012
OG0010926	Nematostella|LOC5516692	Xenia|LOC124442636
OG0010929	Nematostella|LOC5505642	Xenia|LOC124454963
OG0010930	Nematostella|LOC116601434	Xenia|LOC124450721
OG0010931	Nematostella|LOC5507067	Xenia|LOC124447198
OG0010933	Nematostella|LOC116620708	Xenia|LOC124434729
OG0010934	Nematostella|LOC5520276	Xenia|LOC124458359
OG0010936	Nematostella|LOC5499076	Xenia|LOC124446658
OG0010937	Nematostella|LOC5509203	Xenia|LOC124434775
OG0010938	Nematostella|LOC5507561	Xenia|LOC124434634
OG0010940	Nematostella|LOC5508219	Xenia|LOC124441051
OG0010941	Nematostella|LOC5516077	Xenia|LOC124434379
OG0010942	Nematostella|LOC5516532	Xenia|LOC124434745
OG0010943	Nematostella|LOC116617681	Xenia|LOC124434924
OG0010944	Nematostella|LOC5515894	Xenia|LOC124438315
OG0010945	Nematostella|LOC5503940	Xenia|LOC124434068
OG0010946	Nematostella|LOC5511055	Xenia|LOC124434591
OG0010947	Nematostella|LOC116620119	Xenia|LOC124459457
OG0010948	Nematostella|LOC5513969	Xenia|LOC124442538
OG0010951	Nematostella|LOC5519588	Xenia|LOC124434708
OG0010952	Nematostella|LOC5519640	Xenia|LOC124434426
OG0010953	Nematostella|LOC5513124	Xenia|LOC124434074
OG0010954	Nematostella|LOC5520014	Xenia|LOC124450339
OG0010955	Nematostella|LOC5519717	Xenia|LOC124434283
OG0010956	Nematostella|LOC5520284	Xenia|LOC124445129
OG0010958	Nematostella|LOC116609850	Xenia|LOC124435099
OG0010959	Nematostella|LOC5514208	Xenia|LOC124444744
OG0010960	Nematostella|LOC5509650	Xenia|LOC124448155
OG0010961	Nematostella|LOC5503801	Xenia|LOC124450395
OG0010962	Nematostella|LOC5510150	Xenia|LOC124449436
OG0010964	Nematostella|LOC5510136	Xenia|LOC124448229
OG0010966	Nematostella|LOC116603977	Xenia|LOC124449078
OG0010967	Nematostella|LOC5520625	Xenia|LOC124449626
OG0010968	Nematostella|LOC5516943	Xenia|LOC124447702
OG0010969	Nematostella|LOC5520209	Xenia|LOC124442581
OG0010970	Nematostella|LOC5506096	Xenia|LOC124449580
OG0010971	Nematostella|LOC5500975	Xenia|LOC124447498
OG0010972	Nematostella|LOC5508457	Xenia|LOC124447919
OG0010973	Nematostella|LOC5503877	Xenia|LOC124449293
OG0010974	Nematostella|LOC5510146	Xenia|LOC124438676
OG0010975	Nematostella|LOC5514677	Xenia|LOC124439831
OG0010976	Nematostella|LOC5520507	Xenia|LOC124448689
OG0010977	Nematostella|LOC5520502	Xenia|LOC124448258
OG0010978	Nematostella|LOC116615717	Xenia|LOC124441850, Xenia|LOC124441866
OG0010980	Nematostella|LOC5504269	Xenia|LOC124452725
OG0010981	Nematostella|LOC5520636	Xenia|LOC124449864
OG0010982	Nematostella|LOC5520585	Xenia|LOC124449582
OG0010983	Nematostella|LOC5520630	Xenia|LOC124449772
OG0010984	Nematostella|LOC5520251	Xenia|LOC124448751
OG0010985	Nematostella|LOC5516867	Xenia|LOC124447873
OG0010986	Nematostella|LOC116615626	Xenia|LOC124433367
OG0010987	Nematostella|LOC116619400	Xenia|LOC124456403
OG0010988	Nematostella|LOC5503767	Xenia|LOC124459297
OG0010989	Nematostella|LOC5503624	Xenia|LOC124436217
OG0010990	Nematostella|LOC5505758	Xenia|LOC124457688
OG0010991	Nematostella|LOC5504376	Xenia|LOC124458048
OG0010992	Nematostella|LOC5504642	Xenia|LOC124459444
OG0010993	Nematostella|LOC5503068	Xenia|LOC124441518
OG0010994	Nematostella|LOC5505772	Xenia|LOC124447454
OG0010995	Nematostella|LOC5515359	Xenia|LOC124439659
OG0010996	Nematostella|LOC5505935	Xenia|LOC124433499
OG0010997	Nematostella|LOC5505949	Xenia|LOC124433501
OG0010998	Nematostella|LOC5508174	Xenia|LOC124436440
OG0010999	Nematostella|LOC116617952	Xenia|LOC124433350
OG0011000	Nematostella|LOC5505009	Xenia|LOC124459489
OG0011001	Nematostella|LOC5519397	Xenia|LOC124452321
OG0011002	Nematostella|LOC5518403	Xenia|LOC124433353
OG0011003	Nematostella|LOC5519641	Xenia|LOC124433937
OG0011004	Nematostella|LOC5520104	Xenia|LOC124444939
OG0011007	Nematostella|LOC5518367	Xenia|LOC124452803
OG0011008	Nematostella|LOC5515888	Xenia|LOC124440273
OG0011010	Nematostella|LOC5520278	Xenia|LOC124439150
OG0011011	Nematostella|LOC5514452	Xenia|LOC124444694
OG0011012	Nematostella|LOC5521016	Xenia|LOC124435336
OG0011013	Nematostella|LOC5515848	Xenia|LOC124434231
OG0011014	Nematostella|LOC5517381	Xenia|LOC124433751
OG0011015	Nematostella|LOC5515841	Xenia|LOC124434777
OG0011016	Nematostella|LOC5521090	Xenia|LOC124435342
OG0011017	Nematostella|LOC5508729	Xenia|LOC124444042
OG0011019	Nematostella|LOC5514118	Xenia|LOC124438039
OG0011020	Nematostella|LOC5517407	Xenia|LOC124434376
OG0011022	Nematostella|LOC5517023	Xenia|LOC124452870
OG0011023	Nematostella|LOC5516938	Xenia|LOC124448390
OG0011024	Nematostella|LOC5512324	Xenia|LOC124439239
OG0011025	Nematostella|LOC5510615	Xenia|LOC124446428
OG0011027	Nematostella|LOC5519099	Xenia|LOC124433621
OG0011028	Nematostella|LOC5517191	Xenia|LOC124437889
OG0011030	Nematostella|LOC5507592	Xenia|LOC124438123
OG0011032	Nematostella|LOC5509826	Xenia|LOC124456021
OG0011034	Nematostella|LOC5504886	Xenia|LOC124450312
OG0011035	Nematostella|LOC5504195	Xenia|LOC124437157
OG0011036	Nematostella|LOC5521264	Xenia|LOC124453635
OG0011037	Nematostella|LOC5520293	Xenia|LOC124433656
OG0011038	Nematostella|LOC116621149	Xenia|LOC124434655
OG0011039	Nematostella|LOC5518224	Xenia|LOC124441470
OG0011040	Nematostella|LOC5514134	Xenia|LOC124439231
OG0011041	Nematostella|LOC5520019	Xenia|LOC124453623
OG0011042	Nematostella|LOC5517008	Xenia|LOC124444262
OG0011044	Nematostella|LOC5515384	Xenia|LOC124438624
OG0011045	Nematostella|LOC5516036	Xenia|LOC124442610
OG0011046	Nematostella|LOC5522170	Xenia|LOC124452656
OG0011047	Nematostella|LOC5521971	Xenia|LOC124447347
OG0011048	Nematostella|LOC5513884	Xenia|LOC124441963
OG0011049	Nematostella|LOC5511624	Xenia|LOC124446191
OG0011050	Nematostella|LOC5514592	Xenia|LOC124444187
OG0011051	Nematostella|LOC5520146	Xenia|LOC124448015
OG0011052	Nematostella|LOC5510849	Xenia|LOC124436218
OG0011064	Nematostella|LOC5503599	Xenia|LOC124457063
OG0011073	Nematostella|LOC5503196, Nematostella|LOC5505940	Xenia|LOC124446927
OG0011078	Nematostella|LOC116608352, Nematostella|LOC116611527	Xenia|LOC124435195
OG0011094	Nematostella|LOC5518966, Nematostella|LOC125568434	Xenia|LOC124441773
OG0011097	Nematostella|LOC5514361	Xenia|LOC124452902
OG0011101	Nematostella|LOC5509001	Xenia|LOC124443823, Xenia|LOC124443722
OG0011105	Nematostella|LOC5501463, Nematostella|LOC5521748	Xenia|LOC124441100
OG0011109	Nematostella|LOC5508583	Xenia|LOC124444729, Xenia|LOC124444730
OG0011111	Nematostella|LOC5519839	Xenia|LOC124443739
OG0011124	Nematostella|LOC5504145, Nematostella|LOC5513278	Xenia|LOC124451479
OG0011126	Nematostella|LOC5512766, Nematostella|LOC5506831	Xenia|LOC124445598
OG0011128	Nematostella|LOC5501636, Nematostella|LOC5501215	Xenia|LOC124458906
OG0011129	Nematostella|LOC5500678	Xenia|LOC124456355
OG0011135	Nematostella|LOC5506612, Nematostella|LOC116620861	Xenia|LOC124446386
OG0011138	Nematostella|LOC5516865, Nematostella|LOC5521425	Xenia|LOC124445902
OG0011148	Nematostella|LOC5516114	Xenia|LOC124437293, Xenia|LOC124441695
OG0011151	Nematostella|LOC5501110	Xenia|LOC124452109, Xenia|LOC124435021
OG0011155	Nematostella|LOC5506273	Xenia|LOC124434867, Xenia|LOC124434236
OG0011157	Nematostella|LOC5509841	Xenia|LOC124439665, Xenia|LOC124439683, Xenia|LOC124439703
OG0011173	Nematostella|LOC5500205, Nematostella|LOC125561840	Xenia|LOC124441176, Xenia|LOC124442356
OG0011177	Nematostella|LOC116614876, Nematostella|LOC116610925, Nematostella|LOC116614442	Xenia|LOC124441256
OG0011181	Nematostella|LOC5514854	Xenia|LOC124434480, Xenia|LOC124435519, Xenia|LOC124434314
OG0011182	Nematostella|LOC5511479, Nematostella|LOC5516779, Nematostella|LOC5509774	Xenia|LOC124454156
OG0011183	Nematostella|LOC125561083, Nematostella|LOC5521139, Nematostella|LOC5519566	Xenia|LOC124447400
OG0011184	Nematostella|LOC5514082	Xenia|LOC124439834, Xenia|LOC124453831, Xenia|LOC124459198
OG0011185	Nematostella|LOC116619161	Xenia|LOC124453132, Xenia|LOC124453131, Xenia|LOC124453130
OG0011189	Nematostella|LOC5525235	Xenia|LOC124455275, Xenia|LOC124452838, Xenia|LOC124456171
OG0011197	Nematostella|LOC116618476	Xenia|LOC124436830, Xenia|LOC124435382, Xenia|LOC124435370
OG0011202	Nematostella|LOC116618720, Nematostella|LOC116618708	Xenia|LOC124446568, Xenia|LOC124453051
OG0011212	Nematostella|LOC5501312	Xenia|LOC124450892, Xenia|LOC124451599, Xenia|LOC124451598
OG0011214	Nematostella|LOC116614224	Xenia|LOC124439900, Xenia|LOC124440397, Xenia|LOC124440401
OG0011215	Nematostella|LOC5516530, Nematostella|LOC5498611, Nematostella|LOC125561794	Xenia|LOC124459327
OG0011221	Nematostella|LOC5520850, Nematostella|LOC116607385, Nematostella|LOC125556693	Xenia|LOC124442686
OG0011223	Nematostella|LOC5502571	Xenia|LOC124449848, Xenia|LOC124433382, Xenia|LOC124433383
OG0011225	Nematostella|LOC5503033, Nematostella|LOC116610615, Nematostella|LOC5503029	Xenia|LOC124436987
