Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_HydraProteins
OG0010164	Nematostella|LOC5511393	Hydra|LOC100207311
OG0010165	Nematostella|LOC5511513	Hydra|LOC105847793
OG0010168	Nematostella|LOC5505837	Hydra|LOC100198966
OG0010170	Nematostella|LOC5512119	Hydra|LOC100205582
OG0010172	Nematostella|LOC5512862	Hydra|LOC100205494
OG0010175	Nematostella|LOC5509818	Hydra|LOC100211138
OG0010180	Nematostella|LOC5502304	Hydra|LOC100205300
OG0010181	Nematostella|LOC5505838	Hydra|LOC100208494
OG0010184	Nematostella|LOC5516876	Hydra|LOC100201866
OG0010185	Nematostella|LOC5513046	Hydra|LOC100212696
OG0010186	Nematostella|LOC5514974	Hydra|LOC101240441
OG0010188	Nematostella|LOC5514682	Hydra|LOC101235334
OG0010189	Nematostella|LOC116621122	Hydra|LOC124811267
OG0010193	Nematostella|LOC5513280	Hydra|LOC100205280
OG0010194	Nematostella|LOC5516254	Hydra|LOC101237038
OG0010198	Nematostella|LOC5506001	Hydra|LOC101236220
OG0010199	Nematostella|LOC5510556	Hydra|LOC100209689
OG0010207	Nematostella|LOC5507447	Hydra|LOC100210590
OG0010211	Nematostella|LOC116601175	Hydra|LOC100197366
OG0010215	Nematostella|LOC116618850	Hydra|LOC101235739
OG0010216	Nematostella|LOC5522002	Hydra|LOC100206417
OG0010220	Nematostella|LOC5504996	Hydra|LOC100205165
OG0010221	Nematostella|LOC5500286	Hydra|LOC100209528
OG0010222	Nematostella|LOC116609777	Hydra|LOC100203938
OG0010224	Nematostella|LOC5511890	Hydra|LOC105845326
OG0010226	Nematostella|LOC5513125	Hydra|LOC100215384
OG0010231	Nematostella|LOC5507060	Hydra|LOC100211090
OG0010233	Nematostella|LOC5512014	Hydra|LOC100209590
OG0010234	Nematostella|LOC5519441	Hydra|LOC100198247
OG0010236	Nematostella|LOC116608506	Hydra|LOC100215004
OG0010239	Nematostella|LOC5519653	Hydra|LOC101238411
OG0010243	Nematostella|LOC116604833	Hydra|LOC100197997
OG0010251	Nematostella|LOC5518601	Hydra|LOC100206053
OG0010255	Nematostella|LOC5513680	Hydra|LOC101236497
OG0010260	Nematostella|LOC5519693	Hydra|LOC124816652
OG0010261	Nematostella|LOC5511079	Hydra|LOC100209216
OG0010263	Nematostella|LOC5507563	Hydra|LOC100209402
OG0010264	Nematostella|LOC116616232	Hydra|LOC105844083
OG0010265	Nematostella|LOC125561917	Hydra|LOC101235579
OG0010266	Nematostella|LOC5509335	Hydra|LOC100212522
OG0010268	Nematostella|LOC5520286	Hydra|LOC100208729
OG0010271	Nematostella|LOC116614613	Hydra|LOC100209181
OG0010272	Nematostella|LOC5501581	Hydra|LOC100204319
OG0010276	Nematostella|LOC5520981	Hydra|LOC100201213
OG0010280	Nematostella|LOC5510623	Hydra|LOC101235861
OG0010283	Nematostella|LOC5518651	Hydra|LOC100201611
OG0010286	Nematostella|LOC5502025	Hydra|LOC100210685
OG0010288	Nematostella|LOC116601545	Hydra|LOC100215232
OG0010295	Nematostella|LOC5511771	Hydra|LOC100209657
OG0010297	Nematostella|LOC116603543	Hydra|LOC100215066
OG0010298	Nematostella|LOC5518997	Hydra|LOC100197741
OG0010301	Nematostella|LOC5510310	Hydra|LOC100205698
OG0010303	Nematostella|LOC5508657	Hydra|LOC100197808
OG0010307	Nematostella|LOC5512246	Hydra|LOC100204593
OG0010310	Nematostella|LOC5505841	Hydra|LOC100211119
OG0010313	Nematostella|LOC5514146	Hydra|LOC100206046
OG0010316	Nematostella|LOC5517966	Hydra|LOC100215859
OG0010318	Nematostella|LOC5509121	Hydra|LOC100207804
OG0010326	Nematostella|LOC116602290	Hydra|LOC105845285
OG0010334	Nematostella|LOC5510042	Hydra|LOC101240898
OG0010336	Nematostella|LOC5504443	Hydra|LOC100206590
OG0010340	Nematostella|LOC5521543	Hydra|LOC105850902
OG0010341	Nematostella|LOC5508373	Hydra|LOC100212081
OG0010342	Nematostella|LOC5516524	Hydra|LOC105848255
OG0010345	Nematostella|LOC116615636	Hydra|LOC100204463
OG0010347	Nematostella|LOC5516593	Hydra|LOC101235532
OG0010349	Nematostella|LOC5520055	Hydra|LOC101235097
OG0010351	Nematostella|LOC5504702	Hydra|LOC101237657
OG0010353	Nematostella|LOC5515730	Hydra|LOC100208142
OG0010354	Nematostella|LOC5514202	Hydra|LOC100209243
OG0010355	Nematostella|LOC5517172	Hydra|LOC100207528
OG0010357	Nematostella|LOC116618548	Hydra|LOC100209497
OG0010358	Nematostella|LOC116603965	Hydra|LOC105844762
OG0010360	Nematostella|LOC5502322	Hydra|LOC100197788
OG0010362	Nematostella|LOC5496852	Hydra|LOC100204837
OG0010367	Nematostella|LOC5520462	Hydra|LOC105846383
OG0010369	Nematostella|LOC5513114	Hydra|LOC100214142
OG0010371	Nematostella|LOC5509876	Hydra|LOC124819237
OG0010374	Nematostella|LOC5508995	Hydra|LOC105846934
OG0010382	Nematostella|LOC5502730	Hydra|LOC101237975
OG0010387	Nematostella|LOC5511069	Hydra|LOC105844922
OG0010388	Nematostella|LOC5514444	Hydra|LOC100201077
OG0010395	Nematostella|LOC5504592	Hydra|LOC100207939
OG0010397	Nematostella|LOC116619867	Hydra|LOC100212364
OG0010402	Nematostella|LOC5508200	Hydra|LOC100201735
OG0010404	Nematostella|LOC5512467	nb035
OG0010405	Nematostella|LOC5509101	Hydra|LOC100199411
OG0010407	Nematostella|LOC5506085	Hydra|LOC100199590
OG0010408	Nematostella|LOC5516820	Hydra|LOC105845600
OG0010409	Nematostella|LOC5522307	Hydra|LOC101238777
OG0010410	Nematostella|LOC5515566	Hydra|LOC101236961
OG0010411	Nematostella|LOC5510652	Hydra|LOC101235022
OG0010414	Nematostella|LOC5502925	Hydra|LOC101238793
OG0010418	Nematostella|LOC5510280	Hydra|LOC100208517
OG0010419	Nematostella|LOC5517135	Hydra|LOC100205688
OG0010422	Nematostella|LOC5513404	Hydra|LOC100199131
OG0010425	Nematostella|LOC5518534	Hydra|LOC100205038
OG0010429	Nematostella|LOC5513406	Hydra|LOC101239736
OG0010431	Nematostella|LOC5519974	Hydra|LOC100212180
OG0010436	Nematostella|LOC5501961	Hydra|LOC100214445
OG0010438	Nematostella|LOC5511097	Hydra|LOC100203898
OG0010440	Nematostella|LOC5521865	Hydra|LOC100206348
OG0010444	Nematostella|LOC5514850	Hydra|LOC100206554
OG0010445	Nematostella|LOC5514363	Hydra|LOC100197557
OG0010447	Nematostella|LOC5516721	Hydra|LOC100214097
OG0010448	Nematostella|LOC5504775	Hydra|LOC100212888
OG0010450	Nematostella|LOC5515044	Hydra|LOC100203759
OG0010456	Nematostella|LOC5517933	Hydra|LOC100202978
OG0010459	Nematostella|LOC5509314	Hydra|LOC100203347
OG0010462	Nematostella|LOC5516650	Hydra|LOC101241294
OG0010463	Nematostella|LOC5514067	Hydra|LOC100201477
OG0010464	Nematostella|LOC5521072	Hydra|LOC100205733
OG0010465	Nematostella|LOC5521454	Hydra|LOC100202552
OG0010469	Nematostella|LOC5513579	Hydra|LOC100197120
OG0010471	Nematostella|LOC5516400	Hydra|LOC105847033
OG0010472	Nematostella|LOC5511555	Hydra|LOC100198921
OG0010473	Nematostella|LOC5521065	Hydra|LOC124808923
OG0010478	Nematostella|LOC5505630	Hydra|LOC100203536
OG0010481	Nematostella|LOC5516539	Hydra|LOC105845646
OG0010484	Nematostella|LOC5502573	Hydra|LOC101235292
OG0010488	Nematostella|LOC116604252	Hydra|LOC124811276, Hydra|LOC124810025
OG0010489	Nematostella|LOC5517607	Hydra|LOC124810300
OG0010493	Nematostella|LOC5502318	Hydra|LOC100207964
OG0010494	Nematostella|LOC5510474	Hydra|LOC100208143
OG0010495	Nematostella|LOC116601600	Hydra|LOC100215087
OG0010496	Nematostella|LOC125561953, Nematostella|LOC125561236	Hydra|LOC124814332
OG0010497	Nematostella|LOC116619495	Hydra|LOC105845827
OG0010498	Nematostella|LOC5507374	Hydra|LOC100207371
OG0010500	Nematostella|LOC5500139	Hydra|LOC100202146
OG0010501	Nematostella|LOC5506282	Hydra|LOC100212310
OG0010504	Nematostella|LOC116618134	Hydra|LOC100199630, Hydra|LOC100202593, Hydra|LOC100208103
OG0010505	Nematostella|LOC5506283	Hydra|LOC100210822
OG0010506	Nematostella|LOC116601618	Hydra|LOC105850971
OG0010508	Nematostella|LOC5504764	Hydra|LOC100202457
OG0010509	Nematostella|LOC5519525	Hydra|LOC100204744
OG0010511	Nematostella|LOC5519301	Hydra|LOC100210236
OG0010516	Nematostella|LOC125560985, Nematostella|LOC125560924, Nematostella|LOC125560925	Hydra|LOC100201411
OG0010519	Nematostella|LOC5513393	Hydra|LOC100202547
OG0010522	Nematostella|LOC5506074	Hydra|LOC100198257
OG0010523	Nematostella|LOC116618822	Hydra|LOC101240263
OG0010524	Nematostella|LOC5506862	Hydra|LOC100197889
OG0010525	Nematostella|LOC116612326	Hydra|LOC101241825
OG0010526	Nematostella|LOC5521609	Hydra|LOC100214405
OG0010527	Nematostella|LOC5519557	Hydra|LOC100211833
OG0010528	Nematostella|LOC5503482	Hydra|LOC100207236
OG0010530	Nematostella|LOC5518076	Hydra|LOC100209914
OG0010533	Nematostella|LOC5510845	Hydra|LOC100214988
OG0010535	Nematostella|LOC5520776	Hydra|LOC100204688
OG0010537	Nematostella|LOC5513374	Hydra|LOC100199030
OG0010539	Nematostella|LOC5513928	Hydra|LOC105843432
OG0010540	Nematostella|LOC5518467	Hydra|LOC101239643
OG0010541	Nematostella|LOC5516559, Nematostella|LOC125563061, Nematostella|LOC5505986	Hydra|LOC105845034
OG0010542	Nematostella|LOC5518063	Hydra|LOC101241083
OG0010543	Nematostella|LOC5518043	Hydra|LOC100202585
OG0010545	Nematostella|LOC5505294	Hydra|LOC105845383
OG0010546	Nematostella|LOC5506380	Hydra|LOC100206242
OG0010547	Nematostella|LOC5516078	Hydra|LOC100211787
OG0010548	Nematostella|LOC5510025	Hydra|LOC100198396
OG0010549	Nematostella|LOC5510314	Hydra|LOC100206587
OG0010550	Nematostella|LOC5511392	nb012
OG0010551	Nematostella|LOC5519665	Hydra|LOC100203839
OG0010552	Nematostella|LOC5510007	Hydra|LOC100207429
OG0010554	Nematostella|LOC5512946	Hydra|LOC100202044
OG0010555	Nematostella|LOC5509417	Hydra|LOC100197810
OG0010556	Nematostella|LOC5509416	Hydra|LOC100197072
OG0010557	Nematostella|LOC5522345	Hydra|LOC101240689
OG0010558	Nematostella|LOC5521959	Hydra|LOC100215916
OG0010559	Nematostella|LOC5512451	Hydra|LOC100201067
OG0010561	Nematostella|LOC5515342	Hydra|LOC100206664
OG0010563	Nematostella|LOC5506006	Hydra|LOC100214492
OG0010564	Nematostella|LOC5522032	Hydra|LOC100204279
OG0010565	Nematostella|LOC5502384	Hydra|LOC100208679
OG0010566	Nematostella|LOC5509443	Hydra|LOC100204043
OG0010567	Nematostella|LOC5507749	Hydra|LOC100201504
OG0010568	Nematostella|LOC5522378	Hydra|LOC100213545
OG0010570	Nematostella|LOC116617411, Nematostella|LOC5503958	Hydra|LOC105845460
OG0010571	Nematostella|LOC5522239	Hydra|LOC100199910
OG0010572	Nematostella|LOC5511981	Hydra|LOC101241726
OG0010573	Nematostella|LOC5513932	Hydra|LOC100197025
OG0010574	Nematostella|LOC5519359	Hydra|LOC100212676
OG0010575	Nematostella|LOC5521935	Hydra|LOC100206517
OG0010576	Nematostella|LOC5503266	Hydra|LOC100201694
OG0010577	Nematostella|LOC5512923	Hydra|LOC100202937
OG0010579	Nematostella|LOC5513607	Hydra|LOC100204184
OG0010580	Nematostella|LOC5517932	Hydra|LOC100200614
OG0010581	Nematostella|LOC5520748	Hydra|LOC100209584
OG0010582	Nematostella|LOC5501622	Hydra|LOC100211445
OG0010583	Nematostella|LOC5504526	Hydra|LOC100215163
OG0010584	Nematostella|LOC5513522	Hydra|LOC100215790
OG0010585	Nematostella|LOC5515321	Hydra|LOC100208288
OG0010586	Nematostella|LOC5510821	Hydra|LOC100203176
OG0010588	Nematostella|LOC5506376	Hydra|LOC100199874
OG0010589	Nematostella|LOC5521983	Hydra|LOC100208265
OG0010590	Nematostella|LOC5519846	Hydra|LOC100214552
OG0010591	Nematostella|LOC5512130	Hydra|LOC100205089
OG0010593	Nematostella|LOC5512416	Hydra|LOC100204856
OG0010595	Nematostella|LOC116614310	Hydra|LOC100212855
OG0010598	Nematostella|LOC5521918	Hydra|LOC100211143
OG0010599	Nematostella|LOC5519212	Hydra|LOC101237864
OG0010600	Nematostella|LOC5521960	Hydra|LOC100201775
OG0010601	Nematostella|LOC5513493	Hydra|LOC100204577
OG0010603	Nematostella|LOC5506170	Hydra|LOC105847325
OG0010604	Nematostella|LOC5514522	Hydra|LOC100213669
OG0010606	Nematostella|LOC116615584	Hydra|LOC101236120
OG0010607	Nematostella|LOC5519172	Hydra|LOC100211408
OG0010609	Nematostella|LOC5520254	Hydra|LOC100205492
OG0010610	Nematostella|LOC5510622	Hydra|LOC101238786
OG0010611	Nematostella|LOC5504479	Hydra|LOC101235331
OG0010612	Nematostella|LOC5515033	Hydra|LOC124808226
OG0010613	Nematostella|LOC5506837	Hydra|LOC100207792
OG0010615	Nematostella|LOC5504549	Hydra|LOC100199393
OG0010616	Nematostella|LOC5522241	Hydra|LOC100197888
OG0010617	Nematostella|LOC116601449, Nematostella|LOC5510415	Hydra|LOC100202679
OG0010618	Nematostella|LOC5520535	Hydra|LOC101234294
OG0010619	Nematostella|LOC5516270	Hydra|LOC105845429
OG0010620	Nematostella|LOC5506068	Hydra|LOC105845432
OG0010621	Nematostella|LOC5516494	Hydra|LOC100204487
OG0010624	Nematostella|LOC5513235	Hydra|LOC100203150
OG0010625	Nematostella|LOC5508687	Hydra|LOC100211182
OG0010626	Nematostella|LOC5516569	Hydra|LOC100214490
OG0010627	Nematostella|LOC5500616	Hydra|LOC100197389
OG0010628	Nematostella|LOC5522106	Hydra|LOC100206249
OG0010631	Nematostella|LOC5519279	Hydra|LOC100209691
OG0010632	Nematostella|LOC5519223	Hydra|LOC100207928
OG0010633	Nematostella|LOC5512505	Hydra|LOC100211270
OG0010634	Nematostella|LOC5506763	Hydra|LOC101240379
OG0010635	Nematostella|LOC5507436	Hydra|LOC100208832
OG0010636	Nematostella|LOC5517783	Hydra|LOC100215378
OG0010637	Nematostella|LOC5511582	Hydra|LOC100206175
OG0010639	Nematostella|LOC5517619	Hydra|LOC101235724
OG0010641	Nematostella|LOC5521443	Hydra|LOC100200665
OG0010643	Nematostella|LOC5510289	Hydra|LOC101238598
OG0010644	Nematostella|LOC5518845	Hydra|LOC100206697
OG0010645	Nematostella|LOC5516772	Hydra|LOC100206278
OG0010646	Nematostella|LOC5508598	Hydra|LOC100208740
OG0010648	Nematostella|LOC5514674	Hydra|LOC100211097
OG0010649	Nematostella|LOC116612030	Hydra|LOC100205877
OG0010650	Nematostella|LOC5518600	Hydra|LOC100215165
OG0010653	Nematostella|LOC5502805	Hydra|LOC105843717
OG0010655	Nematostella|LOC5508213	Hydra|LOC100200780
OG0010657	Nematostella|LOC5517395	Hydra|LOC100208454
OG0010658	Nematostella|LOC5510878	Hydra|LOC100206243
OG0010662	Nematostella|LOC5515023	Hydra|LOC100201266
OG0010663	Nematostella|LOC5515577	Hydra|LOC100211162
OG0010664	Nematostella|LOC5519109	Hydra|LOC105843442
OG0010666	Nematostella|LOC5516677	Hydra|LOC105844376
OG0010667	Nematostella|LOC5504612	Hydra|LOC101237588
OG0010668	Nematostella|LOC5518510	Hydra|LOC101237680
OG0010670	Nematostella|LOC5500685	Hydra|LOC100205480
OG0010671	Nematostella|LOC5518815	Hydra|LOC100201645
OG0010672	Nematostella|LOC5507841	Hydra|LOC100203301
OG0010673	Nematostella|LOC5521905	Hydra|LOC101241767
OG0010674	Nematostella|LOC5520977	Hydra|LOC100202721
OG0010676	Nematostella|LOC5506682	Hydra|LOC101239621
OG0010677	Nematostella|LOC5515135	Hydra|LOC100199336
OG0010678	Nematostella|LOC5510411	Hydra|LOC100198134
OG0010679	Nematostella|LOC5504742	Hydra|LOC101241048
OG0010680	Nematostella|LOC5504459	Hydra|LOC101238694
OG0010681	Nematostella|LOC5521892	Hydra|LOC101236008
OG0010683	Nematostella|LOC5519657	Hydra|LOC101235661
OG0010684	Nematostella|LOC5510069	Hydra|LOC100206074
OG0010685	Nematostella|LOC5503359	Hydra|LOC100209431
OG0010686	Nematostella|LOC5517416	Hydra|LOC100207237, Hydra|LOC101241154, Hydra|LOC101241784
OG0010687	Nematostella|LOC5520969	Hydra|LOC100200488
OG0010688	Nematostella|LOC5518788	Hydra|LOC100201449
OG0010689	Nematostella|LOC5505096	Hydra|LOC100201845
OG0010690	Nematostella|LOC5510321	Hydra|LOC100214968
OG0010691	Nematostella|LOC5513870	Hydra|LOC100208672
OG0010696	Nematostella|LOC5509911	Hydra|LOC100199281
OG0010697	Nematostella|LOC5500186, Nematostella|LOC5500189	Hydra|LOC100211301
OG0010698	Nematostella|LOC125560748	Hydra|LOC124808654, Hydra|LOC124818279, Hydra|LOC124809440
OG0010699	Nematostella|LOC5511290	Hydra|LOC100203359
OG0010700	Nematostella|LOC5502640	Hydra|LOC100199222
OG0010701	Nematostella|LOC116617828	Hydra|LOC101239153
OG0010703	Nematostella|LOC5498590	Hydra|LOC100213580
OG0010704	Nematostella|LOC116618554	Hydra|LOC101237992
OG0010707	Nematostella|LOC5506797	Hydra|LOC100205362
OG0010709	Nematostella|LOC5508737	Hydra|LOC100198493
OG0010710	Nematostella|LOC5504837	Hydra|LOC105843094
OG0010711	Nematostella|LOC5518637	Hydra|LOC100214877
OG0010714	Nematostella|LOC5506643	Hydra|LOC100198013
OG0010716	Nematostella|LOC5506175	Hydra|LOC100201873
OG0010717	Nematostella|LOC5520228	Hydra|LOC100205521
OG0010720	Nematostella|LOC5515372	Hydra|LOC100201698
OG0010722	Nematostella|LOC5509942	Hydra|LOC100215666
OG0010724	Nematostella|LOC5511671	Hydra|LOC100212423
OG0010725	Nematostella|LOC5503210	Hydra|LOC100207684
OG0010726	Nematostella|LOC5512379	Hydra|LOC101241404
OG0010727	Nematostella|LOC5504850	Hydra|LOC100213497
OG0010730	Nematostella|LOC5522310	Hydra|LOC105845558
OG0010731	Nematostella|LOC5501525	Hydra|LOC100206960
OG0010732	Nematostella|LOC5511662	Hydra|LOC100206161
OG0010733	Nematostella|LOC5518499	Hydra|LOC100209998
OG0010734	Nematostella|LOC5512355	Hydra|LOC105843880
OG0010735	Nematostella|LOC5507960	Hydra|LOC100202544
OG0010736	Nematostella|LOC5518181	Hydra|LOC100208322
OG0010739	Nematostella|LOC5510964	Hydra|LOC101240170
OG0010744	Nematostella|LOC5510208	Hydra|LOC100200296
OG0010745	Nematostella|LOC5504347	Hydra|LOC105844241
OG0010746	Nematostella|LOC116619857	Hydra|LOC100209355
OG0010751	Nematostella|LOC116616940	Hydra|LOC101240116
OG0010752	Nematostella|LOC5520444	Hydra|LOC105846445
OG0010753	Nematostella|LOC5514977	Hydra|LOC124811019
OG0010754	Nematostella|LOC5522261	Hydra|LOC100205600
OG0010758	Nematostella|LOC116615408	Hydra|LOC124811069
OG0010759	Nematostella|LOC5504178	Hydra|LOC100213292
OG0010760	Nematostella|LOC5509677	Hydra|LOC101240216
OG0010761	Nematostella|LOC5507506	Hydra|LOC105848480
OG0010762	Nematostella|LOC5508579	Hydra|LOC100197898
OG0010763	Nematostella|LOC5514764	Hydra|LOC101240971, Hydra|LOC101241203
OG0010764	Nematostella|LOC5509055	Hydra|LOC100210899
OG0010765	Nematostella|LOC5520092	Hydra|LOC101240787
OG0010766	Nematostella|LOC5502514	Hydra|LOC100210790
OG0010767	Nematostella|LOC5504170	Hydra|LOC100209713
OG0010768	Nematostella|LOC5511374	Hydra|LOC101237719
OG0010769	Nematostella|LOC5502438	Hydra|LOC100197684
OG0010771	Nematostella|LOC5514320	Hydra|LOC105843323
OG0010772	Nematostella|LOC5521524	Hydra|LOC100198886
OG0010773	Nematostella|LOC5513253	Hydra|LOC100209615
OG0010774	Nematostella|LOC116614802	Hydra|LOC101239215
OG0010776	Nematostella|LOC5520686	Hydra|LOC100207401
OG0010777	Nematostella|LOC5511916	Hydra|LOC105845163
OG0010778	Nematostella|LOC5504190	Hydra|LOC100205979
OG0010779	Nematostella|LOC5519217	Hydra|LOC124811247
OG0010780	Nematostella|LOC5504182	Hydra|LOC100212558
OG0010781	Nematostella|LOC5511882	Hydra|LOC100208535
OG0010782	Nematostella|LOC5521954	Hydra|LOC100215744
OG0010784	Nematostella|LOC5505057	Hydra|LOC100213390
OG0010786	Nematostella|LOC5507007	Hydra|LOC101241549
OG0010787	Nematostella|LOC5508019	Hydra|LOC105845149
OG0010788	Nematostella|LOC5512758	Hydra|LOC100214187
OG0010789	Nematostella|LOC5502495	Hydra|LOC101235886
OG0010790	Nematostella|LOC5510972	Hydra|LOC100209050
OG0010791	Nematostella|LOC5520790	Hydra|LOC105844092
OG0010792	Nematostella|LOC5520762	Hydra|LOC101238827
OG0010793	Nematostella|LOC5501591	Hydra|LOC100197601
OG0010794	Nematostella|LOC5510763	Hydra|LOC124810915
OG0010795	Nematostella|LOC5503885	Hydra|LOC100200532
OG0010796	Nematostella|LOC116617291	Hydra|LOC101235968
OG0010797	Nematostella|LOC5520795	Hydra|LOC100205402
OG0010800	Nematostella|LOC5521318	Hydra|LOC100208760
OG0010802	Nematostella|LOC5502380	Hydra|LOC100214375
OG0010804	Nematostella|LOC5518647	Hydra|LOC105845068
OG0010805	Nematostella|LOC5513026	Hydra|LOC100213574
OG0010806	Nematostella|LOC5504799	Hydra|LOC100203322
OG0010807	Nematostella|LOC5516059	Hydra|LOC100209233
OG0010808	Nematostella|LOC5514588	Hydra|LOC100210394
OG0010809	Nematostella|LOC5507343	Hydra|LOC100201522
OG0010810	Nematostella|LOC5515244	Hydra|LOC100207417
OG0010811	Nematostella|LOC116613694, Nematostella|LOC5513368, Nematostella|LOC116601130	Hydra|LOC124812530
OG0010812	Nematostella|LOC5507969	Hydra|LOC100206228
OG0010813	Nematostella|LOC5521569	Hydra|LOC100203582
OG0010814	Nematostella|LOC116619805	Hydra|LOC101241624
OG0010816	Nematostella|LOC5508802	Hydra|LOC100209200
OG0010817	Nematostella|LOC5509376	Hydra|LOC100210871
OG0010818	Nematostella|LOC5514113	Hydra|LOC100204243
OG0010819	Nematostella|LOC5508397	Hydra|LOC100213150
OG0010820	Nematostella|LOC5513885	Hydra|LOC100213809
OG0010821	Nematostella|LOC5507418	Hydra|LOC101241074
OG0010822	Nematostella|LOC5506130	Hydra|LOC100213173
OG0010823	Nematostella|LOC5520395	Hydra|LOC100207193
OG0010824	Nematostella|LOC5502193	Hydra|LOC124812323
OG0010825	Nematostella|LOC5512089	Hydra|LOC100207475
OG0010828	Nematostella|LOC5515017	Hydra|LOC100208918
OG0010829	Nematostella|LOC5520338	Hydra|LOC100207134
OG0010831	Nematostella|LOC5516240	Hydra|LOC100215868
OG0010832	Nematostella|LOC5516215	Hydra|LOC100204890
OG0010834	Nematostella|LOC5507240	Hydra|LOC100215992
OG0010837	Nematostella|LOC5511466	Hydra|LOC101241052
OG0010838	Nematostella|LOC5508393	Hydra|LOC100197565
OG0010839	Nematostella|LOC5515254	Hydra|LOC100202325
OG0010840	Nematostella|LOC5519399	Hydra|LOC100207258
